"value_id","Species_SensoryData","common_name","class","source_excel_row","trait","value","value_num","unit","method","substrate","reference","comment","value_origin","qc_status","qc_note"
"SensoryData_r144_best_sensitivity","Sciurus niger","Fox squirrel","Mammalia",144,"best_sensitivity","1",1,"dB","","","Jackson et al 1997","","published","ok",""
"SensoryData_r144_best_frequency","Sciurus niger","Fox squirrel","Mammalia",144,"best_frequency","8",8,"kHz","","","Jackson et al 1997","","published","ok",""
"SensoryData_r144_binaural_phase_cue","Sciurus niger","Fox squirrel","Mammalia",144,"binaural_phase_cue","Y",,"Y/N","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r144_binaural_intensity_difference_cue","Sciurus niger","Fox squirrel","Mammalia",144,"binaural_intensity_difference_cue","Y",,"Y/N","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r145_audible_freq_low_60dBSPL","Serinus canaria","Domestic canary","Mammalia",145,"audible_freq_low_60dBSPL","0.25",0.25,"kHz","","","Heffner 1998","","published","ok",""
"SensoryData_r145_audible_freq_high_60dBSPL","Serinus canaria","Domestic canary","Mammalia",145,"audible_freq_high_60dBSPL","10",10,"kHz","","","Heffner 1998","","published","ok",""
"SensoryData_r145_best_sensitivity","Serinus canaria","Domestic canary","Mammalia",145,"best_sensitivity","8",8,"dB","","","Heffner 1998","","published","ok",""
"SensoryData_r145_best_frequency","Serinus canaria","Domestic canary","Mammalia",145,"best_frequency","2.8",2.8,"kHz","","","Heffner 1998","","published","ok",""
"SensoryData_r146_visual_acuity_max","Setonix brachyurus","Quokka","Mammalia",146,"visual_acuity_max","4",4,"c/deg","A","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Pteropus scapulatus|Spermophilus beecheyi"
"SensoryData_r147_audible_freq_low_60dBSPL","Sigmodon hispidus","Cotton rat","Mammalia",147,"audible_freq_low_60dBSPL","1",1,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r147_audible_freq_high_60dBSPL","Sigmodon hispidus","Cotton rat","Mammalia",147,"audible_freq_high_60dBSPL","72",72,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r147_interaural_distance_functional","Sigmodon hispidus","Cotton rat","Mammalia",147,"interaural_distance_functional","65",65,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r147_best_sensitivity","Sigmodon hispidus","Cotton rat","Mammalia",147,"best_sensitivity","-6",-6,"dB","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r147_best_frequency","Sigmodon hispidus","Cotton rat","Mammalia",147,"best_frequency","8",8,"kHz","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r148_visual_acuity_max","Sminthopsis crassicaudata","Fat-tailed dunnart","Mammalia",148,"visual_acuity_max","2.36",2.36,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r149_visual_acuity_max","Sotalia fluviatilis","River dolphin (tucuxi)","Mammalia",149,"visual_acuity_max","0.9",0.9,"c/deg","A","air","Kirk and Kay 2004","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Ellobius talpinus"
"SensoryData_r150_visual_acuity_max","Sotalia fluviatilis","River dolphin (tucuxi)","Mammalia",150,"visual_acuity_max","1.2",1.2,"c/deg","A","water","Kirk and Kay 2004","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r151_audible_freq_low_60dBSPL","Spalax ehrenbergi","Blind mole rat","Mammalia",151,"audible_freq_low_60dBSPL","0.054",0.054,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r151_audible_freq_high_60dBSPL","Spalax ehrenbergi","Blind mole rat","Mammalia",151,"audible_freq_high_60dBSPL","5.9",5.9,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r151_interaural_distance_functional","Spalax ehrenbergi","Blind mole rat","Mammalia",151,"interaural_distance_functional","87",87,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r151_best_sensitivity","Spalax ehrenbergi","Blind mole rat","Mammalia",151,"best_sensitivity","32",32,"dB","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r151_best_frequency","Spalax ehrenbergi","Blind mole rat","Mammalia",151,"best_frequency","1",1,"kHz","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r151_sound_localization_threshold","Spalax ehrenbergi","Blind mole rat","Mammalia",151,"sound_localization_threshold","180",180,"deg","","","Heffner et al 1994b","","published","ok",""
"SensoryData_r152_visual_acuity_max","Spermophilus beecheyi","California ground squirrel","Mammalia",152,"visual_acuity_max","4",4,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Pteropus scapulatus|Setonix brachyurus"
"SensoryData_r153_visual_acuity_max","Suricata suricatta","Meerkat","Mammalia",153,"visual_acuity_max","6.3",6.3,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r154_visual_acuity_max","Sus scrofa","Pig","Mammalia",154,"visual_acuity_max","9.92",9.92,"c/deg","A","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r154_audible_freq_low_60dBSPL","Sus scrofa","Pig","Mammalia",154,"audible_freq_low_60dBSPL","0.042",0.042,"kHz","","","Heffner 1998","","published","ok",""
"SensoryData_r154_audible_freq_high_60dBSPL","Sus scrofa","Pig","Mammalia",154,"audible_freq_high_60dBSPL","40.5",40.5,"kHz","","","Heffner 1998","","published","ok",""
"SensoryData_r154_interaural_distance_functional","Sus scrofa","Pig","Mammalia",154,"interaural_distance_functional","498",498,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r154_best_sensitivity","Sus scrofa","Pig","Mammalia",154,"best_sensitivity","9",9,"dB","","","Heffner 1998","","published","ok",""
"SensoryData_r154_best_frequency","Sus scrofa","Pig","Mammalia",154,"best_frequency","8",8,"kHz","","","Heffner 1998","","published","ok",""
"SensoryData_r154_sound_localization_threshold","Sus scrofa","Pig","Mammalia",154,"sound_localization_threshold","4.6",4.6,"deg","","","Heffner and Heffner 1992a","4.5 in Heffner and Heffner 2003","published","ok",""
"SensoryData_r154_field_of_best_vision_width","Sus scrofa","Pig","Mammalia",154,"field_of_best_vision_width","11.6",11.6,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r154_binocular_field","Sus scrofa","Pig","Mammalia",154,"binocular_field","47",47,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r154_binaural_phase_cue","Sus scrofa","Pig","Mammalia",154,"binaural_phase_cue","Y",,"Y/N","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r154_binaural_intensity_difference_cue","Sus scrofa","Pig","Mammalia",154,"binaural_intensity_difference_cue","N",,"Y/N","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r154_trophic_level","Sus scrofa","Pig","Mammalia",154,"trophic_level","2",2,"ordinal 1-5","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r155_audible_freq_low_60dBSPL","Sylvilagus floridana","Eastern cottontail rabbit","Mammalia",155,"audible_freq_low_60dBSPL","0.275116876744163",0.275116876744163,"kHz","","","Koay et al 1998","extracted from fig 6","digitised_from_figure","ok",""
"SensoryData_r155_audible_freq_high_60dBSPL","Sylvilagus floridana","Eastern cottontail rabbit","Mammalia",155,"audible_freq_high_60dBSPL","56",56,"kHz","","","Heffner et al 2020","There was a conflict within the paper; this value was confirmed by Heffner via email","published","ok",""
"SensoryData_r155_interaural_distance_functional","Sylvilagus floridana","Eastern cottontail rabbit","Mammalia",155,"interaural_distance_functional","123.204223088872",123.204223088872,"us","","","Koay et al 1998","extracted from fig 6","digitised_from_figure","ok",""
"SensoryData_r155_sound_localization_threshold","Sylvilagus floridana","Eastern cottontail rabbit","Mammalia",155,"sound_localization_threshold","27",27,"deg","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r156_audible_freq_low_60dBSPL","Taeniopygia guttata","Zebra finch","Aves",156,"audible_freq_low_60dBSPL","0.25",0.25,"kHz","","","Heffner 1998","","published","ok",""
"SensoryData_r156_audible_freq_high_60dBSPL","Taeniopygia guttata","Zebra finch","Aves",156,"audible_freq_high_60dBSPL","7",7,"kHz","","","Heffner 1998","","published","ok",""
"SensoryData_r156_best_sensitivity","Taeniopygia guttata","Zebra finch","Aves",156,"best_sensitivity","21",21,"dB","","","Heffner 1998","","published","ok",""
"SensoryData_r156_best_frequency","Taeniopygia guttata","Zebra finch","Aves",156,"best_frequency","4",4,"kHz","","","Heffner 1998","","published","ok",""
"SensoryData_r157_visual_acuity_max","Tachyglossus aculeatus","Short-beaked echidna","Mammalia",157,"visual_acuity_max","1.69",1.69,"c/deg","A","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r158_audible_freq_low_60dBSPL","Tamias striatus","Eastern chipmunk","Mammalia",158,"audible_freq_low_60dBSPL","0.039",0.039,"kHz","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r158_audible_freq_high_60dBSPL","Tamias striatus","Eastern chipmunk","Mammalia",158,"audible_freq_high_60dBSPL","52",52,"kHz","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r158_interaural_distance_functional","Tamias striatus","Eastern chipmunk","Mammalia",158,"interaural_distance_functional","108",108,"us","","","Heffner et al 2001","","published","ok",""
"SensoryData_r158_best_sensitivity","Tamias striatus","Eastern chipmunk","Mammalia",158,"best_sensitivity","17",17,"dB","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r158_best_frequency","Tamias striatus","Eastern chipmunk","Mammalia",158,"best_frequency","1",1,"kHz","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r158_sound_localization_threshold","Tamias striatus","Eastern chipmunk","Mammalia",158,"sound_localization_threshold","33",33,"deg","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r158_binaural_phase_cue","Tamias striatus","Eastern chipmunk","Mammalia",158,"binaural_phase_cue","Y",,"Y/N","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r158_binaural_intensity_difference_cue","Tamias striatus","Eastern chipmunk","Mammalia",158,"binaural_intensity_difference_cue","Y",,"Y/N","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r159_visual_acuity_max","Taphozous georgianus","Brown sheath-tailed bat","Mammalia",159,"visual_acuity_max","1.3",1.3,"c/deg","A","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r160_visual_acuity_max","Tarsipes rostratus","Honey possum","Mammalia",160,"visual_acuity_max","0.63",0.63,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r161_visual_acuity_max","Tarsius syrichta","Philippine tarsier","Mammalia",161,"visual_acuity_max","8.89",8.89,"c/deg","A","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r162_visual_acuity_max","Trichosurus vulpecula","Brush-tailed possum","Mammalia",162,"visual_acuity_max","4.8",4.8,"c/deg","A","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Otolemur crassicaudatus"
"SensoryData_r163_visual_acuity_max","Tupaia belangeri","Tree shrew","Mammalia",163,"visual_acuity_max","2.4",2.4,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Phascolarctos cinereus"
"SensoryData_r164_visual_acuity_max","Tupaia glis","Common treeshrew","Mammalia",164,"visual_acuity_max","4.7",4.7,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r164_audible_freq_low_60dBSPL","Tupaia glis","Common treeshrew","Mammalia",164,"audible_freq_low_60dBSPL","0.11",0.11,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r164_audible_freq_high_60dBSPL","Tupaia glis","Common treeshrew","Mammalia",164,"audible_freq_high_60dBSPL","61",61,"kHz","","","Koay et al 1998","60 in primary","published","ok",""
"SensoryData_r164_interaural_distance_functional","Tupaia glis","Common treeshrew","Mammalia",164,"interaural_distance_functional","136",136,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r164_best_sensitivity","Tupaia glis","Common treeshrew","Mammalia",164,"best_sensitivity","-5",-5,"dB","","","Heffner et al 1969","","published","ok",""
"SensoryData_r164_best_frequency","Tupaia glis","Common treeshrew","Mammalia",164,"best_frequency","16",16,"kHz","","","Heffner et al 1969","","published","ok",""
"SensoryData_r165_visual_acuity_max","Tursiops truncatus","Bottlenose dolphin/porpoise","Mammalia",165,"visual_acuity_max","2.5",2.5,"c/deg","B","air","Kirk and Kay 2004","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r165_binaural_phase_cue","Tursiops truncatus","Bottlenose dolphin/porpoise","Mammalia",165,"binaural_phase_cue","Y",,"Y/N","","air","Heffner and Heffner 1992b","","published","ok",""
"SensoryData_r165_binaural_intensity_difference_cue","Tursiops truncatus","Bottlenose dolphin/porpoise","Mammalia",165,"binaural_intensity_difference_cue","Y",,"Y/N","","air","Heffner and Heffner 1992b","","published","ok",""
"SensoryData_r165_trophic_level","Tursiops truncatus","Bottlenose dolphin/porpoise","Mammalia",165,"trophic_level","1",1,"ordinal 1-5","","air","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r166_visual_acuity_max","Tursiops truncatus","Bottlenose dolphin/porpoise","Mammalia",166,"visual_acuity_max","3.8",3.8,"c/deg","B","water","Kirk and Kay 2004","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Delphinus delphis|Odobenus rosmarus"
"SensoryData_r166_audible_freq_low_60dBSPL","Tursiops truncatus","Bottlenose dolphin/porpoise","Mammalia",166,"audible_freq_low_60dBSPL","0.130678217436335",0.130678217436335,"kHz","","water","Koay et al 1998","extracted from fig 6","digitised_from_figure","ok",""
"SensoryData_r166_audible_freq_high_60dBSPL","Tursiops truncatus","Bottlenose dolphin/porpoise","Mammalia",166,"audible_freq_high_60dBSPL","136",136,"kHz","","water","Heffner and Heffner 2010b","","published","ok",""
"SensoryData_r166_interaural_distance_functional","Tursiops truncatus","Bottlenose dolphin/porpoise","Mammalia",166,"interaural_distance_functional","75",75,"us","","water","Heffner and Heffner 2010b","","published","ok",""
"SensoryData_r166_sound_localization_threshold","Tursiops truncatus","Bottlenose dolphin/porpoise","Mammalia",166,"sound_localization_threshold","1.1",1.1,"deg","","water","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r167_audible_freq_low_60dBSPL","Vicugna pacos","Alpaca","Mammalia",167,"audible_freq_low_60dBSPL","0.04",0.04,"kHz","","","Heffner et al 2014","","published","ok",""
"SensoryData_r167_audible_freq_high_60dBSPL","Vicugna pacos","Alpaca","Mammalia",167,"audible_freq_high_60dBSPL","32.8",32.8,"kHz","","","Heffner et al 2014","","published","ok",""
"SensoryData_r167_hearing_range","Vicugna pacos","Alpaca","Mammalia",167,"hearing_range","9.7",9.7,"octaves","","","Heffner et al 2014","","published","ok",""
"SensoryData_r167_interaural_distance_functional","Vicugna pacos","Alpaca","Mammalia",167,"interaural_distance_functional","544",544,"us","","","Heffner et al 2014","","published","ok",""
"SensoryData_r167_best_sensitivity","Vicugna pacos","Alpaca","Mammalia",167,"best_sensitivity","-0.5",-0.5,"dB","","","Heffner et al 2014","","published","ok",""
"SensoryData_r167_best_frequency","Vicugna pacos","Alpaca","Mammalia",167,"best_frequency","8",8,"kHz","","","Heffner et al 2014","","published","ok",""
"SensoryData_r167_sound_localization_threshold","Vicugna pacos","Alpaca","Mammalia",167,"sound_localization_threshold","23",23,"deg","","","Heffner et al 2014","","published","ok",""
"SensoryData_r167_binaural_phase_cue","Vicugna pacos","Alpaca","Mammalia",167,"binaural_phase_cue","Y",,"Y/N","","","Heffner et al 2014","","published","ok",""
"SensoryData_r167_binaural_intensity_difference_cue","Vicugna pacos","Alpaca","Mammalia",167,"binaural_intensity_difference_cue","N",,"Y/N","","","Heffner et al 2014","","published","ok",""
"SensoryData_r167_monaural_pinna_cues","Vicugna pacos","Alpaca","Mammalia",167,"monaural_pinna_cues","Y",,"Y/N","","","Heffner et al 2014","","published","ok",""
"SensoryData_r168_visual_acuity_max","Zalophus californianus","California sea lion","Mammalia",168,"visual_acuity_max","5.7",5.7,"c/deg","B","","Kirk and Kay 2004","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r168_audible_freq_low_60dBSPL","Zalophus californianus","California sea lion","Mammalia",168,"audible_freq_low_60dBSPL","0.18",0.18,"kHz","","","Schusterman 1974, 1981, and Kastak and Schusterman 1998","","published","ok",""
"SensoryData_r168_audible_freq_high_60dBSPL","Zalophus californianus","California sea lion","Mammalia",168,"audible_freq_high_60dBSPL","33",33,"kHz","","","Schusterman 1974, 1981, and Kastak and Schusterman 1998","","published","ok",""
"SensoryData_r168_interaural_distance_functional","Zalophus californianus","California sea lion","Mammalia",168,"interaural_distance_functional","392",392,"us","","","Schusterman 1974, 1981, and Kastak and Schusterman 1998","","published","ok",""
"SensoryData_r168_best_sensitivity","Zalophus californianus","California sea lion","Mammalia",168,"best_sensitivity","16",16,"dB","","","Schusterman 1974, 1981, and Kastak and Schusterman 1998","","published","ok",""
"SensoryData_r168_best_frequency","Zalophus californianus","California sea lion","Mammalia",168,"best_frequency","8",8,"kHz","","","Schusterman 1974, 1981, and Kastak and Schusterman 1998","","published","ok",""
"SensoryData_r168_sound_localization_threshold","Zalophus californianus","California sea lion","Mammalia",168,"sound_localization_threshold","8.8",8.8,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r168_trophic_level","Zalophus californianus","California sea lion","Mammalia",168,"trophic_level","1",1,"ordinal 1-5","","","Heffner and Heffner 1992a","","published","ok",""
