"Species","measure_class","Measure","Units","Value","Value_median","n_sources","n_teams","n_teams_primary","primary_used","Teams","roles","value_min","value_max"
"Aotus vociferans","mass","Body_Mass","g",759.663,703,6,3,0,FALSE,"Isler; Powell; Wilman","secondary",NA,NA
"Aplodontia rufa","mass","Body_Mass","g",813.33,806,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Apodemus agrarius","mass","Body_Mass","g",25.124,23.042,8,4,0,FALSE,"Burger; Genoud; Wilman; Wimberly","secondary",NA,NA
"Apodemus alpicola","mass","Body_Mass","g",29.58,29.58,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Apodemus argenteus","mass","Body_Mass","g",18.35,18.35,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Apodemus chevrieri","mass","Body_Mass","g",34.933,34.933,9,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Apodemus draco","mass","Body_Mass","g",22.25,22.25,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Apodemus epimelas","mass","Body_Mass","g",28.07,28.07,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Apodemus flavicollis","mass","Body_Mass","g",29.984,30.468,13,4,0,FALSE,"Burger; Genoud; Wilman; Wimberly","secondary",NA,NA
"Apodemus gurkha","mass","Body_Mass","g",39.9,39.9,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Apodemus hyrcanicus","mass","Body_Mass","g",25.76,25.76,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Apodemus latronum","mass","Body_Mass","g",35.2,35.2,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Apodemus mystacinus","mass","Body_Mass","g",41.3,41.3,7,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Apodemus pallipes","mass","Body_Mass","g",25.68,25.68,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Apodemus peninsulae","mass","Body_Mass","g",29.45,29.45,5,2,0,FALSE,"Ruf; Wilman","secondary",NA,NA
"Apodemus ponticus","mass","Body_Mass","g",25.76,25.76,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Apodemus rusiges","mass","Body_Mass","g",25.67,25.67,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Apodemus semotus","mass","Body_Mass","g",25.77,25.77,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Apodemus speciosus","mass","Body_Mass","g",32.58,32.58,6,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Apodemus sylvaticus","mass","Body_Mass","g",24.477,22.88,10,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Apodemus uralensis","mass","Body_Mass","g",17.1,17.1,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Apodemus witherbyi","mass","Body_Mass","g",20.355,20.355,6,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Apomys abrae","mass","Body_Mass","g",56.6,56.6,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Apomys datae","mass","Body_Mass","g",106,106,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Apomys gracilirostris","mass","Body_Mass","g",43.08,43.08,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Apomys hylocetes","mass","Body_Mass","g",34.88,34.88,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Apomys insignis","mass","Body_Mass","g",29.9,29.9,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Apomys littoralis","mass","Body_Mass","g",30.95,30.95,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Apomys microdon","mass","Body_Mass","g",35.1,35.1,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Apomys musculus","mass","Body_Mass","g",21.2,21.2,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Apomys sacobianus","mass","Body_Mass","g",82.4,82.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Aproteles bulmerae","mass","Body_Mass","g",600,600,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Apus apus","mass","Body_Mass","g",42,42,4,1,0,FALSE,"Ruf","secondary",NA,NA
"Arborimus albipes","mass","Body_Mass","g",23,23,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Arborimus longicaudus","mass","Body_Mass","g",21.8,21.8,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Arborimus pomo","mass","Body_Mass","g",27.15,27.15,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Archboldomys luzonensis","mass","Body_Mass","g",35.4,35.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Archboldomys musseri","mass","Body_Mass","g",35.4,35.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Archilochus alexandri","mass","Body_Mass","g",3.2,3.2,4,1,0,FALSE,"Ruf","secondary",NA,NA
"Arctictis binturong","mass","Body_Mass","g",12156.248,12234.995,7,4,0,FALSE,"Burger; Genoud; Wilman; Wimberly","secondary",NA,NA
"Arctocebus aureus","mass","Body_Mass","g",216.25,210,7,4,0,FALSE,"Burger; Isler; Powell; Wilman","secondary",NA,NA
"Arctocebus calabarensis","mass","Body_Mass","g",258.3,257.5,9,5,0,FALSE,"Burger; Genoud; Isler; Powell; Wilman","secondary",NA,NA
"Arctocephalus australis","mass","Body_Mass","g",74375,74375,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Arctocephalus forsteri","mass","Body_Mass","g",105470,105470,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Arctocephalus galapagoensis","mass","Body_Mass","g",36475,36475,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Arctocephalus gazella","mass","Body_Mass","g",97050,97050,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Arctocephalus philippii","mass","Body_Mass","g",117500,117500,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Arctocephalus pusillus","mass","Body_Mass","g",178625,178625,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Arctocephalus townsendi","mass","Body_Mass","g",105000,105000,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Arctocephalus tropicalis","mass","Body_Mass","g",92625,92625,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Arctogalidia trivirgata","mass","Body_Mass","g",2240,2250,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Arctonyx collaris","mass","Body_Mass","g",8423,8423,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Ardops nichollsi","mass","Body_Mass","g",16.08,16.08,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Arielulus aureocollaris","mass","Body_Mass","g",10.4,10.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Arielulus circumdatus","mass","Body_Mass","g",10.4,10.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Arielulus cuprosus","mass","Body_Mass","g",10.4,10.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Arielulus societatis","mass","Body_Mass","g",8.03,8.03,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Arielulus torquatus","mass","Body_Mass","g",10.4,10.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Ariteus flavescens","mass","Body_Mass","g",11.9,11.9,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Artamus cyanopterus","mass","Body_Mass","g",35,35,4,1,0,FALSE,"Ruf","secondary",NA,NA
"Artibeus amplus","mass","Body_Mass","g",60,60,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Artibeus anderseni","mass","Body_Mass","g",138,138,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Artibeus aztecus","mass","Body_Mass","g",20.38,20.38,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Artibeus cinereus","mass","Body_Mass","g",11.843,12.4,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Artibeus concolor","mass","Body_Mass","g",19.483,19.4,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Artibeus fimbriatus","mass","Body_Mass","g",63.9,63.9,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Artibeus fraterculus","mass","Body_Mass","g",36,36,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Artibeus glaucus","mass","Body_Mass","g",11.63,11.63,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Artibeus gnomus","mass","Body_Mass","g",10.06,10.06,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Artibeus hirsutus","mass","Body_Mass","g",45.115,45.115,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Artibeus incomitatus","mass","Body_Mass","g",26.52,26.52,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Artibeus inopinatus","mass","Body_Mass","g",29.3,29.3,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Artibeus jamaicensis","mass","Body_Mass","g",42.233,42.17,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Artibeus lituratus","mass","Body_Mass","g",62.823,60.54,8,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Artibeus obscurus","mass","Body_Mass","g",35.2,35.2,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Artibeus phaeotis","mass","Body_Mass","g",11.695,11.695,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Artibeus toltecus","mass","Body_Mass","g",15.925,15.925,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Artibeus watsoni","mass","Body_Mass","g",11.2,11.2,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Arvicanthis abyssinicus","mass","Body_Mass","g",77.1,77.1,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Arvicanthis ansorgei","mass","Body_Mass","g",102.35,102.35,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Arvicanthis blicki","mass","Body_Mass","g",128,128,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Arvicanthis nairobae","mass","Body_Mass","g",104,104,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Arvicanthis neumanni","mass","Body_Mass","g",98.36,98.36,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Arvicanthis niloticus","mass","Body_Mass","g",95.7,95.7,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Arvicanthis rufinus","mass","Body_Mass","g",102.35,102.35,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Arvicola amphibius","mass","Body_Mass","g",128.6,120,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Arvicola sapidus","mass","Body_Mass","g",220,220,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Arvicola scherman","mass","Body_Mass","g",162.48,162.48,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Asellia patrizii","mass","Body_Mass","g",14.1,14.1,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Asellia tridens","mass","Body_Mass","g",12.365,12.365,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Aselliscus stoliczkanus","mass","Body_Mass","g",4.9,4.9,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Aselliscus tricuspidatus","mass","Body_Mass","g",4.233,4.2,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Atelerix albiventris","mass","Body_Mass","g",443.333,450,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Atelerix algirus","mass","Body_Mass","g",745,745,10,4,1,TRUE,"Burger; Ruf; Stephan_collection; Wilman","primary; secondary",NA,NA
"Atelerix frontalis","mass","Body_Mass","g",361.5,375,6,3,0,FALSE,"Genoud; Ruf; Wilman","secondary",NA,NA
"Atelerix sclateri","mass","Body_Mass","g",539.15,539.15,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Ateles ater","mass","Body_Mass","g",6000,6000,4,1,1,TRUE,"Heffner","primary",NA,NA
"Ateles belzebuth","mass","Body_Mass","g",7581.086,8167,8,5,0,FALSE,"Burger; Granatosky; Isler; Powell; Wilman","secondary",NA,NA
"Ateles belzebuth group","mass","Body_Mass","g",8151.812,8151.812,19,1,0,FALSE,"Isler","secondary",NA,NA
"Ateles chamek","mass","Body_Mass","g",8246.66,9370,6,3,0,FALSE,"Burger; Isler; Wilman","secondary",NA,NA
"Ateles fusciceps","mass","Body_Mass","g",9160,9160,9,6,1,TRUE,"Burger; Heldstab; Isler; Powell; Wilman; Wimberly","primary; secondary",NA,NA
"Ateles geoffroyi","mass","Body_Mass","g",7900,8000,22,10,3,TRUE,"Burger; Granatosky; Heldstab; Isler; Powell; Stephan; Stephan_collection; Wilman; Wimberly; Zilles","primary; secondary",NA,NA
"Ateles geoffroyi group","mass","Body_Mass","g",7401.062,7401.062,19,1,0,FALSE,"Isler","secondary",NA,NA
"Ateles hybridus","mass","Body_Mass","g",7419.775,7711,7,4,0,FALSE,"Burger; Isler; Powell; Wilman","secondary",NA,NA
"Ateles marginatus","mass","Body_Mass","g",4600.49,4600.49,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Ateles paniscus","mass","Body_Mass","g",7037.466,8175,13,8,0,FALSE,"Burger; Granatosky; Isler; Lewitus; MacLeod; Powell; Wilman; Wimberly","secondary",NA,NA
"Atelocynus microtis","mass","Body_Mass","g",8389.985,8389.985,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Atherurus africanus","mass","Body_Mass","g",2543.25,2543.25,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Atherurus macrourus","mass","Body_Mass","g",2000,2000,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Atilax paludinosus","mass","Body_Mass","g",3484.985,3484.985,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Atlantoxerus getulus","mass","Body_Mass","g",251,251,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Auliscomys boliviensis","mass","Body_Mass","g",71.25,71.25,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Auliscomys pictus","mass","Body_Mass","g",54.7,54.7,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Auliscomys sublimis","mass","Body_Mass","g",38,38,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Australopithecus afarensis","mass","Body_Mass","g",27200,27200,5,1,0,FALSE,"Seymour","info",NA,NA
"Australopithecus africanus","mass","Body_Mass","g",27275,27275,11,1,0,FALSE,"Seymour","info",NA,NA
"Avahi laniger","mass","Body_Mass","g",1224.286,1224.286,17,8,2,TRUE,"Burger; Isler; Lewitus; Powell; Stephan; Stephan_collection; Wilman; Zilles","primary; secondary",NA,NA
"Avahi occidentalis","mass","Body_Mass","g",860,860,14,7,2,TRUE,"Burger; Granatosky; Isler; Lewitus; Stephan; Stephan_collection; Wilman","primary; secondary",NA,NA
"Avahi unicolor","mass","Body_Mass","g",848.53,848.53,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Axis axis","mass","Body_Mass","g",81410.617,88450,6,3,0,FALSE,"Burger; Garwicz; Wilman","secondary",NA,NA
"Axis calamianensis","mass","Body_Mass","g",40500,40500,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Axis kuhlii","mass","Body_Mass","g",55000,55000,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Axis porcinus","mass","Body_Mass","g",32209.25,32209.25,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Babyrousa babyrussa","mass","Body_Mass","g",89000,89000,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Babyrousa bolabatuensis","mass","Body_Mass","g",1e+05,1e+05,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Babyrousa celebensis","mass","Body_Mass","g",1e+05,1e+05,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Babyrousa togeanensis","mass","Body_Mass","g",1e+05,1e+05,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Baiomys musculus","mass","Body_Mass","g",9,9,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Baiomys taylori","mass","Body_Mass","g",7.167,7.1,7,3,0,FALSE,"Genoud; Ruf; Wilman","secondary",NA,NA
"Balaena mysticetus","mass","Body_Mass","g",95499999.965,95499999.965,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Balaenoptera acutorostrata","mass","Body_Mass","g",7793546.795,7793546.795,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Balaenoptera bonaerensis","mass","Body_Mass","g",35089915.83,35089915.83,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Balaenoptera borealis","mass","Body_Mass","g",28333333.335,28333333.335,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Balaenoptera edeni","mass","Body_Mass","g",2e+07,2e+07,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Balaenoptera musculus","mass","Body_Mass","g",120451999.985,120451999.985,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Balaenoptera physalus","mass","Body_Mass","g",66250000,66250000,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Balantiopteryx infusca","mass","Body_Mass","g",4.38,4.38,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Balantiopteryx io","mass","Body_Mass","g",4.3,4.3,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Balantiopteryx plicata","mass","Body_Mass","g",6.39,6.39,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Balionycteris maculata","mass","Body_Mass","g",13.845,13.845,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Bandicota bengalensis","mass","Body_Mass","g",188.5,188.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Bandicota indica","mass","Body_Mass","g",719.96,719.96,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Bandicota savilei","mass","Body_Mass","g",199,199,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Barbastella barbastellus","mass","Body_Mass","g",7.01,7,6,3,0,FALSE,"Burger; Ruf; Wilman","secondary",NA,NA
"Barbastella leucomelas","mass","Body_Mass","g",15.05,15.05,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Bassaricyon alleni","mass","Body_Mass","g",1235.005,1235.005,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Bassaricyon beddardi","mass","Body_Mass","g",1235.01,1235.01,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Bassaricyon gabbii","mass","Body_Mass","g",1250,1250,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Bassaricyon lasius","mass","Body_Mass","g",1200,1200,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Bassaricyon pauli","mass","Body_Mass","g",1200,1200,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Bassariscus astutus","mass","Body_Mass","g",992.453,985,7,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Bassariscus sumichrasti","mass","Body_Mass","g",1635.547,1284.65,7,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Bathyergus janetta","mass","Body_Mass","g",356.75,356.75,6,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Bathyergus suillus","mass","Body_Mass","g",854.955,809.91,7,4,0,FALSE,"Burger; Genoud; Kverkova; Wilman","secondary",NA,NA
"Batomys dentatus","mass","Body_Mass","g",196,196,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Batomys granti","mass","Body_Mass","g",177.8,177.8,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Batomys russatus","mass","Body_Mass","g",186.79,186.79,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Batomys salomonseni","mass","Body_Mass","g",187,187,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Bauerus dubiaquercus","mass","Body_Mass","g",22.22,22.22,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Bdeogale crassicauda","mass","Body_Mass","g",1399.995,1399.995,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Bdeogale jacksoni","mass","Body_Mass","g",2500,2500,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Bdeogale nigripes","mass","Body_Mass","g",2500,2500,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Beamys hindei","mass","Body_Mass","g",82.775,82.775,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Beamys major","mass","Body_Mass","g",75.8,75.8,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Beatragus hunteri","mass","Body_Mass","g",79132.17,79132.17,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Belomys pearsonii","mass","Body_Mass","g",217,217,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Berardius arnuxii","mass","Body_Mass","g",7e+06,7e+06,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Berardius bairdii","mass","Body_Mass","g",11380000,11380000,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Berylmys berdmorei","mass","Body_Mass","g",235,235,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Berylmys bowersi","mass","Body_Mass","g",330.35,330.35,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Berylmys mackenziei","mass","Body_Mass","g",256,256,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Berylmys manipulus","mass","Body_Mass","g",116,116,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Bettongia gaimardi","mass","Body_Mass","g",1672.083,1660,9,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Bettongia lesueur","mass","Body_Mass","g",1597,1597,6,3,1,TRUE,"Burger; Seymour; Wilman","primary; secondary",NA,NA
"Bettongia penicillata","mass","Body_Mass","g",1205.95,1300,7,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Bettongia tropica","mass","Body_Mass","g",1228.29,1228.29,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Bibimys chacoensis","mass","Body_Mass","g",28,28,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Bibimys labiosus","mass","Body_Mass","g",29,29,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Bibimys torresi","mass","Body_Mass","g",28,28,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Bison bison","mass","Body_Mass","g",545110.783,579255.28,6,3,0,FALSE,"Burger; Wilman; Wimberly","secondary",NA,NA
"Bison bonasus","mass","Body_Mass","g",5e+05,5e+05,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Biswamoyopterus biswasi","mass","Body_Mass","g",1613.3,1613.3,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Blanfordimys afghanus","mass","Body_Mass","g",56.99,56.99,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Blanfordimys bucharensis","mass","Body_Mass","g",57.08,57.08,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Blarina brevicauda","mass","Body_Mass","g",19.7,19.7,12,5,1,TRUE,"Burger; Finlay; Genoud; HerculanoHouzel; Wilman","primary; secondary",NA,NA
"Blarina carolinensis","mass","Body_Mass","g",11.85,11.85,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Blarina hylophaga","mass","Body_Mass","g",14.5,14.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Blarina peninsulae","mass","Body_Mass","g",17.63,17.63,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Blarinella griselda","mass","Body_Mass","g",12.5,12.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Blarinella quadraticauda","mass","Body_Mass","g",12.5,12.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Blarinella wardi","mass","Body_Mass","g",11.26,11.26,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Blarinomys breviceps","mass","Body_Mass","g",36.8,36.8,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Blastocerus dichotomus","mass","Body_Mass","g",86666.25,86666.25,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Bonnet macaque","mass","Body_Mass","g",8012.5,8012.5,7,1,0,FALSE,"Burish","review",NA,NA
"Boromys offella","mass","Body_Mass","g",272.28,272.28,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Boromys torrei","mass","Body_Mass","g",272.28,272.28,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Bos frontalis","mass","Body_Mass","g",8e+05,8e+05,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Bos grunniens","mass","Body_Mass","g",269833.333,250000,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Bos javanicus","mass","Body_Mass","g",625000,625000,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Bos sauveli","mass","Body_Mass","g",8e+05,8e+05,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Bos taurus","mass","Body_Mass","g",482434.198,520000,14,5,0,FALSE,"Burger; Garwicz; Genoud; Wilman; Wimberly","secondary",NA,NA
"Bos taurus indicus","mass","Body_Mass","g",596666.667,596666.667,4,1,0,FALSE,"Lewitus","secondary",NA,NA
"Boselaphus tragocamelus","mass","Body_Mass","g",147000,147000,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Brachiones przewalskii","mass","Body_Mass","g",61.11,61.11,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Brachylagus idahoensis","mass","Body_Mass","g",426.67,426.67,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Brachyphylla cavernarum","mass","Body_Mass","g",46.46,46.46,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Brachyphylla nana","mass","Body_Mass","g",35.83,35.83,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Brachytarsomys albicauda","mass","Body_Mass","g",200,200,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Brachytarsomys villosa","mass","Body_Mass","g",220,220,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Brachyteles arachnoides","mass","Body_Mass","g",10136.627,8840,6,3,0,FALSE,"Burger; Powell; Wilman","secondary",NA,NA
"Brachyteles hypoxanthus","mass","Body_Mass","g",10949.94,10949.94,5,2,0,FALSE,"Powell; Wilman","secondary",NA,NA
"Brachyteles sp.","mass","Body_Mass","g",8840,8840,4,1,0,FALSE,"Isler","secondary",NA,NA
"Brachyuromys betsileoensis","mass","Body_Mass","g",92.5,92.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Brachyuromys ramirohitra","mass","Body_Mass","g",90,90,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Bradypus pygmaeus","mass","Body_Mass","g",4022.57,4022.57,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Bradypus torquatus","mass","Body_Mass","g",3899.96,3899.96,4,1,0,FALSE,"Wilman","secondary",NA,NA
