"Species Name","Order","Brain Mass (g)","Body Mass (g)","EQ","Independent contrast derived EQ","PGLS-ML dervived EQ","Reference","Notes","source"
"Phoca caspica","Carnivora",162.5,62750,0.764971923374188,0.152907419916184,1.67909457156681,"Bininda-Emonds 2000",NA,"Boddy_etal_2012_TableS1"
"Gazella thomsonii","Cetartiodactyla",91.8,24370,0.875105532343526,0.156893987553992,1.67309034897792,"Crile & Quiring 1940; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Xerus inauris","Rodentia",7.65,400,1.56435982679212,0.174836071436719,1.64140393677574,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Panthera pardus","Carnivora",135,48000,0.776139485518383,0.150431922727451,1.63824577435167,"Crile & Quiring 1940; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Pteropus rufus","Chiroptera",7.30142857142857,374.857142857143,1.56716936713617,0.173847314262051,1.62883989111676,"Warncke 1908",NA,"Boddy_etal_2012_TableS1"
"Syncerus caffer","Cetartiodactyla",647.5,665440,0.523615512170074,0.137318013989077,1.62242437063542,"Crile & Quiring 1940; Silva & Downing 1995; Quiring 1938",NA,"Boddy_etal_2012_TableS1"
"Halichoerus grypus","Carnivora",307.5,194000,0.62367308553179,0.141942250674672,1.61418799293689,"Bininda-Emonds 2000",NA,"Boddy_etal_2012_TableS1"
"Indri indri","Primates",38.3,6250,1.00759094056842,0.154478463712727,1.57928603070631,"Stephan 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Dremomys rufigenis","Rodentia",5.41,240,1.6194653182331,0.170668523105308,1.57710478872056,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Tupaia minor","Scandentia",2.58,70,1.93637087197686,0.177105603189842,1.57525516513728,"Stephan 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Otocyon megalotis","Carnivora",26.09,3335,1.09662099622978,0.156411998056138,1.56821862152369,"Crile & Quiring 1940; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Phoca sibirica","Carnivora",187.5,89500,0.677256622923949,0.141016650699485,1.56566009015788,"Bininda-Emonds 2000",NA,"Boddy_etal_2012_TableS1"
"Propithecus verreauxi","Primates",26.7,3480,1.08718917209974,0.155827540894933,1.56442139004412,"Stephan 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Perodicticus potto","Primates",12.0666666666667,929.333333333333,1.31565899361792,0.162009525017694,1.5612571393645,"Sherwood/this study; Silva & Downing 1995; Stephan 1981; Warncke 1908",NA,"Boddy_etal_2012_TableS1"
"Leptailurus serval","Carnivora",54.1,11340,0.912573596980413,0.149832451865962,1.56034079314269,"Count 1947",NA,"Boddy_etal_2012_TableS1"
"Mirounga leonina","Carnivora",1205,2006500,0.427739545378585,0.127355408466765,1.55708950971027,"Bininda-Emonds 2000",NA,"Boddy_etal_2012_TableS1"
"Megaptera novaeangliae","Cetartiodactyla",6100,30050000,0.287521171077654,0.116863645333159,1.55386462438688,"Jacobs & Jensen 1964; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Callosciurus notatus","Rodentia",4.91,209.5,1.62663525488539,0.168765561858529,1.55296299103012,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Kobus ellipsiprymnus","Cetartiodactyla",290,188200,0.601649742343409,0.136452807911836,1.55030181970106,"Quiring 1938; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Tarsius bancanus","Primates",2.7,77.6,1.87645819388694,0.17367226837907,1.54966120831476,"Sherwood/this study; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Gymnobelideus leadbeateri","Diprotodontia",2.9526,90.5,1.82960251389375,0.172356958084434,1.5452740028631,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Marmota sibirica","Rodentia",18.1,1890,1.16211750212946,0.155274677229781,1.52964806872145,"Warncke 1908",NA,"Boddy_etal_2012_TableS1"
"Pteropus lylei","Chiroptera",6.12857142857143,314.285714285714,1.50026177172931,0.16308606819033,1.51968822360022,"Stephan et al. 1974",NA,"Boddy_etal_2012_TableS1"
"Galago senegalensis","Primates",5.9,300.333333333333,1.49407275601373,0.161567363825103,1.50341860446284,"Crile & Quiring 1940; Stephan 1981; Warncke 1908; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Nycticebus pygmaeus","Primates",7.8,480,1.39219674041708,0.15889156426163,1.50016797686782,"Sherwood/this study; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Genetta tigrina","Carnivora",15.35,1525,1.15664756906001,0.150776815728486,1.47549079330705,"Crile & Quiring 1940; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Loris tardigradus","Primates",6,322,1.44245655990911,0.157240224081104,1.46631662201681,"Stephan 1981; Sherwood/this study; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Tscherskia triton","Rodentia",1.29,25,2.08707683050796,0.169573905855167,1.46088400960036,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Sciurus niger","Rodentia",7.91166666666667,516.316666666667,1.33734824065276,0.153917270441585,1.45649274311961,"Count 1947; Mace 1981; Silva & Downing 1995; Warncke 1908","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Procavia capensis","Hyracoidea",19.4666666666667,2321.66666666667,1.07205450293243,0.146670014741629,1.45412487283142,"Warncke 1908; Welker & Carlson 1976",NA,"Boddy_etal_2012_TableS1"
"Sus scrofa","Cetartiodactyla",169.8,86772.7272727273,0.627647431929696,0.130222885835022,1.44443421666523,"Warncke 1908; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Ichneumia albicauda","Carnivora",28.3,4400,0.967347941581686,0.142441735147917,1.44047212980038,"Crile & Quiring 1940; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Callosciurus nigrovittatus","Rodentia",4.44,202,1.51148144976521,0.156162126659452,1.43536442699738,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Sciurus vulgaris","Rodentia",5.925,327.4,1.40686244305836,0.153653751951751,1.43361052249484,"Count 1947; Mace 1981; Silva & Downing 1995","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Funisciurus pyrropus","Rodentia",4.38,200,1.50216523486861,0.155022109355367,1.42444650328914,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Panthera tigris","Carnivora",269.733333333333,195000,0.54498026066574,0.124105845691491,1.41157475565338,"Crile & Quiring 1940; Sherwood/this study; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Ammospermophilus nelsoni","Rodentia",2.31,70,1.73372740863044,0.158571295879277,1.41040288041361,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Tamandua tetradactyla","Xenarthra",27.5,4361,0.94626645821193,0.139194902730788,1.40724940004356,"Crile & Quiring 1940; Sherwood/this study; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Heliosciurus ruwenzorii","Rodentia",5.4,291,1.40004360771964,0.150850496000557,1.40232280520051,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Dasyprocta leporina","Rodentia",21.26,2873,0.998750146880073,0.140030596526689,1.39750031659196,"Count 1947; Mace 1981; Spitzka 1903; Silva & Downing 1995","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Heliosciurus rufobrachium","Rodentia",5.75,326,1.369681178805,0.149519211384612,1.39484938409237,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Sciurus carolinensis","Rodentia",7.41,503.166666666667,1.27688895816903,0.146523566558241,1.38541894059354,"Count 1947; Mace 1981; Silva & Downing 1995","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Moschiola meminna","Cetartiodactyla",16.925,1997,1.04293829408472,0.140236019828301,1.38385908361081,"Warncke 1908",NA,"Boddy_etal_2012_TableS1"
"Zaglossus bruijni","Monotremata",37.346772288,7500,0.857569534575566,0.134263781619734,1.38040443517542,"Macrini 2006",NA,"Boddy_etal_2012_TableS1"
"Atherurus africanus","Rodentia",21.885,3152.5,0.959316298108366,0.135945439961467,1.36064090851405,"Mace 1981; Warncke 1908; Silva & Downing 1995","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Cheirogaleus major","Primates",6.8,450,1.27357448696397,0.144278385959521,1.35947565496571,"Stephan 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Tamias panamintinus","Rodentia",1.83,51.2,1.73439363811316,0.15302810598734,1.34796663768038,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Onychogalea fraenata","Diprotodontia",13.5,1433,1.06558005612673,0.137915119817793,1.34702632923357,"Warncke 1908",NA,"Boddy_etal_2012_TableS1"
"Callosciurus prevostii","Rodentia",6.52,439,1.24388730830139,0.140514758778094,1.32299716616768,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Bradypus tridactylus","Xenarthra",24.9,4097,0.897659664450827,0.131100027428973,1.32284755535548,"Crile & Quiring 1940; Warncke 1908; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Tamias palmeri","Rodentia",1.99,60.8,1.6591015889922,0.149306727460662,1.32221158847045,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Sciurus aureogaster","Rodentia",7.81,595,1.18760864534865,0.13893136005416,1.32047713287724,"Mace 1981; Silva & Downing 1995","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Tragulus napu","Cetartiodactyla",18.5,2510,0.961229531867653,0.132692711536888,1.31873497903387,"Warncke 1908",NA,"Boddy_etal_2012_TableS1"
"Choloepus didactylus","Xenarthra",28.2,5070,0.867211730203966,0.129795173915654,1.31836104829235,"Sherwood/this study; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Thylogale billardierii","Diprotodontia",22.8956,3618,0.905620937115057,0.130385058098901,1.31057211102639,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Bettongia gaimardi","Diprotodontia",12.1212,1273,1.04509459344607,0.133434567767327,1.29848998788736,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Tamias dorsalis","Rodentia",1.98,62.2,1.62296642796105,0.146437705781743,1.29771997585856,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Cabassous unicinctus","Xenarthra",23.68,3930,0.880596243452289,0.127993954572239,1.28984106087706,"Pirlot & Kamiya 1983",NA,"Boddy_etal_2012_TableS1"
"Tamiasciurus hudsonicus","Rodentia",3.83,188.9,1.37069777042363,0.140528971326765,1.28899024178302,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Tamias townsendii","Rodentia",2.44,89.4,1.52582248431208,0.143537477809157,1.28640389216009,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Funisciurus anerythrus","Rodentia",4.14,218,1.33144665182058,0.138772608690588,1.27854634579658,"Mace 1981; Silva & Downing 1995","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Iomys horsfieldii","Rodentia",3.38,155.5,1.39861377021667,0.140218165474079,1.27840510025857,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Scalopus aquaticus","Eulipotyphla",1.48,39.6,1.69899882957788,0.145541052678262,1.27184630966428,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Tamias minimus","Rodentia",1.6,45.3,1.66143248207164,0.144541140069984,1.26838498366974,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Sciurus granatensis","Rodentia",5.91,400,1.20854465050215,0.135069435580524,1.26806500213655,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Phacochoerus aethiopicus","Cetartiodactyla",125,65320,0.57108077294899,0.114679379551879,1.26087588226143,"Crile & Quiring 1940; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Microcebus murinus","Primates",1.84,58,1.58895834720811,0.142221160400973,1.25762469656717,"Stephan 1981; Warncke 1908; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Xerus rutilus","Rodentia",5.09,317.5,1.23659911977713,0.134581990599224,1.25447374083114,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Rhinosciurus laticaudatus","Rodentia",4.28,240,1.28120361590345,0.135020569111039,1.24769103432976,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Jaculus orientalis","Rodentia",2.5,98,1.45981334408914,0.138786049415266,1.24736741163223,"Warncke 1908",NA,"Boddy_etal_2012_TableS1"
"Tamias speciosus","Rodentia",1.86,59.9,1.56806661197303,0.140872453325112,1.24694380273839,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Macropus eugenii","Diprotodontia",24.5532,4425,0.835735347805857,0.123142022886922,1.24551845453034,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Hydrochaeris hydrochaeris","Rodentia",75,28500,0.636149178698561,0.116124435395481,1.24435523078194,"Count 1947; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Bettongia penicillata","Diprotodontia",9.90416,981,1.03715709153925,0.12851208293891,1.24052714997213,"Ashwell 2007;  Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Scapanus townsendii","Eulipotyphla",2.02,70,1.51607331836948,0.138664076916078,1.23333931534004,"Mace 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Ratufa affinis","Rodentia",9.85,982.5,1.03031047308313,0.127686165335106,1.23261294785858,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Thryonomys swinderianus","Rodentia",13.28,1625,0.9543626567764,0.125319617376208,1.22878552339738,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Giraffa camelopardalis","Cetartiodactyla",700,1209000,0.362593481697187,0.101848937531574,1.22583576970699,"Crile & Quiring 1940; Quiring 1937; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Proechimys semispinosus","Rodentia",6.87,544.75,1.11574659415685,0.129206909291066,1.22469635157127,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Funisciurus carruthersi","Rodentia",4.48,268,1.23509803464986,0.131823979409636,1.22232633275925,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Rhynchocyon petersi","Macroscelidea",5.4,370,1.17038095644461,0.129636689087491,1.21412319400185,"Sherwood/this study; Nowak 1991",NA,"Boddy_etal_2012_TableS1"
"Dendrolagus dorianus","Diprotodontia",33.4628,7897,0.739379654245102,0.116448293191512,1.19915417899207,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Tamias quadrimaculatus","Rodentia",2.16,82.3,1.43673756527826,0.133876982118789,1.19675122410629,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Euphractus sexcinctus","Xenarthra",33.5,7990,0.73376481456399,0.115719686389751,1.19208375523945,"Warncke 1908",NA,"Boddy_etal_2012_TableS1"
"Lepus europaeus","Lagomorpha",14.35,1954,0.89874016887725,0.120544656240488,1.18874087379807,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Hippopotamus amphibius","Cetartiodactyla",720,1351000,0.343301403597483,0.0976693797889632,1.1795852066681,"Crile & Quiring 1940",NA,"Boddy_etal_2012_TableS1"
"Lagorchestes conspicillatus","Diprotodontia",14.504,2015,0.887790669620535,0.119497740324108,1.17954032074194,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Spermophilopsis leptodactylus","Rodentia",6.18,495,1.07801541157928,0.123470172038515,1.16685095524465,"Mace 1981; Silva & Downing 1995","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Allactaga sibirica","Rodentia",3.5,193,1.23269111256579,0.126692481037034,1.16284997881384,"Warncke 1908",NA,"Boddy_etal_2012_TableS1"
"Cheirogaleus medius","Primates",3.34333333333333,179.666666666667,1.24210665448537,0.126613536055541,1.15954925812553,"Stephan 1981; Sherwood/this study; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Ratufa bicolor","Rodentia",11.01,1320,0.923955679276893,0.11846079068847,1.15407222923118,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Aeromys tephromelas","Rodentia",10.34,1189,0.938095058333157,0.118836608037125,1.15398843471891,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Choloepus hoffmanni","Xenarthra",24.535,5048,0.756956640118816,0.113236702373235,1.15001759478569,"Crile & Quiring 1940",NA,"Boddy_etal_2012_TableS1"
"Urogale everetti","Scandentia",4.28,275,1.15748015136386,0.123906559437621,1.14983144958634,"Stephan 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Petrogale concinna","Diprotodontia",11.396,1407,0.911878585481678,0.117773701262568,1.14965097628742,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Tupaia glis","Scandentia",3.2,170,1.23893081786422,0.125489147117336,1.14728325736111,"Stephan 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Dasyprocta punctata","Rodentia",18.34,3172,0.800233545806729,0.11348214976531,1.13602909553534,"Crile & Quiring 1940",NA,"Boddy_etal_2012_TableS1"
"Funambulus pennantii","Rodentia",2.1,85.9,1.35292078059873,0.126689046366836,1.13400097194298,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Dactylopsila trivirgata","Diprotodontia",6.03988,506,1.03643959896016,0.119008722355695,1.12545472916437,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Thylogale thetis","Diprotodontia",19.8912,3694,0.774676312000756,0.111799511140341,1.12448296289794,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Avahi laniger","Primates",10.49,1285,0.898143493299383,0.114796083993206,1.11743852976744,"Stephan 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Tamias quadrivittatus","Rodentia",1.7,62.3,1.39178711510741,0.125601961762379,1.11313060525173,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Ammospermophilus leucurus","Rodentia",2.33,105.9,1.28409012983463,0.123173144555679,1.1097071271281,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Tamias striatus","Rodentia",2.17,94.3,1.30402519981385,0.123427608540611,1.10800762362704,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Erethizon dorsatum","Rodentia",24.6,5397,0.72204019731455,0.108846981537546,1.10772941081008,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Balaenoptera borealis","Cetartiodactyla",4900,36666666.6666667,0.199095555835289,0.0827961735377073,1.10770279646677,"Jacobs & Jensen 1964; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Rhynchocyon cirnei","Macroscelidea",5.9,507.5,1.01020309299828,0.116035619424541,1.09743906131141,"Silva & Downing 1995; Stephan 1981; Stolzenburg 1989",NA,"Boddy_etal_2012_TableS1"
"Rousettus egyptiacus","Chiroptera",2.6,130,1.22965584969088,0.120765963711289,1.09495776288484,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Lagidium viscacia","Rodentia",15.075,2460.5,0.794997678126185,0.109494179480327,1.08751017634131,"Warncke 1908",NA,"Boddy_etal_2012_TableS1"
"Dolichotis patagonum","Rodentia",30.5,8000,0.667431472864285,0.105273610103405,1.08451578500577,"Warncke 1908; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Tachyglossus aculeatus","Monotremata",20.7343745,4250,0.727318726423609,0.10667115125316,1.07757525713914,"Macrini 2006",NA,"Boddy_etal_2012_TableS1"
"Glaucomys sabrinus","Rodentia",3.01,174,1.14532497052909,0.116318656840245,1.06420912141909,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Macropus rufogriseus","Diprotodontia",38.148,12257.5,0.607205823570449,0.100591117423168,1.05007583215746,"Ashwell 2007; Sherwood/this study; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Petrogale penicillata","Diprotodontia",24.7604,5990,0.672371381181785,0.102581912147628,1.04734941212464,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Vombatus ursinus","Diprotodontia",61.124,27192,0.536946036518982,0.0974874833375333,1.04312680726361,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Macropus parryi","Diprotodontia",42.7868,15194,0.580222247538146,0.098524481216418,1.03537235326662,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Tamias amoenus","Rodentia",1.39,50.8,1.32511156364313,0.116811138422377,1.02869493911666,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Mustela putorius","Carnivora",7.87,915,0.86809362952807,0.106705665982912,1.02780826637223,"Count 1947",NA,"Boddy_etal_2012_TableS1"
"Heliosciurus gambianus","Rodentia",3.99,295,1.02399454895729,0.110505695509748,1.02770795084363,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Ornithorhynchus anatinus","Monotremata",10.083226384,1389,0.814621026341342,0.105056725336723,1.02510464351847,"Macrini 2006",NA,"Boddy_etal_2012_TableS1"
"Condylura cristata","Eulipotyphla",1.37,50,1.32160269904438,0.11628935270407,1.02359603493152,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Melomys levipes","Rodentia",1.86,83.4,1.22499705166049,0.114321160645086,1.022358810918,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Petaurista petaurista","Rodentia",11.765,1811.5,0.77966368115904,0.103666682040387,1.01990321041204,"Count 1947; Mace 1981; Silva & Downing 1995","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Glaucomys volans","Rodentia",1.71,73.1,1.24258389416228,0.114217777244208,1.01726877619128,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Cavia aperea","Rodentia",4.035,306.45,1.00654044687639,0.109098825181388,1.01582242041656,"Mace 1981; Warncke 1908; Silva & Downing 1995","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Spermophilus lateralis","Rodentia",3.20656,209.7,1.06154623551994,0.110148914037337,1.01360873090012,"Iwaniuk 2001; Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Petaurista elegans","Rodentia",7.76,924,0.849732841514218,0.104566402334337,1.00750815215267,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Xerus erythropus","Rodentia",6.68,722.5,0.878810825966296,0.105128202040282,1.00522615959665,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Trichosurus vulpecula","Diprotodontia",11.398,1761,0.771443538990378,0.102240733776586,1.00499307543975,"Ashwell 2007; Silva & Downing 1995; Warncke 1908",NA,"Boddy_etal_2012_TableS1"
"Hylopetes spadiceus","Rodentia",1.87,87.5,1.18827120183954,0.111507475545838,0.998681040503552,"Mace 1981; Silva & Downing 1995","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Sylvilagus bachmani","Lagomorpha",6.58,712.4,0.874794067483234,0.104478412388179,0.998577042915305,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Dipodomys ordii","Rodentia",1.44628,57.1,1.26361221892402,0.112897533782407,0.997839624654848,"Hafner 1984, Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Stenomys verecundus","Rodentia",1.48,59.4,1.2555355104823,0.112686509664537,0.997194509781052,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Tatera afra","Rodentia",1.56,65,1.23738032803494,0.112213660342419,0.995787372500228,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Hoplomys gymnurus","Rodentia",4.13,330,0.974878798436115,0.106570551759962,0.994561670904084,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Aplodontia rufa","Rodentia",7.04,806,0.853608421233695,0.10340575418675,0.992114197106923,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Lepus californicus","Lagomorpha",13.23,2314.9,0.730181406736693,0.0998641161583525,0.989989374997896,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Pogonomelomys sevia","Rodentia",1.49,61.4,1.23317478643589,0.111101899713252,0.984181678774062,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Jaculus jaculus","Rodentia",1.53,64.2,1.22484821288706,0.110919087172138,0.983921485816054,"Count 1947; Mace 1981; Silva & Downing 1995","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Ochotona hyperborea","Lagomorpha",2.22,120,1.1145402009317,0.108457369489547,0.980921508125382,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Bradypus variegatus","Xenarthra",16.0333333333333,3263,0.684979316156329,0.0974542776608986,0.97643560606475,"Crile & Quiring 1940",NA,"Boddy_etal_2012_TableS1"
