"Species Name","Order","Brain Mass (g)","Body Mass (g)","EQ","Independent contrast derived EQ","PGLS-ML dervived EQ","Reference","Notes","source"
"Gerbillurus paeba","Rodentia",0.84,24,1.4010501235038,0.113301445663351,0.974860719200158,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Macropus parma","Diprotodontia",17.4,3760,0.668761231681667,0.0967108447642005,0.973254838956733,"Sherwood/this study; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Caluromys philander","Didelphimorphia",3.626,277,0.975326142260406,0.104494281516903,0.969906720717812,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Petrogale persephone","Diprotodontia",22.274,5732,0.625048585581085,0.0948803926662539,0.967396555344172,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Dendrolagus inustus","Diprotodontia",31.1836,10119,0.572671509524561,0.0928012629589929,0.963016490168754,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Gerbillus campestris","Rodentia",0.9,27.5,1.35616425352889,0.111402012966439,0.962571332961264,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Gerbillus nanus","Rodentia",0.6,14,1.49606929189014,0.113713995300939,0.962198020991564,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Melomys rubex","Rodentia",1.27,49.7,1.23064793686303,0.108211221238118,0.952313449859849,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Ratufa indica","Rodentia",11.4,1935,0.719205204003388,0.0963559679251068,0.949918399998287,"Warncke 1908",NA,"Boddy_etal_2012_TableS1"
"Lepus nigricollis","Lagomorpha",11.49,1961,0.717701273424341,0.0963021816414576,0.949781055546986,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Thylamys elegans","Didelphimorphia",0.73556,20.1,1.40037973775985,0.110961124832821,0.949490229357073,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Pogonomys sylvestris","Rodentia",1.13,41.2,1.25943887154959,0.108379653669964,0.948265923514299,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Dipodomys merriami","Rodentia",1.09998,39.4,1.26752513556253,0.108516588357937,0.948150080115605,"Hafner 1984, Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Lepus americanus","Lagomorpha",9.72,1500,0.74150512775281,0.0964766331857957,0.943629566026561,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Dipodomys panamintinus","Rodentia",1.59544,74,1.14880306691833,0.105746187799977,0.942174779640112,"Hafner 1984",NA,"Boddy_etal_2012_TableS1"
"Myrmecobius fasciatus","Dasyuromorphia",4.403,405.4,0.891413865757229,0.0997800004318719,0.937148618269439,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Cavia porcellus","Rodentia",4.83333333333333,476,0.868088361750516,0.0989797195769387,0.934270435913301,"Crile & Quiring 1940; Warncke 1908; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Desmodus rotundus","Chiroptera",0.898,29,1.3005869835878,0.107491137493838,0.930309740848615,"Crile & Quiring 1940; Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Microdipodops pallidus","Rodentia",0.54908,12.9,1.45528373046406,0.109577900847646,0.924851125011202,"Hafner 1984",NA,"Boddy_etal_2012_TableS1"
"Macropus antilopinus","Diprotodontia",58.8448,31286,0.465574229871218,0.0859036612389476,0.92318363419294,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Elephantulus fuscipes","Macroscelidea",1.33,57,1.16353907205164,0.103935537359414,0.918579518834193,"Stephan 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Caluromys derbianus","Didelphimorphia",3.5224,289,0.917953864991121,0.0988283608711164,0.91852291868087,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Lepus timidus","Lagomorpha",15.095,3274.5,0.64320131591665,0.0915474147095305,0.917352292996125,"Count 1947; Mace 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Sylvilagus floridanus","Lagomorpha",7.56,1036,0.760108153199581,0.0947761905371733,0.916422983568231,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Galemys pyrenaicus","Eulipotyphla",1.33,57.5,1.15598287880638,0.103364328992291,0.913778561102792,"Stephan 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Melomys rufescens","Rodentia",1.29,54.7,1.16375922831596,0.103463976541033,0.913245087720078,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Sylvilagus brasiliensis","Lagomorpha",4.5,439,0.858511179042373,0.09698104516893,0.913111541066647,"Crile & Quiring 1940",NA,"Boddy_etal_2012_TableS1"
"Cynopterus brachyotis","Chiroptera",0.88,29,1.27451731131098,0.105336526720019,0.911662106844968,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Dipodomys heermanni","Rodentia",1.4361,65.65,1.1306795732,0.102654744407848,0.911242305762747,"Hafner 1984, Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Stenomys niobe","Rodentia",1.1,42.1,1.20639690586093,0.104073495502857,0.911199469046656,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Ammospermophilus harrisii","Rodentia",2.24,138.8,1.00887520741393,0.0998319890165168,0.906993905844705,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Spermophilus beldingi","Rodentia",3.28,262.9,0.917322486265735,0.0976911996072237,0.905293750661266,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Diaemus youngi","Chiroptera",0.97,34.6,1.2314958071983,0.103868575281715,0.903891089865372,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Microdipodops megacephalus","Rodentia",0.559,13.85,1.40508387550961,0.106666110605019,0.902260561001558,"Hafner 1984, Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Phalanger vestitus","Diprotodontia",9.88344,1672,0.695321796162932,0.0916042240922013,0.898993179028554,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Spermophilus tridecemlineatus","Rodentia",2.375696,156.4,0.978818625837092,0.0981967098583114,0.895444859372263,"Iwaniuk 2001; Mace 1981; Warncke 1908",NA,"Boddy_etal_2012_TableS1"
"Podomys floridanus","Rodentia",0.94,33.4666666666667,1.22342945668834,0.102793783489931,0.893614915575487,"Mace & Eisenberg 1982; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Macropus robustus","Diprotodontia",61.124,35540,0.439732476962387,0.082333870416644,0.888323892914721,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Cynopterus horsfieldi","Chiroptera",1.23,53,1.13607573944307,0.100636725291446,0.887420833160106,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Dipodomys agilis","Rodentia",1.34,61.4,1.10902967370745,0.0999171447085619,0.885102986280029,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Paraxerus cepapi","Rodentia",2.85,216,0.922899338378549,0.0960890725817976,0.885039470735672,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Neotoma fuscipes","Rodentia",2.66,193.3,0.935760365474637,0.0961919647566711,0.882942769773286,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Castor canadensis","Rodentia",52.21,27670,0.452717031761333,0.0823598169131731,0.881735300188215,"Crile & Quiring 1940",NA,"Boddy_etal_2012_TableS1"
"Eonycteris spelaea","Chiroptera",1.18,50,1.13831473348348,0.10016163225606,0.88163746074394,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Peromyscus grandis","Rodentia",1.53,77.32,1.06619756704854,0.0986390168908386,0.880047987156293,"Mace & Eisenberg 1982",NA,"Boddy_etal_2012_TableS1"
"Spermophilus beecheyi","Rodentia",5.12,587.5,0.785962928651089,0.0918111554646795,0.872278702223253,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Rhyncholestes raphanurus","Paucituberculata",0.6734,20,1.28681675879759,0.101904331306347,0.87185677159248,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Spilocuscus maculatus","Diprotodontia",13.8824,3127,0.612225095111734,0.0866778877401386,0.867316992892367,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Pseudomys australis","Rodentia",1.16,50,1.11902126342444,0.0984639774720589,0.866694452934721,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Peromyscus crinitus","Rodentia",0.53,13.56,1.3533873542155,0.102491881129806,0.866383327517992,"Mace & Eisenberg 1982",NA,"Boddy_etal_2012_TableS1"
"Oryctolagus cuniculus","Lagomorpha",11.0933333333333,2157.6,0.645255506673114,0.0875378473437264,0.865903575984308,"Mace 1981; Silva & Downing 1995; Warncke 1908",NA,"Boddy_etal_2012_TableS1"
"Ototylomys phyllotis","Rodentia",1.33,63,1.07983043544552,0.0975746973683611,0.865042293921406,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Sylvilagus audubonii","Lagomorpha",6.07,792.5,0.745327607259758,0.0901134485169445,0.864130151409934,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Ochotona princeps","Lagomorpha",2.39,169,0.929407969814877,0.094074268287521,0.859915760062608,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Notomys alexis","Rodentia",0.96,37,1.15932371511513,0.098538376777571,0.859290932386583,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Onychomys leucogaster","Rodentia",0.800828,27.385,1.2105053531936,0.0993889644817326,0.858660791680577,"Mann & Towe 2002",NA,"Boddy_etal_2012_TableS1"
"Noctilio leporinus","Chiroptera",1.26,58.5,1.08114574147876,0.09686450251748,0.856775532996051,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Cynomys ludovicianus","Rodentia",6.01,793.5,0.737266387233886,0.0891517386355818,0.85494139148108,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Phyllostomus discolor","Chiroptera",0.89,33,1.17055164733122,0.0981922404199469,0.853240915599708,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Cercartetus lepidus","Diprotodontia",0.37296,7.8,1.43870467744368,0.102239806906345,0.8495628729896,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Neotoma floridana","Rodentia",3.04,257.7,0.862967023493449,0.0916916618749221,0.849170625863703,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Rattus lutreolus","Rodentia",1.64,92.7,0.998192584890011,0.0942944202131124,0.846030535001854,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Pogonomys macrourus","Rodentia",1.43,73.9,1.03071657358764,0.0948616895699326,0.845160915307643,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Trichechus manatus","Sirenia",364,756000,0.267630803030763,0.0712235455646355,0.844847526095043,"O'Shea & Reep 1990",NA,"Boddy_etal_2012_TableS1"
"Pseudocheirus peregrinus","Diprotodontia",5.78088,759,0.733070195173952,0.0881923372817364,0.844576356039384,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Peromyscus guatemalensis","Rodentia",1.16,52.83,1.07399195119613,0.0951020289770572,0.838532023927624,"Mace & Eisenberg 1982",NA,"Boddy_etal_2012_TableS1"
"Balaenoptera physalus","Cetartiodactyla",5100,62500000,0.139205263316938,0.0615515996040284,0.837205737653701,"Jacobs & Jensen 1964; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Mephitis mephitis","Carnivora",10.15,1980,0.629456588004819,0.0845550919021577,0.834174593621694,"Crile & Quiring 1940; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Rattus nitidus","Rodentia",1.7,101,0.970592988174683,0.092595865033399,0.833002159834546,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Marmosa rubra","Didelphimorphia",1.2432,60,1.04677210711553,0.0940582774954633,0.832607428974723,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Parantechinus apicalis","Dasyuromorphia",1.2432,60.5,1.04031165711167,0.093567024489312,0.828471946460168,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Artibeus jamaicensis","Chiroptera",0.93,37.5,1.1119047763821,0.0946539358611546,0.825760715953706,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Peroryctes raffrayana","Peramelemorphia",6.55788,977,0.688833236562526,0.0853118685898428,0.823411176476451,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Lepus arcticus","Lagomorpha",15.8,4231,0.556086770333368,0.0815156501409427,0.823343956617972,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Rattus tunneyi","Rodentia",1.41,76.2,0.993327998769378,0.0917434324167562,0.818156076377018,"Mace 1981; Silva & Downing 1995","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Spalacopus cyanus","Rodentia",1.58,93,0.959358174245153,0.0906596013687909,0.813499608326272,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Leopoldamys siporanus","Rodentia",3.39,332.7,0.795353656026269,0.0870269652955172,0.812377802217531,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Grammomys cometes","Rodentia",0.96,40.7,1.0797563747564,0.0927868902353869,0.811530072394353,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Desmana moschata","Eulipotyphla",4,440,0.761826837184385,0.0860816952484573,0.810547397676325,"Stephan 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Tatera brantsii","Rodentia",1.56,91.7,0.957214011142993,0.0903106579411777,0.81001493660427,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Marmosa mexicana","Didelphimorphia",1.036,46.7,1.05162604988824,0.0918100581547366,0.80641696825373,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Peromyscus truei","Rodentia",0.75,27.35,1.13475751536662,0.0931559601547451,0.804779481826491,"Mace & Eisenberg 1982; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Hypsignathus monstrosus","Chiroptera",3.4,340,0.784887871019304,0.086096437008548,0.804232458679679,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Talpa europaea","Eulipotyphla",1.40333333333333,77.8333333333333,0.97311295423718,0.0900958500497983,0.803991566749431,"Mace 1981; Stephan 1981; Silva & Downing 1995; Warncke 1908",NA,"Boddy_etal_2012_TableS1"
"Antechinus stuartii","Dasyuromorphia",0.78736,29.8,1.11742912739975,0.0926429431878679,0.80247889538555,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Clethrionomys gapperi","Rodentia",0.56,16.9,1.21337912303674,0.094245576445616,0.80213235516994,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Melomys cervinipes","Rodentia",1.31,70,0.983196062902979,0.0899257132475556,0.799838862918543,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Massoutiera mzabi","Rodentia",2.32,182.6,0.851570054557543,0.0869661923471464,0.796851787751485,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Dorcopsis luctuosa","Diprotodontia",21.3416,7392,0.495384630091215,0.0774297111000045,0.795719188776442,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Rattus morotaiensis","Rodentia",1.92,134.1,0.887260879692684,0.0874506674696038,0.793659085672696,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Spermophilus richardsonii","Rodentia",3.37385333333333,343.666666666667,0.772644404742463,0.084858031281226,0.792928053350523,"Iwaniuk 2001; Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Dipodomys microps","Rodentia",1.21624,62.8,0.98981347363539,0.0894079641605034,0.792562512249442,"Hafner 1984, Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Peromyscus mexicanus","Rodentia",1.015,46.55,1.03278501977122,0.0901318280558366,0.791597221944956,"Mace & Eisenberg 1982; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Malacomys edwardsi","Rodentia",1.18,60,0.99355782367787,0.0892766790899668,0.790280539084759,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Metachirus nudicaudatus","Didelphimorphia",3.626,390,0.75562370849173,0.084204536847704,0.789912644609287,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Peromyscus aztecus","Rodentia",0.92,39.73,1.05355533544007,0.0902845570164151,0.789053987092001,"Mace & Eisenberg 1982",NA,"Boddy_etal_2012_TableS1"
"Chrysochloris stuhlmanni","Afrosoricida",1.055,50.05,1.01697198082648,0.0894948290331252,0.787771093768501,"Mace 1981; Stephan 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Chiropodomys gliroides","Rodentia",0.7,25.3,1.1224890270064,0.0913268439913636,0.787074346875025,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Lepus capensis","Lagomorpha",10.78,2412.5,0.57691271609502,0.0792777542953465,0.78691604037769,"Crile & Quiring 1940; Mace 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Acomys wilsoni","Rodentia",0.58,18.5,1.17470781274745,0.0921960026361105,0.7868917405926,"Mace 1981, Silva & Downing 1995","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Mystromys albicaudatus","Rodentia",1.39,80,0.944325338398109,0.0877070446045852,0.783340964535558,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Clethrionomys rutilus","Rodentia",0.56,17.6,1.17719267159019,0.0918626548210585,0.782835400615957,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Phalanger orientalis","Diprotodontia",8.60916,1674,0.605133482938341,0.0797334482719589,0.782523767785388,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Ochotona rufescens","Lagomorpha",2.75,250,0.798511950861482,0.084547740754046,0.782273680987769,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Casinycteris argynnis","Chiroptera",0.92,40.5,1.03857616875716,0.0891975994339856,0.780018393361354,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Phalanger carmelitae","Diprotodontia",8.79564,1754,0.597081128850824,0.0790959476462446,0.777391383367769,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Meriones unguiculatus","Rodentia",1.13,57.4,0.983427038654473,0.087917331570314,0.777179503384761,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Dasycercus byrnei","Dasyuromorphia",1.554,98.4,0.904666782120644,0.0860479575052989,0.773470911951742,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Uroderma bilobatum","Chiroptera",0.53,16.4,1.17439537422321,0.0909031348092351,0.772964575862926,"Pirolot & Stephan 1969",NA,"Boddy_etal_2012_TableS1"
"Zapus hudsonius","Rodentia",0.549366666666667,17.4666666666667,1.16141008691608,0.0905518302998089,0.771482920132636,"Mace 1981; Crile & Quiring 1940; Silva & Downing 1995","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Distoechurus pennatus","Diprotodontia",0.97384,45.4,1.00956878889642,0.0878526415885438,0.770981802742878,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Onychomys torridus","Rodentia",0.594664,20.02,1.13551120010317,0.0899326263161509,0.769455014504502,"Mann & Towe 2002",NA,"Boddy_etal_2012_TableS1"
"Peromyscus yucatanicus","Rodentia",0.7,26.3,1.09049335780398,0.089120049988329,0.768979250422191,"Mace & Eisenberg 1982; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Praomys tullbergi","Rodentia",0.86,37.2,1.03439256695521,0.0879741977018746,0.767295617470371,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Spermophilus parryii","Rodentia",5.245536,763.72,0.66211428630242,0.0797127648986576,0.763518217838976,"Crile & Quiring 1940; Iwaniuk 2001; Mace 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Marmosa murina","Didelphimorphia",1.1396,60,0.959541098189237,0.0862200877041747,0.763223476560162,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Phascogale calura","Dasyuromorphia",0.94276,43.8,1.00386065806084,0.0869962319894499,0.762617403155955,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Pteromyscus pulverulentus","Rodentia",3.55,400,0.725944756223794,0.0811330789020071,0.76169725170639,"Mace 1981; Silva & Downing 1995","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Dipodomys spectabilis","Rodentia",1.92744,144.55,0.84220795848614,0.0837295790403533,0.761658056738773,"Hafner 1984, Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Gerbillus gleadowi","Rodentia",0.69,26.1,1.08105364456143,0.0882710696524953,0.76147353964559,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Peromyscus boylii","Rodentia",0.71,27.47,1.07073441503335,0.0879443601192669,0.759859300357976,"Mace & Eisenberg 1982",NA,"Boddy_etal_2012_TableS1"
"Dipodomys deserti","Rodentia",1.74024,122.45,0.860604995934247,0.0839414775393573,0.759668123843562,"Hafner 1984, Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Spermophilus franklinii","Rodentia",3.82,455.5,0.708994724107636,0.0804315898045513,0.758159121657891,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Wallabia bicolor","Diprotodontia",32.7,16400,0.418876711179452,0.0717547644730351,0.755842789123942,"Sherwood/this study; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Hybomys trivirgatus","Rodentia",1.1,57.5,0.956076065178212,0.0854892946552779,0.755756704671482,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Apodemus sylvaticus","Rodentia",0.585,20.1,1.11373939119788,0.088248760165317,0.75514136735805,"Mace 1981; Count 1947; Silva & Downing 1995","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Platyrrhinus helleri","Chiroptera",0.42,11.6,1.20496824915978,0.0896284235718404,0.753988161889231,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Reithrodontomys megalotis","Rodentia",0.4,10.7,1.21885394175735,0.0898231510534015,0.75373686168548,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Lophuromys sikapusi","Rodentia",1.13,60.7,0.943260510082197,0.0848703196987778,0.751545466175868,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Microtus pennsylvanicus","Rodentia",0.742,30.1333333333333,1.04435147669152,0.0866951088250745,0.751217385296267,"Crile & Quiring 1940; Mace 1981; Silva & Downing 1995","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Peromyscus leucopus","Rodentia",0.6,21.21,1.09739729324442,0.0874930481869223,0.749923355868249,"Mace & Eisenberg 1982",NA,"Boddy_etal_2012_TableS1"
"Rattus sordidus","Rodentia",1.7,120.666666666667,0.849956612119016,0.0827631065645739,0.748663331051119,"Mace 1981; Silva & Downing 1995","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Peromyscus melanophrys","Rodentia",0.94,45,0.980941913351824,0.0852747031228477,0.748152920659818,"Mace & Eisenberg 1982; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Cricetomys gambianus","Rodentia",6.57,1150,0.611078147877733,0.0771142237101285,0.748060452625465,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Micromys minutus","Rodentia",0.29,6.4,1.29658117048865,0.0900674553724359,0.743840882106536,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Tatera indica","Rodentia",1.84,139.7,0.824732819077013,0.0816710895578864,0.742147125537667,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Gerbillus pyramidum","Rodentia",0.88,40.9,0.986163802089622,0.0847919696134531,0.741717827688014,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Myoxus glis","Rodentia",1.9,148,0.8157373247303,0.0813182300341568,0.740263953086637,"Warncke 1908; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Sturnira lilium","Chiroptera",0.52,17.1,1.11686380911526,0.0868664866573663,0.739597965377883,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
