Original_Term,Reference,Standardized_Term
species,Capellini_etal_2008_Table,Species
Sleep_h_day,Capellini_etal_2008_Table,Sleep_h_day
REM_sleep_pct,Capellini_etal_2008_Table,REM_sleep_pct
