Species,measure_class,Measure,Units,Value,Value_median,n_sources,n_teams,n_teams_primary,primary_used,Teams,roles,value_min,value_max
Cavia aperea,dexterity,Dexterity,1-7 scale,2,2,1,1,1,True,Heffner,primary,2,2
Cebus albifrons,manipulation,Tool_Manufacture,category,1,,1,1,1,True,Baker,primary,,
Cebus albifrons,manipulation,Tool_use,category,1,,1,1,0,False,Baker,secondary,,
Cebus albifrons,manipulation,True_Tool_Use,category,1,,1,1,1,True,Baker,primary,,
Cebus albifrons,hand_morphology,log10_dp1_mm,log10 mm,1.01130125676674,1.01130125676674,1,1,1,True,Baker,primary,1.01130125676674,1.01130125676674
Cebus albifrons,hand_morphology,log10_dp2_mm,log10 mm,0.983275382578022,0.983275382578022,1,1,1,True,Baker,primary,0.983275382578022,0.983275382578022
Cebus albifrons,hand_morphology,log10_ip2_mm,log10 mm,1.1074267799764,1.1074267799764,1,1,1,True,Baker,primary,1.1074267799764,1.1074267799764
Cebus albifrons,hand_morphology,log10_ip3_mm,log10 mm,1.1343126816325,1.1343126816325,1,1,1,True,Baker,primary,1.1343126816325,1.1343126816325
Cebus albifrons,hand_morphology,log10_ip4_mm,log10 mm,1.15706809537785,1.15706809537785,1,1,1,True,Baker,primary,1.15706809537785,1.15706809537785
Cebus albifrons,hand_morphology,log10_mc1_mm,log10 mm,1.24781497037766,1.24781497037766,1,1,1,True,Baker,primary,1.24781497037766,1.24781497037766
Cebus albifrons,hand_morphology,log10_mc2_mm,log10 mm,1.38367344764488,1.38367344764488,1,1,1,True,Baker,primary,1.38367344764488,1.38367344764488
Cebus albifrons,hand_morphology,log10_mc3_mm,log10 mm,1.41236847253225,1.41236847253225,1,1,1,True,Baker,primary,1.41236847253225,1.41236847253225
Cebus albifrons,hand_morphology,log10_mc4_mm,log10 mm,1.38860708016625,1.38860708016625,1,1,1,True,Baker,primary,1.38860708016625,1.38860708016625
Cebus albifrons,hand_morphology,log10_mc5_mm,log10 mm,1.32844029389074,1.32844029389074,1,1,1,True,Baker,primary,1.32844029389074,1.32844029389074
Cebus albifrons,hand_morphology,log10_pp1_mm,log10 mm,1.16181815341197,1.16181815341197,1,1,1,True,Baker,primary,1.16181815341197,1.16181815341197
Cebus albifrons,hand_morphology,log10_pp2_mm,log10 mm,1.28505015505419,1.28505015505419,1,1,1,True,Baker,primary,1.28505015505419,1.28505015505419
Cebus albifrons,hand_morphology,log10_pp3_mm,log10 mm,1.30656840491628,1.30656840491628,1,1,1,True,Baker,primary,1.30656840491628,1.30656840491628
Cebus albifrons,hand_morphology,log10_pp4_mm,log10 mm,1.30937047351314,1.30937047351314,1,1,1,True,Baker,primary,1.30937047351314,1.30937047351314
Cebus albifrons,hand_morphology,peak_workspace,index,-1.53760200210104,-1.53760200210104,1,1,1,True,Baker,primary,-1.53760200210104,-1.53760200210104
Cebus albifrons,hand_morphology,real_size,index,0.939519252618618,0.939519252618618,1,1,1,True,Baker,primary,0.939519252618618,0.939519252618618
Cebus albifrons,hand_morphology,relative_size,index,-1.09691001300806,-1.09691001300806,1,1,1,True,Baker,primary,-1.09691001300806,-1.09691001300806
Cebus capucinus,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Cebus capucinus,gait,Duty_Factor,percent,59.37513743,59.37513743,1,1,1,True,Wimberly,primary,59.37513743,59.37513743
Cebus capucinus,gait,Foot_Posture,category,plantigrade,,1,1,1,True,Wimberly,primary,,
Cebus capucinus,gait,Gait,category,DSDC,,1,1,1,True,Wimberly,primary,,
Cebus capucinus,locomotion,Intermembral_index,ratio,81,81,1,1,1,True,Granatosky,primary,81,81
Cebus capucinus,locomotion,Locomotor_diversity_index,index,1.17177927393802,1.17177927393802,1,1,1,True,Granatosky,primary,1.17177927393802,1.17177927393802
Cebus capucinus,gait,Phase,percent,62.83883438,62.83883438,1,1,1,True,Wimberly,primary,62.83883438,62.83883438
Cebus capucinus,manipulation,Tool_Manufacture,category,1,,1,1,1,True,Baker,primary,,
Cebus capucinus,manipulation,Tool_use,category,1,,1,1,0,False,Baker,secondary,,
Cebus capucinus,manipulation,True_Tool_Use,category,1,,1,1,1,True,Baker,primary,,
Cebus capucinus,vocalization,VocalRepertoire,count,27,27,1,1,0,False,ManyPrimates,secondary,27,27
Cebus capucinus,hand_morphology,log10_ip3_mm,log10 mm,1.19395897801919,1.19395897801919,1,1,1,True,Baker,primary,1.19395897801919,1.19395897801919
Cebus capucinus,hand_morphology,log10_mc1_mm,log10 mm,1.28420506770179,1.28420506770179,1,1,1,True,Baker,primary,1.28420506770179,1.28420506770179
Cebus capucinus,hand_morphology,log10_mc4_mm,log10 mm,1.41813549842523,1.41813549842523,1,1,1,True,Baker,primary,1.41813549842523,1.41813549842523
Cebus capucinus,hand_morphology,log10_mc5_mm,log10 mm,1.36097188372594,1.36097188372594,1,1,1,True,Baker,primary,1.36097188372594,1.36097188372594
Cebus capucinus,hand_morphology,log10_pp3_mm,log10 mm,1.34537373055909,1.34537373055909,1,1,1,True,Baker,primary,1.34537373055909,1.34537373055909
Cebus olivaceus,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Cebus olivaceus,locomotion,Intermembral_index,ratio,83,83,1,1,1,True,Granatosky,primary,83,83
Cebus olivaceus,locomotion,Locomotor_diversity_index,index,1.7365976046442,1.7365976046442,1,1,1,True,Granatosky,primary,1.7365976046442,1.7365976046442
Cebus olivaceus,manipulation,Tool_Manufacture,category,0,,1,1,1,True,Baker,primary,,
Cebus olivaceus,manipulation,Tool_use,category,1,,1,1,0,False,Baker,secondary,,
Cebus olivaceus,manipulation,True_Tool_Use,category,1,,1,1,1,True,Baker,primary,,
Cebus olivaceus,vocalization,VocalRepertoire,count,11,11,1,1,1,True,Schniter,primary,11,11
Cebus olivaceus,hand_morphology,log10_ip2_mm,log10 mm,1.02577982007179,1.02577982007179,1,1,1,True,Baker,primary,1.02577982007179,1.02577982007179
Cebus olivaceus,hand_morphology,log10_ip3_mm,log10 mm,1.15908416076727,1.15908416076727,1,1,1,True,Baker,primary,1.15908416076727,1.15908416076727
Cebus olivaceus,hand_morphology,log10_ip4_mm,log10 mm,1.04654715364706,1.04654715364706,1,1,1,True,Baker,primary,1.04654715364706,1.04654715364706
Cebus olivaceus,hand_morphology,log10_mc1_mm,log10 mm,1.25651263009643,1.25651263009643,1,1,1,True,Baker,primary,1.25651263009643,1.25651263009643
Cebus olivaceus,hand_morphology,log10_mc2_mm,log10 mm,1.29984525899482,1.29984525899482,1,1,1,True,Baker,primary,1.29984525899482,1.29984525899482
Cebus olivaceus,hand_morphology,log10_mc3_mm,log10 mm,1.30176187815597,1.30176187815597,1,1,1,True,Baker,primary,1.30176187815597,1.30176187815597
Cebus olivaceus,hand_morphology,log10_mc4_mm,log10 mm,1.39116652807101,1.39116652807101,1,1,1,True,Baker,primary,1.39116652807101,1.39116652807101
Cebus olivaceus,hand_morphology,log10_mc5_mm,log10 mm,1.32193071474978,1.32193071474978,1,1,1,True,Baker,primary,1.32193071474978,1.32193071474978
Cebus olivaceus,hand_morphology,log10_pp1_mm,log10 mm,1.01262312632137,1.01262312632137,1,1,1,True,Baker,primary,1.01262312632137,1.01262312632137
Cebus olivaceus,hand_morphology,log10_pp2_mm,log10 mm,1.16224220749618,1.16224220749618,1,1,1,True,Baker,primary,1.16224220749618,1.16224220749618
Cebus olivaceus,hand_morphology,log10_pp3_mm,log10 mm,1.32512224772685,1.32512224772685,1,1,1,True,Baker,primary,1.32512224772685,1.32512224772685
Cebus olivaceus,hand_morphology,log10_pp4_mm,log10 mm,1.18180892500461,1.18180892500461,1,1,1,True,Baker,primary,1.18180892500461,1.18180892500461
Cephalopachus bancanus,manipulation,Tool_use,category,0,,1,1,0,False,Baker,secondary,,
Cephalopachus bancanus,hand_morphology,log10_ip2_mm,log10 mm,0.94571471405986,0.94571471405986,1,1,1,True,Baker,primary,0.94571471405986,0.94571471405986
Cephalopachus bancanus,hand_morphology,log10_ip3_mm,log10 mm,1.01703333929878,1.01703333929878,1,1,1,True,Baker,primary,1.01703333929878,1.01703333929878
Cephalopachus bancanus,hand_morphology,log10_ip4_mm,log10 mm,0.995525510424242,0.995525510424242,1,1,1,True,Baker,primary,0.995525510424242,0.995525510424242
Cephalopachus bancanus,hand_morphology,log10_mc1_mm,log10 mm,0.904309725767542,0.904309725767542,1,1,1,True,Baker,primary,0.904309725767542,0.904309725767542
Cephalopachus bancanus,hand_morphology,log10_mc2_mm,log10 mm,1.05757102027904,1.05757102027904,1,1,1,True,Baker,primary,1.05757102027904,1.05757102027904
Cephalopachus bancanus,hand_morphology,log10_mc3_mm,log10 mm,1.07188200730613,1.07188200730613,1,1,1,True,Baker,primary,1.07188200730613,1.07188200730613
Cephalopachus bancanus,hand_morphology,log10_mc4_mm,log10 mm,1.01230984822033,1.01230984822033,1,1,1,True,Baker,primary,1.01230984822033,1.01230984822033
Cephalopachus bancanus,hand_morphology,log10_mc5_mm,log10 mm,0.874336835397368,0.874336835397368,1,1,1,True,Baker,primary,0.874336835397368,0.874336835397368
Cephalopachus bancanus,hand_morphology,log10_pp1_mm,log10 mm,0.846646328577118,0.846646328577118,1,1,1,True,Baker,primary,0.846646328577118,0.846646328577118
Cephalopachus bancanus,hand_morphology,log10_pp2_mm,log10 mm,1.09803771328509,1.09803771328509,1,1,1,True,Baker,primary,1.09803771328509,1.09803771328509
Cephalopachus bancanus,hand_morphology,log10_pp3_mm,log10 mm,1.15533603746506,1.15533603746506,1,1,1,True,Baker,primary,1.15533603746506,1.15533603746506
Cephalopachus bancanus,hand_morphology,log10_pp4_mm,log10 mm,1.11693964655076,1.11693964655076,1,1,1,True,Baker,primary,1.11693964655076,1.11693964655076
Cephalopachus bancanus,hand_morphology,peak_workspace,index,-1.63827216398241,-1.63827216398241,1,1,1,True,Baker,primary,-1.63827216398241,-1.63827216398241
Cephalopachus bancanus,hand_morphology,real_size,index,0.763427993562937,0.763427993562937,1,1,1,True,Baker,primary,0.763427993562937,0.763427993562937
Cephalopachus bancanus,hand_morphology,relative_size,index,-0.958607314841775,-0.958607314841775,1,1,1,True,Baker,primary,-0.958607314841775,-0.958607314841775
Cephalophus natalensis,gait,Duty_Factor,percent,60,60,1,1,1,True,Wimberly,primary,60,60
Cephalophus natalensis,gait,Foot_Posture,category,unguligrade,,1,1,1,True,Wimberly,primary,,
Cephalophus natalensis,gait,Gait,category,LSLC,,1,1,1,True,Wimberly,primary,,
Cephalophus natalensis,gait,Phase,percent,22.5,22.5,1,1,1,True,Wimberly,primary,22.5,22.5
Cephalophus silvicultor,gait,Duty_Factor,percent,67.2,67.2,1,1,1,True,Wimberly,primary,67.2,67.2
Cephalophus silvicultor,gait,Foot_Posture,category,unguligrade,,1,1,1,True,Wimberly,primary,,
Cephalophus silvicultor,gait,Gait,category,LSLC,,1,1,1,True,Wimberly,primary,,
Cephalophus silvicultor,gait,Phase,percent,23.12,23.12,1,1,1,True,Wimberly,primary,23.12,23.12
Ceratotherium simum,gait,Duty_Factor,percent,68,68,1,1,1,True,Wimberly,primary,68,68
Ceratotherium simum,gait,Foot_Posture,category,digitigrade,,1,1,1,True,Wimberly,primary,,
Ceratotherium simum,gait,Gait,category,LSLC,,1,1,1,True,Wimberly,primary,,
Ceratotherium simum,gait,Phase,percent,21,21,1,1,1,True,Wimberly,primary,21,21
Cercocebus agilis,manipulation,Tool_use,category,0,,1,1,0,False,Baker,secondary,,
Cercocebus agilis,hand_morphology,log10_ip3_mm,log10 mm,1.25623653320592,1.25623653320592,1,1,1,True,Baker,primary,1.25623653320592,1.25623653320592
Cercocebus agilis,hand_morphology,log10_mc1_mm,log10 mm,1.38066339634058,1.38066339634058,1,1,1,True,Baker,primary,1.38066339634058,1.38066339634058
Cercocebus agilis,hand_morphology,log10_mc2_mm,log10 mm,1.56181666431896,1.56181666431896,1,1,1,True,Baker,primary,1.56181666431896,1.56181666431896
Cercocebus agilis,hand_morphology,log10_mc3_mm,log10 mm,1.56749689110422,1.56749689110422,1,1,1,True,Baker,primary,1.56749689110422,1.56749689110422
Cercocebus agilis,hand_morphology,log10_mc4_mm,log10 mm,1.54961623951909,1.54961623951909,1,1,1,True,Baker,primary,1.54961623951909,1.54961623951909
Cercocebus agilis,hand_morphology,log10_mc5_mm,log10 mm,1.55878854373695,1.55878854373695,1,1,1,True,Baker,primary,1.55878854373695,1.55878854373695
Cercocebus agilis,hand_morphology,log10_pp3_mm,log10 mm,1.44638181222244,1.44638181222244,1,1,1,True,Baker,primary,1.44638181222244,1.44638181222244
Cercocebus atys,locomotion,Arboreal_terrestrial,category,T,,1,1,1,True,Granatosky,primary,,
Cercocebus atys,manipulation,Extractive_foraging,category,0,,1,1,1,True,Heldstab,primary,,
Cercocebus atys,locomotion,Locomotor_diversity_index,index,0.643896378966053,0.643896378966053,1,1,1,True,Granatosky,primary,0.643896378966053,0.643896378966053
Cercocebus atys,manipulation,Manipulation_complexity,score,2.24,2.24,1,1,1,True,Heldstab,primary,2.24,2.24
Cercocebus atys,manipulation,Tool_Manufacture,category,0,,1,1,1,True,Baker,primary,,
Cercocebus atys,manipulation,Tool_use,category,0,,2,2,1,True,Heldstab; Baker,primary; secondary,,
Cercocebus atys,manipulation,True_Tool_Use,category,1,,1,1,1,True,Baker,primary,,
Cercocebus atys,hand_morphology,log10_ip3_mm,log10 mm,1.25839780409551,1.25839780409551,1,1,1,True,Baker,primary,1.25839780409551,1.25839780409551
Cercocebus atys,hand_morphology,log10_mc1_mm,log10 mm,1.32469391386177,1.32469391386177,1,1,1,True,Baker,primary,1.32469391386177,1.32469391386177
Cercocebus atys,hand_morphology,log10_mc5_mm,log10 mm,1.54629583512144,1.54629583512144,1,1,1,True,Baker,primary,1.54629583512144,1.54629583512144
Cercocebus atys,hand_morphology,log10_pp3_mm,log10 mm,1.40329214515825,1.40329214515825,1,1,1,True,Baker,primary,1.40329214515825,1.40329214515825
Cercocebus galeritus,manipulation,Tool_Manufacture,category,0,,1,1,1,True,Baker,primary,,
Cercocebus galeritus,manipulation,Tool_use,category,1,,1,1,0,False,Baker,secondary,,
Cercocebus galeritus,manipulation,True_Tool_Use,category,1,,1,1,1,True,Baker,primary,,
Cercocebus galeritus,hand_morphology,log10_mc2_mm,log10 mm,1.48201557645071,1.48201557645071,1,1,1,True,Baker,primary,1.48201557645071,1.48201557645071
Cercocebus galeritus,hand_morphology,log10_mc3_mm,log10 mm,1.47319490920494,1.47319490920494,1,1,1,True,Baker,primary,1.47319490920494,1.47319490920494
Cercocebus galeritus,hand_morphology,log10_mc4_mm,log10 mm,1.44622640177816,1.44622640177816,1,1,1,True,Baker,primary,1.44622640177816,1.44622640177816
Cercocebus torquatus,handedness,Handedness_index_mean,HI,-0.029,-0.029,1,1,1,True,Caspar,primary,-0.029,-0.029
Cercocebus torquatus,handedness,Handedness_strength_mean,abs(HI),0.665,0.665,1,1,1,True,Caspar,primary,0.665,0.665
Cercocebus torquatus,manipulation,Tool_use,category,0,,1,1,0,False,Baker,secondary,,
Cercocebus torquatus,vocalization,VocalRepertoire,count,8,8,1,1,1,True,Schniter,primary,8,8
Cercocebus torquatus,hand_morphology,log10_ip3_mm,log10 mm,1.3070679506613,1.3070679506613,1,1,1,True,Baker,primary,1.3070679506613,1.3070679506613
Cercocebus torquatus,hand_morphology,log10_mc1_mm,log10 mm,1.40440605092127,1.40440605092127,1,1,1,True,Baker,primary,1.40440605092127,1.40440605092127
Cercocebus torquatus,hand_morphology,log10_mc2_mm,log10 mm,1.52035250408332,1.52035250408332,1,1,1,True,Baker,primary,1.52035250408332,1.52035250408332
Cercocebus torquatus,hand_morphology,log10_mc3_mm,log10 mm,1.52009032811284,1.52009032811284,1,1,1,True,Baker,primary,1.52009032811284,1.52009032811284
Cercocebus torquatus,hand_morphology,log10_mc4_mm,log10 mm,1.4929000111087,1.4929000111087,1,1,1,True,Baker,primary,1.4929000111087,1.4929000111087
Cercocebus torquatus,hand_morphology,log10_mc5_mm,log10 mm,1.60124492481052,1.60124492481052,1,1,1,True,Baker,primary,1.60124492481052,1.60124492481052
Cercocebus torquatus,hand_morphology,log10_pp3_mm,log10 mm,1.47107157361303,1.47107157361303,1,1,1,True,Baker,primary,1.47107157361303,1.47107157361303
Cercopithecus albogularis,manipulation,Tool_use,category,0,,1,1,0,False,Baker,secondary,,
Cercopithecus albogularis,hand_morphology,log10_mc1_mm,log10 mm,1.26304398331317,1.26304398331317,1,1,1,True,Baker,primary,1.26304398331317,1.26304398331317
Cercopithecus albogularis,hand_morphology,log10_mc2_mm,log10 mm,1.47603415907845,1.47603415907845,1,1,1,True,Baker,primary,1.47603415907845,1.47603415907845
Cercopithecus albogularis,hand_morphology,log10_mc3_mm,log10 mm,1.47748301607494,1.47748301607494,1,1,1,True,Baker,primary,1.47748301607494,1.47748301607494
Cercopithecus albogularis,hand_morphology,log10_mc4_mm,log10 mm,1.45976931596674,1.45976931596674,1,1,1,True,Baker,primary,1.45976931596674,1.45976931596674
Cercopithecus albogularis,hand_morphology,log10_mc5_mm,log10 mm,1.41455555622922,1.41455555622922,1,1,1,True,Baker,primary,1.41455555622922,1.41455555622922
Cercopithecus ascanius,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Cercopithecus ascanius,locomotion,Intermembral_index,ratio,79,79,1,1,1,True,Granatosky,primary,79,79
Cercopithecus ascanius,locomotion,Locomotor_diversity_index,index,1.30149934390842,1.30149934390842,1,1,1,True,Granatosky,primary,1.30149934390842,1.30149934390842
Cercopithecus ascanius,manipulation,Tool_Manufacture,category,0,,1,1,1,True,Baker,primary,,
Cercopithecus ascanius,manipulation,Tool_use,category,1,,1,1,0,False,Baker,secondary,,
Cercopithecus ascanius,manipulation,True_Tool_Use,category,1,,1,1,1,True,Baker,primary,,
Cercopithecus ascanius,hand_morphology,log10_ip2_mm,log10 mm,1.03895561101604,1.03895561101604,1,1,1,True,Baker,primary,1.03895561101604,1.03895561101604
Cercopithecus ascanius,hand_morphology,log10_ip3_mm,log10 mm,1.16287110793653,1.16287110793653,1,1,1,True,Baker,primary,1.16287110793653,1.16287110793653
Cercopithecus ascanius,hand_morphology,log10_ip4_mm,log10 mm,1.14514958747451,1.14514958747451,1,1,1,True,Baker,primary,1.14514958747451,1.14514958747451
Cercopithecus ascanius,hand_morphology,log10_mc1_mm,log10 mm,1.23202527488988,1.23202527488988,1,1,1,True,Baker,primary,1.23202527488988,1.23202527488988
Cercopithecus ascanius,hand_morphology,log10_mc2_mm,log10 mm,1.457730548246,1.457730548246,1,1,1,True,Baker,primary,1.457730548246,1.457730548246
Cercopithecus ascanius,hand_morphology,log10_mc3_mm,log10 mm,1.47726599542485,1.47726599542485,1,1,1,True,Baker,primary,1.47726599542485,1.47726599542485
Cercopithecus ascanius,hand_morphology,log10_mc4_mm,log10 mm,1.43104194533589,1.43104194533589,1,1,1,True,Baker,primary,1.43104194533589,1.43104194533589
Cercopithecus ascanius,hand_morphology,log10_mc5_mm,log10 mm,1.37403500765351,1.37403500765351,1,1,1,True,Baker,primary,1.37403500765351,1.37403500765351
Cercopithecus ascanius,hand_morphology,log10_pp1_mm,log10 mm,1.02250256275278,1.02250256275278,1,1,1,True,Baker,primary,1.02250256275278,1.02250256275278
Cercopithecus ascanius,hand_morphology,log10_pp2_mm,log10 mm,1.23229858143814,1.23229858143814,1,1,1,True,Baker,primary,1.23229858143814,1.23229858143814
Cercopithecus ascanius,hand_morphology,log10_pp3_mm,log10 mm,1.30375946502634,1.30375946502634,1,1,1,True,Baker,primary,1.30375946502634,1.30375946502634
Cercopithecus ascanius,hand_morphology,log10_pp4_mm,log10 mm,1.28382113548845,1.28382113548845,1,1,1,True,Baker,primary,1.28382113548845,1.28382113548845
Cercopithecus campbelli,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Cercopithecus campbelli,locomotion,Locomotor_diversity_index,index,0.863629884719384,0.863629884719384,1,1,1,True,Granatosky,primary,0.863629884719384,0.863629884719384
Cercopithecus campbelli,manipulation,Tool_Manufacture,category,0,,1,1,1,True,Baker,primary,,
Cercopithecus campbelli,manipulation,Tool_use,category,1,,1,1,0,False,Baker,secondary,,
Cercopithecus campbelli,manipulation,True_Tool_Use,category,1,,1,1,1,True,Baker,primary,,
Cercopithecus campbelli,hand_morphology,log10_mc2_mm,log10 mm,1.36059341356525,1.36059341356525,1,1,1,True,Baker,primary,1.36059341356525,1.36059341356525
Cercopithecus campbelli,hand_morphology,log10_mc3_mm,log10 mm,1.38129562300383,1.38129562300383,1,1,1,True,Baker,primary,1.38129562300383,1.38129562300383
Cercopithecus campbelli,hand_morphology,log10_mc4_mm,log10 mm,1.3451776165427,1.3451776165427,1,1,1,True,Baker,primary,1.3451776165427,1.3451776165427
Cercopithecus campbelli lowei,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Cercopithecus campbelli lowei,locomotion,Locomotor_diversity_index,index,1.30031419276679,1.30031419276679,1,1,1,True,Granatosky,primary,1.30031419276679,1.30031419276679
Cercopithecus cephus,manipulation,Tool_use,category,0,,1,1,0,False,Baker,secondary,,
Cercopithecus cephus,vocalization,VocalRepertoire,count,16,16,1,1,1,True,Schniter,primary,16,16
Cercopithecus cephus,hand_morphology,log10_mc2_mm,log10 mm,1.45984464238821,1.45984464238821,1,1,1,True,Baker,primary,1.45984464238821,1.45984464238821
Cercopithecus cephus,hand_morphology,log10_mc3_mm,log10 mm,1.51441492058037,1.51441492058037,1,1,1,True,Baker,primary,1.51441492058037,1.51441492058037
Cercopithecus cephus,hand_morphology,log10_mc4_mm,log10 mm,1.44232295574557,1.44232295574557,1,1,1,True,Baker,primary,1.44232295574557,1.44232295574557
Cercopithecus diana,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Cercopithecus diana,manipulation,Extractive_foraging,category,0,,1,1,1,True,Heldstab,primary,,
Cercopithecus diana,handedness,Handedness_index_mean,HI,0.178,0.178,1,1,1,True,Caspar,primary,0.178,0.178
Cercopithecus diana,handedness,Handedness_strength_mean,abs(HI),0.755,0.755,1,1,1,True,Caspar,primary,0.755,0.755
Cercopithecus diana,locomotion,Intermembral_index,ratio,79,79,1,1,1,True,Granatosky,primary,79,79
Cercopithecus diana,locomotion,Locomotor_diversity_index,index,1.11068369147808,1.11068369147808,1,1,1,True,Granatosky,primary,1.11068369147808,1.11068369147808
Cercopithecus diana,manipulation,Manipulation_complexity,score,2.03,2.03,1,1,1,True,Heldstab,primary,2.03,2.03
Cercopithecus diana,manipulation,Tool_use,category,0,,2,2,1,True,Heldstab; Baker,primary; secondary,,
Cercopithecus diana,vocalization,VocalRepertoire,count,4,4,1,1,0,False,ManyPrimates,secondary,4,4
Cercopithecus diana,hand_morphology,log10_mc2_mm,log10 mm,1.47246389660699,1.47246389660699,1,1,1,True,Baker,primary,1.47246389660699,1.47246389660699
Cercopithecus diana,hand_morphology,log10_mc3_mm,log10 mm,1.50078517291746,1.50078517291746,1,1,1,True,Baker,primary,1.50078517291746,1.50078517291746
Cercopithecus diana,hand_morphology,log10_mc4_mm,log10 mm,1.45408227073109,1.45408227073109,1,1,1,True,Baker,primary,1.45408227073109,1.45408227073109
Cercopithecus hamlyni,manipulation,Extractive_foraging,category,0,,1,1,1,True,Heldstab,primary,,
Cercopithecus hamlyni,manipulation,Manipulation_complexity,score,3.84,3.84,1,1,1,True,Heldstab,primary,3.84,3.84
Cercopithecus hamlyni,manipulation,Tool_use,category,0,,1,1,1,True,Heldstab,primary,,
Cercopithecus lhoesti,manipulation,Extractive_foraging,category,1,,1,1,1,True,Heldstab,primary,,
Cercopithecus lhoesti,manipulation,Manipulation_complexity,score,2.77,2.77,1,1,1,True,Heldstab,primary,2.77,2.77
Cercopithecus lhoesti,manipulation,Tool_use,category,0,,1,1,1,True,Heldstab,primary,,
Cercopithecus mitis,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Cercopithecus mitis,locomotion,Intermembral_index,ratio,82,82,1,1,1,True,Granatosky,primary,82,82
Cercopithecus mitis,locomotion,Locomotor_diversity_index,index,1.11414224879738,1.11414224879738,1,1,1,True,Granatosky,primary,1.11414224879738,1.11414224879738
Cercopithecus mitis,manipulation,Tool_use,category,0,,1,1,0,False,Baker,secondary,,
Cercopithecus mitis,hand_morphology,log10_ip2_mm,log10 mm,1.06987569414368,1.06987569414368,1,1,1,True,Baker,primary,1.06987569414368,1.06987569414368
Cercopithecus mitis,hand_morphology,log10_ip3_mm,log10 mm,1.19932971522104,1.19932971522104,1,1,1,True,Baker,primary,1.19932971522104,1.19932971522104
Cercopithecus mitis,hand_morphology,log10_ip4_mm,log10 mm,1.18033374786844,1.18033374786844,1,1,1,True,Baker,primary,1.18033374786844,1.18033374786844
Cercopithecus mitis,hand_morphology,log10_mc1_mm,log10 mm,1.28197792171471,1.28197792171471,1,1,1,True,Baker,primary,1.28197792171471,1.28197792171471
Cercopithecus mitis,hand_morphology,log10_mc2_mm,log10 mm,1.5063697170955,1.5063697170955,1,1,1,True,Baker,primary,1.5063697170955,1.5063697170955
Cercopithecus mitis,hand_morphology,log10_mc3_mm,log10 mm,1.5287881917749,1.5287881917749,1,1,1,True,Baker,primary,1.5287881917749,1.5287881917749
Cercopithecus mitis,hand_morphology,log10_mc4_mm,log10 mm,1.49817266063654,1.49817266063654,1,1,1,True,Baker,primary,1.49817266063654,1.49817266063654
Cercopithecus mitis,hand_morphology,log10_mc5_mm,log10 mm,1.41559910869476,1.41559910869476,1,1,1,True,Baker,primary,1.41559910869476,1.41559910869476
Cercopithecus mitis,hand_morphology,log10_pp1_mm,log10 mm,1.04913011391993,1.04913011391993,1,1,1,True,Baker,primary,1.04913011391993,1.04913011391993
Cercopithecus mitis,hand_morphology,log10_pp2_mm,log10 mm,1.27815835576575,1.27815835576575,1,1,1,True,Baker,primary,1.27815835576575,1.27815835576575
Cercopithecus mitis,hand_morphology,log10_pp3_mm,log10 mm,1.36289443970756,1.36289443970756,1,1,1,True,Baker,primary,1.36289443970756,1.36289443970756
Cercopithecus mitis,hand_morphology,log10_pp4_mm,log10 mm,1.33095883448675,1.33095883448675,1,1,1,True,Baker,primary,1.33095883448675,1.33095883448675
Cercopithecus mona,manipulation,Tool_use,category,0,,1,1,0,False,Baker,secondary,,
Cercopithecus mona,hand_morphology,log10_mc2_mm,log10 mm,1.42732378635725,1.42732378635725,1,1,1,True,Baker,primary,1.42732378635725,1.42732378635725
Cercopithecus mona,hand_morphology,log10_mc3_mm,log10 mm,1.44901531634779,1.44901531634779,1,1,1,True,Baker,primary,1.44901531634779,1.44901531634779
Cercopithecus mona,hand_morphology,log10_mc4_mm,log10 mm,1.40739090447073,1.40739090447073,1,1,1,True,Baker,primary,1.40739090447073,1.40739090447073
Cercopithecus neglectus,handedness,Handedness_index_mean,HI,-0.258,-0.258,1,1,1,True,Caspar,primary,-0.258,-0.258
Cercopithecus neglectus,handedness,Handedness_strength_mean,abs(HI),0.621,0.621,1,1,1,True,Caspar,primary,0.621,0.621
Cercopithecus neglectus,manipulation,Tool_use,category,0,,1,1,0,False,Baker,secondary,,
Cercopithecus neglectus,hand_morphology,log10_mc1_mm,log10 mm,1.30535136944662,1.30535136944662,1,1,1,True,Baker,primary,1.30535136944662,1.30535136944662
Cercopithecus neglectus,hand_morphology,log10_mc2_mm,log10 mm,1.4854374810763,1.4854374810763,1,1,1,True,Baker,primary,1.4854374810763,1.4854374810763
Cercopithecus neglectus,hand_morphology,log10_mc3_mm,log10 mm,1.50310943667137,1.50310943667137,1,1,1,True,Baker,primary,1.50310943667137,1.50310943667137
