"source","specimen_id","observation_level","layer","printed_proportion","thickness_divided_by_printed_total","printed_minus_ratio","note"
"Peruffo_etal_2019_Table2","Peruffo2019_sheep_1","individual","I",0.174,0.167148640832851,0.00685135916714863,"Retain the printed percentage; it may be the mean of section-level ratios and is not recomputed from displayed summary thicknesses."
"Peruffo_etal_2019_Table2","Peruffo2019_sheep_1","individual","II",0.081,0.0786581839213418,0.00234181607865819,"Retain the printed percentage; it may be the mean of section-level ratios and is not recomputed from displayed summary thicknesses."
"Peruffo_etal_2019_Table2","Peruffo2019_sheep_1","individual","III",0.288,0.293811451706189,-0.00581145170618858,"Retain the printed percentage; it may be the mean of section-level ratios and is not recomputed from displayed summary thicknesses."
"Peruffo_etal_2019_Table2","Peruffo2019_sheep_1","individual","V",0.214,0.200694042799306,0.0133059572006941,"Retain the printed percentage; it may be the mean of section-level ratios and is not recomputed from displayed summary thicknesses."
"Peruffo_etal_2019_Table2","Peruffo2019_sheep_1","individual","VI",0.243,0.259687680740312,-0.0166876807403123,"Retain the printed percentage; it may be the mean of section-level ratios and is not recomputed from displayed summary thicknesses."
"Peruffo_etal_2019_Table2","Peruffo2019_sheep_2","individual","I",0.282,0.293729372937294,-0.0117293729372938,"Retain the printed percentage; it may be the mean of section-level ratios and is not recomputed from displayed summary thicknesses."
"Peruffo_etal_2019_Table2","Peruffo2019_sheep_2","individual","II",0.104,0.103410341034103,0.000589658965896592,"Retain the printed percentage; it may be the mean of section-level ratios and is not recomputed from displayed summary thicknesses."
"Peruffo_etal_2019_Table2","Peruffo2019_sheep_2","individual","III",0.257,0.245874587458746,0.0111254125412541,"Retain the printed percentage; it may be the mean of section-level ratios and is not recomputed from displayed summary thicknesses."
"Peruffo_etal_2019_Table2","Peruffo2019_sheep_2","individual","V",0.187,0.184268426842684,0.00273157315731573,"Retain the printed percentage; it may be the mean of section-level ratios and is not recomputed from displayed summary thicknesses."
"Peruffo_etal_2019_Table2","Peruffo2019_sheep_2","individual","VI",0.17,0.172717271727173,-0.0027172717271727,"Retain the printed percentage; it may be the mean of section-level ratios and is not recomputed from displayed summary thicknesses."
"Peruffo_etal_2019_Table2","Peruffo2019_sheep_3","individual","I",0.234,0.2280163599182,0.00598364008179961,"Retain the printed percentage; it may be the mean of section-level ratios and is not recomputed from displayed summary thicknesses."
"Peruffo_etal_2019_Table2","Peruffo2019_sheep_3","individual","II",0.082,0.081799591002045,0.000200408997955009,"Retain the printed percentage; it may be the mean of section-level ratios and is not recomputed from displayed summary thicknesses."
"Peruffo_etal_2019_Table2","Peruffo2019_sheep_3","individual","III",0.3,0.298057259713701,0.00194274028629854,"Retain the printed percentage; it may be the mean of section-level ratios and is not recomputed from displayed summary thicknesses."
"Peruffo_etal_2019_Table2","Peruffo2019_sheep_3","individual","V",0.201,0.207055214723926,-0.00605521472392637,"Retain the printed percentage; it may be the mean of section-level ratios and is not recomputed from displayed summary thicknesses."
"Peruffo_etal_2019_Table2","Peruffo2019_sheep_3","individual","VI",0.183,0.185071574642127,-0.00207157464212679,"Retain the printed percentage; it may be the mean of section-level ratios and is not recomputed from displayed summary thicknesses."
"Peruffo_etal_2019_Table2","Peruffo2019_sheep_4","individual","I",0.149,0.148936170212766,6.38297872340432e-05,"Retain the printed percentage; it may be the mean of section-level ratios and is not recomputed from displayed summary thicknesses."
"Peruffo_etal_2019_Table2","Peruffo2019_sheep_4","individual","II",0.108,0.108814589665653,-0.000814589665653495,"Retain the printed percentage; it may be the mean of section-level ratios and is not recomputed from displayed summary thicknesses."
"Peruffo_etal_2019_Table2","Peruffo2019_sheep_4","individual","III",0.349,0.349544072948328,-0.000544072948328311,"Retain the printed percentage; it may be the mean of section-level ratios and is not recomputed from displayed summary thicknesses."
"Peruffo_etal_2019_Table2","Peruffo2019_sheep_4","individual","V",0.235,0.235866261398176,-0.000866261398176305,"Retain the printed percentage; it may be the mean of section-level ratios and is not recomputed from displayed summary thicknesses."
"Peruffo_etal_2019_Table2","Peruffo2019_sheep_4","individual","VI",0.159,0.157446808510638,0.0015531914893617,"Retain the printed percentage; it may be the mean of section-level ratios and is not recomputed from displayed summary thicknesses."
"Peruffo_etal_2019_Table2","Peruffo2019_sheep_5","individual","I",0.197,0.196504237288136,0.000495762711864411,"Retain the printed percentage; it may be the mean of section-level ratios and is not recomputed from displayed summary thicknesses."
"Peruffo_etal_2019_Table2","Peruffo2019_sheep_5","individual","II",0.085,0.0858050847457627,-0.000805084745762699,"Retain the printed percentage; it may be the mean of section-level ratios and is not recomputed from displayed summary thicknesses."
"Peruffo_etal_2019_Table2","Peruffo2019_sheep_5","individual","III",0.363,0.36228813559322,0.000711864406779672,"Retain the printed percentage; it may be the mean of section-level ratios and is not recomputed from displayed summary thicknesses."
"Peruffo_etal_2019_Table2","Peruffo2019_sheep_5","individual","V",0.217,0.217690677966102,-0.000690677966101699,"Retain the printed percentage; it may be the mean of section-level ratios and is not recomputed from displayed summary thicknesses."
"Peruffo_etal_2019_Table2","Peruffo2019_sheep_5","individual","VI",0.138,0.13771186440678,0.000288135593220357,"Retain the printed percentage; it may be the mean of section-level ratios and is not recomputed from displayed summary thicknesses."
"Peruffo_etal_2019_Table2","Peruffo2019_sheep_6","individual","I",0.207,0.204405737704918,0.00259426229508194,"Retain the printed percentage; it may be the mean of section-level ratios and is not recomputed from displayed summary thicknesses."
