paper_folder,table,column,row_index,raw_value,matched_on,n_entities,entity_ids,alias_types,alias_scopes,short_handle,match_class,match_rate,tier,resolves_individual,layer
Bauernfeind_etal_2013,Bauernfeind_etal_2013_Table1.csv,Individual,18,Briggsa,footnote_stripped,1,PONGO-BRIGGS,house_name; printed_identifier,individual,False,matched_unique,0.4883720930232558,B_review_then_register,True,public_crosswalk_only
Bauernfeind_etal_2013,Bauernfeind_etal_2013_Table1.csv,Individual,20,YN81-146b,footnote_stripped,1,ZILLES-HYLOBATES-YN81-146,printed_identifier,individual,False,matched_unique,0.4883720930232558,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,36,08-07,raw,1,KAAS-OTO-08-07,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,37,08-07,raw,1,KAAS-OTO-08-07,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,38,08-07,raw,1,KAAS-OTO-08-07,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,39,08-07,raw,1,KAAS-OTO-08-07,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,40,08-07,raw,1,KAAS-OTO-08-07,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,41,08-07,raw,1,KAAS-OTO-08-07,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,42,08-07,raw,1,KAAS-OTO-08-07,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,43,08-07,raw,1,KAAS-OTO-08-07,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,44,08-07,raw,1,KAAS-OTO-08-07,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,45,08-07,raw,1,KAAS-OTO-08-07,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,46,08-07,raw,1,KAAS-OTO-08-07,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,47,08-07,raw,1,KAAS-OTO-08-07,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,48,07-78,raw,1,KAAS-AOTUS-07-78,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,49,07-78,raw,1,KAAS-AOTUS-07-78,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,50,07-78,raw,1,KAAS-AOTUS-07-78,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,51,07-78,raw,1,KAAS-AOTUS-07-78,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,52,07-78,raw,1,KAAS-AOTUS-07-78,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,53,07-78,raw,1,KAAS-AOTUS-07-78,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,54,07-78,raw,1,KAAS-AOTUS-07-78,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,55,07-78,raw,1,KAAS-AOTUS-07-78,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,56,07-78,raw,1,KAAS-AOTUS-07-78,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,57,07-78,raw,1,KAAS-AOTUS-07-78,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,58,07-78,raw,1,KAAS-AOTUS-07-78,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,59,07-78,raw,1,KAAS-AOTUS-07-78,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,102,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,103,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,104,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,105,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,106,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,107,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,108,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,109,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,110,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,111,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,112,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,113,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,114,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,115,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,116,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,117,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,118,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,119,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,120,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,121,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,122,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,123,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,124,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,125,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,126,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,127,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,128,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,129,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,130,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,131,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,132,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,133,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,134,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,135,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,136,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,137,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,138,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,139,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,140,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,141,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,142,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,143,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,144,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,145,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,146,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,147,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,148,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,149,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,150,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,151,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,152,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,153,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,154,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,155,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,156,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,157,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,158,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,159,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,160,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,161,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,162,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,163,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,164,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,165,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,166,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,167,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,168,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,169,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,170,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,171,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,172,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,173,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,174,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,175,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,176,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,177,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,178,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,179,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,180,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,181,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,182,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,183,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,184,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,185,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,186,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,187,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,188,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,189,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,190,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,191,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,192,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,193,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,194,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
Collins_etal_2010,Collins_etal_2010_DatasetS1.csv,specimen,195,09-27,raw,1,KAAS-PAPIO-09-27,printed_identifier,individual,False,matched_unique,0.6,B_review_then_register,True,public_crosswalk_only
