Species,species_as_published,specimen_as_published,area_as_published,n_specimens,GLI_pct_mean_all_layers,GLI_pct_mean_supragranular,GLI_pct_mean_granular,GLI_pct_mean_infragranular,source_location,data_role
Homo sapiens,human,human,area13,1,14.18,13.79,15.09,14.13,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Pan troglodytes,chimpanzee,chimpanzee,area13,1,18.63,17.6,19.37,18.93,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Pan paniscus,bonobo,bonobo,area13,1,16.98,16.66,18.05,16.67,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Gorilla gorilla,gorilla,gorilla,area13,1,14.62,12.89,16.71,15.32,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Pongo pygmaeus,orangutan,orangutan,area13,1,18.55,17.9,19.68,18.06,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Hylobates lar,gibbon,gibbon,area13,1,13.33,11.61,15.94,13.82,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Macaca mulatta,macaque,macaque,area13,1,18.36,18.11,18.73,18.21,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
