"Species_Gabi2016","species_sci","n","region","PrefrontalCortex_pct.VGM","PrefrontalCortex_pct.VWM","PrefrontalCortex_pct.OWM","PrefrontalCortex_pct.neurons","method"
"O.garnettii","Otolemur garnettii",1,"prefrontal",9.2,3.7,7.6,8.3,"isotropic fractionator + A-P sectioning; prefrontal = anterior to the corpus callosum"
"S.midas","Saguinus midas",1,"prefrontal",7.4,3.6,2.8,6.4,"isotropic fractionator + A-P sectioning; prefrontal = anterior to the corpus callosum"
"A.trivirgatus","Aotus trivirgatus",1,"prefrontal",9.2,1.9,7.4,7.8,"isotropic fractionator + A-P sectioning; prefrontal = anterior to the corpus callosum"
"C.apella","Sapajus apella",1,"prefrontal",6.6,3,3.6,4.2,"isotropic fractionator + A-P sectioning; prefrontal = anterior to the corpus callosum"
"M.fascicularis","Macaca fascicularis",1,"prefrontal",7.7,4.4,6.5,6.9,"isotropic fractionator + A-P sectioning; prefrontal = anterior to the corpus callosum"
"P.cynocephalus","Papio cynocephalus",1,"prefrontal",13.5,8,14.4,16.2,"isotropic fractionator + A-P sectioning; prefrontal = anterior to the corpus callosum"
"M.nemestrina","Macaca nemestrina",1,"prefrontal",7.5,4.6,6.8,7.8,"isotropic fractionator + A-P sectioning; prefrontal = anterior to the corpus callosum"
"Homosapiens","Homo sapiens",1,"prefrontal",10,5.5,7.2,7.8,"isotropic fractionator + A-P sectioning; prefrontal = anterior to the corpus callosum"
