class,order,family,genus,species,subspecies,common_name,synonymous_class,synonymous_order,synonymous_family,synonymous_genus,synonymous_species,synonymous_subspecies,synonymous_common_name,ref_name
Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,corriae,-999,Fynbos Golden Mole,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Insectivora,Chrysochloridae,Amblysomus,hottentotus,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,corriae,-999,Fynbos Golden Mole,"Ernest et al., 2003"
Mammalia,-999,-999,Amblysomus,iris,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,corriae,-999,Fynbos Golden Mole,"Boback and Guyer, 2003"
Mammalia,-999,-999,Amblysomus,hottentotus,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,corriae,-999,Fynbos Golden Mole,"Boback and Guyer, 2003"
Mammalia,-999,-999,Amblysomus,hottentotus,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,corriae,-999,Fynbos Golden Mole,"BC mammals - Savage et al., 2004"
Mammalia,-999,-999,Amblysomus,hottentotus,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,corriae,-999,Fynbos Golden Mole,"BC mammals - Savage et al., 2004"
Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus,-999,Hottentot Golden Mole,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Insectivora,Chrysochloridae,Amblysomus,hottentotus,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus,-999,Hottentot Golden Mole,"Ernest et al., 2003"
Mammalia,-999,-999,Amblysomus,iris,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus,-999,Hottentot Golden Mole,"Boback and Guyer, 2003"
Mammalia,-999,-999,Amblysomus,hottentotus,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus,-999,Hottentot Golden Mole,"Boback and Guyer, 2003"
Mammalia,-999,-999,Amblysomus,hottentotus,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus,-999,Hottentot Golden Mole,"BC mammals - Savage et al., 2004"
Mammalia,-999,-999,Amblysomus,hottentotus,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus,-999,Hottentot Golden Mole,"BC mammals - Savage et al., 2004"
Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,marleyi,-999,Marley's Golden Mole,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Insectivora,Chrysochloridae,Amblysomus,hottentotus,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,marleyi,-999,Marley's Golden Mole,"Ernest et al., 2003"
Mammalia,-999,-999,Amblysomus,iris,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,marleyi,-999,Marley's Golden Mole,"Boback and Guyer, 2003"
Mammalia,-999,-999,Amblysomus,hottentotus,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,marleyi,-999,Marley's Golden Mole,"Boback and Guyer, 2003"
Mammalia,-999,-999,Amblysomus,hottentotus,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,marleyi,-999,Marley's Golden Mole,"BC mammals - Savage et al., 2004"
Mammalia,-999,-999,Amblysomus,hottentotus,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,marleyi,-999,Marley's Golden Mole,"BC mammals - Savage et al., 2004"
Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,robustus,-999,Robust Golden Mole,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Insectivora,Chrysochloridae,Amblysomus,hottentotus,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,robustus,-999,Robust Golden Mole,"Ernest et al., 2003"
Mammalia,-999,-999,Amblysomus,iris,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,robustus,-999,Robust Golden Mole,"Boback and Guyer, 2003"
Mammalia,-999,-999,Amblysomus,hottentotus,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,robustus,-999,Robust Golden Mole,"Boback and Guyer, 2003"
Mammalia,-999,-999,Amblysomus,hottentotus,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,robustus,-999,Robust Golden Mole,"BC mammals - Savage et al., 2004"
Mammalia,-999,-999,Amblysomus,hottentotus,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,robustus,-999,Robust Golden Mole,"BC mammals - Savage et al., 2004"
Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,septentrionalis,-999,Highveld Golden Mole,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Insectivora,Chrysochloridae,Amblysomus,hottentotus,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,septentrionalis,-999,Highveld Golden Mole,"Ernest et al., 2003"
Mammalia,-999,-999,Amblysomus,iris,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,septentrionalis,-999,Highveld Golden Mole,"Boback and Guyer, 2003"
Mammalia,-999,-999,Amblysomus,hottentotus,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,septentrionalis,-999,Highveld Golden Mole,"Boback and Guyer, 2003"
Mammalia,-999,-999,Amblysomus,hottentotus,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,septentrionalis,-999,Highveld Golden Mole,"BC mammals - Savage et al., 2004"
Mammalia,-999,-999,Amblysomus,hottentotus,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,septentrionalis,-999,Highveld Golden Mole,"BC mammals - Savage et al., 2004"
Mammalia,Afrosoricida,Chrysochloridae,Calcochloris,obtusirostris,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Calcochloris,obtusirostris,-999,Yellow Golden Mole,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,-999,-999,Calcochloris,obtusirostris,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Calcochloris,obtusirostris,-999,Yellow Golden Mole,"Boback and Guyer, 2003"
Mammalia,Afrosoricida,Chrysochloridae,Carpitalpa,arendsi,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Carpitalpa,arendsi,-999,Arend's Golden Mole,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,-999,-999,Chlorotalpa,arendei,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Carpitalpa,arendsi,-999,Arend's Golden Mole,"Boback and Guyer, 2003"
Mammalia,Afrosoricida,Chrysochloridae,Chlorotalpa,duthieae,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Chlorotalpa,duthieae,-999,Duthie's Golden Mole,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Afrosoricida,Chrysochloridae,Chlorotalpa,duthieae,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Chlorotalpa,duthieae,-999,Duthie's Golden Mole,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,-999,-999,Chlorotalpa,duthiae,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Chlorotalpa,duthieae,-999,Duthie's Golden Mole,"Boback and Guyer, 2003"
Mammalia,Afrosoricida,Chrysochloridae,Chlorotalpa,sclateri,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Chlorotalpa,sclateri,-999,Sclater's Golden Mole,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,-999,-999,Chlorotalpa,sclateri,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Chlorotalpa,sclateri,-999,Sclater's Golden Mole,"Boback and Guyer, 2003"
Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,asiatica,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,asiatica,-999,Cape Golden Mole,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,asiatica,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,asiatica,-999,Cape Golden Mole,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Insectivora,Chrysochloridae,Chrysochloris,asiatica,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,asiatica,-999,Cape Golden Mole,"Ernest et al., 2003"
Mammalia,-999,-999,Chrysochloris,asiatica,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,asiatica,-999,Cape Golden Mole,"Boback and Guyer, 2003"
Mammalia,-999,-999,Chrysochloris,asiatica,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,asiatica,-999,Cape Golden Mole,"Weigl, R., 2005"
Mammalia,-999,-999,Chrysochloris,asiatica,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,asiatica,-999,Cape Golden Mole,"BC mammals - Savage et al., 2004"
Mammalia,-999,-999,Chrysochloris,asiatica,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,asiatica,-999,Cape Golden Mole,"BC mammals - Savage et al., 2004"
Mammalia,-999,-999,Chrysochloris,asiatica,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,asiatica,-999,Cape Golden Mole,"BC mammals - Savage et al., 2004"
Mammalia,-999,-999,Chrysochloris,asiatica,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,asiatica,-999,Cape Golden Mole,"BC mammals - Savage et al., 2004"
Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,stuhlmanni,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,stuhlmanni,-999,Stuhlmann's Golden Mole,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Insectivora,Chrysochloridae,Chrysochloris,stuhlmanni,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,stuhlmanni,-999,Stuhlmann's Golden Mole,"Ernest et al., 2003"
Mammalia,-999,-999,Chrysochloris,stuhlmanni,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,stuhlmanni,-999,Stuhlmann's Golden Mole,"Boback and Guyer, 2003"
Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,asiatica,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,visagiei,-999,Visagie's Golden Mole,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,visagiei,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,visagiei,-999,Visagie's Golden Mole,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,asiatica,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,visagiei,-999,Visagie's Golden Mole,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,visagiei,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,visagiei,-999,Visagie's Golden Mole,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Insectivora,Chrysochloridae,Chrysochloris,asiatica,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,visagiei,-999,Visagie's Golden Mole,"Ernest et al., 2003"
Mammalia,-999,-999,Chrysochloris,asiatica,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,visagiei,-999,Visagie's Golden Mole,"Boback and Guyer, 2003"
Mammalia,-999,-999,Chrysochloris,visagei,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,visagiei,-999,Visagie's Golden Mole,"Boback and Guyer, 2003"
Mammalia,-999,-999,Chrysochloris,asiatica,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,visagiei,-999,Visagie's Golden Mole,"Weigl, R., 2005"
Mammalia,-999,-999,Chrysochloris,asiatica,-999,-999,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,visagiei,-999,Visagie's Golden Mole,"BC mammals - Savage et al., 2004"
