class,order,family,genus,species,subspecies,common_name,synonymous_class,synonymous_order,synonymous_family,synonymous_genus,synonymous_species,synonymous_subspecies,synonymous_common_name,ref_name
Aves,-999,-999,Accipiter,chilensis,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,chilensis,-999,Chilean Hawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,chilensis,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,chilensis,-999,Chilean Hawk,"Dunning, 1992"
Aves,Ciconiiformes,Accipitridae,Accipiter,bicolor,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,chilensis,-999,Chilean Hawk,"Jetz, Sekercioglu, and Bohning-Gaese, 2008"
Aves,-999,-999,Accipiter,bicolor,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,chilensis,-999,Chilean Hawk,"Bennett, 1986"
Aves,-999,-999,Accipiter,striatus,-999,Sharp-shinned Hawk,Aves,Accipitriformes,Accipitridae,Accipiter,chionogaster,-999,White-breasted Hawk,"Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004"
Aves,Falconiformes,Accipitradae,Accipiter,striatus,-999,Sharp-shinned hawk,Aves,Accipitriformes,Accipitridae,Accipiter,chionogaster,-999,White-breasted Hawk,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009"
Aves,-999,-999,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,chionogaster,-999,White-breasted Hawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,chionogaster,-999,White-breasted Hawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,chionogaster,-999,White-breasted Hawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,chionogaster,-999,White-breasted Hawk,"Dunning, 1992"
Aves,Ciconiiformes,Accipitridae,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,chionogaster,-999,White-breasted Hawk,"Jetz, Sekercioglu, and Bohning-Gaese, 2008"
Aves,-999,-999,Accipiter,striatus,-999,Sharp-shinned Hawk,Aves,Accipitriformes,Accipitridae,Accipiter,chionogaster,-999,White-breasted Hawk,"Szekely, Lislevand, and Figuerola, 2007"
Aves,Ciconiiformes,Accipitridae,Accipiter,striatus,-999,Sharp-shinned hawk,Aves,Accipitriformes,Accipitridae,Accipiter,chionogaster,-999,White-breasted Hawk,"de Magalhaes and Costa, 2009"
Aves,-999,-999,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,chionogaster,-999,White-breasted Hawk,"Bennett, 1986"
Aves,-999,-999,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,chionogaster,-999,White-breasted Hawk,"Dyke and Kaiser, 2010"
Aves,Accipitriformes,Accipitridae,Accipiter,striatus,-999,Sharp-shinned Hawk,Aves,Accipitriformes,Accipitridae,Accipiter,chionogaster,-999,White-breasted Hawk,"Lutmerding, J.A. and A.S. Love, 2013"
Aves,-999,-999,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,chionogaster,-999,White-breasted Hawk,"Carey, J.R. and D.S. Judge, 2002"
Aves,-999,-999,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,chionogaster,-999,White-breasted Hawk,"Carrier, D.R., Auriemma, J., 1992"
Aves,-999,-999,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,chionogaster,-999,White-breasted Hawk,"Carrier, D.R., Auriemma, J., 1992"
Aves,-999,-999,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,chionogaster,-999,White-breasted Hawk,"Carrier, D.R., Auriemma, J., 1992"
Aves,-999,-999,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,chionogaster,-999,White-breasted Hawk,"Carrier, D.R., Auriemma, J., 1992"
Aves,-999,-999,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,chionogaster,-999,White-breasted Hawk,"Wasser, D.E. and P.W. Sherman, 2010"
Aves,-999,-999,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,chionogaster,-999,White-breasted Hawk,"Wasser, D.E. and P.W. Sherman, 2010"
Aves,Falconiformes,Accipitradae,Accipiter,cirrhocephalus,-999,Collared sparrowhawk,Aves,Accipitriformes,Accipitridae,Accipiter,cirrocephalus,-999,Collared Sparrowhawk,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009"
Aves,-999,-999,Accipiter,cirrocephalus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,cirrocephalus,-999,Collared Sparrowhawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,cirrocephalus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,cirrocephalus,-999,Collared Sparrowhawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,cirrocephalus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,cirrocephalus,-999,Collared Sparrowhawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,cirrocephalus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,cirrocephalus,-999,Collared Sparrowhawk,"Dunning, 1992"
Aves,Ciconiiformes,Accipitridae,Accipiter,cirrocephalus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,cirrocephalus,-999,Collared Sparrowhawk,"Jetz, Sekercioglu, and Bohning-Gaese, 2008"
Aves,-999,-999,Accipiter,cirrocephalus,-999,Collared Sparrowhawk,Aves,Accipitriformes,Accipitridae,Accipiter,cirrocephalus,-999,Collared Sparrowhawk,"Szekely, Lislevand, and Figuerola, 2007"
Aves,-999,-999,Accipiter,cirrhocephalus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,cirrocephalus,-999,Collared Sparrowhawk,"Bennett, 1986"
Aves,-999,-999,Accipiter,cooperii,-999,Cooper's Hawk,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,-999,Cooper's Hawk,"Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004"
Aves,Falconiformes,Accipitradae,Accipiter,cooperii,-999,Cooper's hawk,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,-999,Cooper's Hawk,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009"
Aves,-999,-999,Accipiter,cooperii,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,-999,Cooper's Hawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,cooperii,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,-999,Cooper's Hawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,cooperii,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,-999,Cooper's Hawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,cooperii,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,-999,Cooper's Hawk,"Dunning, 1992"
Aves,Ciconiiformes,Accipitridae,Accipiter,cooperii,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,-999,Cooper's Hawk,"Jetz, Sekercioglu, and Bohning-Gaese, 2008"
Aves,-999,-999,Accipiter,cooperii,-999,Cooper's Hawk,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,-999,Cooper's Hawk,"Szekely, Lislevand, and Figuerola, 2007"
Aves,Ciconiiformes,Accipitridae,Accipiter,cooperii,-999,Cooper's hawk,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,-999,Cooper's Hawk,"de Magalhaes and Costa, 2009"
Aves,-999,-999,Accipiter,cooperii,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,-999,Cooper's Hawk,"Bennett, 1986"
Aves,-999,-999,Accipiter,cooperii,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,-999,Cooper's Hawk,"Dyke and Kaiser, 2010"
Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,-999,Cooper's Hawk,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,-999,Cooper's Hawk,"Lutmerding, J.A. and A.S. Love, 2013"
Aves,-999,-999,Accipiter,cooperii,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,-999,Cooper's Hawk,"Carey, J.R. and D.S. Judge, 2002"
Aves,-999,-999,Accipiter,cooperii,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,-999,Cooper's Hawk,"Carey, J.R. and D.S. Judge, 2002"
Aves,-999,-999,Accipiter,cooperii,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,-999,Cooper's Hawk,"Carey, J.R. and D.S. Judge, 2002"
Aves,-999,-999,Accipiter,cooperii,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,-999,Cooper's Hawk,"Carrier, D.R., Auriemma, J., 1992"
Aves,-999,-999,Accipiter,cooperii,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,-999,Cooper's Hawk,"Carrier, D.R., Auriemma, J., 1992"
Aves,-999,-999,Accipiter,cooperii,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,-999,Cooper's Hawk,"Wasser, D.E. and P.W. Sherman, 2010"
Aves,-999,-999,Accipiter,cooperii,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,-999,Cooper's Hawk,"Wasser, D.E. and P.W. Sherman, 2010"
Aves,-999,-999,Accipiter,erythrauchen,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,erythrauchen,-999,Rufous-necked Sparrowhawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,striatus,-999,Sharp-shinned Hawk,Aves,Accipitriformes,Accipitridae,Accipiter,erythronemius,-999,Rufous-thighed Hawk,"Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004"
Aves,Falconiformes,Accipitradae,Accipiter,striatus,-999,Sharp-shinned hawk,Aves,Accipitriformes,Accipitridae,Accipiter,erythronemius,-999,Rufous-thighed Hawk,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009"
Aves,-999,-999,Accipiter,erythronemius,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,erythronemius,-999,Rufous-thighed Hawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,erythronemius,-999,Rufous-thighed Hawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,erythronemius,-999,Rufous-thighed Hawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,erythronemius,-999,Rufous-thighed Hawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,erythronemius,-999,Rufous-thighed Hawk,"Dunning, 1992"
Aves,Ciconiiformes,Accipitridae,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,erythronemius,-999,Rufous-thighed Hawk,"Jetz, Sekercioglu, and Bohning-Gaese, 2008"
Aves,-999,-999,Accipiter,striatus,-999,Sharp-shinned Hawk,Aves,Accipitriformes,Accipitridae,Accipiter,erythronemius,-999,Rufous-thighed Hawk,"Szekely, Lislevand, and Figuerola, 2007"
Aves,Ciconiiformes,Accipitridae,Accipiter,striatus,-999,Sharp-shinned hawk,Aves,Accipitriformes,Accipitridae,Accipiter,erythronemius,-999,Rufous-thighed Hawk,"de Magalhaes and Costa, 2009"
Aves,-999,-999,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,erythronemius,-999,Rufous-thighed Hawk,"Bennett, 1986"
Aves,-999,-999,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,erythronemius,-999,Rufous-thighed Hawk,"Dyke and Kaiser, 2010"
Aves,Accipitriformes,Accipitridae,Accipiter,striatus,-999,Sharp-shinned Hawk,Aves,Accipitriformes,Accipitridae,Accipiter,erythronemius,-999,Rufous-thighed Hawk,"Lutmerding, J.A. and A.S. Love, 2013"
Aves,-999,-999,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,erythronemius,-999,Rufous-thighed Hawk,"Carey, J.R. and D.S. Judge, 2002"
Aves,-999,-999,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,erythronemius,-999,Rufous-thighed Hawk,"Carrier, D.R., Auriemma, J., 1992"
Aves,-999,-999,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,erythronemius,-999,Rufous-thighed Hawk,"Carrier, D.R., Auriemma, J., 1992"
Aves,-999,-999,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,erythronemius,-999,Rufous-thighed Hawk,"Carrier, D.R., Auriemma, J., 1992"
Aves,-999,-999,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,erythronemius,-999,Rufous-thighed Hawk,"Carrier, D.R., Auriemma, J., 1992"
Aves,-999,-999,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,erythronemius,-999,Rufous-thighed Hawk,"Wasser, D.E. and P.W. Sherman, 2010"
Aves,-999,-999,Accipiter,striatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,erythronemius,-999,Rufous-thighed Hawk,"Wasser, D.E. and P.W. Sherman, 2010"
Aves,Falconiformes,Accipitradae,Accipiter,erythropus,-999,Red-thighed sparrowhawk,Aves,Accipitriformes,Accipitridae,Accipiter,erythropus,-999,Red-thighed Sparrowhawk,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009"
Aves,-999,-999,Accipiter,erythropus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,erythropus,-999,Red-thighed Sparrowhawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,erythropus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,erythropus,-999,Red-thighed Sparrowhawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,erythropus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,erythropus,-999,Red-thighed Sparrowhawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,erythropus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,erythropus,-999,Red-thighed Sparrowhawk,"Dunning, 1992"
Aves,Ciconiiformes,Accipitridae,Accipiter,erythropus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,erythropus,-999,Red-thighed Sparrowhawk,"Jetz, Sekercioglu, and Bohning-Gaese, 2008"
Aves,-999,-999,Accipiter,erythropus,-999,Red-thighed Sparrowhawk,Aves,Accipitriformes,Accipitridae,Accipiter,erythropus,-999,Red-thighed Sparrowhawk,"Szekely, Lislevand, and Figuerola, 2007"
Aves,-999,-999,Accipiter,erythropus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,erythropus,-999,Red-thighed Sparrowhawk,"Bennett, 1986"
Aves,Falconiformes,Accipitradae,Accipiter,fasciatus,-999,Brown goshawk,Aves,Accipitriformes,Accipitridae,Accipiter,fasciatus,-999,Brown Goshawk,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009"
Aves,-999,-999,Accipiter,fasciatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,fasciatus,-999,Brown Goshawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,fasciatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,fasciatus,-999,Brown Goshawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,fasciatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,fasciatus,-999,Brown Goshawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,fasciatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,fasciatus,-999,Brown Goshawk,"Dunning, 1992"
Aves,Ciconiiformes,Accipitridae,Accipiter,fasciatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,fasciatus,-999,Brown Goshawk,"Jetz, Sekercioglu, and Bohning-Gaese, 2008"
Aves,-999,-999,Accipiter,fasciatus,-999,Brown Goshawk,Aves,Accipitriformes,Accipitridae,Accipiter,fasciatus,-999,Brown Goshawk,"Szekely, Lislevand, and Figuerola, 2007"
Aves,-999,-999,Accipiter,fasciatus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,fasciatus,-999,Brown Goshawk,"Bennett, 1986"
Aves,Falconiformes,Accipitradae,Accipiter,francesii,-999,Frances's sparrowhawk,Aves,Accipitriformes,Accipitridae,Accipiter,francesiae,-999,Frances's Sparrowhawk,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009"
Aves,-999,-999,Accipiter,francesii,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,francesiae,-999,Frances's Sparrowhawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,francesii,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,francesiae,-999,Frances's Sparrowhawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,francesii,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,francesiae,-999,Frances's Sparrowhawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,francesii,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,francesiae,-999,Frances's Sparrowhawk,"Dunning, 1992"
Aves,Ciconiiformes,Accipitridae,Accipiter,francesiae,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,francesiae,-999,Frances's Sparrowhawk,"Jetz, Sekercioglu, and Bohning-Gaese, 2008"
Aves,Falconiformes,Accipitradae,Accipiter,gentilis,-999,Northern goshawk,Aves,Accipitriformes,Accipitridae,Accipiter,gentilis,-999,Northern Goshawk,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009"
