class,order,family,genus,species,subspecies,common_name,synonymous_class,synonymous_order,synonymous_family,synonymous_genus,synonymous_species,synonymous_subspecies,synonymous_common_name,ref_name
Aves,-999,-999,Accipiter,albogularis,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,albogularis,-999,Pied Goshawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,albogularis,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,albogularis,-999,Pied Goshawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,albogularis,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,albogularis,-999,Pied Goshawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,albogularis,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,albogularis,-999,Pied Goshawk,"Bennett, 1986"
Aves,Falconiformes,Accipitradae,Accipiter,badius,-999,Shikra,Aves,Accipitriformes,Accipitridae,Accipiter,badius,-999,Shikra,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009"
Aves,-999,-999,Accipiter,badius,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,badius,-999,Shikra,"Dunning, 1992"
Aves,-999,-999,Accipiter,badius,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,badius,-999,Shikra,"Dunning, 1992"
Aves,-999,-999,Accipiter,badius,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,badius,-999,Shikra,"Dunning, 1992"
Aves,-999,-999,Accipiter,badius,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,badius,-999,Shikra,"Dunning, 1992"
Aves,Ciconiiformes,Accipitridae,Accipiter,badius,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,badius,-999,Shikra,"Jetz, Sekercioglu, and Bohning-Gaese, 2008"
Aves,-999,-999,Accipiter,badius,-999,Shikra,Aves,Accipitriformes,Accipitridae,Accipiter,badius,-999,Shikra,"Szekely, Lislevand, and Figuerola, 2007"
Aves,-999,-999,Accipiter,badius,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,badius,-999,Shikra,"Bennett, 1986"
Aves,-999,-999,Accipiter,badius,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,badius,-999,Shikra,"Dyke and Kaiser, 2010"
Aves,-999,-999,Accipiter,badius,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,badius,-999,Shikra,"BC Birds - Wilson, 2003"
Aves,-999,-999,Accipiter,badius,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,badius,-999,Shikra,"BC Birds - Wilson, 2003"
Aves,-999,-999,Accipiter,badius,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,badius,-999,Shikra,"BC Birds - Wilson, 2003"
Aves,-999,-999,Accipiter,badius,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,badius,-999,Shikra,"BC Birds - Wilson, 2003"
Aves,-999,-999,Accipiter,badius,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,badius,-999,Shikra,"BC Birds - Wilson, 2003"
Aves,-999,-999,Accipiter,badius,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,badius,-999,Shikra,"BC Birds - Wilson, 2003"
Aves,-999,-999,Accipiter,badius,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,badius,-999,Shikra,"BC Birds - Wilson, 2003"
Aves,-999,-999,Accipiter,badius,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,badius,-999,Shikra,"BC Birds - Wilson, 2003"
Aves,-999,-999,Accipiter,badius,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,badius,-999,Shikra,"BC Birds - Wilson, 2003"
Aves,-999,-999,Accipiter,badius,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,badius,-999,Shikra,"BC Birds - Wilson, 2003"
Aves,-999,-999,Accipiter,badius,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,badius,-999,Shikra,"BC Birds - Wilson, 2003"
Aves,-999,-999,Accipiter,badius,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,badius,-999,Shikra,"BC Birds - Wilson, 2003"
Aves,-999,-999,Accipiter,badius,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,badius,-999,Shikra,"BC Birds - Wilson, 2003"
Aves,-999,-999,Accipiter,badius,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,badius,-999,Shikra,"BC Birds - Wilson, 2003"
Aves,-999,-999,Accipiter,badius,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,badius,-999,Shikra,"BC Birds - Wilson, 2003"
Aves,-999,-999,Accipiter,badius,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,badius,-999,Shikra,"BC Birds - Wilson, 2003"
Aves,-999,-999,Accipiter,bicolor,-999,Bicolored Hawk,Aves,Accipitriformes,Accipitridae,Accipiter,bicolor,-999,Bicolored Hawk,"Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004"
Aves,Falconiformes,Accipitradae,Accipiter,bicolor,-999,Bicolored hawk,Aves,Accipitriformes,Accipitridae,Accipiter,bicolor,-999,Bicolored Hawk,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009"
Aves,-999,-999,Accipiter,bicolor,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,bicolor,-999,Bicolored Hawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,bicolor,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,bicolor,-999,Bicolored Hawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,bicolor,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,bicolor,-999,Bicolored Hawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,bicolor,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,bicolor,-999,Bicolored Hawk,"Dunning, 1992"
Aves,Ciconiiformes,Accipitridae,Accipiter,bicolor,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,bicolor,-999,Bicolored Hawk,"Jetz, Sekercioglu, and Bohning-Gaese, 2008"
Aves,-999,-999,Accipiter,bicolor,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,bicolor,-999,Bicolored Hawk,"Bennett, 1986"
Aves,-999,-999,Accipiter,brachyurus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,brachyurus,-999,New Britain Sparrowhawk,"Dunning, 1992"
Aves,Falconiformes,Accipitradae,Accipiter,brevipes,-999,Levant sparrowhawk,Aves,Accipitriformes,Accipitridae,Accipiter,brevipes,-999,Levant Sparrowhawk,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009"
Aves,-999,-999,Accipiter,brevipes,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,brevipes,-999,Levant Sparrowhawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,brevipes,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,brevipes,-999,Levant Sparrowhawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,brevipes,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,brevipes,-999,Levant Sparrowhawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,brevipes,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,brevipes,-999,Levant Sparrowhawk,"Dunning, 1992"
Aves,Ciconiiformes,Accipitridae,Accipiter,brevipes,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,brevipes,-999,Levant Sparrowhawk,"Jetz, Sekercioglu, and Bohning-Gaese, 2008"
Aves,-999,-999,Accipiter,brevipes,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,brevipes,-999,Levant Sparrowhawk,"Bennett, 1986"
Aves,-999,-999,Accipiter,brevipes,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,brevipes,-999,Levant Sparrowhawk,"Dyke and Kaiser, 2010"
Aves,-999,-999,Accipiter,castanilius,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,castanilius,-999,Chestnut-flanked Sparrowhawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,castanilius,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,castanilius,-999,Chestnut-flanked Sparrowhawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,castanilius,-999,Chestnut-flanked Sparrowhawk,Aves,Accipitriformes,Accipitridae,Accipiter,castanilius,-999,Chestnut-flanked Sparrowhawk,"Szekely, Lislevand, and Figuerola, 2007"
Aves,-999,-999,Accipitter,castanilus,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,castanilius,-999,Chestnut-flanked Sparrowhawk,"Bennett, 1986"
Aves,-999,-999,Accipiter,bicolor,-999,Bicolored Hawk,Aves,Accipitriformes,Accipitridae,Accipiter,chilensis,-999,Chilean Hawk,"Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004"
Aves,Falconiformes,Accipitradae,Accipiter,bicolor,-999,Bicolored hawk,Aves,Accipitriformes,Accipitridae,Accipiter,chilensis,-999,Chilean Hawk,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009"
Aves,-999,-999,Accipiter,bicolor,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,chilensis,-999,Chilean Hawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,bicolor,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,chilensis,-999,Chilean Hawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,bicolor,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,chilensis,-999,Chilean Hawk,"Dunning, 1992"
Aves,-999,-999,Accipiter,bicolor,-999,-999,Aves,Accipitriformes,Accipitridae,Accipiter,chilensis,-999,Chilean Hawk,"Dunning, 1992"
