Species,Variable,Value,Source,Team,Year,Pick
Saguinus midas,Striatum_Vol.mm3,471,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Saguinus midas,Schizo_cortex_Vol.mm3,120,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Saguinus midas,Hippocampus_Vol.mm3,280,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Saguinus midas,Neocortex_Vol.mm3,5883,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Callimico goeldii,Bulbus_olfactorius_Vol.mm3,27,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Callimico goeldii,Bulbus_olfactorius_accessorius_Vol.mm3,0.512,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Callimico goeldii,Lobus_piriformis_Vol.mm3,253,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Callimico goeldii,Septum_Vol.mm3,63.5,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Callimico goeldii,Striatum_Vol.mm3,493,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Callimico goeldii,Schizo_cortex_Vol.mm3,138,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Callimico goeldii,Hippocampus_Vol.mm3,281,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Callimico goeldii,Neocortex_Vol.mm3,6476,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Aotus trivirgatus,Bulbus_olfactorius_Vol.mm3,56,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Aotus trivirgatus,Bulbus_olfactorius_accessorius_Vol.mm3,0.222,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Aotus trivirgatus,Lobus_piriformis_Vol.mm3,394,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Aotus trivirgatus,Septum_Vol.mm3,83.8,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Aotus trivirgatus,Striatum_Vol.mm3,862,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Aotus trivirgatus,Schizo_cortex_Vol.mm3,243,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Aotus trivirgatus,Hippocampus_Vol.mm3,539,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Aotus trivirgatus,Neocortex_Vol.mm3,9950,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Callicebus moloch,Bulbus_olfactorius_Vol.mm3,19.2,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Callicebus moloch,Bulbus_olfactorius_accessorius_Vol.mm3,0.325,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Callicebus moloch,Lobus_piriformis_Vol.mm3,454,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Callicebus moloch,Septum_Vol.mm3,86.4,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Callicebus moloch,Striatum_Vol.mm3,920,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Callicebus moloch,Schizo_cortex_Vol.mm3,234,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Callicebus moloch,Hippocampus_Vol.mm3,588,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Callicebus moloch,Neocortex_Vol.mm3,11163,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Pithecia monachus,Bulbus_olfactorius_Vol.mm3,34.8,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Pithecia monachus,Bulbus_olfactorius_accessorius_Vol.mm3,0.846,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Pithecia monachus,Lobus_piriformis_Vol.mm3,675,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Pithecia monachus,Septum_Vol.mm3,140,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Pithecia monachus,Striatum_Vol.mm3,1918,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Pithecia monachus,Schizo_cortex_Vol.mm3,289,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Pithecia monachus,Hippocampus_Vol.mm3,834,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Pithecia monachus,Neocortex_Vol.mm3,21028,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Alouatta seniculus,Bulbus_olfactorius_Vol.mm3,41.4,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Alouatta seniculus,Bulbus_olfactorius_accessorius_Vol.mm3,0.595,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Alouatta seniculus,Lobus_piriformis_Vol.mm3,827,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Alouatta seniculus,Septum_Vol.mm3,200,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Alouatta seniculus,Striatum_Vol.mm3,2829,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Alouatta seniculus,Schizo_cortex_Vol.mm3,510,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Alouatta seniculus,Hippocampus_Vol.mm3,1320,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Alouatta seniculus,Neocortex_Vol.mm3,31660,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Ateles geoffroyi,Bulbus_olfactorius_Vol.mm3,90.4,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Ateles geoffroyi,Bulbus_olfactorius_accessorius_Vol.mm3,2.19,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Ateles geoffroyi,Lobus_piriformis_Vol.mm3,1625,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Ateles geoffroyi,Septum_Vol.mm3,324,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Ateles geoffroyi,Striatum_Vol.mm3,4950,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Ateles geoffroyi,Schizo_cortex_Vol.mm3,732,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Ateles geoffroyi,Hippocampus_Vol.mm3,1366,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Ateles geoffroyi,Neocortex_Vol.mm3,70856,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Lagothrix lagothricha,Bulbus_olfactorius_Vol.mm3,73.4,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Lagothrix lagothricha,Bulbus_olfactorius_accessorius_Vol.mm3,1.43,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Lagothrix lagothricha,Lobus_piriformis_Vol.mm3,1395,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Lagothrix lagothricha,Septum_Vol.mm3,266,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Lagothrix lagothricha,Striatum_Vol.mm3,4947,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Lagothrix lagothricha,Schizo_cortex_Vol.mm3,680,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Lagothrix lagothricha,Hippocampus_Vol.mm3,1586,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Lagothrix lagothricha,Neocortex_Vol.mm3,65873,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Cebus albifrons,Bulbus_olfactorius_Vol.mm3,39.9,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Cebus albifrons,Bulbus_olfactorius_accessorius_Vol.mm3,0.667,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Cebus albifrons,Lobus_piriformis_Vol.mm3,931,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Cebus albifrons,Septum_Vol.mm3,174,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Cebus albifrons,Striatum_Vol.mm3,3258,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Cebus albifrons,Schizo_cortex_Vol.mm3,390,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Cebus albifrons,Hippocampus_Vol.mm3,890,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Cebus albifrons,Neocortex_Vol.mm3,46429,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Saimiri sciureus,Bulbus_olfactorius_Vol.mm3,26.8,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Saimiri sciureus,Bulbus_olfactorius_accessorius_Vol.mm3,0.985,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Saimiri sciureus,Lobus_piriformis_Vol.mm3,413,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Saimiri sciureus,Septum_Vol.mm3,90.6,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Saimiri sciureus,Striatum_Vol.mm3,1042,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Saimiri sciureus,Schizo_cortex_Vol.mm3,168,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Saimiri sciureus,Hippocampus_Vol.mm3,352,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Saimiri sciureus,Neocortex_Vol.mm3,15541,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Macaca mulatta,Bulbus_olfactorius_Vol.mm3,84.3,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Macaca mulatta,Bulbus_olfactorius_accessorius_Vol.mm3,0,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Macaca mulatta,Lobus_piriformis_Vol.mm3,1220,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Macaca mulatta,Septum_Vol.mm3,271,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Macaca mulatta,Striatum_Vol.mm3,4032,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Macaca mulatta,Schizo_cortex_Vol.mm3,639,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Macaca mulatta,Hippocampus_Vol.mm3,1353,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Macaca mulatta,Neocortex_Vol.mm3,63482,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Lophocebus albigena,Bulbus_olfactorius_Vol.mm3,121,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Lophocebus albigena,Bulbus_olfactorius_accessorius_Vol.mm3,0,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Lophocebus albigena,Lobus_piriformis_Vol.mm3,1639,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Lophocebus albigena,Septum_Vol.mm3,294,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Lophocebus albigena,Striatum_Vol.mm3,4146,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Lophocebus albigena,Schizo_cortex_Vol.mm3,630,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Lophocebus albigena,Hippocampus_Vol.mm3,1485,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Lophocebus albigena,Neocortex_Vol.mm3,68733,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Papio anubis,Bulbus_olfactorius_Vol.mm3,287,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Papio anubis,Bulbus_olfactorius_accessorius_Vol.mm3,0,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Papio anubis,Lobus_piriformis_Vol.mm3,2111,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Papio anubis,Septum_Vol.mm3,559,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Papio anubis,Striatum_Vol.mm3,7182,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Papio anubis,Schizo_cortex_Vol.mm3,1309,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Papio anubis,Hippocampus_Vol.mm3,3398,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Papio anubis,Neocortex_Vol.mm3,140142,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Cercopithecus mitis,Bulbus_olfactorius_Vol.mm3,117,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Cercopithecus mitis,Bulbus_olfactorius_accessorius_Vol.mm3,0,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Cercopithecus mitis,Lobus_piriformis_Vol.mm3,1265,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Cercopithecus mitis,Septum_Vol.mm3,246,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Cercopithecus mitis,Striatum_Vol.mm3,2733,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Cercopithecus mitis,Schizo_cortex_Vol.mm3,617,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Cercopithecus mitis,Hippocampus_Vol.mm3,1366,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Cercopithecus mitis,Neocortex_Vol.mm3,49933,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Cercopithecus ascanius,Bulbus_olfactorius_Vol.mm3,99.5,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Cercopithecus ascanius,Bulbus_olfactorius_accessorius_Vol.mm3,0,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Cercopithecus ascanius,Lobus_piriformis_Vol.mm3,1052,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Cercopithecus ascanius,Septum_Vol.mm3,251,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Cercopithecus ascanius,Striatum_Vol.mm3,2827,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Cercopithecus ascanius,Schizo_cortex_Vol.mm3,694,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Cercopithecus ascanius,Hippocampus_Vol.mm3,1189,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Cercopithecus ascanius,Neocortex_Vol.mm3,45166,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Miopithecus talapoin,Bulbus_olfactorius_Vol.mm3,27.8,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Miopithecus talapoin,Bulbus_olfactorius_accessorius_Vol.mm3,0,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Miopithecus talapoin,Lobus_piriformis_Vol.mm3,706,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Miopithecus talapoin,Septum_Vol.mm3,133,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Miopithecus talapoin,Striatum_Vol.mm3,1908,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Miopithecus talapoin,Schizo_cortex_Vol.mm3,259,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Miopithecus talapoin,Hippocampus_Vol.mm3,705,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Miopithecus talapoin,Neocortex_Vol.mm3,26427,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Erythrocebus patas,Bulbus_olfactorius_Vol.mm3,51.8,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Erythrocebus patas,Bulbus_olfactorius_accessorius_Vol.mm3,0,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Erythrocebus patas,Lobus_piriformis_Vol.mm3,1339,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Erythrocebus patas,Septum_Vol.mm3,330,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Erythrocebus patas,Striatum_Vol.mm3,3624,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Erythrocebus patas,Schizo_cortex_Vol.mm3,693,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Erythrocebus patas,Hippocampus_Vol.mm3,1591,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Erythrocebus patas,Neocortex_Vol.mm3,77141,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Pygathrix nemaeus,Bulbus_olfactorius_Vol.mm3,10.7,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Pygathrix nemaeus,Bulbus_olfactorius_accessorius_Vol.mm3,0,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Pygathrix nemaeus,Lobus_piriformis_Vol.mm3,942,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Pygathrix nemaeus,Septum_Vol.mm3,290,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Pygathrix nemaeus,Striatum_Vol.mm3,3166,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Pygathrix nemaeus,Schizo_cortex_Vol.mm3,723,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Pygathrix nemaeus,Hippocampus_Vol.mm3,2295,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Pygathrix nemaeus,Neocortex_Vol.mm3,48763,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Nasalis larvatus,Bulbus_olfactorius_Vol.mm3,30.3,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Nasalis larvatus,Bulbus_olfactorius_accessorius_Vol.mm3,0,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Nasalis larvatus,Lobus_piriformis_Vol.mm3,1268,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Nasalis larvatus,Septum_Vol.mm3,333,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Nasalis larvatus,Striatum_Vol.mm3,3735,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Nasalis larvatus,Schizo_cortex_Vol.mm3,855,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Nasalis larvatus,Hippocampus_Vol.mm3,1966,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Nasalis larvatus,Neocortex_Vol.mm3,62685,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Piliocolobus badius,Bulbus_olfactorius_Vol.mm3,51.3,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Piliocolobus badius,Bulbus_olfactorius_accessorius_Vol.mm3,0,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Piliocolobus badius,Lobus_piriformis_Vol.mm3,937,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Piliocolobus badius,Septum_Vol.mm3,288,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Piliocolobus badius,Striatum_Vol.mm3,3217,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Piliocolobus badius,Schizo_cortex_Vol.mm3,814,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Piliocolobus badius,Hippocampus_Vol.mm3,1671,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Piliocolobus badius,Neocortex_Vol.mm3,50906,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Hylobates lar,Bulbus_olfactorius_Vol.mm3,43.9,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Hylobates lar,Bulbus_olfactorius_accessorius_Vol.mm3,0,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Hylobates lar,Lobus_piriformis_Vol.mm3,1264,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Hylobates lar,Septum_Vol.mm3,302,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Hylobates lar,Striatum_Vol.mm3,4784,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Hylobates lar,Schizo_cortex_Vol.mm3,1136,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Hylobates lar,Hippocampus_Vol.mm3,2673,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Hylobates lar,Neocortex_Vol.mm3,65800,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Pan troglodytes,Bulbus_olfactorius_Vol.mm3,257,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Pan troglodytes,Bulbus_olfactorius_accessorius_Vol.mm3,0,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Pan troglodytes,Lobus_piriformis_Vol.mm3,2750,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Pan troglodytes,Septum_Vol.mm3,851,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Pan troglodytes,Striatum_Vol.mm3,12246,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Pan troglodytes,Schizo_cortex_Vol.mm3,2018,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Pan troglodytes,Hippocampus_Vol.mm3,3779,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Pan troglodytes,Neocortex_Vol.mm3,291592,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Gorilla sp.,Bulbus_olfactorius_Vol.mm3,316,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Gorilla sp.,Bulbus_olfactorius_accessorius_Vol.mm3,0,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Gorilla sp.,Lobus_piriformis_Vol.mm3,4871,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Gorilla sp.,Septum_Vol.mm3,1173,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Gorilla sp.,Striatum_Vol.mm3,14567,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Gorilla sp.,Schizo_cortex_Vol.mm3,2729,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Gorilla sp.,Hippocampus_Vol.mm3,4781,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Gorilla sp.,Neocortex_Vol.mm3,341444,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Homo sapiens,Bulbus_olfactorius_Vol.mm3,114,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Homo sapiens,Bulbus_olfactorius_accessorius_Vol.mm3,0,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Homo sapiens,Lobus_piriformis_Vol.mm3,9032,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Homo sapiens,Septum_Vol.mm3,2610,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Homo sapiens,Striatum_Vol.mm3,28689,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Homo sapiens,Schizo_cortex_Vol.mm3,6142,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Homo sapiens,Hippocampus_Vol.mm3,10287,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Homo sapiens,Neocortex_Vol.mm3,1006525,Stephan_etal_1981_TableVI,Selected_collection,1981,6
Tenrec ecaudatus,Epithalamus_Vol.mm3,2.7,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Tenrec ecaudatus,Thalamus_Vol.mm3,62.1,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Tenrec ecaudatus,Hypothalamus_Vol.mm3,51.4,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Tenrec ecaudatus,Subthalamus_Vol.mm3,11.5,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Tenrec ecaudatus,Pallidum_Vol.mm3,11,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Tenrec ecaudatus,Nucleus_subthalamicus_Vol.mm3,0.481,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Tenrec ecaudatus,Capsula_interna_Vol.mm3,13.2,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Tenrec ecaudatus,Tractus_opticus_Vol.mm3,2.73,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Setifer setosus,Epithalamus_Vol.mm3,1.62,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Setifer setosus,Thalamus_Vol.mm3,41.5,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Setifer setosus,Hypothalamus_Vol.mm3,38.3,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Setifer setosus,Subthalamus_Vol.mm3,5.81,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Setifer setosus,Pallidum_Vol.mm3,5.49,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Setifer setosus,Nucleus_subthalamicus_Vol.mm3,0.316,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Setifer setosus,Capsula_interna_Vol.mm3,8.57,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Setifer setosus,Tractus_opticus_Vol.mm3,1.07,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Hemicentetes semispinosus,Epithalamus_Vol.mm3,1.16,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Hemicentetes semispinosus,Thalamus_Vol.mm3,19,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Hemicentetes semispinosus,Hypothalamus_Vol.mm3,17.1,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Hemicentetes semispinosus,Subthalamus_Vol.mm3,3.31,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Hemicentetes semispinosus,Pallidum_Vol.mm3,3.12,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Hemicentetes semispinosus,Nucleus_subthalamicus_Vol.mm3,0.188,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Hemicentetes semispinosus,Capsula_interna_Vol.mm3,2.81,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Hemicentetes semispinosus,Tractus_opticus_Vol.mm3,0.507,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Echinops telfairi,Epithalamus_Vol.mm3,0.977,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Echinops telfairi,Thalamus_Vol.mm3,17.9,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Echinops telfairi,Hypothalamus_Vol.mm3,16.4,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Echinops telfairi,Subthalamus_Vol.mm3,2.68,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Echinops telfairi,Pallidum_Vol.mm3,2.44,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Echinops telfairi,Nucleus_subthalamicus_Vol.mm3,0.242,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Echinops telfairi,Capsula_interna_Vol.mm3,2.23,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Echinops telfairi,Tractus_opticus_Vol.mm3,0.605,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Erinaceus europaeus,Epithalamus_Vol.mm3,3.71,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Erinaceus europaeus,Thalamus_Vol.mm3,117,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Erinaceus europaeus,Hypothalamus_Vol.mm3,79.9,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Erinaceus europaeus,Subthalamus_Vol.mm3,14.2,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Erinaceus europaeus,Pallidum_Vol.mm3,13.3,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Erinaceus europaeus,Nucleus_subthalamicus_Vol.mm3,0.903,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Erinaceus europaeus,Capsula_interna_Vol.mm3,18.8,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Erinaceus europaeus,Tractus_opticus_Vol.mm3,3.94,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Sorex minutus,Epithalamus_Vol.mm3,0.161,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Sorex minutus,Thalamus_Vol.mm3,3.92,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Sorex minutus,Hypothalamus_Vol.mm3,3.07,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Sorex minutus,Subthalamus_Vol.mm3,0.707,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Sorex minutus,Pallidum_Vol.mm3,0.65,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Sorex minutus,Nucleus_subthalamicus_Vol.mm3,0.0569,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Sorex minutus,Capsula_interna_Vol.mm3,0.288,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Sorex minutus,Tractus_opticus_Vol.mm3,0.106,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Sorex araneus,Epithalamus_Vol.mm3,0.264,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Sorex araneus,Thalamus_Vol.mm3,7.25,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Sorex araneus,Hypothalamus_Vol.mm3,5.17,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Sorex araneus,Subthalamus_Vol.mm3,1.09,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Sorex araneus,Pallidum_Vol.mm3,0.979,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Sorex araneus,Nucleus_subthalamicus_Vol.mm3,0.105,Stephan_etal_1981_TableVII,Selected_collection,1981,7
Sorex araneus,Capsula_interna_Vol.mm3,0.61,Stephan_etal_1981_TableVII,Selected_collection,1981,7
