"script","associated_data_file","associated_data_filename","match_type","exact_filename_match","stem_match","matched_line_numbers","context"
"__energetics_comparison/energetics_comparison.R","__energetics_comparison/energetics_long.csv","energetics_long.csv","likely writer",TRUE,TRUE,"61;73;99","60: energetics <- bind_rows(heiss, kauf) %>% arrange(measure, species, region) | 61: write_csv(energetics, file.path(outdir, ""energetics_long.csv"")) | 62:  || 72:   ""Common measures across the energetics papers: **CMRgl** (glucose), **CMRO2** (oxygen), **CBF** (blood flow)."", | 73:   ""Output: `energetics_long.csv` (schema: reference, species, region, measure, value, units, weighting)."", | 74:   """", || 98: writeLines(findings, file.path(outdir, ""ENERGETICS_FINDINGS.md"")) | 99: message(""energetics_long.csv rows: "", nrow(energetics), | 100:         "" | refs: "", paste(unique(energetics$reference), collapse="",""))"
"__energetics_comparison/energetics_merged.R","__energetics_comparison/energetics_merged_long.csv","energetics_merged_long.csv","likely writer",TRUE,TRUE,"117;141","116:   arrange(Species, Region, Measure) | 117: write_csv(merged_long, ""energetics_merged_long.csv"") | 118:  || 140:   """", | 141:   ""## Schema (`energetics_merged_long.csv`)"", | 142:   ""`Species, Region, Measure, Units, Value, Teams, n_teams, Volume_term`"","
"__energetics_comparison/energetics_merged.R","__energetics_comparison/energetics_merged_wide.csv","energetics_merged_wide.csv","likely writer",TRUE,TRUE,"125","124:   arrange(Species) | 125: write_csv(merged_wide, ""energetics_merged_wide.csv"") | 126: "
"__energetics_comparison/energetics_merged.R","__Public/comparative-data/NA.tsv","NA.tsv","likely writer",FALSE,TRUE,"115;145","114:             .groups  = ""drop"") %>% | 115:   mutate(Volume_term = ifelse(Region %in% names(volume_term), volume_term[Region], NA_character_)) %>% | 116:   arrange(Species, Region, Measure) || 144:   ""- `Region` is a canonical label (Heiss/Kaufman synonyms harmonized); `Volume_term` links to the"", | 145:   ""  matching `*_Vol.mm3` term in the volume merge where a clean single counterpart exists (else NA)."", | 146:   """","
"__flow_comparison/Seymour_Boyer_flow_combined.R","__flow_comparison/Seymour_Boyer_flow_combined.csv","Seymour_Boyer_flow_combined.csv","likely writer",TRUE,TRUE,"1;19;107","1: # Seymour_Boyer_flow_combined.R | 2: # || 18: # Outputs (this folder) | 19: #   Seymour_Boyer_flow_combined.csv       union, 96 species | 20: #   Seymour_Boyer_QICA_crosscheck.csv     the 17 overlap species || 106:  | 107: write_csv(combined, file.path(.here, ""Seymour_Boyer_flow_combined.csv"")) | 108: "
"__flow_comparison/Seymour_Boyer_flow_combined.R","__flow_comparison/Seymour_Boyer_QICA_crosscheck.csv","Seymour_Boyer_QICA_crosscheck.csv","likely writer",TRUE,TRUE,"20;117","19: #   Seymour_Boyer_flow_combined.csv       union, 96 species | 20: #   Seymour_Boyer_QICA_crosscheck.csv     the 17 overlap species | 21: # || 116:             Sey_QICA_vs_Boy_QTOT_ratio = round(Sey_QICA_mLs / Boy_QTOT_mLs, 3)) | 117: write_csv(crosscheck, file.path(.here, ""Seymour_Boyer_QICA_crosscheck.csv"")) | 118: "
"__merging_behaviour/behaviour_compiled.R","__merging_behaviour/behaviour_long.csv","behaviour_long.csv","likely writer",TRUE,TRUE,"23;140","22: ## | 23: ## Outputs: behaviour_long.csv (keyed merge, app-facing), behaviour_observations_long.csv (raw | 24: ## per-source rows), behaviour_wide.csv (one row per species overview). || 139:   ungroup() |> relocate(Species) |> arrange(Species, Measure) | 140: readr::write_csv(long, ""behaviour_long.csv"") | 141: "
"__merging_behaviour/behaviour_compiled.R","__ShinyApp/data/behaviour_long.csv","behaviour_long.csv","likely writer",TRUE,TRUE,"23;140","22: ## | 23: ## Outputs: behaviour_long.csv (keyed merge, app-facing), behaviour_observations_long.csv (raw | 24: ## per-source rows), behaviour_wide.csv (one row per species overview). || 139:   ungroup() |> relocate(Species) |> arrange(Species, Measure) | 140: readr::write_csv(long, ""behaviour_long.csv"") | 141: "
"__merging_behaviour/behaviour_compiled.R","__merging_behaviour/behaviour_observations_long.csv","behaviour_observations_long.csv","likely writer",TRUE,TRUE,"23;119","22: ## | 23: ## Outputs: behaviour_long.csv (keyed merge, app-facing), behaviour_observations_long.csv (raw | 24: ## per-source rows), behaviour_wide.csv (one row per species overview). || 118:                             Measure, Team, role, Value) |> arrange(Species, Measure, Team) | 119: readr::write_csv(obs_out, ""behaviour_observations_long.csv"") | 120: "
"__merging_behaviour/behaviour_compiled.R","__merging_behaviour/behaviour_wide.csv","behaviour_wide.csv","likely writer",TRUE,TRUE,"24;145","23: ## Outputs: behaviour_long.csv (keyed merge, app-facing), behaviour_observations_long.csv (raw | 24: ## per-source rows), behaviour_wide.csv (one row per species overview). | 25: suppressWarnings(suppressMessages({library(tidyverse); library(readxl)})) || 144:   pivot_wider(names_from = Measure, values_from = Value) |> arrange(Species) | 145: readr::write_csv(wide, ""behaviour_wide.csv"") | 146: "
"__merging_body_ecology/body_ecology_compiled.R","__merging_body_ecology/body_ecology_dedupe_report.csv","body_ecology_dedupe_report.csv","likely writer",TRUE,TRUE,"20;378","19: #                                                          -> body_ecology_long.csv / _wide.csv | 20: #   4. dedupe / disagreement report                        -> body_ecology_dedupe_report.csv | 21: # || 377: write.csv(long,   file.path(out, ""body_ecology_long.csv""),           row.names = FALSE, na = """") | 378: write.csv(dedupe, file.path(out, ""body_ecology_dedupe_report.csv""),  row.names = FALSE, na = """") | 379: "
"__merging_body_ecology/body_ecology_compiled.R","__merging_body_ecology/body_ecology_long.csv","body_ecology_long.csv","likely writer",TRUE,TRUE,"19;377","18: #   3. team-dedupe (same collection = one value), then pool across teams, primary preferred | 19: #                                                          -> body_ecology_long.csv / _wide.csv | 20: #   4. dedupe / disagreement report                        -> body_ecology_dedupe_report.csv || 376: write.csv(uf,     file.path(out, ""body_ecology_unfiltered.csv""),     row.names = FALSE, na = """") | 377: write.csv(long,   file.path(out, ""body_ecology_long.csv""),           row.names = FALSE, na = """") | 378: write.csv(dedupe, file.path(out, ""body_ecology_dedupe_report.csv""),  row.names = FALSE, na = """")"
"__merging_body_ecology/body_ecology_compiled.R","__ShinyApp/data/body_ecology_long.csv","body_ecology_long.csv","likely writer",TRUE,TRUE,"19;377","18: #   3. team-dedupe (same collection = one value), then pool across teams, primary preferred | 19: #                                                          -> body_ecology_long.csv / _wide.csv | 20: #   4. dedupe / disagreement report                        -> body_ecology_dedupe_report.csv || 376: write.csv(uf,     file.path(out, ""body_ecology_unfiltered.csv""),     row.names = FALSE, na = """") | 377: write.csv(long,   file.path(out, ""body_ecology_long.csv""),           row.names = FALSE, na = """") | 378: write.csv(dedupe, file.path(out, ""body_ecology_dedupe_report.csv""),  row.names = FALSE, na = """")"
"__merging_body_ecology/body_ecology_compiled.R","__merging_body_ecology/body_ecology_source_columns.csv","body_ecology_source_columns.csv","likely writer",TRUE,TRUE,"16;375","15: # Pipeline (mirrors __merging_cerebral_metabolic_rate): | 16: #   1. pick the species-level column + unit per source     -> body_ecology_source_columns.csv (audit) | 17: #   2. harvest -> resolve species -> canonical unit        -> body_ecology_unfiltered.csv || 374: # ---- write ----------------------------------------------------------------- | 375: write.csv(colmap, file.path(out, ""body_ecology_source_columns.csv""), row.names = FALSE) | 376: write.csv(uf,     file.path(out, ""body_ecology_unfiltered.csv""),     row.names = FALSE, na = """")"
"__merging_body_ecology/body_ecology_compiled.R","__merging_body_ecology/body_ecology_unfiltered.csv","body_ecology_unfiltered.csv","likely writer",TRUE,TRUE,"17;376","16: #   1. pick the species-level column + unit per source     -> body_ecology_source_columns.csv (audit) | 17: #   2. harvest -> resolve species -> canonical unit        -> body_ecology_unfiltered.csv | 18: #   3. team-dedupe (same collection = one value), then pool across teams, primary preferred || 375: write.csv(colmap, file.path(out, ""body_ecology_source_columns.csv""), row.names = FALSE) | 376: write.csv(uf,     file.path(out, ""body_ecology_unfiltered.csv""),     row.names = FALSE, na = """") | 377: write.csv(long,   file.path(out, ""body_ecology_long.csv""),           row.names = FALSE, na = """")"
"__merging_body_ecology/body_ecology_compiled.R","__merging_body_ecology/body_ecology_wide.csv","body_ecology_wide.csv","likely writer",TRUE,TRUE,"396","395: } | 396: write.csv(wide, file.path(out, ""body_ecology_wide.csv""), row.names = FALSE, na = """") | 397: "
"__merging_brain_mass/brain_mass_compiled.R","__merging_brain_mass/brain_mass_dedupe_report.csv","brain_mass_dedupe_report.csv","likely writer",TRUE,TRUE,"144","143: write.csv(long, file.path(out,""brain_mass_long.csv""), row.names=FALSE) | 144: write.csv(dedupe, file.path(out,""brain_mass_dedupe_report.csv""), row.names=FALSE) | 145: write.csv(data.frame(Species=long$Species, Brain_Mass.g=long$Value), file.path(out,""brain_mass_wide.csv""), row.names=FALSE)"
"__merging_brain_mass/brain_mass_compiled.R","__merging_brain_mass/brain_mass_long.csv","brain_mass_long.csv","likely writer",TRUE,TRUE,"143","142: write.csv(uf,   file.path(out,""brain_mass_unfiltered.csv""), row.names=FALSE) | 143: write.csv(long, file.path(out,""brain_mass_long.csv""), row.names=FALSE) | 144: write.csv(dedupe, file.path(out,""brain_mass_dedupe_report.csv""), row.names=FALSE)"
"__merging_brain_mass/brain_mass_compiled.R","__ShinyApp/data/brain_mass_long.csv","brain_mass_long.csv","likely writer",TRUE,TRUE,"143","142: write.csv(uf,   file.path(out,""brain_mass_unfiltered.csv""), row.names=FALSE) | 143: write.csv(long, file.path(out,""brain_mass_long.csv""), row.names=FALSE) | 144: write.csv(dedupe, file.path(out,""brain_mass_dedupe_report.csv""), row.names=FALSE)"
"__merging_brain_mass/brain_mass_compiled.R","__merging_brain_mass/brain_mass_unfiltered.csv","brain_mass_unfiltered.csv","likely writer",TRUE,TRUE,"142","141: long <- do.call(rbind, long); dedupe <- do.call(rbind, dedupe); dedupe <- dedupe[order(-dedupe$n_sources),] | 142: write.csv(uf,   file.path(out,""brain_mass_unfiltered.csv""), row.names=FALSE) | 143: write.csv(long, file.path(out,""brain_mass_long.csv""), row.names=FALSE)"
"__merging_brain_mass/brain_mass_compiled.R","__merging_brain_mass/brain_mass_wide.csv","brain_mass_wide.csv","likely writer",TRUE,TRUE,"145","144: write.csv(dedupe, file.path(out,""brain_mass_dedupe_report.csv""), row.names=FALSE) | 145: write.csv(data.frame(Species=long$Species, Brain_Mass.g=long$Value), file.path(out,""brain_mass_wide.csv""), row.names=FALSE) | 146: cat(""species pooled:"", nrow(long), "" unfiltered rows:"", nrow(uf), ""\n"")"
"__merging_cellcounts/cellcounts_compiled.R","__merging_cellcounts/cellcounts_long.csv","cellcounts_long.csv","likely writer",TRUE,TRUE,"852;856;859;861","851: # Calculate averages and create the new long dataframe | 852: cellcounts_long <- stacked_long_dataframe %>% | 853:   group_by(Species, Variable) %>% || 855:             Source = paste0(unique(Source), collapse = ""_"")) | 856: write_csv(cellcounts_long, ""cellcounts_long.csv"") | 857:  || 858: # Convert to wide dataframe | 859: cellcounts_wide <- arrange(pivot_wider(cellcounts_long, id_cols = Species, names_from = Variable, values_from = Value), Species) | 860: # # keep a record of sources for the datapoints || 860: # # keep a record of sources for the datapoints | 861: # cellcounts_sources_wide <- arrange(pivot_wider(cellcounts_long, id_cols = Species, names_from = Variable, values_from = Source), Species) | 862: write_csv(cellcounts_wide, ""cellcounts_wide.csv"")"
"__merging_cellcounts/cellcounts_compiled.R","__ShinyApp/data/cellcounts_long.csv","cellcounts_long.csv","likely writer",TRUE,TRUE,"852;856;859;861","851: # Calculate averages and create the new long dataframe | 852: cellcounts_long <- stacked_long_dataframe %>% | 853:   group_by(Species, Variable) %>% || 855:             Source = paste0(unique(Source), collapse = ""_"")) | 856: write_csv(cellcounts_long, ""cellcounts_long.csv"") | 857:  || 858: # Convert to wide dataframe | 859: cellcounts_wide <- arrange(pivot_wider(cellcounts_long, id_cols = Species, names_from = Variable, values_from = Value), Species) | 860: # # keep a record of sources for the datapoints || 860: # # keep a record of sources for the datapoints | 861: # cellcounts_sources_wide <- arrange(pivot_wider(cellcounts_long, id_cols = Species, names_from = Variable, values_from = Source), Species) | 862: write_csv(cellcounts_wide, ""cellcounts_wide.csv"")"
"__merging_cellcounts/cellcounts_compiled.R","__merging_cellcounts/cellcounts_source_species_ids.csv","cellcounts_source_species_ids.csv","likely writer",TRUE,TRUE,"388","387: # Save the data frame as a CSV file | 388: write.csv(source_species_ids, ""cellcounts_source_species_ids.csv"", row.names = FALSE) | 389: "
"__merging_cellcounts/cellcounts_compiled.R","__merging_cellcounts/cellcounts_unfiltered.csv","cellcounts_unfiltered.csv","likely writer",TRUE,TRUE,"402;413;414","401: # 4.4 Save a long unfiltered list for conflict check | 402: cellcounts_unfiltered <- lapply(names(cellcounts_data_list), function(source) { | 403:   df_uf <- cellcounts_data_list[[source]] || 412: }) | 413: cellcounts_unfiltered <- bind_rows(cellcounts_unfiltered) | 414: write.csv(cellcounts_unfiltered, file = ""cellcounts_unfiltered.csv"", row.names = FALSE) || 413: cellcounts_unfiltered <- bind_rows(cellcounts_unfiltered) | 414: write.csv(cellcounts_unfiltered, file = ""cellcounts_unfiltered.csv"", row.names = FALSE) | 415: "
"__merging_cellcounts/cellcounts_compiled.R","__merging_cellcounts/cellcounts_wide.csv","cellcounts_wide.csv","likely writer",TRUE,TRUE,"859;862","858: # Convert to wide dataframe | 859: cellcounts_wide <- arrange(pivot_wider(cellcounts_long, id_cols = Species, names_from = Variable, values_from = Value), Species) | 860: # # keep a record of sources for the datapoints || 861: # cellcounts_sources_wide <- arrange(pivot_wider(cellcounts_long, id_cols = Species, names_from = Variable, values_from = Source), Species) | 862: write_csv(cellcounts_wide, ""cellcounts_wide.csv"") | 863: "
"__merging_cellcounts/standardized_term.R","__merging_cellcounts/standardized_term_cellcounts.csv","standardized_term_cellcounts.csv","likely writer",TRUE,TRUE,"18","17: # Write output | 18: readr::write_csv(combined_df, ""standardized_term_cellcounts.csv"") | 19: "
"__merging_cerebral_metabolic_rate/cerebral_metabolic_rate_compiled.R","__merging_cerebral_metabolic_rate/cerebral_metabolic_rate_dedupe_report.csv","cerebral_metabolic_rate_dedupe_report.csv","likely writer",TRUE,TRUE,"151","150:             dropped=paste(sort(unique(Compilation[!keep])),collapse=""; ""), .groups=""drop"") %>% | 151:   arrange(Species,Region,Measure) %>% write_csv(""cerebral_metabolic_rate_dedupe_report.csv"") | 152: D <- F %>% filter(!.row %in% drop_rows)"
"__merging_cerebral_metabolic_rate/cerebral_metabolic_rate_compiled.R","__merging_cerebral_metabolic_rate/cerebral_metabolic_rate_long.csv","cerebral_metabolic_rate_long.csv","likely writer",TRUE,TRUE,"163","162:   arrange(Species,Region,Measure) | 163: write_csv(merged, ""cerebral_metabolic_rate_long.csv"") | 164: "
"__merging_cerebral_metabolic_rate/cerebral_metabolic_rate_compiled.R","__merging_cerebral_metabolic_rate/cerebral_metabolic_rate_source_species_ids.csv","cerebral_metabolic_rate_source_species_ids.csv","likely writer",TRUE,TRUE,"176","175:                      ifelse(Species_printed==""Macaca"",""generic Macaca kept as Macaca sp."",""""))) %>% | 176:   arrange(Species,Species_printed) %>% write_csv(""cerebral_metabolic_rate_source_species_ids.csv"") | 177: "
"__merging_cerebral_metabolic_rate/cerebral_metabolic_rate_compiled.R","__merging_cerebral_metabolic_rate/cerebral_metabolic_rate_unfiltered.csv","cerebral_metabolic_rate_unfiltered.csv","likely writer",TRUE,TRUE,"133","132: U %>% select(Species,Species_printed,Compilation,Table,Region,Region_raw,Measure,Value,SD,n,Units,conscious,ref_raw,ref_keys_str) %>% | 133:   arrange(Measure,Species,Region,Compilation) %>% write_csv(""cerebral_metabolic_rate_unfiltered.csv"") | 134: "
"__merging_cerebral_metabolic_rate/cerebral_metabolic_rate_compiled.R","__merging_cerebral_metabolic_rate/cerebral_metabolic_rate_wide.csv","cerebral_metabolic_rate_wide.csv","likely writer",TRUE,TRUE,"167","166: merged %>% mutate(col=paste0(Region,""__"",Measure)) %>% select(Species,col,Value) %>% | 167:   pivot_wider(names_from=col, values_from=Value) %>% arrange(Species) %>% write_csv(""cerebral_metabolic_rate_wide.csv"") | 168: "
"__merging_cerebral_metabolic_rate/cerebral_metabolic_rate_compiled.R","__Public/comparative-data/NA.tsv","NA.tsv","likely writer",FALSE,TRUE,"67;69;101;113;125;161","66:   x <- str_trim(as.character(x)) | 67:   out <- ifelse(str_detect(str_to_lower(x), ""present study""), ""kaufman2004_present"", NA_character_) | 68:   x2  <- str_remove_all(x, ""[()]"") |> str_trim() || 68:   x2  <- str_remove_all(x, ""[()]"") |> str_trim() | 69:   yr  <- str_extract(x2, ""(1[89][0-9]{2}|20[0-9]{2})""); yr <- ifelse(is.na(yr), ""NA"", yr) | 70:   sur <- str_to_lower(str_extract(x2, ""[A-Za-zÀ-ſ']+"")); sur <- ifelse(is.na(sur), ""anon"", sur) || 100:     transmute(Compilation,Species_printed,Species,genus,Region_raw,Region,Measure,Value, | 101:               SD=NA_real_,n=suppressWarnings(as.numeric(n)),conscious,ref_raw,ref_keys=map(rk,~.x),Units,Table) | 102: }) || 112:            Measure=measure, Value=suppressWarnings(as.numeric(value))*100,     # per g -> per 100 g | 113:            SD=suppressWarnings(as.numeric(sd))*100, n=NA_real_, conscious=""unknown"", | 114:            ref_raw=as.character(reference), ref_keys=ref_keys_multi(reference), || 124:             Region_raw=str_trim(Region), Region=canon_region(str_trim(Region)), Measure=""CMRgl"", Value, | 125:             SD=suppressWarnings(as.numeric(`Both hemispheres SD`)), n=NA_real_, conscious=""conscious"", | 126:             ref_raw=""Heiss et al 2004"", ref_keys=map(seq_len(n()), ~ ""heiss2004""), Units=""umol/100g/min"", Table=""TABLE1"") || 160:             Compilations=paste(sort(unique(unlist(str_split(Compilation,""; "")))),collapse=""; ""), .groups=""drop"") %>% | 161:   mutate(Volume_term=ifelse(Region %in% names(volume_term), volume_term[Region], NA_character_)) %>% | 162:   arrange(Species,Region,Measure)"
"__merging_cerebral_metabolic_rate/standardized_term.R","__merging_cerebral_metabolic_rate/standardized_term_cerebral_metabolic_rate.csv","standardized_term_cerebral_metabolic_rate.csv","likely writer",TRUE,TRUE,"18","17: # Write output | 18: readr::write_csv(combined_df, ""standardized_term_cerebral_metabolic_rate.csv"") | 19: "
"__merging_cortical_areas/cortical_areas_compiled.R","__merging_cortical_areas/cortical_areas_long.csv","cortical_areas_long.csv","likely writer",TRUE,TRUE,"4;93","3: ## its columns via the stacked standardized-term map, stack to long, summarise to wide. | 4: ## Outputs: cortical_areas_long.csv, cortical_areas_wide.csv, cortical_areas_source_species_ids.csv | 5: suppressWarnings(suppressMessages(library(tidyverse))) || 92:             long$Species %in% newer] <- ""superseded_by_Changizi_Shimojo_2005"" | 93: readr::write_csv(long, ""cortical_areas_long.csv"") | 94: "
"__merging_cortical_areas/cortical_areas_compiled.R","__merging_cortical_areas/cortical_areas_wide.csv","cortical_areas_wide.csv","likely writer",TRUE,TRUE,"4;109","3: ## its columns via the stacked standardized-term map, stack to long, summarise to wide. | 4: ## Outputs: cortical_areas_long.csv, cortical_areas_wide.csv, cortical_areas_source_species_ids.csv | 5: suppressWarnings(suppressMessages(library(tidyverse))) || 108:               values_from = value_mean) | 109: readr::write_csv(wide, ""cortical_areas_wide.csv"") | 110: message(""cortical areas: "", nrow(long), "" long rows, "", nrow(wide), "" species"")"
"__merging_cortical_areas/standardized_term.R","__merging_cortical_areas/standardized_term_cortical_areas.csv","standardized_term_cortical_areas.csv","likely writer",TRUE,TRUE,"20","19:  | 20: readr::write_csv(combined_df, ""standardized_term_cortical_areas.csv"") | 21: message(""Stacked "", length(csv_files), "" term files -> "", nrow(combined_df), "" rows"")"
"__merging_fossil_brain_glucose/fossil_brain_glucose_compiled.R","__merging_fossil_brain_glucose/fossil_brain_glucose_long.csv","fossil_brain_glucose_long.csv","likely writer",TRUE,TRUE,"125","124:  | 125: write.csv(long_filt, file.path(here,""fossil_brain_glucose_long.csv""), row.names=FALSE) | 126: write.csv(long_all[, setdiff(names(long_all),""filtered"")],"
"__merging_fossil_brain_glucose/fossil_brain_glucose_compiled.R","__merging_fossil_brain_glucose/fossil_brain_glucose_unfiltered.csv","fossil_brain_glucose_unfiltered.csv","likely writer",TRUE,TRUE,"127","126: write.csv(long_all[, setdiff(names(long_all),""filtered"")], | 127:           file.path(here,""fossil_brain_glucose_unfiltered.csv""), row.names=FALSE) | 128: "
"__merging_fossil_brain_glucose/fossil_brain_glucose_compiled.R","__merging_fossil_brain_glucose/fossil_brain_glucose_wide.csv","fossil_brain_glucose_wide.csv","likely writer",TRUE,TRUE,"152","151: wide <- wide[order(-wide$consensus_ratio_MH), ] | 152: write.csv(wide, file.path(here,""fossil_brain_glucose_wide.csv""), row.names=FALSE) | 153: "
"__merging_gyrification/gyrification_compiled.R","__merging_gyrification/gyrification_long.csv","gyrification_long.csv","likely writer",TRUE,TRUE,"18;69","17: ## | 18: ## Outputs: gyrification_long.csv, gyrification_wide.csv, gyrification_source_species_ids.csv | 19: suppressWarnings(suppressMessages(library(tidyverse))) || 68: long <- bind_rows(long) | 69: readr::write_csv(long, ""gyrification_long.csv"") | 70: readr::write_csv(long |> transmute(source, Species, GI), ""gyrification_source_species_ids.csv"")"
"__merging_gyrification/gyrification_compiled.R","__merging_gyrification/gyrification_source_species_ids.csv","gyrification_source_species_ids.csv","likely writer",TRUE,TRUE,"18;70","17: ## | 18: ## Outputs: gyrification_long.csv, gyrification_wide.csv, gyrification_source_species_ids.csv | 19: suppressWarnings(suppressMessages(library(tidyverse))) || 69: readr::write_csv(long, ""gyrification_long.csv"") | 70: readr::write_csv(long |> transmute(source, Species, GI), ""gyrification_source_species_ids.csv"") | 71: "
"__merging_gyrification/gyrification_compiled.R","__merging_gyrification/gyrification_wide.csv","gyrification_wide.csv","likely writer",TRUE,TRUE,"18;98","17: ## | 18: ## Outputs: gyrification_long.csv, gyrification_wide.csv, gyrification_source_species_ids.csv | 19: suppressWarnings(suppressMessages(library(tidyverse))) || 97:             n_teams, citation_dependency, GI_abs_diff) | 98: readr::write_csv(wide, ""gyrification_wide.csv"") | 99: message(""gyrification: "", nrow(long), "" long rows, "", nrow(wide), "" species ("","
"__merging_gyrification/standardized_term.R","__merging_gyrification/standardized_term_gyrification.csv","standardized_term_gyrification.csv","likely writer",TRUE,TRUE,"20","19:  | 20: readr::write_csv(combined_df, ""standardized_term_gyrification.csv"") | 21: message(""Stacked "", length(csv_files), "" term files -> "", nrow(combined_df), "" rows"")"
"__merging_sleep/sleep_compiled.R","__merging_sleep/sleep_long.csv","sleep_long.csv","likely writer",TRUE,TRUE,"30;105","29: ## | 30: ## Outputs: sleep_long.csv, sleep_wide.csv, sleep_source_species_ids.csv | 31: suppressWarnings(suppressMessages(library(tidyverse))) || 104: long <- bind_rows(long) | 105: readr::write_csv(long, ""sleep_long.csv"") | 106: readr::write_csv(long |> transmute(source, Species, Species_printed, Standardized_Term, Value, species_confidence),"
"__merging_sleep/sleep_compiled.R","__merging_sleep/sleep_source_species_ids.csv","sleep_source_species_ids.csv","likely writer",TRUE,TRUE,"30;107","29: ## | 30: ## Outputs: sleep_long.csv, sleep_wide.csv, sleep_source_species_ids.csv | 31: suppressWarnings(suppressMessages(library(tidyverse))) || 106: readr::write_csv(long |> transmute(source, Species, Species_printed, Standardized_Term, Value, species_confidence), | 107:                  ""sleep_source_species_ids.csv"") | 108: "
"__merging_sleep/sleep_compiled.R","__merging_sleep/sleep_wide.csv","sleep_wide.csv","likely writer",TRUE,TRUE,"30;121","29: ## | 30: ## Outputs: sleep_long.csv, sleep_wide.csv, sleep_source_species_ids.csv | 31: suppressWarnings(suppressMessages(library(tidyverse))) || 120:   arrange(Species) | 121: readr::write_csv(wide, ""sleep_wide.csv"") | 122: "
"__merging_sleep/standardized_term.R","__merging_sleep/standardized_term_sleep.csv","standardized_term_sleep.csv","likely writer",TRUE,TRUE,"20","19:  | 20: readr::write_csv(combined_df, ""standardized_term_sleep.csv"") | 21: message(""Stacked "", length(csv_files), "" term files -> "", nrow(combined_df), "" rows"")"
"__merging_volumes/_audit_missing_structures.R","__merging_volumes/_audit_missing_structures.csv","_audit_missing_structures.csv","likely writer",TRUE,TRUE,"5;118","4: # columns defined in the paper against those actually mapped into the merge. | 5: # Output: _audit_missing_structures.csv (one row per defined volume column). | 6: # || 117:  | 118: out <- file.path(repo, ""__merging_volumes"", ""_audit_missing_structures.csv"") | 119: write_csv(audit, out)"
"__merging_volumes/check_species_name_splits.R","__merging_volumes/volumes_species_name_splits.csv","volumes_species_name_splits.csv","likely writer",TRUE,TRUE,"57;65","56:   } else { | 57:     write.csv(all_splits, ""volumes_species_name_splits.csv"", row.names = FALSE) | 58:     # A split where one side is `unresolved_raw` or plain NCBI while another source has a curated || 64:             ""(curated in one source, not in another): "", paste(likely, collapse = ""; ""), | 65:             "". See volumes_species_name_splits.csv."") | 66:   }"
"__merging_volumes/source_citations.R","__merging_volumes/volumes_source_citations.csv","volumes_source_citations.csv","likely writer",TRUE,TRUE,"14","13: #   cit <- source_citations(base, unique(long$Source))   # tibble, one row per Source | 14: #   write_csv(cit, ""volumes_source_citations.csv"") | 15: #"
"__merging_volumes/standardized_term.R","__merging_volumes/_prerun_backup_provenance_2026-08-10/standardized_term_volumes.csv","standardized_term_volumes.csv","likely writer",TRUE,TRUE,"18","17: # Write output | 18: readr::write_csv(combined_df, ""standardized_term_volumes.csv"") | 19: "
"__merging_volumes/standardized_term.R","__merging_volumes/standardized_term_volumes.csv","standardized_term_volumes.csv","likely writer",TRUE,TRUE,"18","17: # Write output | 18: readr::write_csv(combined_df, ""standardized_term_volumes.csv"") | 19: "
"__merging_volumes/volumes_compiled_DeCasien.R","__merging_volumes/laterality_known.csv","laterality_known.csv","likely writer",TRUE,TRUE,"135;150;158;202;259;486;559;561","134: terms <- read.csv(""standardized_term_volumes.csv"", check.names = FALSE) | 135: # Laterality guard (see README__merging.md ""Hemispheres""). laterality_known.csv records, for every | 136: # source column measured from ONE SIDE, which side it was and -- crucially -- WHO did any doubling: || 149: # volumes_compiled.R / volumes_compiled_select.R -- change all three together. | 150: lat_known <- tryCatch(read.csv(""laterality_known.csv"", stringsAsFactors = FALSE), | 151:                       error = function(e) NULL) || 157:   if (length(bad_dbl)) | 158:     stop(""laterality_known.csv: unknown doubling value(s) "", paste(bad_dbl, collapse = "", ""), | 159:          "". Use `none` (one side as measured) or `by_source` (published as 2x one side)."", || 201:   if (length(.t1_doubled)) | 202:     stop(""laterality_known.csv: `doubling = by_source` on Tier-1 (Stephan_collection) table(s) "", | 203:          paste(.t1_doubled, collapse = "", ""), "". Step 7b stamps from `long`, so a Tier-1 source "", || 258:     df <- df %>% mutate(across(ends_with(""_cm3""), ~num(.x)*1000)) | 259:   if (it == ""deSousa_etal_2010_Table1"")                          # PER-SPECIMEN cm3 -> mm3. The TSV holds brain_volume_cm3, neocortex_volume_cm3, and LEFT-side left_V1_volume_cm3 / left_LGN_volume_cm3 (cm3); the Table-1 term map maps V1/LGN to *_left_Vol.mm3 (left hemisphere only, printed UNDOUBLED -- the paper's Supp. Table 2 carries the authors' doubled 2x-left ESTIMATES, not bilateral measurements; see laterality_known.csv `doubling`). This line does real work (converts all four _cm3 columns to mm3); it is NOT a no-op. | 260:     df <- df %>% mutate(across(ends_with(""_cm3""), ~num(.x)*1000)) || 485: ##                                                       Sherwood_etal_2005_Table1 cranial motor nuclei | 486: ##                                                       (Vmo/VII/XII -- see laterality_known.csv, | 487: ##                                                       ""measured on the left side only"")] || 558:                          ""by the source (not by this merge): "", Source, ""; the merged value is the "", | 559:                          ""mean across "", n_teams, "" teams ("", Teams, "") -- see laterality_known.csv""), | 560:                   paste0(""published value is 2x one hemisphere, doubled by the source (not by "", || 560:                   paste0(""published value is 2x one hemisphere, doubled by the source (not by "", | 561:                          ""this merge): "", Source, "" -- see laterality_known.csv"")))) | 562: }"
