"data_file","data_filename","candidate_script","match_type","exact_filename_match","stem_match","matched_line_numbers","context"
"__merging_volumes/_audit_missing_structures.csv","_audit_missing_structures.csv","__merging_volumes/_audit_missing_structures.R","likely writer",TRUE,TRUE,"5;118","4: # columns defined in the paper against those actually mapped into the merge. | 5: # Output: _audit_missing_structures.csv (one row per defined volume column). | 6: # || 117:  | 118: out <- file.path(repo, ""__merging_volumes"", ""_audit_missing_structures.csv"") | 119: write_csv(audit, out)"
"__Public/comparative-data/10.1002%2Fdneu.22554_Table2.tsv","10.1002%2Fdneu.22554_Table2.tsv","Hanson_etal_2018/Hanson_etal_2018_Table2.R","likely writer",TRUE,TRUE,"78","77:   write.table(read.csv(""Hanson_etal_2018_Table2_derived.csv"", check.names = FALSE), | 78:               file.path(.td, ""10.1002%2Fdneu.22554_Table2.tsv""), sep = ""\t"", row.names = FALSE) | 79: }"
"__Public/comparative-data/10.1002%2Fdneu.22554_Table3.tsv","10.1002%2Fdneu.22554_Table3.tsv","Hanson_etal_2018/Hanson_etal_2018_Table3.R","likely writer",TRUE,TRUE,"52","51:   write.table(read.csv(""Hanson_etal_2018_Table3_derived.csv"", check.names = FALSE), | 52:               file.path(.td, ""10.1002%2Fdneu.22554_Table3.tsv""), sep = ""\t"", row.names = FALSE) | 53: }"
"__Public/comparative-data/10.1038%2Fs41598-018-24331-0_Figure3A.tsv","10.1038%2Fs41598-018-24331-0_Figure3A.tsv","Kochiyama_etal_2018/Kochiyama_etal_2018_Figure3A.R","likely writer",TRUE,TRUE,"46","45: write.csv(clean, paste0(item_name, "".csv""), row.names = FALSE) | 46: write.table(clean, ""10.1038%2Fs41598-018-24331-0_Figure3A.tsv"", sep = ""\t"", row.names = FALSE, quote = FALSE) | 47: message(item_name, "": "", nrow(clean), "" rows"")"
"Kochiyama_etal_2018/10.1038%2Fs41598-018-24331-0_Figure3A.tsv","10.1038%2Fs41598-018-24331-0_Figure3A.tsv","Kochiyama_etal_2018/Kochiyama_etal_2018_Figure3A.R","likely writer",TRUE,TRUE,"46","45: write.csv(clean, paste0(item_name, "".csv""), row.names = FALSE) | 46: write.table(clean, ""10.1038%2Fs41598-018-24331-0_Figure3A.tsv"", sep = ""\t"", row.names = FALSE, quote = FALSE) | 47: message(item_name, "": "", nrow(clean), "" rows"")"
"__Public/comparative-data/10.1038%2Fs41598-018-24331-0_Figure3B.tsv","10.1038%2Fs41598-018-24331-0_Figure3B.tsv","Kochiyama_etal_2018/Kochiyama_etal_2018_Figure3B.R","likely writer",TRUE,TRUE,"41","40: write.csv(clean, paste0(item_name, "".csv""), row.names = FALSE) | 41: write.table(clean, ""10.1038%2Fs41598-018-24331-0_Figure3B.tsv"", sep = ""\t"", row.names = FALSE, quote = FALSE) | 42: message(item_name, "": "", nrow(clean), "" rows"")"
"Kochiyama_etal_2018/10.1038%2Fs41598-018-24331-0_Figure3B.tsv","10.1038%2Fs41598-018-24331-0_Figure3B.tsv","Kochiyama_etal_2018/Kochiyama_etal_2018_Figure3B.R","likely writer",TRUE,TRUE,"41","40: write.csv(clean, paste0(item_name, "".csv""), row.names = FALSE) | 41: write.table(clean, ""10.1038%2Fs41598-018-24331-0_Figure3B.tsv"", sep = ""\t"", row.names = FALSE, quote = FALSE) | 42: message(item_name, "": "", nrow(clean), "" rows"")"
"__Public/comparative-data/10.1038%2Fs41598-018-24331-0_FossilSpecimensText.tsv","10.1038%2Fs41598-018-24331-0_FossilSpecimensText.tsv","Kochiyama_etal_2018/Kochiyama_etal_2018_FossilSpecimensText.R","likely writer",FALSE,TRUE,"102","101: if (is.na(enc) || !nzchar(enc)) | 102:   enc <- ""10.1038%2Fs41598-018-24331-0_FossilSpecimensText""   # proposed (add a registry row) | 103: if (dir.exists(path.expand(tsv_dir))) {"
"__Public/comparative-data/10.1093%2Fcercor%2Fbhr033_reportedvalues.tsv","10.1093%2Fcercor%2Fbhr033_reportedvalues.tsv","Karlsen_Pakkenberg_2011/Karlsen_Pakkenberg_2011_reported_values.R","likely writer",TRUE,TRUE,"54","53:   td <- file.path(base, ""__Public"", ""comparative-data""); if (!dir.exists(td)) dir.create(td, recursive = TRUE) | 54:   write.table(s, file.path(td, ""10.1093%2Fcercor%2Fbhr033_reportedvalues.tsv""), sep = ""\t"", row.names = FALSE) | 55: }"
"__Public/comparative-data/10.1093%2Fcercor%2Fbhr033_Table2.tsv","10.1093%2Fcercor%2Fbhr033_Table2.tsv","Karlsen_Pakkenberg_2011/Karlsen_Pakkenberg_2011_Table2.R","likely writer",TRUE,TRUE,"36","35:   write.table(read.csv(""Karlsen_Pakkenberg_2011_Table2_derived.csv"", check.names = FALSE), | 36:               file.path(.td, ""10.1093%2Fcercor%2Fbhr033_Table2.tsv""), sep = ""\t"", row.names = FALSE) | 37: }"
"__Public/comparative-data/10.1371%2Fjournal.pone.0110356_DataS1.tsv","10.1371%2Fjournal.pone.0110356_DataS1.tsv","Morgan_etal_2014/Morgan_etal_2014_DataS1.R","likely writer",TRUE,TRUE,"38","37:   write.table(read.csv(""Morgan_etal_2014_DataS1_derived.csv"", check.names = FALSE), | 38:               file.path(.td, ""10.1371%2Fjournal.pone.0110356_DataS1.tsv""), sep = ""\t"", row.names = FALSE) | 39: }"
"__Public/comparative-data/10.7554%2FeLife.85907_Data.tsv","10.7554%2FeLife.85907_Data.tsv","Heuer_etal_2023/Heuer_etal_2023_Data.R","likely writer",FALSE,TRUE,"68","67:  | 68: encoded <- ""10.7554%2FeLife.85907_Data"" | 69: registry <- file.path(root, ""__ReadMe.xlsx"")"
"deSousa_etal_2022/acuityblind.csv","acuityblind.csv","deSousa_etal_2022/deSousa_etal_2022_acuityblind.csv.R","likely writer",TRUE,TRUE,"1;3;6;28;34;55","1: ## de Sousa, Todorov & Proulx 2022, Neurosci Biobehav Rev 134:104550 — acuityblind.csv | 2: ## doi:10.1016/j.neubiorev.2022.104550 · ""A natural history of vertebrate vision loss"". || 2: ## doi:10.1016/j.neubiorev.2022.104550 · ""A natural history of vertebrate vision loss"". | 3: ## DIGITAL-NATIVE source: `acuityblind.csv` (this folder) is the paper's own analysis dataset | 4: ## (Supplementary Information File 1 points to https://doi.org/10.17870/bathspa.10275875). || 5: ## No snapshot file (founder-TSV rule for digital-native sources); frozen source = | 6: ## acuityblind.csv, SHA-256 33ca27b69ae20b99950f762c16b37b84e98867d04a9b1659e2d7cb7dd7359baa. | 7: ## 120 mammal species = 114 with VA estimates + 6 subcutaneous-eyed species coded 0 cpd. || 27: folder    <- dirname(.sp) | 28: item_name <- tools::file_path_sans_ext(basename(.sp))         # deSousa_etal_2022_acuityblind.csv | 29: base <- local({ d <- folder || 33:  | 34: raw <- read.csv(file.path(folder, ""acuityblind.csv""), stringsAsFactors = FALSE) | 35: stopifnot(nrow(raw) == 120, all(c(""MSW05_Binomial"", ""VA"", ""MT"") %in% names(raw))) || 54:  | 55: csv_file <- file.path(folder, paste0(item_name, "".csv""))   # deSousa_etal_2022_acuityblind.csv.csv | 56: write.csv(clean, csv_file, row.names = FALSE)"
"Ashwell__2020/Ashwell__2020_SupplementaryTable.csv","Ashwell__2020_SupplementaryTable.csv","Ashwell__2020/Ashwell__2020_SupplementaryTable.R","likely writer",TRUE,TRUE,"29;65","28:  | 29: raw <- read_excel(""Ashwell__2020_SupplementaryTable_snapshot.xlsx"", col_types = ""text"") | 30:  || 64:         n_summary_dropped, "" mean/SD summary rows dropped)"") | 65: write.csv(clean, ""Ashwell__2020_SupplementaryTable.csv"", row.names = FALSE) | 66: "
