"data_file","data_filename","candidate_script","match_type","exact_filename_match","stem_match","matched_line_numbers","context"
"BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019_celldensity_snapshot.csv","BarbeitoAndrés_etal_2019_celldensity_snapshot.csv","BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019.R","likely writer",FALSE,TRUE,"96","95: write_csv_tsv(n2$snapshot, ""BarbeitoAndrés_etal_2019_cellnumber_snapshot"") | 96: write_csv_tsv(n3$snapshot, ""BarbeitoAndrés_etal_2019_celldensity_snapshot"") | 97: "
"BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019_celldensity_snapshot.tsv","BarbeitoAndrés_etal_2019_celldensity_snapshot.tsv","BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019.R","likely writer",FALSE,TRUE,"96","95: write_csv_tsv(n2$snapshot, ""BarbeitoAndrés_etal_2019_cellnumber_snapshot"") | 96: write_csv_tsv(n3$snapshot, ""BarbeitoAndrés_etal_2019_celldensity_snapshot"") | 97: "
"BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019_celldensity.csv","BarbeitoAndrés_etal_2019_celldensity.csv","BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019.R","likely writer",FALSE,TRUE,"96;109;139","95: write_csv_tsv(n2$snapshot, ""BarbeitoAndrés_etal_2019_cellnumber_snapshot"") | 96: write_csv_tsv(n3$snapshot, ""BarbeitoAndrés_etal_2019_celldensity_snapshot"") | 97:  || 108: write_csv_tsv(barbeito_cellnumber,  ""BarbeitoAndrés_etal_2019_cellnumber"") | 109: write_csv_tsv(barbeito_celldensity, ""BarbeitoAndrés_etal_2019_celldensity"") | 110: write_csv_tsv(tidy,                 ""BarbeitoAndrés_etal_2019_tidy"") || 138: publish(barbeito_cellnumber,  ""BarbeitoAndrés_etal_2019_cellnumber"") | 139: publish(barbeito_celldensity, ""BarbeitoAndrés_etal_2019_celldensity"")"
"BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019_celldensity.tsv","BarbeitoAndrés_etal_2019_celldensity.tsv","BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019.R","likely writer",FALSE,TRUE,"96;109;139","95: write_csv_tsv(n2$snapshot, ""BarbeitoAndrés_etal_2019_cellnumber_snapshot"") | 96: write_csv_tsv(n3$snapshot, ""BarbeitoAndrés_etal_2019_celldensity_snapshot"") | 97:  || 108: write_csv_tsv(barbeito_cellnumber,  ""BarbeitoAndrés_etal_2019_cellnumber"") | 109: write_csv_tsv(barbeito_celldensity, ""BarbeitoAndrés_etal_2019_celldensity"") | 110: write_csv_tsv(tidy,                 ""BarbeitoAndrés_etal_2019_tidy"") || 138: publish(barbeito_cellnumber,  ""BarbeitoAndrés_etal_2019_cellnumber"") | 139: publish(barbeito_celldensity, ""BarbeitoAndrés_etal_2019_celldensity"")"
"BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019_cellnumber_snapshot.csv","BarbeitoAndrés_etal_2019_cellnumber_snapshot.csv","BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019.R","likely writer",FALSE,TRUE,"95","94: n3 <- parse_cell(55:69, ""cell_density"", ""cells_per_mg (as published; verify against paper)"") | 95: write_csv_tsv(n2$snapshot, ""BarbeitoAndrés_etal_2019_cellnumber_snapshot"") | 96: write_csv_tsv(n3$snapshot, ""BarbeitoAndrés_etal_2019_celldensity_snapshot"")"
"BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019_cellnumber_snapshot.tsv","BarbeitoAndrés_etal_2019_cellnumber_snapshot.tsv","BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019.R","likely writer",FALSE,TRUE,"95","94: n3 <- parse_cell(55:69, ""cell_density"", ""cells_per_mg (as published; verify against paper)"") | 95: write_csv_tsv(n2$snapshot, ""BarbeitoAndrés_etal_2019_cellnumber_snapshot"") | 96: write_csv_tsv(n3$snapshot, ""BarbeitoAndrés_etal_2019_celldensity_snapshot"")"
"BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019_cellnumber.csv","BarbeitoAndrés_etal_2019_cellnumber.csv","BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019.R","likely writer",FALSE,TRUE,"95;108;138","94: n3 <- parse_cell(55:69, ""cell_density"", ""cells_per_mg (as published; verify against paper)"") | 95: write_csv_tsv(n2$snapshot, ""BarbeitoAndrés_etal_2019_cellnumber_snapshot"") | 96: write_csv_tsv(n3$snapshot, ""BarbeitoAndrés_etal_2019_celldensity_snapshot"") || 107: write_csv_tsv(barbeito_volumes,     ""BarbeitoAndrés_etal_2019_volumes"") | 108: write_csv_tsv(barbeito_cellnumber,  ""BarbeitoAndrés_etal_2019_cellnumber"") | 109: write_csv_tsv(barbeito_celldensity, ""BarbeitoAndrés_etal_2019_celldensity"") || 137: publish(barbeito_volumes,     ""BarbeitoAndrés_etal_2019_volumes"") | 138: publish(barbeito_cellnumber,  ""BarbeitoAndrés_etal_2019_cellnumber"") | 139: publish(barbeito_celldensity, ""BarbeitoAndrés_etal_2019_celldensity"")"
"BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019_cellnumber.tsv","BarbeitoAndrés_etal_2019_cellnumber.tsv","BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019.R","likely writer",FALSE,TRUE,"95;108;138","94: n3 <- parse_cell(55:69, ""cell_density"", ""cells_per_mg (as published; verify against paper)"") | 95: write_csv_tsv(n2$snapshot, ""BarbeitoAndrés_etal_2019_cellnumber_snapshot"") | 96: write_csv_tsv(n3$snapshot, ""BarbeitoAndrés_etal_2019_celldensity_snapshot"") || 107: write_csv_tsv(barbeito_volumes,     ""BarbeitoAndrés_etal_2019_volumes"") | 108: write_csv_tsv(barbeito_cellnumber,  ""BarbeitoAndrés_etal_2019_cellnumber"") | 109: write_csv_tsv(barbeito_celldensity, ""BarbeitoAndrés_etal_2019_celldensity"") || 137: publish(barbeito_volumes,     ""BarbeitoAndrés_etal_2019_volumes"") | 138: publish(barbeito_cellnumber,  ""BarbeitoAndrés_etal_2019_cellnumber"") | 139: publish(barbeito_celldensity, ""BarbeitoAndrés_etal_2019_celldensity"")"
"BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019_tidy.csv","BarbeitoAndrés_etal_2019_tidy.csv","BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019.R","likely writer",FALSE,TRUE,"110","109: write_csv_tsv(barbeito_celldensity, ""BarbeitoAndrés_etal_2019_celldensity"") | 110: write_csv_tsv(tidy,                 ""BarbeitoAndrés_etal_2019_tidy"") | 111: "
"BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019_tidy.tsv","BarbeitoAndrés_etal_2019_tidy.tsv","BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019.R","likely writer",FALSE,TRUE,"110","109: write_csv_tsv(barbeito_celldensity, ""BarbeitoAndrés_etal_2019_celldensity"") | 110: write_csv_tsv(tidy,                 ""BarbeitoAndrés_etal_2019_tidy"") | 111: "
"BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019_volumes_snapshot.csv","BarbeitoAndrés_etal_2019_volumes_snapshot.csv","BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019.R","likely writer",FALSE,TRUE,"68","67:   mutate(specimen = as.character(specimen), group = as.character(group)) | 68: write_csv_tsv(b1, ""BarbeitoAndrés_etal_2019_volumes_snapshot"") | 69: vol_long <- b1 %>%"
"BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019_volumes_snapshot.tsv","BarbeitoAndrés_etal_2019_volumes_snapshot.tsv","BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019.R","likely writer",FALSE,TRUE,"68","67:   mutate(specimen = as.character(specimen), group = as.character(group)) | 68: write_csv_tsv(b1, ""BarbeitoAndrés_etal_2019_volumes_snapshot"") | 69: vol_long <- b1 %>%"
"BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019_volumes.csv","BarbeitoAndrés_etal_2019_volumes.csv","BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019.R","likely writer",FALSE,TRUE,"68;107;137","67:   mutate(specimen = as.character(specimen), group = as.character(group)) | 68: write_csv_tsv(b1, ""BarbeitoAndrés_etal_2019_volumes_snapshot"") | 69: vol_long <- b1 %>% || 106:  | 107: write_csv_tsv(barbeito_volumes,     ""BarbeitoAndrés_etal_2019_volumes"") | 108: write_csv_tsv(barbeito_cellnumber,  ""BarbeitoAndrés_etal_2019_cellnumber"") || 136: } | 137: publish(barbeito_volumes,     ""BarbeitoAndrés_etal_2019_volumes"") | 138: publish(barbeito_cellnumber,  ""BarbeitoAndrés_etal_2019_cellnumber"")"
"BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019_volumes.tsv","BarbeitoAndrés_etal_2019_volumes.tsv","BarbeitoAndrés_etal_2019/BarbeitoAndrés_etal_2019.R","likely writer",FALSE,TRUE,"68;107;137","67:   mutate(specimen = as.character(specimen), group = as.character(group)) | 68: write_csv_tsv(b1, ""BarbeitoAndrés_etal_2019_volumes_snapshot"") | 69: vol_long <- b1 %>% || 106:  | 107: write_csv_tsv(barbeito_volumes,     ""BarbeitoAndrés_etal_2019_volumes"") | 108: write_csv_tsv(barbeito_cellnumber,  ""BarbeitoAndrés_etal_2019_cellnumber"") || 136: } | 137: publish(barbeito_volumes,     ""BarbeitoAndrés_etal_2019_volumes"") | 138: publish(barbeito_cellnumber,  ""BarbeitoAndrés_etal_2019_cellnumber"")"
"Barger_etal_2007/Barger_etal_2007_Table1.csv","Barger_etal_2007_Table1.csv","Barger_etal_2007/Barger_etal_2007_TABLE1.R","likely writer",TRUE,TRUE,"27;74","26:  | 27: raw <- read.csv(""Barger_etal_2007_Table1_snapshot.csv"", check.names = FALSE, | 28:                 stringsAsFactors = FALSE, na.strings = c("""", ""NA"")) || 73: # Stephan ""Amygdala"". Species still to reconcile to _keys/Stephan/species_key.csv. | 74: write.csv(clean, ""Barger_etal_2007_Table1.csv"", row.names = FALSE) | 75: "
"Baron_etal_1996/Baron_etal_1996_overlap_audit.csv","Baron_etal_1996_overlap_audit.csv","Baron_etal_1996/Baron_etal_1996_overlap_taxonomy_audit.R","likely writer",TRUE,TRUE,"209;247","208: write.csv(overlap, | 209:           file.path(audit_dir, ""Baron_etal_1996_overlap_audit.csv""), | 210:           row.names = FALSE, na = """") || 246:   """", | 247:   ""The machine-readable checks are `Baron_etal_1996_overlap_audit.csv` (species × structure; empty when no overlaps exist) and `Baron_etal_1996_species_overlap_audit.csv` (species-only membership), beside this report. They use only public inputs and therefore remain public."", | 248:   """","
"Baron_etal_1996/Baron_etal_1996_species_overlap_audit.csv","Baron_etal_1996_species_overlap_audit.csv","Baron_etal_1996/Baron_etal_1996_overlap_taxonomy_audit.R","likely writer",TRUE,TRUE,"218;247","217: write.csv(baron_species, | 218:           file.path(audit_dir, ""Baron_etal_1996_species_overlap_audit.csv""), | 219:           row.names = FALSE, na = """") || 246:   """", | 247:   ""The machine-readable checks are `Baron_etal_1996_overlap_audit.csv` (species × structure; empty when no overlaps exist) and `Baron_etal_1996_species_overlap_audit.csv` (species-only membership), beside this report. They use only public inputs and therefore remain public."", | 248:   """","
"Baron_etal_1996/Baron_etal_1996_taxonomy_crosswalk.csv","Baron_etal_1996_taxonomy_crosswalk.csv","Baron_etal_1996/Baron_etal_1996_overlap_taxonomy_audit.R","likely writer",TRUE,TRUE,"161","160: write.csv(crosswalk, | 161:           file.path(paper_dir, ""Baron_etal_1996_taxonomy_crosswalk.csv""), | 162:           row.names = FALSE, na = """")"
"__merging_behaviour/behaviour_long.csv","behaviour_long.csv","__merging_behaviour/behaviour_compiled.R","likely writer",TRUE,TRUE,"23;191","22: ## | 23: ## Outputs: behaviour_long.csv (keyed merge, app-facing), behaviour_observations_long.csv (raw | 24: ## per-source rows), behaviour_wide.csv (one row per species overview). || 190:   arrange(Species, Measure) | 191: readr::write_csv(long, ""behaviour_long.csv"") | 192: "
"__merging_behaviour/behaviour_observations_long.csv","behaviour_observations_long.csv","__merging_behaviour/behaviour_compiled.R","likely writer",TRUE,TRUE,"23;167","22: ## | 23: ## Outputs: behaviour_long.csv (keyed merge, app-facing), behaviour_observations_long.csv (raw | 24: ## per-source rows), behaviour_wide.csv (one row per species overview). || 166:                             Measure, Team, role, Value) |> arrange(Species, Measure, Team) | 167: readr::write_csv(obs_out, ""behaviour_observations_long.csv"") | 168: "
"__merging_behaviour/behaviour_wide.csv","behaviour_wide.csv","__merging_behaviour/behaviour_compiled.R","likely writer",TRUE,TRUE,"24;196","23: ## Outputs: behaviour_long.csv (keyed merge, app-facing), behaviour_observations_long.csv (raw | 24: ## per-source rows), behaviour_wide.csv (one row per species overview). | 25: suppressWarnings(suppressMessages({library(tidyverse); library(readxl)})) || 195:   pivot_wider(names_from = Measure, values_from = Value) |> arrange(Species) | 196: readr::write_csv(wide, ""behaviour_wide.csv"") | 197: "
"Boddy_etal_2012/Boddy_etal_2012_TableS1.csv","Boddy_etal_2012_TableS1.csv","Boddy_etal_2012/Boddy_etal_2012_TableS1.R","likely writer",TRUE,TRUE,"4;20","3: ## Input  : jeb_2491_sm_tables1.xlsx (treated as frozen snapshot) | 4: ## Output : Boddy_etal_2012_TableS1.csv | 5: ##          <Item encoded>.tsv in __Public/comparative-data/ || 19: clean <- as.data.frame(snap, stringsAsFactors = FALSE) | 20: clean$source <- 'Boddy_etal_2012_TableS1' | 21: "
"__merging_body_ecology/body_ecology_dedupe_report.csv","body_ecology_dedupe_report.csv","__merging_body_ecology/body_ecology_compiled.R","likely writer",TRUE,TRUE,"20;413","19: #                                                          -> body_ecology_long.csv / _wide.csv | 20: #   4. dedupe / disagreement report                        -> body_ecology_dedupe_report.csv | 21: # || 412: write.csv(long,   file.path(out, ""body_ecology_long.csv""),           row.names = FALSE, na = """") | 413: write.csv(dedupe, file.path(out, ""body_ecology_dedupe_report.csv""),  row.names = FALSE, na = """") | 414: "
"__merging_body_ecology/body_ecology_long.csv","body_ecology_long.csv","__merging_body_ecology/body_ecology_compiled.R","likely writer",TRUE,TRUE,"19;412","18: #   3. team-dedupe (same collection = one value), then pool across teams, primary preferred | 19: #                                                          -> body_ecology_long.csv / _wide.csv | 20: #   4. dedupe / disagreement report                        -> body_ecology_dedupe_report.csv || 411: write.csv(uf,     file.path(out, ""body_ecology_unfiltered.csv""),     row.names = FALSE, na = """") | 412: write.csv(long,   file.path(out, ""body_ecology_long.csv""),           row.names = FALSE, na = """") | 413: write.csv(dedupe, file.path(out, ""body_ecology_dedupe_report.csv""),  row.names = FALSE, na = """")"
"__merging_body_ecology/body_ecology_source_columns.csv","body_ecology_source_columns.csv","__merging_body_ecology/body_ecology_compiled.R","likely writer",TRUE,TRUE,"16;410","15: # Pipeline (mirrors __merging_cerebral_metabolic_rate): | 16: #   1. pick the species-level column + unit per source     -> body_ecology_source_columns.csv (audit) | 17: #   2. harvest -> resolve species -> canonical unit        -> body_ecology_unfiltered.csv || 409: # ---- write ----------------------------------------------------------------- | 410: write.csv(colmap, file.path(out, ""body_ecology_source_columns.csv""), row.names = FALSE) | 411: write.csv(uf,     file.path(out, ""body_ecology_unfiltered.csv""),     row.names = FALSE, na = """")"
"__merging_body_ecology/body_ecology_unfiltered.csv","body_ecology_unfiltered.csv","__merging_body_ecology/body_ecology_compiled.R","likely writer",TRUE,TRUE,"17;411","16: #   1. pick the species-level column + unit per source     -> body_ecology_source_columns.csv (audit) | 17: #   2. harvest -> resolve species -> canonical unit        -> body_ecology_unfiltered.csv | 18: #   3. team-dedupe (same collection = one value), then pool across teams, primary preferred || 410: write.csv(colmap, file.path(out, ""body_ecology_source_columns.csv""), row.names = FALSE) | 411: write.csv(uf,     file.path(out, ""body_ecology_unfiltered.csv""),     row.names = FALSE, na = """") | 412: write.csv(long,   file.path(out, ""body_ecology_long.csv""),           row.names = FALSE, na = """")"
"__merging_body_ecology/body_ecology_wide.csv","body_ecology_wide.csv","__merging_body_ecology/body_ecology_compiled.R","likely writer",TRUE,TRUE,"431","430: } | 431: write.csv(wide, file.path(out, ""body_ecology_wide.csv""), row.names = FALSE, na = """") | 432: "
"__merging_brain_mass/brain_mass_dedupe_report.csv","brain_mass_dedupe_report.csv","__merging_brain_mass/brain_mass_compiled.R","likely writer",TRUE,TRUE,"236","235: write.csv(long, file.path(out,""brain_mass_long.csv""), row.names=FALSE) | 236: write.csv(dedupe, file.path(out,""brain_mass_dedupe_report.csv""), row.names=FALSE) | 237: write.csv(cross, file.path(out,""brain_size_basis_comparison.csv""), row.names=FALSE)"
"__merging_brain_mass/brain_mass_long.csv","brain_mass_long.csv","__merging_brain_mass/brain_mass_compiled.R","likely writer",TRUE,TRUE,"235","234: write.csv(uf,   file.path(out,""brain_mass_unfiltered.csv""), row.names=FALSE) | 235: write.csv(long, file.path(out,""brain_mass_long.csv""), row.names=FALSE) | 236: write.csv(dedupe, file.path(out,""brain_mass_dedupe_report.csv""), row.names=FALSE)"
"__merging_brain_mass/brain_mass_unfiltered.csv","brain_mass_unfiltered.csv","__merging_brain_mass/brain_mass_compiled.R","likely writer",TRUE,TRUE,"234","233:  | 234: write.csv(uf,   file.path(out,""brain_mass_unfiltered.csv""), row.names=FALSE) | 235: write.csv(long, file.path(out,""brain_mass_long.csv""), row.names=FALSE)"
"__merging_brain_mass/brain_mass_wide.csv","brain_mass_wide.csv","__merging_brain_mass/brain_mass_compiled.R","likely writer",TRUE,TRUE,"244","243: } | 244: write.csv(wide, file.path(out,""brain_mass_wide.csv""), row.names=FALSE, na="""") | 245: cat(""pooled cells:"", nrow(long), "" species:"", length(unique(long$Species)),"
"__merging_brain_mass/brain_size_basis_comparison.csv","brain_size_basis_comparison.csv","__merging_brain_mass/brain_mass_compiled.R","likely writer",TRUE,TRUE,"237","236: write.csv(dedupe, file.path(out,""brain_mass_dedupe_report.csv""), row.names=FALSE) | 237: write.csv(cross, file.path(out,""brain_size_basis_comparison.csv""), row.names=FALSE) | 238: # wide: one column per basis, because they are different quantities"
"_keys/brain_size_basis.csv","brain_size_basis.csv","__merging_brain_mass/brain_mass_compiled.R","likely writer",TRUE,TRUE,"117;122;176;237","116:  | 117: # ---- measurement basis, from _keys/brain_size_basis.csv --------------------- | 118: # Values are pooled only with values of the same basis: the sources are not all reporting the || 121: # volume or an endocranial volume). The build STOPS if a harvested row has no basis on record. | 122: basis_key <- read.csv(file.path(repo, ""_keys"", ""brain_size_basis.csv""), | 123:                       stringsAsFactors = FALSE, check.names = FALSE) || 175:   if (is.na(grp)) | 176:     stop(sprintf(""no measurement basis on record for %s / %s (paper folder '%s'). Add it to ASSIGN in _keys/build_brain_size_basis.py and re-run that builder."", | 177:                  t$fn, t$col, paper), call. = FALSE) || 236: write.csv(dedupe, file.path(out,""brain_mass_dedupe_report.csv""), row.names=FALSE) | 237: write.csv(cross, file.path(out,""brain_size_basis_comparison.csv""), row.names=FALSE) | 238: # wide: one column per basis, because they are different quantities"
"Bush_Allman_2004_a/Bush_Allman_2004_a_Table2_snapshot.csv","Bush_Allman_2004_a_Table2_snapshot.csv","Bush_Allman_2004_a/Bush_Allman_2004_a_Table2.R","likely writer",TRUE,TRUE,"33","32: tab <- tab[-1, ]                                   # drop the repeated header row | 33: write.csv(tab, ""Bush_Allman_2004_a_Table2_snapshot.csv"", row.names = FALSE) | 34: "
"Bush_Allman_2004_a/Bush_Allman_2004_a_Table2.csv","Bush_Allman_2004_a_Table2.csv","Bush_Allman_2004_a/Bush_Allman_2004_a_Table2.R","likely writer",TRUE,TRUE,"33;52;57","32: tab <- tab[-1, ]                                   # drop the repeated header row | 33: write.csv(tab, ""Bush_Allman_2004_a_Table2_snapshot.csv"", row.names = FALSE) | 34:  || 51:   source = ""Bush_Allman_2004_a"", stringsAsFactors = FALSE) | 52: write.csv(clean, ""Bush_Allman_2004_a_Table2.csv"", row.names = FALSE) | 53: message(""Bush & Allman 2004a Table 2: "", nrow(clean), "" species written."") || 56: base_dir     <- base | 57: item_name    <- ""Bush_Allman_2004_a_Table2"" | 58: tsv_dir      <- file.path(base_dir, ""__Public/comparative-data/"")"
