pass,value,marker,note,n_files,files
B_number,Macaca_mulatta38,38,trailing number; base 'Macaca mulatta' seen in 475 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Macaca_mulatta39,39,trailing number; base 'Macaca mulatta' seen in 475 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Macaca_mulatta41,41,trailing number; base 'Macaca mulatta' seen in 475 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Macaca_mulatta50,50,trailing number; base 'Macaca mulatta' seen in 475 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Macaca_mulatta51,51,trailing number; base 'Macaca mulatta' seen in 475 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Macaca_mulatta59,59,trailing number; base 'Macaca mulatta' seen in 475 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Macaca_mulatta6,6,trailing number; base 'Macaca mulatta' seen in 475 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Macaca_mulatta65,65,trailing number; base 'Macaca mulatta' seen in 475 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Macaca_nemestrina27,27,trailing number; base 'Macaca nemestrina' seen in 135 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Macaca_nemestrina35,35,trailing number; base 'Macaca nemestrina' seen in 135 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Macaca_nemestrina50,50,trailing number; base 'Macaca nemestrina' seen in 135 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Macaca_nigra47,47,trailing number; base 'Macaca nigra' seen in 55 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Macaca_radiata30,30,trailing number; base 'Macaca radiata' seen in 117 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Macaca_silenus17,17,trailing number; base 'Macaca silenus' seen in 72 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Macaca_silenus21,21,trailing number; base 'Macaca silenus' seen in 72 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Macaca_sylvanus10,10,trailing number; base 'Macaca sylvanus' seen in 82 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Macaca_sylvanus18,18,trailing number; base 'Macaca sylvanus' seen in 82 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Macaca_sylvanus24,24,trailing number; base 'Macaca sylvanus' seen in 82 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Macaca_sylvanus39,39,trailing number; base 'Macaca sylvanus' seen in 82 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
C_symbol,Mandrillus_sphinx*,*,symbol/superscript marker,5,Lewitus_etal_2014/Lewitus_etal_2014_TableS1.csv; Lewitus_etal_2014/Lewitus_etal_2014_TableS1_snapshot.xlsx; Lewitus_etal_2014/pbio.1002000.s013.xlsx; __Public/comparative-data/10.1371%2Fjournal.pbio.1002000_TableS1.tsv; ____EvoM1_TraitTable/glia_gyrification.xlsx
B_number,Mandrillus_sphinx95,95,trailing number; base 'Mandrillus sphinx' seen in 157 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Medulla_oblongata_2005,2005,trailing number; base 'Medulla oblongata' seen in 40 files,1,_keys/Stephan/anatomy_key.csv
B_number,Microcebus_murinus3,3,trailing number; base 'Microcebus murinus' seen in 314 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Microcebus_rufus2,2,trailing number; base 'Microcebus rufus' seen in 41 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Microgale dobsoni3,3,trailing number; base 'Microgale dobsoni' seen in 42 files,1,Baron_etal_1983/Baron_etal_1983_Table1_snapshot.xlsx
C_symbol,Microgale dobsoni³,³,symbol/superscript marker,1,Stephan_etal_1982/Stephan_etal_1982_Table1_snapshot.xlsx
B_number,Microgale talazaci4,4,trailing number; base 'Microgale talazaci' seen in 43 files,1,Baron_etal_1983/Baron_etal_1983_Table1_snapshot.xlsx
C_symbol,Microgale talazaci⁴,⁴,symbol/superscript marker,1,Stephan_etal_1982/Stephan_etal_1982_Table1_snapshot.xlsx
B_number,Miopithecus talapoin 1171,1171,trailing number; base 'Miopithecus talapoin' seen in 207 files,3,Smaers_etal_2011/000323671_sm_suppltables.xlsx; Smaers_etal_2011/Smaers_etal_2011_SupplementaryTable1_snapshot.csv; Smaers_etal_2011/Smaers_etal_2011_SupplementaryTable2_snapshot.csv
B_number,Miopithecus talapoin11,11,trailing number; base 'Miopithecus talapoin' seen in 207 files,2,Baron_etal_1983/Baron_etal_1983_Table1_snapshot.xlsx; Frahm_etal_1982/frahm_stephan_1982.xlsx
B_number,Miopithecus_talapoin112,112,trailing number; base 'Miopithecus talapoin' seen in 207 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Miopithecus_talapoin13,13,trailing number; base 'Miopithecus talapoin' seen in 207 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Miopithecus_talapoin70,70,trailing number; base 'Miopithecus talapoin' seen in 207 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Mirza_coquereli1,1,trailing number; base 'Mirza coquereli' seen in 59 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Mirza_coquereli2,2,trailing number; base 'Mirza coquereli' seen in 59 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Nasalis larvatus 1365,1365,trailing number; base 'Nasalis larvatus' seen in 207 files,3,Smaers_etal_2011/000323671_sm_suppltables.xlsx; Smaers_etal_2011/Smaers_etal_2011_SupplementaryTable1_snapshot.csv; Smaers_etal_2011/Smaers_etal_2011_SupplementaryTable2_snapshot.csv
B_number,Nasalis_larvatus13,13,trailing number; base 'Nasalis larvatus' seen in 207 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Nasalis_larvatus16,16,trailing number; base 'Nasalis larvatus' seen in 207 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Nasalis_larvatus20,20,trailing number; base 'Nasalis larvatus' seen in 207 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Nasalis_larvatus3,3,trailing number; base 'Nasalis larvatus' seen in 207 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Nasalis_larvatus5,5,trailing number; base 'Nasalis larvatus' seen in 207 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Nasalis_larvatus6,6,trailing number; base 'Nasalis larvatus' seen in 207 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Nasalis_larvatus7,7,trailing number; base 'Nasalis larvatus' seen in 207 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Nasalis_larvatus8,8,trailing number; base 'Nasalis larvatus' seen in 207 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Nasalis_larvatus9,9,trailing number; base 'Nasalis larvatus' seen in 207 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
A_letter,Neophascogale lorentzii,i,glued letter; base 'Neophascogale lorentzi' in 18 files vs 2,2,Upham_etal_2019/Upham_etal_2019_DNAonlyMCC.csv; __Public/comparative-data/10.1371%2Fjournal.pbio.3000494_DNAonlyMCC.tsv
C_symbol,"Nomascus concolor ∗,a",∗,symbol/superscript marker,2,Barger_etal_2014/Barger-2014-Evidence for evoluti.xlsx; Barger_etal_2014/Barger_etal_2014_Table1_snapshot.xlsx
B_number,Nucleus_tractus_olfactorius_1987,1987,trailing number; base 'Nucleus tractus olfactorius' seen in 20 files,1,_keys/Stephan/anatomy_key.csv
B_number,Nycticebus_coucang1,1,trailing number; base 'Nycticebus coucang' seen in 282 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Oreopithecus_bambolii_1,1,trailing number; base 'Oreopithecus bambolii' seen in 9 files,4,Baker_etal_2025/42003_2025_8686_MOESM3_ESM.xlsx; Baker_etal_2025/Baker_etal_2025_SupplementaryData1.csv; Baker_etal_2025/Baker_etal_2025_SupplementaryData1_snapshot.xlsx; __Public/comparative-data/10.1038%2Fs42003-025-08686-5_SupplementaryData1.tsv
B_number,Ornithorhynchus anatinus 1,1,trailing number; base 'Ornithorhynchus anatinus' seen in 85 files,4,Ashwell__2020/Ashwell__2020_SupplementaryTable.csv; Ashwell__2020/Ashwell__2020_SupplementaryTable_snapshot.xlsx; __Public/comparative-data/10.1016%2Fj.zool.2020.125753_SupplementaryTable.tsv; _checks/scan_species_name_markers.py
B_number,Ornithorhynchus anatinus 2,2,trailing number; base 'Ornithorhynchus anatinus' seen in 85 files,3,Ashwell__2020/Ashwell__2020_SupplementaryTable.csv; Ashwell__2020/Ashwell__2020_SupplementaryTable_snapshot.xlsx; __Public/comparative-data/10.1016%2Fj.zool.2020.125753_SupplementaryTable.tsv
B_number,Ornithorhynchus anatinus 3,3,trailing number; base 'Ornithorhynchus anatinus' seen in 85 files,3,Ashwell__2020/Ashwell__2020_SupplementaryTable.csv; Ashwell__2020/Ashwell__2020_SupplementaryTable_snapshot.xlsx; __Public/comparative-data/10.1016%2Fj.zool.2020.125753_SupplementaryTable.tsv
C_symbol,Oryctolagus_cuniculus*,*,symbol/superscript marker,7,Lewitus_etal_2014/Lewitus_etal_2014_TableS1.csv; Lewitus_etal_2014/Lewitus_etal_2014_TableS1_snapshot.xlsx; Lewitus_etal_2014/pbio.1002000.s013.xlsx; __Public/comparative-data/10.1371%2Fjournal.pbio.1002000_TableS1.tsv; ____EvoM1_TraitTable/EvoM1_read_ILAs.R
C_symbol,Otolemur crassic.⁹,⁹,symbol/superscript marker,1,Stephan_etal_1982/Stephan_etal_1982_Table1_snapshot.xlsx
B_number,Otolemur crassicaudatus8,8,trailing number; base 'Otolemur crassicaudatus' seen in 209 files,1,Baron_etal_1983/Baron_etal_1983_Table1_snapshot.xlsx
