repo,path,line,found,canonical,kind,severity,action,context,in_scope
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,6,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,7,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,8,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,9,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,10,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,11,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,L",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,12,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,M",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,13,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,V",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,14,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,15,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,16,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,17,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Homo s.-s,Homo_volume_1,Homo sapiens,Homo sapiens,male,28,NA,1890,Yakovlev Collection,sagittal,LGB,volume,mm3,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,18,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Homo s.-s,Homo_volume_1,Homo sapiens,Homo sapiens,male,28,NA,1890,Yakovlev Collection,sagittal,MGBp,volume,mm3",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,19,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Homo s.-s,Homo_volume_1,Homo sapiens,Homo sapiens,male,28,NA,1890,Yakovlev Collection,sagittal,VB,volume,mm3,3",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,20,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Homo s.-t,Homo_volume_2,Homo sapiens,Homo sapiens,female,32,NA,1200,Yakovlev Collection,transverse,LGB,volume,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,21,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Homo s.-t,Homo_volume_2,Homo sapiens,Homo sapiens,female,32,NA,1200,Yakovlev Collection,transverse,MGBp,volume",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,22,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Homo s.-t,Homo_volume_2,Homo sapiens,Homo sapiens,female,32,NA,1200,Yakovlev Collection,transverse,VB,volume,m",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,34,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,35,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,36,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,37,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,38,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,39,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,40,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,L",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,41,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,L",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,42,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,43,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,44,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,Homo s.-s,Homo_volume_1,Homo sapiens,Homo sapiens,male,28,NA,1890,Yakovlev Collection,sagittal,LGBp,volume,mm3",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,45,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,Homo s.-s,Homo_volume_1,Homo sapiens,Homo sapiens,male,28,NA,1890,Yakovlev Collection,sagittal,LGBm,volume,mm3",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,46,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,Homo s.-t,Homo_volume_2,Homo sapiens,Homo sapiens,female,32,NA,1200,Yakovlev Collection,transverse,LGBp,volume",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,47,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,Homo s.-t,Homo_volume_2,Homo sapiens,Homo sapiens,female,32,NA,1200,Yakovlev Collection,transverse,LGBm,volume",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,2,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,3,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,4,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,5,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,6,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,7,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,8,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,9,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,10,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,11,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,L",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,12,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,M",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,13,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,V",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,14,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,15,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,16,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,17,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Homo s.-s,Homo_volume_1,Homo sapiens,Homo sapiens,male,28,NA,1890,Yakovlev Collection,sagittal,LGB,volume,mm3,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,18,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Homo s.-s,Homo_volume_1,Homo sapiens,Homo sapiens,male,28,NA,1890,Yakovlev Collection,sagittal,MGBp,volume,mm3",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,19,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Homo s.-s,Homo_volume_1,Homo sapiens,Homo sapiens,male,28,NA,1890,Yakovlev Collection,sagittal,VB,volume,mm3,3",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,20,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Homo s.-t,Homo_volume_2,Homo sapiens,Homo sapiens,female,32,NA,1200,Yakovlev Collection,transverse,LGB,volume,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,21,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Homo s.-t,Homo_volume_2,Homo sapiens,Homo sapiens,female,32,NA,1200,Yakovlev Collection,transverse,MGBp,volume",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,22,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Homo s.-t,Homo_volume_2,Homo sapiens,Homo sapiens,female,32,NA,1200,Yakovlev Collection,transverse,VB,volume,m",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,34,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table2,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,35,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table2,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,36,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table2,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,37,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table2,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,M",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,38,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table2,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,39,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table2,Armstrong_1979,primary,Homo s.-c,Homo_cell_1,Homo sapiens,Homo sapiens,male,19,113,1500,not stated,coronal,MGBp,neuronal_density,neur",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,40,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table3,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,41,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table3,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,42,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table3,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,L",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,43,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table3,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,44,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table3,Armstrong_1979,primary,Homo s.-c,Homo_cell_1,Homo sapiens,Homo sapiens,male,19,113,1500,not stated,coronal,LGBp,neuronal_density,neur",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,45,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table3,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,46,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table3,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,47,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table3,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,L",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,48,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table3,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,49,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table3,Armstrong_1979,primary,Homo s.-c,Homo_cell_1,Homo sapiens,Homo sapiens,male,19,113,1500,not stated,coronal,LGBm,neuronal_density,neur",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,50,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table4,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,51,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table4,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,52,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table4,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,53,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table4,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,V",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,54,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table4,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,55,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table4,Armstrong_1979,primary,Homo s.-c,Homo_cell_1,Homo sapiens,Homo sapiens,male,19,113,1500,not stated,coronal,VB,neuronal_density,neuron",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,56,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,57,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,58,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,59,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,60,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,61,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,62,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,L",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,63,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,L",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,64,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,65,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,66,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,Homo s.-s,Homo_volume_1,Homo sapiens,Homo sapiens,male,28,NA,1890,Yakovlev Collection,sagittal,LGBp,volume,mm3",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,67,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,Homo s.-s,Homo_volume_1,Homo sapiens,Homo sapiens,male,28,NA,1890,Yakovlev Collection,sagittal,LGBm,volume,mm3",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,68,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,Homo s.-t,Homo_volume_2,Homo sapiens,Homo sapiens,female,32,NA,1200,Yakovlev Collection,transverse,LGBp,volume",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,69,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table5,Armstrong_1979,primary,Homo s.-t,Homo_volume_2,Homo sapiens,Homo sapiens,female,32,NA,1200,Yakovlev Collection,transverse,LGBm,volume",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,70,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
