Species,Measure,Value,Medium,Source_item,Study_key,superseded_by_year,kept_value
Sylvilagus floridanus,Audible_freq_high_60dB.kHz,56.4940472440078,air,Koay_etal_1998_Figure6,heffner1995|r,2020,56.0
