Species,meany.o,meanx.o,sd.o,skew.o,kurt.o,meany.d,meanx.d,sd.d,skew.d,kurt.d,source
Macaca fascicularis,1.1103000000000001,0.45600000000000002,-0.96640000000000004,-0.37109999999999999,0.86080000000000001,-1.4338,0.54659999999999997,0.1008,-0.5343,0.2482,Sherwood_etal_2004_I
Papio anubis,0.83899999999999997,1.3629,0.88939999999999997,-1.7422,-0.30209999999999998,-0.3579,0.39090000000000003,2.5303,-0.61950000000000005,-2.7462,Sherwood_etal_2004_I
Pongo pygmaeus,-0.68069999999999997,-0.32900000000000001,-0.41570000000000001,0.42649999999999999,0.2162,0.60119999999999996,0.46539999999999998,-0.1575,-0.1845,-0.053199999999999997,Sherwood_etal_2004_I
Gorilla gorilla,-1.3484,-1.5759000000000001,1.3694,1.4595,-0.94769999999999999,0.94069999999999998,-1.6839,-0.97430000000000005,1.4597,0.73719999999999997,Sherwood_etal_2004_I
Pan troglodytes,0.24759999999999999,-0.41760000000000003,0.68410000000000004,0.2545,-1.1899,0.1673,-0.54390000000000005,0.48159999999999997,0.37930000000000003,-0.3659,Sherwood_etal_2004_I
Homo sapiens,-0.3034,0.95699999999999996,-0.63300000000000001,-0.7127,0.78120000000000001,0.62050000000000005,0.74709999999999999,-0.7661,-0.54330000000000001,0.68269999999999997,Sherwood_etal_2004_I
