Species,measure_class,Measure,Team,role,Value
Arctocebus calabarensis,hand_morphology,log10_ip4_mm,Baker,primary,0.768175445955215
Arctocebus calabarensis,hand_morphology,log10_mc3_mm,Baker,primary,0.9063350418050909
Arctocebus calabarensis,hand_morphology,log10_mc5_mm,Baker,primary,0.868203455637116
Arctocebus calabarensis,hand_morphology,log10_pp3_mm,Baker,primary,0.838219221907626
Ardipithecus ramidus,manipulation,Tool_use,Baker,secondary,0
Ardipithecus ramidus,hand_morphology,log10_dp1_mm,Baker,primary,1.16435285578444
Ardipithecus ramidus,hand_morphology,log10_ip3_mm,Baker,primary,1.55266821611219
Ardipithecus ramidus,hand_morphology,log10_ip4_mm,Baker,primary,1.54406804435028
Ardipithecus ramidus,hand_morphology,log10_mc1_mm,Baker,primary,1.54654266347813
Ardipithecus ramidus,hand_morphology,log10_mc4_mm,Baker,primary,1.77451696572855
Ardipithecus ramidus,hand_morphology,log10_mc5_mm,Baker,primary,1.7427251313047
Ardipithecus ramidus,hand_morphology,log10_pp1_mm,Baker,primary,1.40993312333129
Ardipithecus ramidus,hand_morphology,log10_pp3_mm,Baker,primary,1.7160033436348
Ardipithecus ramidus,hand_morphology,log10_pp4_mm,Baker,primary,1.6730209071289
Ateles ater,dexterity,Dexterity,Heffner,primary,4
Ateles ater,dexterity,Dexterity,Iwaniuk,secondary,4
Ateles belzebuth,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Ateles belzebuth,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Ateles belzebuth,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Ateles belzebuth,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Ateles belzebuth,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Ateles belzebuth,research_effort,Journal_search_article_count,Reader,primary,4
Ateles belzebuth,locomotion,Locomotor_diversity_index,Granatosky,primary,1.80198696987699
Ateles belzebuth,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Ateles belzebuth,manipulation,Tool_use,Baker,secondary,0
Ateles belzebuth,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Ateles belzebuth,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Ateles belzebuth,research_effort,Zoological_record_article_count,Reader,primary,12
Ateles belzebuth,hand_morphology,log10_ip2_mm,Baker,primary,1.34093960203808
Ateles belzebuth,hand_morphology,log10_ip3_mm,Baker,primary,1.43219937875331
Ateles belzebuth,hand_morphology,log10_ip4_mm,Baker,primary,1.38444302405878
Ateles belzebuth,hand_morphology,log10_mc1_mm,Baker,primary,1.35766809304363
Ateles belzebuth,hand_morphology,log10_mc2_mm,Baker,primary,1.66679868366617
Ateles belzebuth,hand_morphology,log10_mc3_mm,Baker,primary,1.69823107544912
Ateles belzebuth,hand_morphology,log10_mc4_mm,Baker,primary,1.70466518545453
Ateles belzebuth,hand_morphology,log10_mc5_mm,Baker,primary,1.67096907469322
Ateles belzebuth,hand_morphology,log10_pp2_mm,Baker,primary,1.5315427791822
Ateles belzebuth,hand_morphology,log10_pp3_mm,Baker,primary,1.60502476573002
Ateles belzebuth,hand_morphology,log10_pp4_mm,Baker,primary,1.57611089412084
Ateles chamek,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Ateles chamek,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Ateles chamek,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Ateles chamek,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Ateles chamek,research_effort,Journal_search_article_count,Reader,primary,1
Ateles chamek,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Ateles chamek,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Ateles chamek,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Ateles chamek,vocalization,VocalRepertoire,ManyPrimates,secondary,14
Ateles fusciceps,gait,Duty_Factor,Wimberly,primary,59.80060125
Ateles fusciceps,manipulation,Extractive_foraging,Heldstab,primary,0
Ateles fusciceps,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Ateles fusciceps,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Ateles fusciceps,gait,Foot_Posture,Wimberly,primary,plantigrade
Ateles fusciceps,gait,Gait,Wimberly,primary,DSDC
Ateles fusciceps,handedness,Handedness_index_mean,Caspar,primary,0.063
Ateles fusciceps,handedness,Handedness_strength_mean,Caspar,primary,0.798
Ateles fusciceps,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Ateles fusciceps,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Ateles fusciceps,research_effort,Journal_search_article_count,Reader,primary,2
Ateles fusciceps,manipulation,Manipulation_complexity,Heldstab,primary,1.35
Ateles fusciceps,gait,Phase,Wimberly,primary,71.24029949
Ateles fusciceps,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Ateles fusciceps,manipulation,Tool_use,Baker,secondary,0
Ateles fusciceps,manipulation,Tool_use,Heldstab,primary,0
Ateles fusciceps,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Ateles fusciceps,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Ateles fusciceps,research_effort,Zoological_record_article_count,Reader,primary,4
Ateles fusciceps,hand_morphology,log10_ip3_mm,Baker,primary,1.43021331452755
Ateles fusciceps,hand_morphology,log10_mc1_mm,Baker,primary,1.29710365014926
Ateles fusciceps,hand_morphology,log10_mc4_mm,Baker,primary,1.6937395078653
Ateles fusciceps,hand_morphology,log10_mc5_mm,Baker,primary,1.65417654187796
Ateles fusciceps,hand_morphology,log10_pp3_mm,Baker,primary,1.59565366046493
Ateles geoffroyi,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Ateles geoffroyi,gait,Duty_Factor,Wimberly,primary,60.68357468
Ateles geoffroyi,manipulation,Extractive_foraging,Heldstab,primary,0
Ateles geoffroyi,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Ateles geoffroyi,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Ateles geoffroyi,gait,Foot_Posture,Wimberly,primary,plantigrade
Ateles geoffroyi,gait,Gait,Wimberly,primary,DSDC
Ateles geoffroyi,handedness,Handedness_index_mean,Caspar,primary,0.061
Ateles geoffroyi,handedness,Handedness_strength_mean,Caspar,primary,0.829
Ateles geoffroyi,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Ateles geoffroyi,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Ateles geoffroyi,locomotion,Intermembral_index,Granatosky,primary,105
Ateles geoffroyi,research_effort,Journal_search_article_count,Reader,primary,23
Ateles geoffroyi,locomotion,Locomotor_diversity_index,Granatosky,primary,1.29373888903011
Ateles geoffroyi,manipulation,Manipulation_complexity,Heldstab,primary,2.48
Ateles geoffroyi,gait,Phase,Wimberly,primary,71.8768163
Ateles geoffroyi,behavioural_flexibility,Social_learning_report_count,Reader,primary,2
Ateles geoffroyi,manipulation,Tool_Manufacture,Baker,primary,0
Ateles geoffroyi,manipulation,Tool_use,Baker,secondary,1
Ateles geoffroyi,manipulation,Tool_use,Heldstab,primary,0
Ateles geoffroyi,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Ateles geoffroyi,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Ateles geoffroyi,manipulation,True_Tool_Use,Baker,primary,1
Ateles geoffroyi,research_effort,Zoological_record_article_count,Reader,primary,58
Ateles geoffroyi,hand_morphology,log10_ip2_mm,Baker,primary,1.32817610736
Ateles geoffroyi,hand_morphology,log10_ip3_mm,Baker,primary,1.41009882144909
Ateles geoffroyi,hand_morphology,log10_ip4_mm,Baker,primary,1.39900685243076
Ateles geoffroyi,hand_morphology,log10_mc1_mm,Baker,primary,1.37657695705651
Ateles geoffroyi,hand_morphology,log10_mc2_mm,Baker,primary,1.67669360962487
Ateles geoffroyi,hand_morphology,log10_mc3_mm,Baker,primary,1.71180722904119
Ateles geoffroyi,hand_morphology,log10_mc4_mm,Baker,primary,1.70329137811866
Ateles geoffroyi,hand_morphology,log10_mc5_mm,Baker,primary,1.67117284271508
Ateles geoffroyi,hand_morphology,log10_pp2_mm,Baker,primary,1.50528149120739
Ateles geoffroyi,hand_morphology,log10_pp3_mm,Baker,primary,1.58291742680453
Ateles geoffroyi,hand_morphology,log10_pp4_mm,Baker,primary,1.56130405702091
Ateles hybridus,handedness,Handedness_index_mean,Caspar,primary,-0.377
Ateles hybridus,handedness,Handedness_strength_mean,Caspar,primary,0.917
Ateles paniscus,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Ateles paniscus,gait,Duty_Factor,Wimberly,primary,60.59999272
Ateles paniscus,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Ateles paniscus,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Ateles paniscus,gait,Foot_Posture,Wimberly,primary,plantigrade
Ateles paniscus,gait,Gait,Wimberly,primary,DSDC
Ateles paniscus,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Ateles paniscus,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Ateles paniscus,locomotion,Intermembral_index,Granatosky,primary,105
Ateles paniscus,research_effort,Journal_search_article_count,Reader,primary,5
Ateles paniscus,locomotion,Locomotor_diversity_index,Granatosky,primary,1.76983447403569
Ateles paniscus,gait,Phase,Wimberly,primary,63.99376761
Ateles paniscus,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Ateles paniscus,manipulation,Tool_use,Baker,secondary,0
Ateles paniscus,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Ateles paniscus,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Ateles paniscus,research_effort,Zoological_record_article_count,Reader,primary,30
Ateles paniscus,hand_morphology,log10_ip3_mm,Baker,primary,1.45545396877863
Ateles paniscus,hand_morphology,log10_mc1_mm,Baker,primary,1.17983892802319
Ateles paniscus,hand_morphology,log10_mc4_mm,Baker,primary,1.7160033436348
Ateles paniscus,hand_morphology,log10_mc5_mm,Baker,primary,1.69983772586725
Ateles paniscus,hand_morphology,log10_pp3_mm,Baker,primary,1.63346845557959
Australopithecus afarensis,manipulation,Tool_use,Baker,secondary,0
Australopithecus afarensis,hand_morphology,log10_dp1_mm,Baker,primary,1.27875360095283
Australopithecus afarensis,hand_morphology,log10_dp2_mm,Baker,primary,1.13672056715641
Australopithecus afarensis,hand_morphology,log10_ip2_mm,Baker,primary,1.34830486304816
Australopithecus afarensis,hand_morphology,log10_ip3_mm,Baker,primary,1.40993312333129
Australopithecus afarensis,hand_morphology,log10_mc1_mm,Baker,primary,1.59659709562646
Australopithecus afarensis,hand_morphology,log10_mc2_mm,Baker,primary,1.79028516403324
Australopithecus afarensis,hand_morphology,log10_mc3_mm,Baker,primary,1.81157500587059
Australopithecus afarensis,hand_morphology,log10_mc4_mm,Baker,primary,1.73719264270474
Australopithecus afarensis,hand_morphology,log10_mc5_mm,Baker,primary,1.71180722904119
Australopithecus afarensis,hand_morphology,log10_pp1_mm,Baker,primary,1.41497334797082
Australopithecus afarensis,hand_morphology,log10_pp2_mm,Baker,primary,1.57287160220048
Australopithecus afarensis,hand_morphology,log10_pp3_mm,Baker,primary,1.60852603357719
Australopithecus afarensis,hand_morphology,peak_workspace,Baker,primary,-1.39794000867204
Australopithecus afarensis,hand_morphology,real_size,Baker,primary,0.380211241711606
Australopithecus afarensis,hand_morphology,relative_size,Baker,primary,-1.09691001300806
Australopithecus africanus,manipulation,Tool_use,Baker,secondary,0
Australopithecus africanus,hand_morphology,log10_mc1_mm,Baker,primary,1.56407397897715
Australopithecus africanus,hand_morphology,log10_mc2_mm,Baker,primary,1.81324730089761
Australopithecus africanus,hand_morphology,log10_mc3_mm,Baker,primary,1.73439974252057
Australopithecus africanus,hand_morphology,log10_mc5_mm,Baker,primary,1.63748972951251
Australopithecus sediba,manipulation,Tool_use,Baker,secondary,0
Australopithecus sediba,hand_morphology,log10_dp1_mm,Baker,primary,1.17897694729317
Australopithecus sediba,hand_morphology,log10_dp2_mm,Baker,primary,1.01703333929878
Australopithecus sediba,hand_morphology,log10_ip2_mm,Baker,primary,1.22010808804006
Australopithecus sediba,hand_morphology,log10_ip3_mm,Baker,primary,1.33445375115093
Australopithecus sediba,hand_morphology,log10_ip4_mm,Baker,primary,1.3096301674259
Australopithecus sediba,hand_morphology,log10_ip5_mm,Baker,primary,1.22530928172586
Australopithecus sediba,hand_morphology,log10_mc1_mm,Baker,primary,1.59549622182557
Australopithecus sediba,hand_morphology,log10_mc2_mm,Baker,primary,1.69897000433602
Australopithecus sediba,hand_morphology,log10_mc3_mm,Baker,primary,1.68394713075151
Australopithecus sediba,hand_morphology,log10_mc4_mm,Baker,primary,1.64345267648619
Australopithecus sediba,hand_morphology,log10_mc5_mm,Baker,primary,1.61909333062674
Australopithecus sediba,hand_morphology,log10_pp1_mm,Baker,primary,1.38021124171161
Australopithecus sediba,hand_morphology,log10_pp2_mm,Baker,primary,1.4983105537896
Australopithecus sediba,hand_morphology,log10_pp3_mm,Baker,primary,1.54032947479087
Australopithecus sediba,hand_morphology,log10_pp4_mm,Baker,primary,1.52374646681156
Australopithecus sediba,hand_morphology,log10_pp5_mm,Baker,primary,1.4345689040342
Australopithecus sediba,hand_morphology,peak_workspace,Baker,primary,-1.39794000867204
Australopithecus sediba,hand_morphology,real_size,Baker,primary,0.380211241711606
Australopithecus sediba,hand_morphology,relative_size,Baker,primary,-1.04575749056068
Avahi laniger,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Avahi laniger,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Avahi laniger,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Avahi laniger,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Avahi laniger,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Avahi laniger,manipulation,Tool_use,Baker,secondary,0
Avahi laniger,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Avahi laniger,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Avahi laniger,research_effort,Zoological_record_article_count,Reader,primary,10
Avahi laniger,hand_morphology,log10_ip4_mm,Baker,primary,1.14113609012074
Avahi laniger,hand_morphology,log10_mc3_mm,Baker,primary,1.34242268082221
Avahi laniger,hand_morphology,log10_mc5_mm,Baker,primary,1.31829526793591
Avahi laniger,hand_morphology,log10_pp3_mm,Baker,primary,1.26007138798507
Avahi laniger,hand_morphology,peak_workspace,Baker,primary,-1.61978875828839
Avahi laniger,hand_morphology,real_size,Baker,primary,0.869231719730976
Avahi laniger,hand_morphology,relative_size,Baker,primary,-0.958607314841775
Avahi occidentalis,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Avahi occidentalis,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Avahi occidentalis,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Avahi occidentalis,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Avahi occidentalis,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Avahi occidentalis,locomotion,Locomotor_diversity_index,Granatosky,primary,1.14885486473691
Avahi occidentalis,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Avahi occidentalis,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Avahi occidentalis,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Avahi occidentalis,research_effort,Zoological_record_article_count,Reader,primary,6
Bison bison,gait,Duty_Factor,Wimberly,primary,71
Bison bison,gait,Foot_Posture,Wimberly,primary,unguligrade
Bison bison,gait,Gait,Wimberly,primary,LSLC
Bison bison,gait,Phase,Wimberly,primary,16
Bos taurus,gait,Duty_Factor,Wimberly,primary,69
Bos taurus,gait,Foot_Posture,Wimberly,primary,unguligrade
Bos taurus,gait,Gait,Wimberly,primary,LSDC
Bos taurus,gait,Phase,Wimberly,primary,29
Brachyteles arachnoides,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Brachyteles arachnoides,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Brachyteles arachnoides,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Brachyteles arachnoides,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Brachyteles arachnoides,research_effort,Journal_search_article_count,Reader,primary,15
Brachyteles arachnoides,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Brachyteles arachnoides,manipulation,Tool_use,Baker,secondary,0
Brachyteles arachnoides,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Brachyteles arachnoides,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Brachyteles arachnoides,research_effort,Zoological_record_article_count,Reader,primary,57
Brachyteles arachnoides,hand_morphology,log10_ip3_mm,Baker,primary,1.47769992833213
