status,row_index,table,specimen,species_file,species_csv,positional_species_agree,value_match_found,value_specimen,positional_eq_value_match,n_measure_mismatch,brain_cmp,cerebellum_cmp,vermis_cmp,hemisphere_cmp,species_key,sig,species_key_csv2,sample,brain_csv_txt,cerebellum_csv_txt,vermis_csv_txt,hemisphere_csv_txt,brain_csv,cerebellum_csv,vermis_csv,hemisphere_csv,sig_csv2,csv_row,value_table,brain_match,cerebellum_match,vermis_match,hemisphere_match
matched_positionally,67,Table1,Pan troglodytes (Lulu),Pan troglodytes,Pan troglodytes,TRUE,TRUE,Pan troglodytes (Lulu),TRUE,0,282.7,45,6.1,38.9,pan troglodytes,282.7|45.0|6.1|38.9,pan troglodytes,Yerkes,282.7,45,6.1,38.9,282.7,45,6.1,38.9,282.7|45.0|6.1|38.9,67,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,68,Table1,Pan troglodytes (Mary),Pan troglodytes,Pan troglodytes,TRUE,TRUE,Pan troglodytes (Mary),TRUE,0,328.6,39.6,4,35.6,pan troglodytes,328.6|39.6|4.0|35.6,pan troglodytes,Yerkes,328.6,39.6,4,35.6,328.6,39.6,4,35.6,328.6|39.6|4.0|35.6,68,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,69,Table1,Pan troglodytes (Panzee),Pan troglodytes,Pan troglodytes,TRUE,TRUE,Pan troglodytes (Panzee),TRUE,0,317.8999999999999,46.1,4.7,41.4,pan troglodytes,317.9|46.1|4.7|41.4,pan troglodytes,Yerkes,317.9,46.1,4.7,41.4,317.9,46.1,4.7,41.4,317.9|46.1|4.7|41.4,69,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,70,Table1,Pongo pygmaeus(Hati),Pongo pygmaeus,Pongo pygmaeus,TRUE,TRUE,Pongo pygmaeus(Hati),TRUE,0,343,42.7,4.7,38,pongo pygmaeus,343.0|42.7|4.7|38.0,pongo pygmaeus,Yerkes,343,42.7,4.7,38,343,42.7,4.7,38,343.0|42.7|4.7|38.0,70,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,71,Table1,Pongo pygmaeus(Mentubar),Pongo pygmaeus,Pongo pygmaeus,TRUE,TRUE,Pongo pygmaeus(Mentubar),TRUE,0,383.2,45.2,5.1,40.1,pongo pygmaeus,383.2|45.2|5.1|40.1,pongo pygmaeus,Yerkes,383.2,45.2,5.1,40.1,383.2,45.2,5.1,40.1,383.2|45.2|5.1|40.1,71,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,72,Table1,Pongo pygmaeus(Minyak),Pongo pygmaeus,Pongo pygmaeus,TRUE,TRUE,Pongo pygmaeus(Minyak),TRUE,0,423.8,59.3,6.1,53.2,pongo pygmaeus,423.8|59.3|6.1|53.2,pongo pygmaeus,Yerkes,423.8,59.3,6.1,53.2,423.8,59.3,6.1,53.2,423.8|59.3|6.1|53.2,72,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,73,Table1,Pongo pygmaeus(Molek),Pongo pygmaeus,Pongo pygmaeus,TRUE,TRUE,Pongo pygmaeus(Molek),TRUE,0,477.5,52,4.9,47.1,pongo pygmaeus,477.5|52.0|4.9|47.1,pongo pygmaeus,Yerkes,477.5,52,4.9,47.1,477.5,52,4.9,47.1,477.5|52.0|4.9|47.1,73,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,74,Table1,Hylobates lar (Sunny),Hylobates lar,Hylobates lar,TRUE,TRUE,Hylobates lar (Sunny),TRUE,0,76.1,10.4,1.7,8.700000000000001,hylobates lar,76.1|10.4|1.7|8.7,hylobates lar,Yerkes,76.1,10.4,1.7,8.7,76.1,10.4,1.7,8.7,76.1|10.4|1.7|8.7,74,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,75,Table1,Hylobates lar (Cherokee),Hylobates lar,Hylobates lar,TRUE,TRUE,Hylobates lar (Cherokee),TRUE,0,99.7,13.5,2.4,11.1,hylobates lar,99.7|13.5|2.4|11.1,hylobates lar,Yerkes,99.7,13.5,2.4,11.1,99.7,13.5,2.4,11.1,99.7|13.5|2.4|11.1,75,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,76,Table1,Hylobates lar (Cleo),Hylobates lar,Hylobates lar,TRUE,TRUE,Hylobates lar (Cleo),TRUE,0,80,13.6,1.9,11.7,hylobates lar,80.0|13.6|1.9|11.7,hylobates lar,Yerkes,80,13.6,1.9,11.7,80,13.6,1.9,11.7,80.0|13.6|1.9|11.7,76,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,77,Table1,Hylobates lar (Buddy),Hylobates lar,Hylobates lar,TRUE,TRUE,Hylobates lar (Buddy),TRUE,0,76.3,9,1.8,7.2,hylobates lar,76.3|9.0|1.8|7.2,hylobates lar,Yerkes,76.3,9,1.8,7.2,76.3,9,1.8,7.2,76.3|9.0|1.8|7.2,77,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,78,Table1,Papio cynocephalus (B263),Papio cynocephalus,Papio cynocephalus,TRUE,TRUE,Papio cynocephalus (B263),TRUE,0,159.2,14.8,3.9,10.9,papio cynocephalus,159.2|14.8|3.9|10.9,papio cynocephalus,Yerkes,159.2,14.8,3.9,10.9,159.2,14.8,3.9,10.9,159.2|14.8|3.9|10.9,78,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,79,Table1,Papio cynocephalus (140M),Papio cynocephalus,Papio cynocephalus,TRUE,TRUE,Papio cynocephalus (140M),TRUE,0,127.4,12.4,3.3,9.1,papio cynocephalus,127.4|12.4|3.3|9.1,papio cynocephalus,Yerkes,127.4,12.4,3.3,9.1,127.4,12.4,3.3,9.1,127.4|12.4|3.3|9.1,79,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,80,Table1,Cebus apella (Binkey),Cebus apella,Cebus apella,TRUE,TRUE,Cebus apella (Binkey),TRUE,0,60.1,5.4,1.7,3.7,cebus apella,60.1|5.4|1.7|3.7,cebus apella,Yerkes,60.1,5.4,1.7,3.7,60.1,5.4,1.7,3.7,60.1|5.4|1.7|3.7,80,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,81,Table1,Cebus apella (Diva),Cebus apella,Cebus apella,TRUE,TRUE,Cebus apella (Diva),TRUE,0,55.2,5.1,1.4,3.7,cebus apella,55.2|5.1|1.4|3.7,cebus apella,Yerkes,55.2,5.1,1.4,3.7,55.2,5.1,1.4,3.7,55.2|5.1|1.4|3.7,81,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,82,Table1,Cebus apella (Andy),Cebus apella,Cebus apella,TRUE,TRUE,Cebus apella (Andy),TRUE,0,73.2,7.7,2,5.7,cebus apella,73.2|7.7|2.0|5.7,cebus apella,Yerkes,73.2,7.7,2,5.7,73.2,7.7,2,5.7,73.2|7.7|2.0|5.7,82,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,83,Table1,Cebus apella (Vincent),Cebus apella,Cebus apella,TRUE,TRUE,Cebus apella (Vincent),TRUE,0,77.3,7.6,2.2,5.5,cebus apella,77.3|7.6|2.2|5.5,cebus apella,Yerkes,77.3,7.6,2.2,5.5,77.3,7.6,2.2,5.5,77.3|7.6|2.2|5.5,83,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,84,Table1,Macaca mulatta (153C),Macaca mulatta,Macaca mulatta,TRUE,TRUE,Macaca mulatta (153C),TRUE,0,72.8,6.3,1.8,4.5,macaca mulatta,72.8|6.3|1.8|4.5,macaca mulatta,Yerkes,72.8,6.3,1.8,4.5,72.8,6.3,1.8,4.5,72.8|6.3|1.8|4.5,84,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,85,Table1,Macaca mulatta (RAI5),Macaca mulatta,Macaca mulatta,TRUE,TRUE,Macaca mulatta (RAI5),TRUE,0,82.3,7.7,2.8,4.9,macaca mulatta,82.3|7.7|2.8|4.9,macaca mulatta,Yerkes,82.3,7.7,2.8,4.9,82.3,7.7,2.8,4.9,82.3|7.7|2.8|4.9,85,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,86,Table1,Macaca mulatta (REG3),Macaca mulatta,Macaca mulatta,TRUE,TRUE,Macaca mulatta (REG3),TRUE,0,85.4,7.5,2.3,5.2,macaca mulatta,85.4|7.5|2.3|5.2,macaca mulatta,Yerkes,85.4,7.5,2.3,5.2,85.4,7.5,2.3,5.2,85.4|7.5|2.3|5.2,86,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,87,Table1,Macaca mulatta (RUL1),Macaca mulatta,Macaca mulatta,TRUE,TRUE,Macaca mulatta (RUL1),TRUE,0,84.4,7.6,2.2,5.4,macaca mulatta,84.4|7.6|2.2|5.4,macaca mulatta,Yerkes,84.4,7.6,2.2,5.4,84.4,7.6,2.2,5.4,84.4|7.6|2.2|5.4,87,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,88,Table1,Macaca mulatta (RPE1),Macaca mulatta,Macaca mulatta,TRUE,TRUE,Macaca mulatta (RPE1),TRUE,0,99.5,8.3,3,5.2,macaca mulatta,99.5|8.3|3.0|5.2,macaca mulatta,Yerkes,99.5,8.3,3,5.2,99.5,8.3,3,5.2,99.5|8.3|3.0|5.2,88,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,89,Table1,Macaca mulatta (RAK5),Macaca mulatta,Macaca mulatta,TRUE,TRUE,Macaca mulatta (RAK5),TRUE,0,NA,6,1.9,4.1,macaca mulatta,NA|6.0|1.9|4.1,macaca mulatta,Yerkes,NA,6,1.9,4.1,NA,6,1.9,4.1,NA|6.0|1.9|4.1,89,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,90,Table1,Cercocebus torquatus atys (FYF),Cercocebus torquatus atys,Cercocebus torquatus atys,TRUE,TRUE,Cercocebus torquatus atys (FYF),TRUE,0,97.9,10.6,2.9,7.7,cercocebus torquatus atys,97.9|10.6|2.9|7.7,cercocebus torquatus atys,Yerkes,97.9,10.6,2.9,7.7,97.9,10.6,2.9,7.7,97.9|10.6|2.9|7.7,90,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,91,Table1,Cercocebus torquatus atys (FSO),Cercocebus torquatus atys,Cercocebus torquatus atys,TRUE,TRUE,Cercocebus torquatus atys (FSO),TRUE,0,96.2,8.1,2.3,5.9,cercocebus torquatus atys,96.2|8.1|2.3|5.9,cercocebus torquatus atys,Yerkes,96.2,8.1,2.3,5.9,96.2,8.1,2.3,5.9,96.2|8.1|2.3|5.9,91,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,92,Table1,Cercocebus torquatus atys (FFK),Cercocebus torquatus atys,Cercocebus torquatus atys,TRUE,TRUE,Cercocebus torquatus atys (FFK),TRUE,0,97.8,7.4,1.9,5.5,cercocebus torquatus atys,97.8|7.4|1.9|5.5,cercocebus torquatus atys,Yerkes,97.8,7.4,1.9,5.5,97.8,7.4,1.9,5.5,97.8|7.4|1.9|5.5,92,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,93,Table1,Cercocebus torquatus atys (FWJ),Cercocebus torquatus atys,Cercocebus torquatus atys,TRUE,TRUE,Cercocebus torquatus atys (FWJ),TRUE,0,103.5,8.5,2.1,6.4,cercocebus torquatus atys,103.5|8.5|2.1|6.4,cercocebus torquatus atys,Yerkes,103.5,8.5,2.1,6.4,103.5,8.5,2.1,6.4,103.5|8.5|2.1|6.4,93,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,94,Table1,Saimiri sciureus (93M),Saimiri sciureus,Saimiri sciureus,TRUE,TRUE,Saimiri sciureus (93M),TRUE,0,23.6,2.1,1,1.1,saimiri sciureus,23.6|2.1|1.0|1.1,saimiri sciureus,Yerkes,23.6,2.1,1,1.1,23.6,2.1,1,1.1,23.6|2.1|1.0|1.1,94,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,95,Table1,Saimiri sciureus (93I),Saimiri sciureus,Saimiri sciureus,TRUE,TRUE,Saimiri sciureus (93I),TRUE,0,23.7,1.9,0.8,1.1,saimiri sciureus,23.7|1.9|0.8|1.1,saimiri sciureus,Yerkes,23.7,1.9,0.8,1.1,23.7,1.9,0.8,1.1,23.7|1.9|0.8|1.1,95,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,96,Table1,Saimiri sciureus (S104),Saimiri sciureus,Saimiri sciureus,TRUE,TRUE,Saimiri sciureus (S104),TRUE,0,20.8,2,0.8,1.2,saimiri sciureus,20.8|2.0|0.8|1.2,saimiri sciureus,Yerkes,20.8,2,0.8,1.2,20.8,2,0.8,1.2,20.8|2.0|0.8|1.2,96,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,97,Table1,Saimiri sciureus (S105),Saimiri sciureus,Saimiri sciureus,TRUE,TRUE,Saimiri sciureus (S105),TRUE,0,24.3,2.2,0.9,1.2,saimiri sciureus,24.3|2.2|0.9|1.2,saimiri sciureus,Yerkes,24.3,2.2,0.9,1.2,24.3,2.2,0.9,1.2,24.3|2.2|0.9|1.2,97,Table1,TRUE,TRUE,TRUE,TRUE
