"tip_label","species_sci","Genus","Family_tip","Order_tip","terminal_branch_length","root_to_tip_age","in_project"
"Rhinolophus_mossambicus_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus mossambicus","Rhinolophus","Rhinolophidae","Chiroptera",0.8076581392,318.7681516843,FALSE
"Rhinolophus_paradoxolophus_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus paradoxolophus","Rhinolophus","Rhinolophidae","Chiroptera",0.9447369027,318.7681512736,FALSE
"Rhinolophus_pearsonii_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus pearsonii","Rhinolophus","Rhinolophidae","Chiroptera",6.591474041,318.768152094,FALSE
"Rhinolophus_philippinensis_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus philippinensis","Rhinolophus","Rhinolophidae","Chiroptera",1.870235723,318.76815176493,FALSE
"Rhinolophus_pusillus_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus pusillus","Rhinolophus","Rhinolophidae","Chiroptera",1.088248711,318.7681516831,FALSE
"Rhinolophus_rex_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus rex","Rhinolophus","Rhinolophidae","Chiroptera",0.9447369027,318.7681512736,FALSE
"Rhinolophus_robinsoni_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus robinsoni","Rhinolophus","Rhinolophidae","Chiroptera",2.128818316,318.7681516834,FALSE
"Rhinolophus_rouxii_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus rouxii","Rhinolophus","Rhinolophidae","Chiroptera",4.682519172,318.768151683,FALSE
"Rhinolophus_ruwenzorii_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus ruwenzorii","Rhinolophus","Rhinolophidae","Chiroptera",1.804995223,318.7681512743,FALSE
"Rhinolophus_sedulus_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus sedulus","Rhinolophus","Rhinolophidae","Chiroptera",3.208235317,318.7681520944,FALSE
"Rhinolophus_shameli_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus shameli","Rhinolophus","Rhinolophidae","Chiroptera",1.12287939,318.7681515196,FALSE
"Rhinolophus_siamensis_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus siamensis","Rhinolophus","Rhinolophidae","Chiroptera",0.5071771659,318.7681512737,FALSE
"Rhinolophus_simulator_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus simulator","Rhinolophus","Rhinolophidae","Chiroptera",3.539475669,318.7681525037,FALSE
"Rhinolophus_sinicus_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus sinicus","Rhinolophus","Rhinolophidae","Chiroptera",2.651533129,318.768151274,FALSE
"Rhinolophus_smithersi_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus smithersi","Rhinolophus","Rhinolophidae","Chiroptera",0.3779833896,318.7681514386,FALSE
"Rhinolophus_stheno_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus stheno","Rhinolophus","Rhinolophidae","Chiroptera",1.706633146,318.7681515193,FALSE
"Rhinolophus_subrufus_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus subrufus","Rhinolophus","Rhinolophidae","Chiroptera",1.431554915,318.76815138008,FALSE
"Rhinolophus_swinnyi_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus swinnyi","Rhinolophus","Rhinolophidae","Chiroptera",3.16006738,318.7681525032,FALSE
"Rhinolophus_thomasi_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus thomasi","Rhinolophus","Rhinolophidae","Chiroptera",2.651533129,318.768151274,FALSE
"Rhinolophus_trifoliatus_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus trifoliatus","Rhinolophus","Rhinolophidae","Chiroptera",3.208235317,318.7681520944,FALSE
"Rhinolophus_virgo_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus virgo","Rhinolophus","Rhinolophidae","Chiroptera",1.96124528,318.7681514371,FALSE
"Rhinolophus_xinanzhongguoensis_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus xinanzhongguoensis","Rhinolophus","Rhinolophidae","Chiroptera",6.606876471,318.7681508648,FALSE
"Rhinolophus_yunanensis_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus yunanensis","Rhinolophus","Rhinolophidae","Chiroptera",6.591474041,318.768152094,FALSE
"Rhinopoma_hadramauticum_RHINOPOMATIDAE_CHIROPTERA","Rhinopoma hadramauticum","Rhinopoma","Rhinopomatidae","Chiroptera",2.901840449,318.768147588,FALSE
"Rhinopoma_hardwickii_RHINOPOMATIDAE_CHIROPTERA","Rhinopoma hardwickii","Rhinopoma","Rhinopomatidae","Chiroptera",1.125522675,318.768149227,FALSE
"Rhinopoma_microphyllum_RHINOPOMATIDAE_CHIROPTERA","Rhinopoma microphyllum","Rhinopoma","Rhinopomatidae","Chiroptera",2.901840449,318.768147588,FALSE
"Rhinopoma_muscatellum_RHINOPOMATIDAE_CHIROPTERA","Rhinopoma muscatellum","Rhinopoma","Rhinopomatidae","Chiroptera",1.125522675,318.768149227,FALSE
"Thyroptera_discifera_THYROPTERIDAE_CHIROPTERA","Thyroptera discifera","Thyroptera","Thyropteridae","Chiroptera",4.136761282,318.768131193,FALSE
"Thyroptera_lavali_THYROPTERIDAE_CHIROPTERA","Thyroptera lavali","Thyroptera","Thyropteridae","Chiroptera",5.536196762,318.768132873,FALSE
"Thyroptera_tricolor_THYROPTERIDAE_CHIROPTERA","Thyroptera tricolor","Thyroptera","Thyropteridae","Chiroptera",4.136761282,318.768131193,FALSE
"Antrozous_pallidus_VESPERTILIONIDAE_CHIROPTERA","Antrozous pallidus","Antrozous","Vespertilionidae","Chiroptera",6.893834314,318.7681471379,FALSE
"Arielulus_aureocollaris_VESPERTILIONIDAE_CHIROPTERA","Arielulus aureocollaris","Arielulus","Vespertilionidae","Chiroptera",0.7569327498,318.7681461947,FALSE
"Arielulus_circumdatus_VESPERTILIONIDAE_CHIROPTERA","Arielulus circumdatus","Arielulus","Vespertilionidae","Chiroptera",9.540261848,318.7681474529,FALSE
"Barbastella_barbastellus_VESPERTILIONIDAE_CHIROPTERA","Barbastella barbastellus","Barbastella","Vespertilionidae","Chiroptera",7.3525424,318.7681490278,FALSE
"Barbastella_beijingensis_VESPERTILIONIDAE_CHIROPTERA","Barbastella beijingensis","Barbastella","Vespertilionidae","Chiroptera",0.2233709285,318.7681488703,FALSE
"Barbastella_leucomelas_VESPERTILIONIDAE_CHIROPTERA","Barbastella leucomelas","Barbastella","Vespertilionidae","Chiroptera",9.730652478,318.7681480808,FALSE
"Bauerus_dubiaquercus_VESPERTILIONIDAE_CHIROPTERA","Bauerus dubiaquercus","Bauerus","Vespertilionidae","Chiroptera",6.893834314,318.7681471379,FALSE
"Chalinolobus_gouldii_VESPERTILIONIDAE_CHIROPTERA","Chalinolobus gouldii","Chalinolobus","Vespertilionidae","Chiroptera",6.068451487,318.7681508945,FALSE
"Chalinolobus_morio_VESPERTILIONIDAE_CHIROPTERA","Chalinolobus morio","Chalinolobus","Vespertilionidae","Chiroptera",6.068451487,318.7681508945,FALSE
"Chalinolobus_nigrogriseus_VESPERTILIONIDAE_CHIROPTERA","Chalinolobus nigrogriseus","Chalinolobus","Vespertilionidae","Chiroptera",4.975089027,318.7681496318,FALSE
"Chalinolobus_tuberculatus_VESPERTILIONIDAE_CHIROPTERA","Chalinolobus tuberculatus","Chalinolobus","Vespertilionidae","Chiroptera",4.975089027,318.7681496318,FALSE
"Cistugo_lesueuri_VESPERTILIONIDAE_CHIROPTERA","Cistugo lesueuri","Cistugo","Vespertilionidae","Chiroptera",0.5971426556,318.7681341891,FALSE
"Cistugo_seabrae_VESPERTILIONIDAE_CHIROPTERA","Cistugo seabrae","Cistugo","Vespertilionidae","Chiroptera",0.5971426556,318.7681341891,FALSE
"Corynorhinus_mexicanus_VESPERTILIONIDAE_CHIROPTERA","Corynorhinus mexicanus","Corynorhinus","Vespertilionidae","Chiroptera",1.043160875,318.7681493488,FALSE
"Corynorhinus_rafinesquii_VESPERTILIONIDAE_CHIROPTERA","Corynorhinus rafinesquii","Corynorhinus","Vespertilionidae","Chiroptera",7.999727832,318.7681477698,FALSE
"Corynorhinus_townsendii_VESPERTILIONIDAE_CHIROPTERA","Corynorhinus townsendii","Corynorhinus","Vespertilionidae","Chiroptera",1.043160875,318.7681493488,FALSE
"Eptesicus_bobrinskoi_VESPERTILIONIDAE_CHIROPTERA","Eptesicus bobrinskoi","Eptesicus","Vespertilionidae","Chiroptera",0.6036490816,318.7681483057,FALSE
"Eptesicus_bottae_VESPERTILIONIDAE_CHIROPTERA","Eptesicus bottae","Eptesicus","Vespertilionidae","Chiroptera",4.622265068,318.7681471379,FALSE
"Eptesicus_brasiliensis_VESPERTILIONIDAE_CHIROPTERA","Eptesicus brasiliensis","Eptesicus","Vespertilionidae","Chiroptera",0.9016761024,318.7681489048,FALSE
"Eptesicus_chiriquinus_VESPERTILIONIDAE_CHIROPTERA","Eptesicus chiriquinus","Eptesicus","Vespertilionidae","Chiroptera",0.5620190685,318.768149031,FALSE
"Eptesicus_diminutus_VESPERTILIONIDAE_CHIROPTERA","Eptesicus diminutus","Eptesicus","Vespertilionidae","Chiroptera",0.5620190685,318.768149031,FALSE
"Eptesicus_dimissus_VESPERTILIONIDAE_CHIROPTERA","Eptesicus dimissus","Eptesicus","Vespertilionidae","Chiroptera",8.890815837,318.7681483688,FALSE
"Eptesicus_furinalis_VESPERTILIONIDAE_CHIROPTERA","Eptesicus furinalis","Eptesicus","Vespertilionidae","Chiroptera",0.9016761024,318.7681489048,FALSE
"Eptesicus_fuscus_VESPERTILIONIDAE_CHIROPTERA","Eptesicus fuscus","Eptesicus","Vespertilionidae","Chiroptera",7.706114623,318.7681483999,FALSE
"Eptesicus_gobiensis_VESPERTILIONIDAE_CHIROPTERA","Eptesicus gobiensis","Eptesicus","Vespertilionidae","Chiroptera",0.6036490816,318.7681483057,FALSE
"Eptesicus_hottentotus_VESPERTILIONIDAE_CHIROPTERA","Eptesicus hottentotus","Eptesicus","Vespertilionidae","Chiroptera",3.258675025,318.7681458749,FALSE
"Eptesicus_isabellinus_VESPERTILIONIDAE_CHIROPTERA","Eptesicus isabellinus","Eptesicus","Vespertilionidae","Chiroptera",8.713253047,318.7681461909,FALSE
"Eptesicus_nasutus_VESPERTILIONIDAE_CHIROPTERA","Eptesicus nasutus","Eptesicus","Vespertilionidae","Chiroptera",0.7569327498,318.7681461947,FALSE
"Eptesicus_nilssonii_VESPERTILIONIDAE_CHIROPTERA","Eptesicus nilssonii","Eptesicus","Vespertilionidae","Chiroptera",2.648679589,318.7681470431,FALSE
"Eptesicus_pachyomus_VESPERTILIONIDAE_CHIROPTERA","Eptesicus pachyomus","Eptesicus","Vespertilionidae","Chiroptera",4.300072585,318.7681458751,FALSE
"Eptesicus_serotinus_VESPERTILIONIDAE_CHIROPTERA","Eptesicus serotinus","Eptesicus","Vespertilionidae","Chiroptera",2.648679589,318.7681470431,FALSE
"Euderma_maculatum_VESPERTILIONIDAE_CHIROPTERA","Euderma maculatum","Euderma","Vespertilionidae","Chiroptera",15.83178764,318.7681477668,FALSE
"Falsistrellus_petersi_VESPERTILIONIDAE_CHIROPTERA","Falsistrellus petersi","Falsistrellus","Vespertilionidae","Chiroptera",2.67230106,318.7681496308,FALSE
"Glauconycteris_argentata_VESPERTILIONIDAE_CHIROPTERA","Glauconycteris argentata","Glauconycteris","Vespertilionidae","Chiroptera",0.8801567171,318.768144928,FALSE
"Glauconycteris_beatrix_VESPERTILIONIDAE_CHIROPTERA","Glauconycteris beatrix","Glauconycteris","Vespertilionidae","Chiroptera",3.619032142,318.7681493479,FALSE
"Glauconycteris_egeria_VESPERTILIONIDAE_CHIROPTERA","Glauconycteris egeria","Glauconycteris","Vespertilionidae","Chiroptera",0.8801567171,318.768144928,FALSE
"Glauconycteris_poensis_VESPERTILIONIDAE_CHIROPTERA","Glauconycteris poensis","Glauconycteris","Vespertilionidae","Chiroptera",3.619032142,318.7681493479,FALSE
"Glauconycteris_variegata_VESPERTILIONIDAE_CHIROPTERA","Glauconycteris variegata","Glauconycteris","Vespertilionidae","Chiroptera",3.365683127,318.7681442959,FALSE
"Glischropus_tylopus_VESPERTILIONIDAE_CHIROPTERA","Glischropus tylopus","Glischropus","Vespertilionidae","Chiroptera",7.957383021,318.7681490318,FALSE
"Harpiocephalus_harpia_VESPERTILIONIDAE_CHIROPTERA","Harpiocephalus harpia","Harpiocephalus","Vespertilionidae","Chiroptera",1.114564543,318.7681471365,FALSE
"Harpiocephalus_mordax_VESPERTILIONIDAE_CHIROPTERA","Harpiocephalus mordax","Harpiocephalus","Vespertilionidae","Chiroptera",1.114564543,318.7681471365,FALSE
"Harpiola_isodon_VESPERTILIONIDAE_CHIROPTERA","Harpiola isodon","Harpiola","Vespertilionidae","Chiroptera",1.760749448,318.7681498839,FALSE
"Hesperoptenus_blanfordi_VESPERTILIONIDAE_CHIROPTERA","Hesperoptenus blanfordi","Hesperoptenus","Vespertilionidae","Chiroptera",9.886237769,318.7681493479,FALSE
"Hesperoptenus_tomesi_VESPERTILIONIDAE_CHIROPTERA","Hesperoptenus tomesi","Hesperoptenus","Vespertilionidae","Chiroptera",9.132827228,318.7681490309,FALSE
"Histiotus_macrotus_VESPERTILIONIDAE_CHIROPTERA","Histiotus macrotus","Histiotus","Vespertilionidae","Chiroptera",0.3669882539,318.7681471378,FALSE
"Histiotus_magellanicus_VESPERTILIONIDAE_CHIROPTERA","Histiotus magellanicus","Histiotus","Vespertilionidae","Chiroptera",0.3669882539,318.7681471378,FALSE
"Hypsugo_anchietae_VESPERTILIONIDAE_CHIROPTERA","Hypsugo anchietae","Hypsugo","Vespertilionidae","Chiroptera",3.541206346,318.768147738,FALSE
"Hypsugo_bemainty_VESPERTILIONIDAE_CHIROPTERA","Hypsugo bemainty","Hypsugo","Vespertilionidae","Chiroptera",3.541206346,318.768147738,FALSE
"Ia_io_VESPERTILIONIDAE_CHIROPTERA","Ia io","Ia","Vespertilionidae","Chiroptera",10.19460157,318.7681496619,FALSE
"Idionycteris_phyllotis_VESPERTILIONIDAE_CHIROPTERA","Idionycteris phyllotis","Idionycteris","Vespertilionidae","Chiroptera",3.03236266,318.7681493468,FALSE
"Kerivoula_hardwickii_VESPERTILIONIDAE_CHIROPTERA","Kerivoula hardwickii","Kerivoula","Vespertilionidae","Chiroptera",5.613948835,318.7681493471,FALSE
"Kerivoula_intermedia_VESPERTILIONIDAE_CHIROPTERA","Kerivoula intermedia","Kerivoula","Vespertilionidae","Chiroptera",1.343168744,318.7681502951,FALSE
"Kerivoula_kachinensis_VESPERTILIONIDAE_CHIROPTERA","Kerivoula kachinensis","Kerivoula","Vespertilionidae","Chiroptera",4.205605013,318.7681502951,FALSE
"Kerivoula_krauensis_VESPERTILIONIDAE_CHIROPTERA","Kerivoula krauensis","Kerivoula","Vespertilionidae","Chiroptera",1.343168744,318.7681502951,FALSE
"Kerivoula_lenis_VESPERTILIONIDAE_CHIROPTERA","Kerivoula lenis","Kerivoula","Vespertilionidae","Chiroptera",6.170237526,318.7681496631,FALSE
"Kerivoula_minuta_VESPERTILIONIDAE_CHIROPTERA","Kerivoula minuta","Kerivoula","Vespertilionidae","Chiroptera",3.511575713,318.7681506111,FALSE
"Kerivoula_papillosa_VESPERTILIONIDAE_CHIROPTERA","Kerivoula papillosa","Kerivoula","Vespertilionidae","Chiroptera",6.170237526,318.7681496631,FALSE
"Kerivoula_pellucida_VESPERTILIONIDAE_CHIROPTERA","Kerivoula pellucida","Kerivoula","Vespertilionidae","Chiroptera",14.79274222,318.7681490315,FALSE
"Kerivoula_picta_VESPERTILIONIDAE_CHIROPTERA","Kerivoula picta","Kerivoula","Vespertilionidae","Chiroptera",13.93429369,318.7681487151,FALSE
"Kerivoula_titania_VESPERTILIONIDAE_CHIROPTERA","Kerivoula titania","Kerivoula","Vespertilionidae","Chiroptera",4.205605013,318.7681502951,FALSE
"Kerivoula_whiteheadi_VESPERTILIONIDAE_CHIROPTERA","Kerivoula whiteheadi","Kerivoula","Vespertilionidae","Chiroptera",9.493837893,318.7681499791,FALSE
"Laephotis_botswanae_VESPERTILIONIDAE_CHIROPTERA","Laephotis botswanae","Laephotis","Vespertilionidae","Chiroptera",1.18601336,318.76814679,FALSE
"Laephotis_namibensis_VESPERTILIONIDAE_CHIROPTERA","Laephotis namibensis","Laephotis","Vespertilionidae","Chiroptera",0.9418938851,318.7681469166,FALSE
"Laephotis_wintoni_VESPERTILIONIDAE_CHIROPTERA","Laephotis wintoni","Laephotis","Vespertilionidae","Chiroptera",0.9418938851,318.7681469166,FALSE
"Lasionycteris_noctivagans_VESPERTILIONIDAE_CHIROPTERA","Lasionycteris noctivagans","Lasionycteris","Vespertilionidae","Chiroptera",12.59310422,318.7681484029,FALSE
"Lasiurus_atratus_VESPERTILIONIDAE_CHIROPTERA","Lasiurus atratus","Lasiurus","Vespertilionidae","Chiroptera",6.471655415,318.7681487191,FALSE
"Lasiurus_blossevillii_VESPERTILIONIDAE_CHIROPTERA","Lasiurus blossevillii","Lasiurus","Vespertilionidae","Chiroptera",4.3221006,318.7681468241,FALSE
"Lasiurus_borealis_VESPERTILIONIDAE_CHIROPTERA","Lasiurus borealis","Lasiurus","Vespertilionidae","Chiroptera",8.353596835,318.7681480871,FALSE
"Lasiurus_cinereus_VESPERTILIONIDAE_CHIROPTERA","Lasiurus cinereus","Lasiurus","Vespertilionidae","Chiroptera",8.872608074,318.7681480871,FALSE
"Lasiurus_ega_VESPERTILIONIDAE_CHIROPTERA","Lasiurus ega","Lasiurus","Vespertilionidae","Chiroptera",0.3614435211,318.7681474552,FALSE
"Lasiurus_egregius_VESPERTILIONIDAE_CHIROPTERA","Lasiurus egregius","Lasiurus","Vespertilionidae","Chiroptera",8.872608074,318.7681480871,FALSE
"Lasiurus_intermedius_VESPERTILIONIDAE_CHIROPTERA","Lasiurus intermedius","Lasiurus","Vespertilionidae","Chiroptera",4.686098007,318.7681471391,FALSE
"Lasiurus_seminolus_VESPERTILIONIDAE_CHIROPTERA","Lasiurus seminolus","Lasiurus","Vespertilionidae","Chiroptera",4.3221006,318.7681468241,FALSE
"Lasiurus_xanthinus_VESPERTILIONIDAE_CHIROPTERA","Lasiurus xanthinus","Lasiurus","Vespertilionidae","Chiroptera",0.3614435211,318.7681474552,FALSE
"Miniopterus_aelleni_VESPERTILIONIDAE_CHIROPTERA","Miniopterus aelleni","Miniopterus","Vespertilionidae","Chiroptera",2.099198209,318.7681485854,FALSE
"Miniopterus_australis_VESPERTILIONIDAE_CHIROPTERA","Miniopterus australis","Miniopterus","Vespertilionidae","Chiroptera",1.897451012,318.7681480165,FALSE
"Miniopterus_fraterculus_VESPERTILIONIDAE_CHIROPTERA","Miniopterus fraterculus","Miniopterus","Vespertilionidae","Chiroptera",0.6378330761,318.7681485852,FALSE
"Miniopterus_fuliginosus_VESPERTILIONIDAE_CHIROPTERA","Miniopterus fuliginosus","Miniopterus","Vespertilionidae","Chiroptera",0.1819849064,318.7681465959,FALSE
"Miniopterus_fuscus_VESPERTILIONIDAE_CHIROPTERA","Miniopterus fuscus","Miniopterus","Vespertilionidae","Chiroptera",0.1819849064,318.7681465959,FALSE
"Miniopterus_gleni_VESPERTILIONIDAE_CHIROPTERA","Miniopterus gleni","Miniopterus","Vespertilionidae","Chiroptera",1.383464194,318.7681487114,FALSE
"Miniopterus_griffithsi_VESPERTILIONIDAE_CHIROPTERA","Miniopterus griffithsi","Miniopterus","Vespertilionidae","Chiroptera",1.383464194,318.7681487114,FALSE
"Miniopterus_griveaudi_VESPERTILIONIDAE_CHIROPTERA","Miniopterus griveaudi","Miniopterus","Vespertilionidae","Chiroptera",3.521950381,318.7681480805,FALSE
"Miniopterus_inflatus_VESPERTILIONIDAE_CHIROPTERA","Miniopterus inflatus","Miniopterus","Vespertilionidae","Chiroptera",4.743840644,318.7681496585,FALSE
"Miniopterus_macrocneme_VESPERTILIONIDAE_CHIROPTERA","Miniopterus macrocneme","Miniopterus","Vespertilionidae","Chiroptera",0.6860579177,318.7681480802,FALSE
"Miniopterus_magnater_VESPERTILIONIDAE_CHIROPTERA","Miniopterus magnater","Miniopterus","Vespertilionidae","Chiroptera",2.044178054,318.7681465005,FALSE
"Miniopterus_majori_VESPERTILIONIDAE_CHIROPTERA","Miniopterus majori","Miniopterus","Vespertilionidae","Chiroptera",2.15792906,318.7681487121,FALSE
"Miniopterus_manavi_VESPERTILIONIDAE_CHIROPTERA","Miniopterus manavi","Miniopterus","Vespertilionidae","Chiroptera",0.630271187,318.7681482694,FALSE
"Miniopterus_medius_VESPERTILIONIDAE_CHIROPTERA","Miniopterus medius","Miniopterus","Vespertilionidae","Chiroptera",1.897451012,318.7681480165,FALSE
"Miniopterus_minor_VESPERTILIONIDAE_CHIROPTERA","Miniopterus minor","Miniopterus","Vespertilionidae","Chiroptera",0.6378330761,318.7681485852,FALSE
"Miniopterus_natalensis_VESPERTILIONIDAE_CHIROPTERA","Miniopterus natalensis","Miniopterus","Vespertilionidae","Chiroptera",2.903270344,318.7681483647,FALSE
"Miniopterus_petersoni_VESPERTILIONIDAE_CHIROPTERA","Miniopterus petersoni","Miniopterus","Vespertilionidae","Chiroptera",0.630271187,318.7681482694,FALSE
"Miniopterus_pusillus_VESPERTILIONIDAE_CHIROPTERA","Miniopterus pusillus","Miniopterus","Vespertilionidae","Chiroptera",0.6860579177,318.7681480802,FALSE
"Miniopterus_schreibersii_VESPERTILIONIDAE_CHIROPTERA","Miniopterus schreibersii","Miniopterus","Vespertilionidae","Chiroptera",8.04696004,318.7681468175,TRUE
"Miniopterus_tristis_VESPERTILIONIDAE_CHIROPTERA","Miniopterus tristis","Miniopterus","Vespertilionidae","Chiroptera",6.726267323,318.7681471325,FALSE
"Murina_aenea_VESPERTILIONIDAE_CHIROPTERA","Murina aenea","Murina","Vespertilionidae","Chiroptera",7.997543027,318.76814843302,FALSE
"Murina_annamitica_VESPERTILIONIDAE_CHIROPTERA","Murina annamitica","Murina","Vespertilionidae","Chiroptera",2.307870165,318.76814937902,FALSE
"Murina_aurata_VESPERTILIONIDAE_CHIROPTERA","Murina aurata","Murina","Vespertilionidae","Chiroptera",2.822952227,318.7681479896,FALSE
"Murina_bicolor_VESPERTILIONIDAE_CHIROPTERA","Murina bicolor","Murina","Vespertilionidae","Chiroptera",3.344955892,318.7681505159,FALSE
"Murina_chrysochaetes_VESPERTILIONIDAE_CHIROPTERA","Murina chrysochaetes","Murina","Vespertilionidae","Chiroptera",3.235671424,318.7681511469,FALSE
"Murina_cineracea_VESPERTILIONIDAE_CHIROPTERA","Murina cineracea","Murina","Vespertilionidae","Chiroptera",0.4329513784,318.76814969442,FALSE
"Murina_cyclotis_VESPERTILIONIDAE_CHIROPTERA","Murina cyclotis","Murina","Vespertilionidae","Chiroptera",6.399171657,318.76814742262,FALSE
"Murina_eleryi_VESPERTILIONIDAE_CHIROPTERA","Murina eleryi","Murina","Vespertilionidae","Chiroptera",2.822952227,318.7681479896,FALSE
"Murina_fionae_VESPERTILIONIDAE_CHIROPTERA","Murina fionae","Murina","Vespertilionidae","Chiroptera",6.399171657,318.76814742262,FALSE
"Murina_florium_VESPERTILIONIDAE_CHIROPTERA","Murina florium","Murina","Vespertilionidae","Chiroptera",1.760791439,318.76814780102,FALSE
"Murina_gracilis_VESPERTILIONIDAE_CHIROPTERA","Murina gracilis","Murina","Vespertilionidae","Chiroptera",1.009592541,318.7681479902,FALSE
"Murina_harpioloides_VESPERTILIONIDAE_CHIROPTERA","Murina harpioloides","Murina","Vespertilionidae","Chiroptera",1.760749448,318.7681498839,FALSE
"Murina_hilgendorfi_VESPERTILIONIDAE_CHIROPTERA","Murina hilgendorfi","Murina","Vespertilionidae","Chiroptera",8.065540357,318.7681511479,FALSE
"Murina_huttoni_VESPERTILIONIDAE_CHIROPTERA","Murina huttoni","Murina","Vespertilionidae","Chiroptera",0.3566192688,318.7681461903,FALSE
"Murina_jaintiana_VESPERTILIONIDAE_CHIROPTERA","Murina jaintiana","Murina","Vespertilionidae","Chiroptera",2.307870165,318.76814937902,FALSE
"Murina_leucogaster_VESPERTILIONIDAE_CHIROPTERA","Murina leucogaster","Murina","Vespertilionidae","Chiroptera",0.838260865,318.7681511469,FALSE
"Murina_loreliae_VESPERTILIONIDAE_CHIROPTERA","Murina loreliae","Murina","Vespertilionidae","Chiroptera",10.44102993,318.76814710562,FALSE
"Murina_peninsularis_VESPERTILIONIDAE_CHIROPTERA","Murina peninsularis","Murina","Vespertilionidae","Chiroptera",8.235538417,318.76814805362,FALSE
"Murina_pluvialis_VESPERTILIONIDAE_CHIROPTERA","Murina pluvialis","Murina","Vespertilionidae","Chiroptera",2.030964087,318.76814716902,FALSE
"Murina_puta_VESPERTILIONIDAE_CHIROPTERA","Murina puta","Murina","Vespertilionidae","Chiroptera",4.148623269,318.7681511469,FALSE
"Murina_recondita_VESPERTILIONIDAE_CHIROPTERA","Murina recondita","Murina","Vespertilionidae","Chiroptera",1.009592541,318.7681479902,FALSE
"Murina_rozendaali_VESPERTILIONIDAE_CHIROPTERA","Murina rozendaali","Murina","Vespertilionidae","Chiroptera",2.030964087,318.76814716902,FALSE
"Murina_ryukyuana_VESPERTILIONIDAE_CHIROPTERA","Murina ryukyuana","Murina","Vespertilionidae","Chiroptera",2.284888034,318.7681474545,FALSE
"Murina_shuipuensis_VESPERTILIONIDAE_CHIROPTERA","Murina shuipuensis","Murina","Vespertilionidae","Chiroptera",0.838260865,318.7681511469,FALSE
"Murina_suilla_VESPERTILIONIDAE_CHIROPTERA","Murina suilla","Murina","Vespertilionidae","Chiroptera",1.760791439,318.76814780102,FALSE
"Murina_tiensa_VESPERTILIONIDAE_CHIROPTERA","Murina tiensa","Murina","Vespertilionidae","Chiroptera",0.3566192688,318.7681461903,FALSE
"Murina_tubinaris_VESPERTILIONIDAE_CHIROPTERA","Murina tubinaris","Murina","Vespertilionidae","Chiroptera",0.4329513784,318.76814969442,FALSE
"Murina_ussuriensis_VESPERTILIONIDAE_CHIROPTERA","Murina ussuriensis","Murina","Vespertilionidae","Chiroptera",2.284888034,318.7681474545,FALSE
"Murina_walstoni_VESPERTILIONIDAE_CHIROPTERA","Murina walstoni","Murina","Vespertilionidae","Chiroptera",5.946515986,318.76814843202,FALSE
"Myotis_adversus_VESPERTILIONIDAE_CHIROPTERA","Myotis adversus","Myotis","Vespertilionidae","Chiroptera",0.4674068949,318.7681507363,FALSE
"Myotis_albescens_VESPERTILIONIDAE_CHIROPTERA","Myotis albescens","Myotis","Vespertilionidae","Chiroptera",3.70110126,318.7681497256,FALSE
"Myotis_alcathoe_VESPERTILIONIDAE_CHIROPTERA","Myotis alcathoe","Myotis","Vespertilionidae","Chiroptera",0.9892890059,318.7681490264,FALSE
"Myotis_altarium_VESPERTILIONIDAE_CHIROPTERA","Myotis altarium","Myotis","Vespertilionidae","Chiroptera",4.487062874,318.7681487159,FALSE
"Myotis_anjouanensis_VESPERTILIONIDAE_CHIROPTERA","Myotis anjouanensis","Myotis","Vespertilionidae","Chiroptera",1.228189575,318.7681499792,FALSE
"Myotis_annamiticus_VESPERTILIONIDAE_CHIROPTERA","Myotis annamiticus","Myotis","Vespertilionidae","Chiroptera",0.7378163347,318.768150105,FALSE
"Myotis_annectans_VESPERTILIONIDAE_CHIROPTERA","Myotis annectans","Myotis","Vespertilionidae","Chiroptera",5.444651681,318.7681489051,FALSE
"Myotis_atacamensis_VESPERTILIONIDAE_CHIROPTERA","Myotis atacamensis","Myotis","Vespertilionidae","Chiroptera",2.04696305,318.7681491578,FALSE
