Higher taxon;Genus;Species;Individual;Sex;Age;Date;Bout;Insertion event;Hand used to insert;Handed in with …;Position;Fingers;Location
Cebidae;Leontopithecus;rosalia;male_14;male;adult;28.01.2018;8;1;right;N.A.;Sitting;Index, Middle, Ring;Duisburg
Cebidae;Leontopithecus;rosalia;male_14;male;adult;28.01.2018;8;2;right;N.A.;Sitting;Index, Middle, Ring;Duisburg
Cebidae;Leontopithecus;rosalia;male_14;male;adult;28.01.2018;8;3;right;N.A.;Sitting;Index, Middle, Ring;Duisburg
Cebidae;Leontopithecus;rosalia;male_14;male;adult;28.01.2018;9;1;right;N.A.;Sitting;Fingers;Duisburg
Cebidae;Leontopithecus;rosalia;male_14;male;adult;28.01.2018;9;2;right;N.A.;Sitting;Fingers;Duisburg
Cebidae;Leontopithecus;rosalia;male_14;male;adult;28.01.2018;9;3;right;N.A.;Sitting;Fingers;Duisburg
Cebidae;Leontopithecus;rosalia;male_14;male;adult;28.01.2018;10;1;right;N.A.;Sitting;Index, Middle, Ring;Duisburg
Cebidae;Leontopithecus;rosalia;male_14;male;adult;28.01.2018;10;2;right;N.A.;Sitting;Fingers;Duisburg
Cebidae;Leontopithecus;rosalia;male_14;male;adult;28.01.2018;10;3;right;N.A.;Sitting;Index, Middle, Ring;Duisburg
Cebidae;Leontopithecus;rosalia;male_14;male;adult;28.01.2018;11;1;right;N.A.;Sitting;Index, Middle, Ring;Duisburg
Cebidae;Leontopithecus;rosalia;male_14;male;adult;28.01.2018;11;2;right;N.A.;Sitting;Index, Middle, Ring;Duisburg
Cebidae;Leontopithecus;rosalia;male_14;male;adult;28.01.2018;12;1;right;N.A.;Sitting;Index, Middle, Ring;Duisburg
Cebidae;Leontopithecus;rosalia;male_14;male;adult;28.01.2018;12;2;right;N.A.;Sitting;Index, Middle, Ring;Duisburg
Cebidae;Leontopithecus;rosalia;male_14;male;adult;28.01.2018;12;3;right;N.A.;Sitting;Index, Middle, Ring;Duisburg
Cebidae;Leontopithecus;rosalia;male_14;male;adult;28.01.2018;12;4;right;N.A.;Sitting;Index, Middle, Ring;Duisburg
Cebidae;Leontopithecus;rosalia;male_14;male;adult;28.01.2018;13;1;right;N.A.;Sitting;Index, Middle, Ring;Duisburg
Cebidae;Leontopithecus;rosalia;male_14;male;adult;28.01.2018;13;2;right;N.A.;Sitting;Index, Middle, Ring;Duisburg
Cebidae;Leontopithecus;rosalia;male_14;male;adult;28.01.2018;14;1;right;N.A.;Sitting;Index, Middle, Ring;Duisburg
Cebidae;Leontopithecus;rosalia;male_14;male;adult;28.01.2018;14;2;right;N.A.;Sitting;Index, Middle, Ring;Duisburg
Cebidae;Leontopithecus;rosalia;male_14;male;adult;28.01.2018;14;3;right;N.A.;Sitting;Index, Middle, Ring;Duisburg
Cebidae;Leontopithecus;rosalia;male_14;male;adult;28.01.2018;15;1;right;N.A.;Sitting;N.A.;Duisburg
Cebidae;Leontopithecus;rosalia;male_14;male;adult;28.01.2018;15;2;right;N.A.;Sitting;N.A.;Duisburg
Cebidae;Leontopithecus;rosalia;male_14;male;adult;28.01.2018;15;3;right;N.A.;Sitting;N.A.;Duisburg
Cebidae;Leontopithecus;rosalia;male_14;male;adult;28.01.2018;16;1;right;N.A.;Sitting;Fingers;Duisburg
Cebidae;Leontopithecus;rosalia;male_14;male;adult;28.01.2018;16;2;right;N.A.;Sitting;Index, Middle, Ring;Duisburg
Cebidae;Leontopithecus;rosalia;male_14;male;adult;28.01.2018;17;1;right;N.A.;Sitting;Fingers;Duisburg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;1;1;left;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;1;2;left;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;1;3;left;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;2;1;right;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;3;1;right;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;4;1;left;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;5;1;left;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;6;1;right;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;7;1;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;7;2;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;8;1;right;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;9;1;left;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;10;1;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;11;1;right;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;12;1;left;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;12;2;left;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;12;3;left;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;12;4;left;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;12;5;left;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;12;6;left;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;13;1;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;13;2;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;14;1;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;15;1;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;15;2;right;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;16;1;left;N.A.;Sitting;Index, Middle, Ring;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;16;1;left;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;17;1;left;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;18;1;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;19;1;left;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;20;1;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;20;2;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;20;3;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;20;4;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;05.07.2018;20;5;right;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;06.07.2018;21;1;left;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;06.07.2018;22;1;left;N.A.;Sitting;Middle, Ring;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;06.07.2018;22;2;left;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;Alfredo;male;adult;06.07.2018;22;3;left;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;05.07.2018;1;1;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;05.07.2018;2;1;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;05.07.2018;3;1;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;05.07.2018;4;1;left;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;05.07.2018;5;1;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;05.07.2018;6;1;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;05.07.2018;7;1;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;05.07.2018;8;1;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;05.07.2018;9;1;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;05.07.2018;10;1;right;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;05.07.2018;11;1;right;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;05.07.2018;11;2;right;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;05.07.2018;11;3;right;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;05.07.2018;11;4;right;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;05.07.2018;11;5;right;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;05.07.2018;12;1;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;05.07.2018;12;2;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;05.07.2018;13;1;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;05.07.2018;13;2;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;05.07.2018;14;1;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;05.07.2018;15;1;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;05.07.2018;16;1;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;05.07.2018;16;2;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;06.07.2018;17;1;right;N.A.;Sitting;Index, Middle;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;06.07.2018;17;2;right;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;06.07.2018;17;3;right;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;06.07.2018;18;1;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;06.07.2018;18;2;right;N.A.;Sitting;N.A.;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;06.07.2018;19;1;left;N.A.;Sitting;Fingers;Heidelberg
Cebidae;Leontopithecus;rosalia;4070;male;adult;06.07.2018;19;2;left;N.A.;Sitting;Fingers;Heidelberg
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;26.03.2019;1;1;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;26.03.2019;1;2;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;26.03.2019;2;1;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;26.03.2019;2;2;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;26.03.2019;3;1;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;26.03.2019;3;2;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;26.03.2019;3;3;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;26.03.2019;4;1;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;26.03.2019;5;1;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;26.03.2019;6;1;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;26.03.2019;7;1;right;right;Sitting;Index, Middle;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;27.03.2019;8;1;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;27.03.2019;9;1;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;27.03.2019;10;1;right;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;27.03.2019;11;1;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;27.03.2019;11;2;left;right;Sitting;Index, Middle, Ring;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;27.03.2019;12;1;left;left;Sitting;Index, Middle, Ring;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;27.03.2019;12;2;left;left;Sitting;Index, Middle, Ring;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;27.03.2019;12;3;left;left;Sitting;Index, Middle, Ring;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;27.03.2019;13;1;left;left;Sitting;Index, Middle, Ring;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;27.03.2019;14;1;left;left;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;27.03.2019;14;2;left;left;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;28.03.2019;15;1;left;right;Sitting;Index;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;28.03.2019;16;1;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;28.03.2019;16;2;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;28.03.2019;17;1;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;28.03.2019;17;2;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;28.03.2019;17;3;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;28.03.2019;18;1;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;28.03.2019;18;2;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;28.03.2019;19;1;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;28.03.2019;20;1;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;28.03.2019;20;2;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;28.03.2019;21;1;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;28.03.2019;22;1;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;28.03.2019;23;1;left;right;Sitting;Index, Middle, Ring;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;28.03.2019;24;1;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;28.03.2019;25;1;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;28.03.2019;25;2;left;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Manasuka;male;adult;28.03.2019;26;1;left;right;Sitting;Index;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;25.03.2019;1;1;left;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;25.03.2019;2;1;right;N.A.;Sitting;Fingers;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;25.03.2019;3;1;left;N.A.;Sitting;Index;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;26.03.2019;4;1;right;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;26.03.2019;4;2;right;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;26.03.2019;5;1;right;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;26.03.2019;6;1;right;right;Sitting;Index, Middle;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;26.03.2019;7;1;left;right;Sitting;Index;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;26.03.2019;8;1;right;right;Sitting;Index;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;26.03.2019;9;1;right;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;26.03.2019;10;1;right;right;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;11;1;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;11;2;right;N.A.;Sitting;Index;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;11;3;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;11;4;right;N.A.;Sitting;Index, Middle, Ring;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;11;5;right;N.A.;Sitting;Index, Middle, Ring;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;12;1;right;N.A.;Sitting;Index, Middle;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;12;2;right;N.A.;Sitting;Index, Middle;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;12;3;right;N.A.;Sitting;Index, Middle;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;13;1;right;N.A.;Sitting;Index, Middle;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;13;2;right;N.A.;Sitting;Index, Middle, Ring;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;14;1;right;N.A.;Sitting;Index, Middle;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;14;2;right;N.A.;Sitting;Index, Middle;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;14;3;right;N.A.;Sitting;Index, Middle, Ring;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;14;4;right;N.A.;Sitting;Index, Middle;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;15;1;right;N.A.;Sitting;Index, Middle, Ring;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;16;1;right;N.A.;Sitting;Index, Middle;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;16;2;right;N.A.;Sitting;Index, Middle;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;16;3;right;N.A.;Sitting;Index, Middle;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;17;1;right;N.A.;Sitting;Index, Middle;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;18;1;right;N.A.;Sitting;Index, Middle;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;18;2;right;N.A.;Sitting;Index, Middle, Ring;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;19;1;right;N.A.;Sitting;Index, Middle, Ring;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;20;1;right;N.A.;Sitting;Index, Middle, Ring;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;21;1;right;N.A.;Sitting;Index, Middle, Ring;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;21;2;right;N.A.;Sitting;Index, Middle;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;23;1;right;N.A.;Sitting;Index, Middle, Ring;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;24;1;right;N.A.;Sitting;Index, Middle;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;24;2;right;N.A.;Sitting;Index, Middle;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;24;3;right;N.A.;Sitting;Index, Middle, Ring;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;25;1;right;N.A.;Sitting;Fingers;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;25;2;right;N.A.;Sitting;Fingers;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;25;3;right;N.A.;Sitting;Fingers;Basel
Cercopithecinae;Macaca;fascicularis;Kera;male;adult;27.03.2019;25;4;right;N.A.;Sitting;Fingers;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;1;1;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;1;2;right;N.A.;Sitting;Index, Middle;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;2;1;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;3;1;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;3;2;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;4;1;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;5;2;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;6;1;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;7;1;left;N.A.;Sitting;Index;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;8;1;left;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;9;1;left;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;9;2;left;N.A.;Sitting;Hand;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;10;1;left;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;11;1;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;12;1;left;N.A.;Sitting;Index;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;13;1;left;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;14;1;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;15;1;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;15;2;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;15;3;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;16;1;left;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;16;2;left;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;17;1;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;17;2;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;17;3;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;18;1;left;N.A.;Sitting;Index, Middle;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;19;1;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;19;2;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;20;1;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;20;2;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;21;1;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;22;1;left;N.A.;Sitting;Index;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;23;1;right;N.A.;Sitting;Hand;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;24;1;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;24;2;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;25;1;left;N.A.;Sitting;Index;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;26;1;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;27;1;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;27;2;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;28;1;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;29;1;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Jari;female;adult;26.03.2019;29;2;right;N.A.;Sitting;N.A.;Basel
Cercopithecinae;Macaca;fascicularis;Emas;female;adult;26.03.2019;1;1;right;N.A.;Sitting;N.A.;Basel
