Higher taxon;Genus;Species;Individual;Sex;Age;Date;Bout;Insertion event;Hand used to insert;Handed in with …;Position;Fingers;Location
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;2;8;left;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;2;9;left;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;2;10;left;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;2;11;left;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;2;12;left;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;2;13;left;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;2;14;left;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;3;1;left;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;3;2;left;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;3;3;left;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;3;4;left;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;3;5;left;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;4;1;left;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;4;2;left;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;4;3;left;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;4;4;left;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;4;5;left;N.A.;Sitting;Index, Middle;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;4;6;left;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;4;7;left;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;4;8;left;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;5;1;right;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;5;2;right;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;5;3;right;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;5;4;right;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;5;5;right;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;5;6;right;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;6;1;left;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;6;2;left;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;6;3;left;N.A.;Sitting;Index, Middle;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;6;4;left;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;7;1;left;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;7;2;left;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;7;3;left;N.A.;Sitting;Index, Middle;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;8;1;left;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;9;1;right;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Gabrun;male;adult;18.03.2019;9;2;right;N.A.;Sitting;Thumb;Cologne
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;1;1;left;N.A.;Sitting;Thumb;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;1;2;left;N.A.;Sitting;Thumb;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;1;3;left;N.A.;Sitting;Thumb;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;1;4;left;N.A.;Sitting;Thumb;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;2;1;left;N.A.;Sitting;Thumb;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;2;2;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;2;3;left;N.A.;Sitting;Thumb;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;3;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;3;2;left;N.A.;Sitting;Thumb;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;3;3;left;N.A.;Sitting;Thumb;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;3;4;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;3;5;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;3;6;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;4;1;left;N.A.;Sitting;Thumb;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;4;2;left;N.A.;Sitting;Index, Middle;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;5;1;right;N.A.;Sitting;Thumb;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;5;2;right;N.A.;Sitting;Thumb;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;6;1;right;N.A.;Sitting;Thumb;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;6;2;right;N.A.;Sitting;Thumb;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;7;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;7;2;left;N.A.;Sitting;Thumb;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;7;3;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;7;4;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;7;5;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;7;6;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;7;7;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;7;8;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;7;9;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;7;10;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;7;11;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;8;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;8;2;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;9;1;right;N.A.;Sitting;Thumb;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;10;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;11;1;left;N.A.;Sitting;Thumb;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;12;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;13;1;right;N.A.;Sitting;Index, Middle, Ring;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;14;1;left;N.A.;Sitting;Thumb;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;15;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;16;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Frieda;female;adult;28.5.18.2018;16;2;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;1;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;1;2;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;1;3;left;N.A.;Sitting;Index, Middle;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;1;4;left;N.A.;Sitting;Index, Middle, Ring;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;1;5;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;1;6;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;2;1;right;N.A.;Sitting;Index, Middle;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;3;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;3;2;left;N.A.;Sitting;Thumb;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;3;3;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;4;4;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;5;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;5;2;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;5;3;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;6;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;6;2;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;7;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;7;2;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;7;3;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;7;4;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;8;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;8;2;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;8;3;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;9;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;9;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;9;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;9;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;9;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;10;1;left;N.A.;Sitting;N.A.;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;10;2;left;N.A.;Sitting;N.A.;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;11;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Lara;female;juvenile;28.5.18.2018;12;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;1;1;right;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;1;2;right;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;1;3;right;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;1;4;right;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;2;1;right;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;2;2;right;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;3;1;right;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;3;2;right;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;3;3;right;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;4;1;left;N.A.;Sitting;Index, Middle;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;5;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;5;2;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;6;1;right;N.A.;Sitting;Index, Middle;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;6;2;right;N.A.;Sitting;Index, Middle;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;7;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;8;1;right;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;8;2;right;N.A.;Sitting;Index, Middle;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;8;3;right;N.A.;Sitting;Index, Middle;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;9;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;10;1;right;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;11;1;right;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;11;2;right;N.A.;Sitting;Index, Middle;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;11;3;right;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;12;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;13;1;right;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;14;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;15;1;right;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;16;1;left;N.A.;Sitting;Thumb;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;17;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;17;2;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;18;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;19;2;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;20;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;20;2;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;20;3;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;20;4;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;21;1;right;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;lar;Bruno;male;adult;28.5.18.2018;22;1;left;N.A.;Sitting;Index;Berlin (Tierpark)
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;1;1;left;right;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;1;2;left;right;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;1;3;left;right;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;1;4;left;right;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;2;1;left;right;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;2;2;left;right;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;2;3;left;right;Sitting;Thumb;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;2;4;left;right;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;2;5;left;right;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;2;6;left;right;Sitting;Thumb;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;2;7;left;right;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;2;8;left;right;Sitting;Thumb;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;2;9;left;right;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;2;10;left;right;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;2;11;left;right;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;2;12;left;right;Sitting;N.A.;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;2;13;left;right;Sitting;N.A.;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;2;14;left;right;Sitting;N.A.;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;2;15;left;right;Sitting;N.A.;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;2;16;left;right;Sitting;N.A.;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;2;17;left;right;Sitting;N.A.;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;2;18;left;right;Sitting;N.A.;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;2;19;left;right;Sitting;N.A.;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;2;20;left;right;Sitting;N.A.;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;2;21;left;right;Sitting;N.A.;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;2;22;left;right;Sitting;N.A.;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;3;1;right;left;Sitting;N.A.;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;3;2;right;left;Sitting;Thumb  ;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;3;3;right;left;Sitting;Thumb;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;4;1;left;left;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;02.08.2018;4;2;left;left;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;5;1;right;left;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;5;2;right;left;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;5;3;right;left;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;5;4;right;left;Sitting;Thumb;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;5;5;right;left;Sitting;Thumb;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;5;6;right;left;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;5;7;right;left;Sitting;Thumb;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;5;8;right;left;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;5;9;right;left;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;5;10;right;left;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;6;1;right;left;Sitting;Thumb;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;6;2;right;left;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;7;1;right;left;Sitting;Thumb;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;7;2;right;left;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;8;1;left;left;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;8;2;left;left;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;9;1;left;left;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;9;2;left;left;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;10;1;right;left;Sitting;Thumb;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;11;1;left;left;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;11;2;left;left;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;11;3;left;left;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;11;4;left;left;Sitting;Thumb;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;12;1;right;left;Sitting;Thumb;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;12;2;right;left;Sitting;Thumb;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;12;3;right;left;Sitting;Thumb;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;13;1;left;left;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;13;2;left;left;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;13;3;left;left;Sitting;Thumb;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;13;4;left;left;Sitting;Thumb;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;14;1;left;left;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gapag;male;adult;03.08.2018;14;2;left;left;Sitting;Thumb;Port Lympne
Hylobatidae;Hylobates;moloch;Gally;male;adult;02.08.2018;1;1;left;right;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gally;male;adult;02.08.2018;1;2;left;right;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gally;male;adult;02.08.2018;1;3;left;right;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gally;male;adult;02.08.2018;1;4;left;right;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gally;male;adult;02.08.2018;1;5;left;right;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gally;male;adult;02.08.2018;1;6;left;right;Sitting;Index;Port Lympne
Hylobatidae;Hylobates;moloch;Gally;male;adult;02.08.2018;1;7;left;right;Sitting;Index;Port Lympne
