Genus;Species;Location;Subject;Sex;Age;#insertions;Notes on insertions;#bouts;HI;AbsHI;z-score;Category;References;General notes;Clade
Mandrillus;sphinx;Dresden;Tacari;m;adult;45;NA;28;-0.022;0.02;-0.149071198;ambipreferent;this study;;Cercopithecoidea
Mandrillus;sphinx;Dresden;Napo;m;adult;48;NA;30;0.375;0.38;2.598076211;right;this study;;Cercopithecoidea
Mandrillus;sphinx;Dresden;Vuyo;m;juvenile;66;NA;28;0.758;0.76;6.154574549;right;this study;;Cercopithecoidea
Mandrillus;sphinx;Dresden;Ikela;f;adult;37;NA;22;0.297;0.3;1.80838886;ambipreferent;this study;;Cercopithecoidea
Mandrillus;sphinx;Dresden;Uzuri;f;adult;39;NA;29;0.333;0.33;2.081665999;right;this study;;Cercopithecoidea
Mandrillus;sphinx;Dresden;Vuma;m;juvenile;30;NA;8;-1;1;-5.477225575;left;this study;;Cercopithecoidea
Mandrillus;sphinx;Berlin (Zoo);Aaron;m;adult;43;NA;20;0.953;0.95;6.252441384;right;this study;;Cercopithecoidea
Mandrillus;sphinx;Berlin (Zoo);Arthur;m;adult;47;NA;30;-0.021;0.02;-0.145864991;ambipreferent;this study;;Cercopithecoidea
Nomascus;gabriellae;Mulhouse;Dakine;f;adult;34;NA;14;-0.941;0.941;-5.488;left;Caspar et al. 2018;;Hominoidea
Nomascus;gabriellae;Mulhouse;Firmine;f;adult;33;NA;13;0.758;0.758;4.352;right;Caspar et al. 2018;;Hominoidea
Nomascus;gabriellae;Mulhouse;Chloé;f;adult;74;NA;14;1;1;8.602;right;Caspar et al. 2018;;Hominoidea
Nomascus;gabriellae;Mulhouse;Dan;m;adult;33;NA;19;-0.697;0.697;-4.004;left;Caspar et al. 2018;;Hominoidea
Nomascus;gabriellae;Arnhem;Lana;f;adult;46;NA;19;-0.913;0.91;-6.192562159;left;this study;;Hominoidea
Nomascus;gabriellae;Arnhem;Bobo;m;juvenile;42;NA;20;-0.048;0.05;-0.3086067;ambipreferent;this study;;Hominoidea
Nomascus;gabriellae;Arnhem;Pip;m;juvenile;40;NA;31;0.2;0.2;1.264911064;ambipreferent;this study;;Hominoidea
Nomascus;gabriellae;Arnhem;Romek;m;adult;68;NA;31;-0.412;0.41;-3.395498751;left;this study;;Hominoidea
Nomascus;gabriellae;Doué la Fontaine;Kimi;f;adult;76;NA;9;-0.947;0.95;-8.258966419;left;this study;;Hominoidea
Nomascus;gabriellae;Doué la Fontaine;Malli;m;adult;49;NA;17;0.265;0.27;1.857142857;ambipreferent;this study;;Hominoidea
Nomascus;leucogenys;Kagoshima;Monjirou;f;adult;253;NA;31;1;1;12.37;right;Morino et al. 2017;Sitting condition, Nomascus leucogenys leucogenys;Hominoidea
Nomascus;leucogenys;Mulhouse;Anoie;f;adult;52;NA;17;-1;1;-7.211;left;Caspar et al. 2018;Nomascus (leucogenys) siki;Hominoidea
Nomascus;leucogenys;Duisburg;Sophie;f;adult;33;NA;31;-1;1;-5.745;left;Caspar et al. 2018;Nomascus leucogenys leucogenys;Hominoidea
Nomascus;leucogenys;Mulhouse;Feng-Shui;f;adult;68;NA;19;0.029;0.029;0.243;ambipreferent;Caspar et al. 2018;Nomascus (leucogenys) siki;Hominoidea
Nomascus;leucogenys;Mulhouse;Chukhao;f;adult;47;NA;27;0.149;0.149;1.021;ambipreferent;Caspar et al. 2018;Nomascus leucogenys leucogenys;Hominoidea
Nomascus;leucogenys;Duisburg;Wuki;f;adult;36;NA;33;0.28;0.28;1.667;ambipreferent;Caspar et al. 2018;Nomascus leucogenys leucogenys;Hominoidea
Nomascus;leucogenys;Mulhouse;Connie;f;adult;35;NA;23;0.429;0.429;2.535;right;Caspar et al. 2018;Nomascus leucogenys leucogenys;Hominoidea
Nomascus;leucogenys;Beijing;92-2;f;adult;NA;NA;118;0.932;0.932;NA;right;Fan et al., 2017;Nomascus leucogenys leucogenys;Hominoidea
Nomascus;leucogenys;Beijing;Y00-2;f;adult;NA;NA;333;-0.201;0.201;NA;left;Fan et al., 2017;Nomascus leucogenys leucogenys;Hominoidea
Nomascus;leucogenys;Beijing;_06-2;f;adult;NA;NA;151;-0.139;0.139;NA;ambipreferent;Fan et al., 2017;Nomascus leucogenys leucogenys;Hominoidea
Nomascus;leucogenys;Beijing;_09-2;f;adult;NA;NA;268;0.127;0.127;NA;right;Fan et al., 2017;Nomascus leucogenys leucogenys;Hominoidea
Nomascus;leucogenys;Beijing;j2012-2;f;juvenile;NA;NA;149;0.195;0.195;NA;right;Fan et al., 2017;Nomascus leucogenys leucogenys;Hominoidea
Nomascus;leucogenys;Mulhouse;Dorian;m;adult;76;NA;14;-0.947;0.947;8.259;left;Caspar et al. 2018;Nomascus (leucogenys) siki;Hominoidea
Nomascus;leucogenys;Mulhouse;Chanchi;m;adult;48;NA;9;0.9583;0.9583;6.639;right;Caspar et al. 2018;Nomascus (leucogenys) siki;Hominoidea
Nomascus;leucogenys;Beijing;93-1;m;adult;NA;NA;208;-1;1;NA;left;Fan et al., 2017;Nomascus leucogenys leucogenys;Hominoidea
Nomascus;leucogenys;Beijing;95-1;m;adult;NA;NA;297;0.347;0.347;NA;right;Fan et al., 2017;Nomascus leucogenys leucogenys;Hominoidea
Nomascus;leucogenys;Beijing;j10-1;m;adult;NA;NA;53;-0.585;0.585;NA;left;Fan et al., 2017;Nomascus leucogenys leucogenys;Hominoidea
Nomascus;leucogenys;Mulhouse;Lai Cao;m;infant;32;NA;13;-0.75;0.75;4.243;left;Caspar et al. 2018;Nomascus leucogenys leucogenys;Hominoidea
Nomascus;leucogenys;Beijing;j2012-3;m;juvenile;NA;NA;132;0.015;0.015;NA;ambipreferent;Fan et al., 2017;Nomascus leucogenys leucogenys;Hominoidea
Nomascus;leucogenys;Apeldoorn;Jiben;m;juvenile;74;NA;19;0.027;0.03;0.232495277;ambipreferent;this study;Nomascus leucogenys leucogenys;Hominoidea
Nomascus;leucogenys;Apeldoorn;Kanak;f;adult;97;NA;17;0.402;0.4;3.959850044;right;this study;Nomascus leucogenys leucogenys;Hominoidea
Nomascus;leucogenys;Apeldoorn;Yuxi;m;adult;94;NA;18;0.574;0.57;5.56967473;right;this study;Nomascus leucogenys leucogenys;Hominoidea
Nomascus;leucogenys;Frankfurt;Elliot;f;adult;47;NA;16;0.489;0.49;3.354894804;right;this study;Nomascus leucogenys leucogenys;Hominoidea
Nomascus;leucogenys;Osnabrück;Otti;m;adult;46;NA;30;-1;1;-6.782329983;left;this study;Nomascus leucogenys leucogenys;Hominoidea
Nomascus;leucogenys;Osnabrück;Lena;f;adult;72;NA;10;0.861;0.86;7.306770072;right;this study;Nomascus leucogenys leucogenys;Hominoidea
Nomascus;leucogenys;Osnabrück;female_1;f;adult;83;NA;10;-1;1;-9.110433579;left;this study;Nomascus leucogenys leucogenys;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;banja;f;adult;NA;# insertions > 30;NA;0.277;0.277;6.800765736;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;chipita;f;adult;NA;# insertions > 30;NA;-0.157;0.157;-2.240448134;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;daniela;f;adult;NA;# insertions > 30;NA;0.945;0.945;14.02335714;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;diatou;f;adult;NA;# insertions > 30;NA;-0.553;0.553;-9.138935743;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;jill;f;adult;NA;# insertions > 30;NA;0.985;0.985;25.22206255;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;kichele;f;adult;NA;# insertions > 30;NA;0.387;0.387;6.697263123;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;kombote;f;adult;NA;# insertions > 30;NA;-0.192;0.192;-3.035786554;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;lina;f;adult;NA;# insertions > 30;NA;-0.594;0.594;-9.404796606;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;lomela;f;adult;NA;# insertions > 30;NA;-0.588;0.588;-13.71988681;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;zuani;f;adult;NA;# insertions > 30;NA;-0.452;0.452;-11.2450706;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;beni;f;adult;NA;# insertions > 30;NA;0.053333333;0.053333333;0.923760431;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;etumbe;f;adult;NA;# insertions > 30;NA;0.818181818;0.818181818;7.675225789;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;isiro;f;adult;NA;# insertions > 30;NA;0.40625;0.40625;5.629165125;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;kalina;f;adult;NA;# insertions > 30;NA;-0.208633094;0.208633094;-2.459747896;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;maya;f;adult;NA;# insertions > 30;NA;0.287272727;0.287272727;4.763879244;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;mimia;f;adult;NA;# insertions > 30;NA;-0.862068966;0.862068966;-13.92715036;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;opala;f;adult;NA;# insertions > 30;NA;-0.364485981;0.364485981;-3.770272307;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;salonga;f;adult;NA;# insertions > 30;NA;-0.096446701;0.096446701;-1.35369395;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;semendwa;f;adult;NA;# insertions > 30;NA;0.628865979;0.628865979;8.759089535;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;tshilomb;f;adult;NA;# insertions > 30;NA;0.446153846;0.446153846;3.597007303;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;Kuni;f;adult;NA;# insertions > 30;NA;-0.46;0.46;-4.35;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;Lorel;f;adult;NA;# insertions > 30;NA;-0.81;0.81;-5.34;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;Lori;f;adult;NA;# insertions > 30;NA;-0.71;0.71;-5.67;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;Matata;f;adult;NA;# insertions > 30;NA;-0.488372093;0.488372093;-4.528976475;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;Panbanis;f;adult;NA;# insertions > 30;NA;0.93495935;0.93495935;10.3692008;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;susie;f;adult;NA;# insertions > 30;NA;0.83;0.83;5.6;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;Laura;f;adult;NA;# insertions > 30;NA;-0.416666667;0.416666667;-2.886751346;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;Zomi;f;adult;NA;# insertions > 30;NA;0.88;0.88;6.222539674;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;Tamie;f;adult;NA;# insertions > 30;NA;0.857142857;0.857142857;7.171371656;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;banbo;f;juvenile;NA;# insertions > 30;NA;-0.701;0.701;-6.54E+14;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;cheka;f;juvenile;NA;# insertions > 30;NA;-0.102;0.102;-1.562266932;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;jasiri;f;juvenile;NA;# insertions > 30;NA;-0.64;0.64;-12.15789474;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;khaya;f;juvenile;NA;# insertions > 30;NA;-0.159;0.159;-2.110579412;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;kumbuka;f;juvenile;NA;# insertions > 30;NA;-0.66;0.66;-9.043629473;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;liboso;f;juvenile;NA;# insertions > 30;NA;0.74;0.74;14.6472119;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;lingala;f;juvenile;NA;# insertions > 30;NA;-0.412;0.412;-4.158619681;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;mixi;f;juvenile;NA;# insertions > 30;NA;0.14;0.14;1.545454545;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;katako;f;juvenile;NA;# insertions > 30;NA;-0.228571429;0.228571429;-2.704493615;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;likasi;f;juvenile;NA;# insertions > 30;NA;-0.794117647;0.794117647;-6.548461876;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;lisala;f;juvenile;NA;# insertions > 30;NA;0.481927711;0.481927711;6.209204206;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;lodja;f;juvenile;NA;# insertions > 30;NA;0.113402062;0.113402062;1.116880782;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;lomela;f;juvenile;NA;# insertions > 30;NA;-0.356321839;0.356321839;-4.70020787;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;lukaya;f;juvenile;NA;# insertions > 30;NA;-0.729411765;0.729411765;-9.510365862;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;maluku;f;juvenile;NA;# insertions > 30;NA;-0.253012048;0.253012048;-3.259832208;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;mbano;f;juvenile;NA;# insertions > 30;NA;-0.083333333;0.083333333;-0.577350269;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;mwanda;f;juvenile;NA;# insertions > 30;NA;0.552941176;0.552941176;5.097865759;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;nioki;f;juvenile;NA;# insertions > 30;NA;1;1;12.80624847;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;sake;f;juvenile;NA;# insertions > 30;NA;-0.347826087;0.347826087;-4.086031348;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;tshillen;f;juvenile;NA;# insertions > 30;NA;0.285714286;0.285714286;2.828427125;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;yolo;f;juvenile;NA;# insertions > 30;NA;1;1;7;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;Elikiya;f;juvenile;NA;# insertions > 30;NA;0.333333333;0.333333333;2.886751346;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;Lexie;f;juvenile;NA;# insertions > 30;NA;0.2;0.2;1.61;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;Lily;f;juvenile;NA;# insertions > 30;NA;-0.93;0.93;-10.37;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;Lucy;f;juvenile;NA;# insertions > 30;NA;0.82;0.82;8.2;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;Muhdeblu;f;juvenile;NA;# insertions > 30;NA;-0.6;0.6;-4.24;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;jo-t;f;juvenile;NA;# insertions > 30;NA;-0.21;0.21;-1.51;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;kimia;f;juvenile;NA;# insertions > 30;NA;0.7;0.7;4.43;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;lola;f;juvenile;NA;# insertions > 30;NA;0.96;0.96;6.64;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;unga;f;juvenile;NA;# insertions > 30;NA;0.02;0.02;0.13;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;Faith;f;juvenile;NA;# insertions > 30;NA;-0.12;0.12;-0.848528137;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;Deadre;f;juvenile;NA;# insertions > 30;NA;0.542857143;0.542857143;4.541868715;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;Claudine;f;juvenile;NA;# insertions > 30;NA;-0.166666667;0.166666667;-1.290994449;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;Hannah;f;juvenile;NA;# insertions > 30;NA;-0.2;0.2;-0.774596669;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;Hannnah;f;juvenile;NA;# insertions > 30;NA;-0.655172414;0.655172414;-3.528211425;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;jasongo;m;adult;NA;# insertions > 30;NA;1;1;12.08304597;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;kakowet;m;adult;NA;# insertions > 30;NA;0.029;0.029;0.450909638;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;keke;m;adult;NA;# insertions > 30;NA;0.913;0.913;16.90041144;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;kirembo;m;adult;NA;# insertions > 30;NA;0.931;0.931;12.24060333;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;mwindu;m;adult;NA;# insertions > 30;NA;0.289;0.289;4.463238969;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;zorba;m;adult;NA;# insertions > 30;NA;0.965;0.965;17.7602021;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;keza;m;adult;NA;# insertions > 30;NA;0.287356322;0.287356322;2.680281337;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;makali;m;adult;NA;# insertions > 30;NA;0.613924051;0.613924051;10.91335264;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;manono;m;adult;NA;# insertions > 30;NA;0.536231884;0.536231884;6.299298328;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;max;m;adult;NA;# insertions > 30;NA;0.522222222;0.522222222;7.006346329;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;tatango;m;adult;NA;# insertions > 30;NA;-0.341614907;0.341614907;-4.334607234;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;tembo;m;adult;NA;# insertions > 30;NA;-0.090361446;0.090361446;-1.6464639;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;Akili;m;adult;NA;# insertions > 30;NA;0.26;0.26;2.4;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;Jumanji;m;adult;NA;# insertions > 30;NA;0.73;0.73;5.99;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;Kanzi;m;adult;NA;# insertions > 30;NA;0.684210526;0.684210526;5.964809081;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;Mabruki;m;adult;NA;# insertions > 30;NA;1;1;8.25;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;jimmy;m;adult;NA;# insertions > 30;NA;-0.78;0.78;-5.22;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;maico;m;adult;NA;# insertions > 30;NA;-0.64;0.64;-4.53;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;toby;m;adult;NA;# insertions > 30;NA;1;1;8.43;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;Makanza;m;adult;NA;# insertions > 30;NA;1;1;6.92820323;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;Vieje;m;adult;NA;# insertions > 30;NA;-0.449275362;0.449275362;-3.731961446;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;Lody;m;adult;NA;# insertions > 30;NA;-0.789473684;0.789473684;-6.882472016;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;Zuri;m;adult;NA;# insertions > 30;NA;-0.658536585;0.658536585;-4.216691571;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;david;m;juvenile;NA;# insertions > 30;NA;-0.914;0.914;-12.42512711;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;diwani;m;juvenile;NA;# insertions > 30;NA;-0.918;0.918;-18.1827458;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;louisoko;m;juvenile;NA;# insertions > 30;NA;0.927;0.927;10.85034225;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;lucuma;m;juvenile;NA;# insertions > 30;NA;-0.489;0.489;-3.354894804;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;luo;m;juvenile;NA;# insertions > 30;NA;-0.429;0.429;-3.401680257;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;api;m;juvenile;NA;# insertions > 30;NA;-0.298701299;0.298701299;-2.621093259;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;bili;m;juvenile;NA;# insertions > 30;NA;-0.27014218;0.27014218;-3.924041828;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;bisengo;m;juvenile;NA;# insertions > 30;NA;-0.176470588;0.176470588;-0.727606875;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;boende;m;juvenile;NA;# insertions > 30;NA;-0.333333333;0.333333333;-2.828427125;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;bolobo;m;juvenile;NA;# insertions > 30;NA;0.49122807;0.49122807;5.244880545;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;boyoma;m;juvenile;NA;# insertions > 30;NA;0.953488372;0.953488372;6.252441384;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;dilolo;m;juvenile;NA;# insertions > 30;NA;0.333333333;0.333333333;3.511884584;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;eleke;m;juvenile;NA;# insertions > 30;NA;-0.25203252;0.25203252;-2.795175867;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;fizi;m;juvenile;NA;# insertions > 30;NA;-0.406779661;0.406779661;-4.418758166;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;ilebo;m;juvenile;NA;# insertions > 30;NA;-0.164750958;0.164750958;-2.661633181;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;kasongo;m;juvenile;NA;# insertions > 30;NA;-0.810526316;0.810526316;-7.900033311;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;kikongo;m;juvenile;NA;# insertions > 30;NA;0.222222222;0.222222222;2.666666667;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;kubulu;m;juvenile;NA;# insertions > 30;NA;-1;1;-7.745966692;left;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;luozi;m;juvenile;NA;# insertions > 30;NA;0.670588235;0.670588235;8.743400873;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;mabali;m;juvenile;NA;# insertions > 30;NA;0.348837209;0.348837209;2.287478555;right;Hopkins et al., 2011;;Hominoidea
Pan;paniscus;see Hopkins et al., 2011;maniema;m;juvenile;NA;# insertions > 30;NA;0.807017544;0.807017544;8.616589467;right;Hopkins et al., 2011;;Hominoidea
