"Species","measure_class","Measure","Units","Value","Value_median","n_sources","n_teams","n_teams_primary","primary_used","Teams","roles","basis","value_min","value_max"
"Podomys floridanus","mass","Brain_Mass_mass_or_volume","g",0.94,0.94,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.94,0.94
"Poecilogale albinucha","mass","Brain_Mass_mass_or_volume","g",4.5,4.5,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",4.5,4.5
"Pogonomelomys sevia","mass","Brain_Mass_mass_or_volume","g",1.49,1.49,1,1,0,FALSE,"Boddy","secondary","mass_or_volume_mixed",1.49,1.49
"Pogonomys macrourus","mass","Brain_Mass_mass_or_volume","g",1.43,1.43,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1.43,1.43
"Pogonomys sylvestris","mass","Brain_Mass_mass_or_volume","g",1.13,1.13,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1.13,1.13
"Pongo","mass","Brain_Mass_from_volume_or_ecv","g",433.13,433.13,1,1,1,TRUE,"Weaver","primary","mass_from_volume_or_ecv",433.13,433.13
"Pongo pygmaeus","mass","Brain_Mass_mass_or_volume","g",341.99,341.9899,27,3,0,FALSE,"Boddy; Burger; DeCasien","secondary","mass_or_volume_mixed",267,422
"Pongo pygmaeus","mass","Brain_Mass_measured","g",376.6112,376.6112,10,5,1,TRUE,"Krompecher; Lewitus; Sherwood; Zilles; deSousa","primary; secondary","mass_compilation_unspecified; mass_fresh; mass_unspecified",316,440
"Pongo pymaeus","mass","Brain_Mass_measured","g",404.5,404.5,2,1,0,FALSE,"Zilles","secondary","mass_fresh",369,440
"Pongo sp.","mass","Brain_Mass_mass_or_volume","g",389.495,389.495,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",389.495,389.495
"Pongo sp.","mass","Brain_Mass_measured","g",345.9,345.9,85,2,1,TRUE,"Stephan_collection; Zilles","primary; secondary","mass_compilation_unspecified; mass_unspecified",79.7,470
"Pontoporia blainvillei","mass","Brain_Mass_measured","g",220,220,1,1,0,FALSE,"Manger","secondary","mass_compilation_unspecified",220,220
"Potamochoerus porcus","mass","Brain_Mass_mass_or_volume","g",138,138,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",138,138
"Potamogale velox","mass","Brain_Mass_mass_or_volume","g",4.0478,4.0478,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",4.0455,4.05
"Potamogale velox","mass","Brain_Mass_measured","g",4.12,4.12,12,3,1,TRUE,"Lewitus; Stephan_collection; Zilles","primary; secondary","mass_fresh; mass_unspecified",3.7,4.7
"Potorous platyops","mass","Brain_Mass_mass_or_volume","g",6.3,6.3,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",6.3,6.3
"Potorous tridactylus","mass","Brain_Mass_mass_or_volume","g",9.53,9.53,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",9.53,9.53
"Potorous tridactylus","mass","Brain_Mass_measured","g",12.235,12.235,2,1,1,TRUE,"Pirlot","primary","mass_unspecified",12.13,12.34
"Potos flavus","mass","Brain_Mass_mass_or_volume","g",33.0775,33.0775,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",33.075,33.08
"Praomys daltoni","mass","Brain_Mass_mass_or_volume","g",0.68,0.68,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.68,0.68
"Praomys morio","mass","Brain_Mass_mass_or_volume","g",0.84,0.84,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.84,0.84
"Praomys tullbergi","mass","Brain_Mass_mass_or_volume","g",0.86,0.86,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.86,0.86
"Presbytis chrysomelas","mass","Brain_Mass_mass_or_volume","g",72.1121,72.1121,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",72.1121,72.1121
"Presbytis comata","mass","Brain_Mass_mass_or_volume","g",80.3,80.3,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",80.3,80.3
"Presbytis femoralis","mass","Brain_Mass_mass_or_volume","g",73.7357,73.7357,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",73.7357,73.7357
"Presbytis frontata","mass","Brain_Mass_mass_or_volume","g",81.0169,81.0169,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",81.0169,81.0169
"Presbytis hosei","mass","Brain_Mass_mass_or_volume","g",60,60,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",60,60
"Presbytis melalophos","mass","Brain_Mass_mass_or_volume","g",59.2,59.2,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",59.2,59.2
"Presbytis natunae","mass","Brain_Mass_mass_or_volume","g",57.19,57.19,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",57.19,57.19
"Presbytis potenziani","mass","Brain_Mass_mass_or_volume","g",57,57,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",57,57
"Presbytis rubicunda","mass","Brain_Mass_mass_or_volume","g",71.0151,71.0151,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",71.0151,71.0151
"Presbytis siamensis","mass","Brain_Mass_mass_or_volume","g",60.9421,60.9421,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",60.9421,60.9421
"Presbytis thomasi","mass","Brain_Mass_mass_or_volume","g",72.9324,72.9324,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",72.9324,72.9324
"Priodontes maximus","mass","Brain_Mass_mass_or_volume","g",81,81,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",81,81
"Prionailurus bengalensis","mass","Brain_Mass_mass_or_volume","g",29.37,29.37,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",29.37,29.37
"Prionailurus planiceps","mass","Brain_Mass_mass_or_volume","g",21.98,21.98,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",21.98,21.98
"Prionailurus rubiginosus","mass","Brain_Mass_mass_or_volume","g",18.92,18.92,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",18.92,18.92
"Prionailurus viverrinus","mass","Brain_Mass_mass_or_volume","g",46.53,46.53,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",46.53,46.53
"Prionodon linsang","mass","Brain_Mass_mass_or_volume","g",8.5,8.5,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",8.5,8.5
"Prionodon pardicolor","mass","Brain_Mass_mass_or_volume","g",9.03,9.03,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",9.03,9.03
"Procavia capensis","mass","Brain_Mass_excl_olfactory_bulb","g",16.853,16.853,1,1,1,TRUE,"HerculanoHouzel","primary","mass_excl_olfactory_bulb",16.853,16.853
"Procavia capensis","mass","Brain_Mass_mass_or_volume","g",19.4683,19.4683,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",19.4667,19.47
"Procavia capensis","mass","Brain_Mass_measured","g",15.26,15.26,4,3,2,TRUE,"Karl; Lewitus; Nudo","primary; secondary","mass_fresh; mass_specimen; mass_unspecified",12.42,19.17
"Procavia sp.","mass","Brain_Mass_mass_or_volume","g",4.317,4.317,1,1,1,TRUE,"HerculanoHouzel","primary","mass_or_volume_mixed",4.317,4.317
"Procolobus verus","mass","Brain_Mass_mass_or_volume","g",52.6004,52.6004,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",52.6004,52.6004
"Procyon cancrivorus","mass","Brain_Mass_mass_or_volume","g",61.56,61.56,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",61.56,61.56
"Procyon lotor","mass","Brain_Mass_mass_or_volume","g",41.0683,41.0683,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",41.0667,41.07
"Procyon lotor","mass","Brain_Mass_measured","g",31.87,31.87,5,3,1,TRUE,"Jacobs; Lewitus; Nudo","info; primary; secondary","mass_fresh; mass_specimen; mass_unspecified",31.87,40.02
"Proechimys brevicauda","mass","Brain_Mass_mass_or_volume","g",2.95,2.95,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",2.95,2.95
"Proechimys guyannensis","mass","Brain_Mass_excl_olfactory_bulb","g",2.078,2.078,1,1,1,TRUE,"HerculanoHouzel","primary","mass_excl_olfactory_bulb",2.078,2.078
"Proechimys semispinosus","mass","Brain_Mass_mass_or_volume","g",6.87,6.87,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",6.87,6.87
"Profelis aurata","mass","Brain_Mass_mass_or_volume","g",57.97,57.97,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",57.97,57.97
"Prolemur simus","mass","Brain_Mass_mass_or_volume","g",27.1449,27.1449,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",27.1449,27.1449
"Propithecus coquereli","mass","Brain_Mass_mass_or_volume","g",30.1941,30.1941,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",30.1941,30.1941
"Propithecus deckenii","mass","Brain_Mass_mass_or_volume","g",30.8756,30.8756,2,2,0,FALSE,"Burger; DeCasien","secondary","mass_or_volume_mixed",30.1512,31.6
"Propithecus diadema","mass","Brain_Mass_mass_or_volume","g",39.7993,39.7993,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",39.7993,39.7993
"Propithecus edwardsi","mass","Brain_Mass_mass_or_volume","g",39.5,39.5,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",39.5,39.5
"Propithecus verreauxi","mass","Brain_Mass_mass_or_volume","g",26.7,26.7,3,3,0,FALSE,"Boddy; Burger; DeCasien","secondary","mass_or_volume_mixed",26.7,26.7
"Propithecus verreauxi","mass","Brain_Mass_measured","g",26.7,26.7,10,4,1,TRUE,"Lewitus; Sherwood; Stephan_collection; Zilles","primary; secondary","mass_compilation_unspecified; mass_fresh; mass_unspecified",25.61,27.03
"Proteles cristata","mass","Brain_Mass_mass_or_volume","g",35.2,35.2,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",35.2,35.2
"Protoxerus stangeri","mass","Brain_Mass_mass_or_volume","g",11.33,11.33,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",11.33,11.33
"Psammomys obesus","mass","Brain_Mass_mass_or_volume","g",1.3,1.3,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",1.3,1.3
"Pseudantechinus bilarni","mass","Brain_Mass_mass_or_volume","g",0.65,0.65,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.65,0.65
"Pseudantechinus macdonnellensis","mass","Brain_Mass_mass_or_volume","g",0.49,0.49,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.49,0.49
"Pseudantechinus roryi","mass","Brain_Mass_mass_or_volume","g",0.42,0.42,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.42,0.42
"Pseudocheirus peregrinus","mass","Brain_Mass_mass_or_volume","g",5.1504,5.1504,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",4.52,5.7809
"Pseudocheirus peregrinus","mass","Brain_Mass_measured","g",5.27,5.27,3,1,1,TRUE,"Pirlot","primary","mass_unspecified",4.72,5.57
"Pseudochirops albertisii","mass","Brain_Mass_mass_or_volume","g",4.68,4.68,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",4.68,4.68
"Pseudochirops archeri","mass","Brain_Mass_mass_or_volume","g",5.87,5.87,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",5.87,5.87
"Pseudochirops corinnae","mass","Brain_Mass_mass_or_volume","g",5.36,5.36,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",5.36,5.36
"Pseudochirops coronatus","mass","Brain_Mass_mass_or_volume","g",5.13,5.13,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",5.13,5.13
"Pseudochirops cupreus","mass","Brain_Mass_mass_or_volume","g",7.54,7.54,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",7.54,7.54
"Pseudochirulus canescens","mass","Brain_Mass_mass_or_volume","g",1.8,1.8,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",1.8,1.8
"Pseudochirulus caroli","mass","Brain_Mass_mass_or_volume","g",3.2,3.2,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",3.2,3.2
"Pseudochirulus forbesi","mass","Brain_Mass_mass_or_volume","g",3.36,3.36,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",3.36,3.36
"Pseudochirulus herbertensis","mass","Brain_Mass_mass_or_volume","g",4.32,4.32,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",4.32,4.32
"Pseudochirulus mayeri","mass","Brain_Mass_mass_or_volume","g",2.01,2.01,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",2.01,2.01
"Pseudochirulus schlegeli","mass","Brain_Mass_mass_or_volume","g",2.8,2.8,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",2.8,2.8
"Pseudomys australis","mass","Brain_Mass_mass_or_volume","g",1.16,1.16,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1.16,1.16
"Pseudomys hermannsburgensis","mass","Brain_Mass_mass_or_volume","g",1.08,1.08,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",1.08,1.08
"Pseudorca crassidens","mass","Brain_Mass_mass_or_volume","g",4307,4307,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",4307,4307
"Pseudorca crassidens","mass","Brain_Mass_measured","g",4444.5,4444.5,1,1,0,FALSE,"Lewitus","secondary","mass_unspecified",4444.5,4444.5
"Psittacula eupatria","mass","Brain_Mass_measured","g",5.6994,5.6994,1,1,1,TRUE,"Olkowicz","primary","mass_fixed",5.6994,5.6994
"Psittacus erithacus","mass","Brain_Mass_measured","g",8.8273,8.8273,1,1,1,TRUE,"Olkowicz","primary","mass_fixed",8.8273,8.8273
"Pteromyscus pulverulentus","mass","Brain_Mass_mass_or_volume","g",3.55,3.55,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",3.55,3.55
"Pteronotus davyi","mass","Brain_Mass_mass_or_volume","g",0.315,0.315,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.31,0.32
"Pteronotus gymnonotus","mass","Brain_Mass_mass_or_volume","g",0.343,0.343,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.343,0.343
"Pteronotus gymnonotus","mass","Brain_Mass_measured","g",0.342,0.342,3,1,0,FALSE,"Zilles","secondary","mass_fresh",0.33,0.351
"Pteronotus parnelli","mass","Brain_Mass_measured","g",0.5503,0.5503,4,1,0,FALSE,"Zilles","secondary","mass_fresh",0.521,0.56
"Pteronotus parnellii","mass","Brain_Mass_mass_or_volume","g",0.5315,0.5315,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.5315,0.5315
"Pteronotus personatus","mass","Brain_Mass_mass_or_volume","g",0.234,0.234,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.234,0.234
"Pteronotus personatus","mass","Brain_Mass_measured","g",0.2433,0.2433,3,1,0,FALSE,"Zilles","secondary","mass_fresh",0.24,0.25
"Pteronura brasiliensis","mass","Brain_Mass_mass_or_volume","g",85.6,85.6,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",85.6,85.6
"Pteropus alecto","mass","Brain_Mass_mass_or_volume","g",7.0397,7.0397,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",7.0397,7.0397
"Pteropus alecto","mass","Brain_Mass_measured","g",6.9075,6.9075,2,1,0,FALSE,"Zilles","secondary","mass_fresh",6.825,6.99
"Pteropus conspicillatus","mass","Brain_Mass_mass_or_volume","g",8.35,8.35,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",8.35,8.35
"Pteropus conspicillatus","mass","Brain_Mass_measured","g",8.35,8.35,1,1,0,FALSE,"Zilles","secondary","mass_fresh",8.35,8.35
"Pteropus giganteus","mass","Brain_Mass_mass_or_volume","g",7.78,7.78,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",7.78,7.78
"Pteropus giganteus","mass","Brain_Mass_measured","g",9,9,2,1,0,FALSE,"Lewitus","secondary","mass_fresh; mass_unspecified",9,9
"Pteropus hypomelanus","mass","Brain_Mass_mass_or_volume","g",5.302,5.302,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",5.302,5.302
"Pteropus lylei","mass","Brain_Mass_mass_or_volume","g",6.1291,6.1291,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",6.1286,6.1297
"Pteropus lylei","mass","Brain_Mass_measured","g",6.1286,6.1286,7,1,0,FALSE,"Zilles","secondary","mass_fresh",5.65,6.41
"Pteropus macrotis","mass","Brain_Mass_mass_or_volume","g",6.1297,6.1297,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",6.1297,6.1297
"Pteropus mahaganus","mass","Brain_Mass_mass_or_volume","g",5.28,5.28,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",5.28,5.28
"Pteropus mahaganus","mass","Brain_Mass_measured","g",5.28,5.28,2,1,0,FALSE,"Zilles","secondary","mass_fresh",5.258,5.302
"Pteropus melanotus","mass","Brain_Mass_mass_or_volume","g",10.6,10.6,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",10.6,10.6
"Pteropus neohibernicus","mass","Brain_Mass_mass_or_volume","g",9.114,9.114,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",9.114,9.114
"Pteropus neohibernicus","mass","Brain_Mass_measured","g",9.114,9.114,2,1,0,FALSE,"Zilles","secondary","mass_fresh",7.933,10.295
"Pteropus poliocephalus","mass","Brain_Mass_mass_or_volume","g",7.2298,7.2298,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",7.2298,7.2298
"Pteropus poliocephalus","mass","Brain_Mass_measured","g",7.2258,7.2258,6,4,2,TRUE,"Changizi; Finlay; Sherwood; Zilles","primary; secondary","mass_compilation_unspecified; mass_fresh",6.932,7.527
"Pteropus rufus","mass","Brain_Mass_mass_or_volume","g",7.2757,7.2757,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",7.25,7.3014
"Pteropus samoensis","mass","Brain_Mass_mass_or_volume","g",5.792,5.792,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",5.792,5.792
"Pteropus samoensis","mass","Brain_Mass_measured","g",5.792,5.792,1,1,0,FALSE,"Zilles","secondary","mass_fresh",5.792,5.792
"Pteropus scapulatus","mass","Brain_Mass_mass_or_volume","g",5.36,5.36,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",5.36,5.36
"Pteropus scapulatus","mass","Brain_Mass_measured","g",5.41,5.41,2,1,0,FALSE,"Zilles","secondary","mass_fresh",5,5.82
"Pteropus temmincki","mass","Brain_Mass_measured","g",4.8895,4.8895,2,1,0,FALSE,"Zilles","secondary","mass_fresh",4.875,4.904
"Pteropus temminckii","mass","Brain_Mass_mass_or_volume","g",4.89,4.89,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",4.89,4.89
"Pteropus tonganus","mass","Brain_Mass_mass_or_volume","g",6.075,6.075,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",6.075,6.075
"Pteropus tonganus","mass","Brain_Mass_measured","g",6.0233,6.0233,3,1,0,FALSE,"Zilles","secondary","mass_fresh",5.88,6.305
"Pteropus vampyrus","mass","Brain_Mass_mass_or_volume","g",9.654,9.654,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",9.654,9.654
"Pteropus vampyrus","mass","Brain_Mass_measured","g",8.325,8.325,2,1,0,FALSE,"Zilles","secondary","mass_fresh",7.75,8.9
"Puma concolor","mass","Brain_Mass_mass_or_volume","g",154,154,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",154,154
"Puma yagouaroundi","mass","Brain_Mass_mass_or_volume","g",40.9,40.9,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",40.9,40.9
"Pusa caspica","mass","Brain_Mass_mass_or_volume","g",162.5,162.5,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",162.5,162.5
"Pusa hispida","mass","Brain_Mass_mass_or_volume","g",196.25,196.25,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",196.25,196.25
"Pusa sibirica","mass","Brain_Mass_mass_or_volume","g",187.5,187.5,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",187.5,187.5
"Pygathrix nemacus","mass","Brain_Mass_measured","g",69,69,1,1,0,FALSE,"Zilles","secondary","mass_fresh",69,69
"Pygathrix nemaeus","mass","Brain_Mass_mass_or_volume","g",77,77,3,3,0,FALSE,"Boddy; Burger; DeCasien","secondary","mass_or_volume_mixed",77,77
"Pygathrix nemaeus","mass","Brain_Mass_measured","g",77,77,4,3,1,TRUE,"Lewitus; Stephan_collection; Zilles","primary; secondary","mass_fresh; mass_unspecified",69,84.8333
"Pygathrix nigripes","mass","Brain_Mass_mass_or_volume","g",82.7476,82.7476,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",82.7476,82.7476
"Rabbit (Race III) (Oryctolagus cuniculus)","mass","Brain_Mass_measured","g",11.7,11.7,1,1,0,FALSE,"Krompecher","secondary","mass_unspecified",11.7,11.7
"Rabbit (Race X) (Oryctolagus cuniculus)","mass","Brain_Mass_measured","g",9.1,9.1,1,1,0,FALSE,"Krompecher","secondary","mass_unspecified",9.1,9.1
"Rangifer tarandus","mass","Brain_Mass_mass_or_volume","g",278,278,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",278,278
"Rangifer tarandus","mass","Brain_Mass_measured","g",252.9,252.9,1,1,1,TRUE,"Karl","primary","mass_specimen",252.9,252.9
"Raphicerus campestris","mass","Brain_Mass_mass_or_volume","g",51.3,51.3,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",51.3,51.3
"Raphicerus melanotis","mass","Brain_Mass_mass_or_volume","g",55,55,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",55,55
"Rattus exulans","mass","Brain_Mass_mass_or_volume","g",0.89,0.89,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.89,0.89
"Rattus fuscipes","mass","Brain_Mass_mass_or_volume","g",1.69,1.69,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1.69,1.69
"Rattus lutreolus","mass","Brain_Mass_mass_or_volume","g",1.64,1.64,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1.64,1.64
"Rattus morotaiensis","mass","Brain_Mass_mass_or_volume","g",1.92,1.92,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1.92,1.92
"Rattus niobe","mass","Brain_Mass_mass_or_volume","g",1.1,1.1,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",1.1,1.1
"Rattus nitidus","mass","Brain_Mass_mass_or_volume","g",1.7,1.7,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1.7,1.7
"Rattus norvegicus","mass","Brain_Mass_excl_olfactory_bulb","g",1.724,1.724,1,1,1,TRUE,"HerculanoHouzel","primary","mass_excl_olfactory_bulb",1.724,1.724
"Rattus norvegicus","mass","Brain_Mass_mass_or_volume","g",1.724,1.724,4,3,1,TRUE,"Boddy; Burger; HerculanoHouzel","primary; secondary","mass_or_volume_mixed",1.4,8.03
"Rattus norvegicus","mass","Brain_Mass_measured","g",1.6395,1.6395,5,4,2,TRUE,"Changizi; Garwicz; Lewitus; Nudo","primary; secondary","mass_compilation_unspecified; mass_unspecified",1.5,2.4067
"Rattus norvegicus f.d.","mass","Brain_Mass_measured","g",1.7209,1.7209,19,1,0,FALSE,"Zilles","secondary","mass_fresh",1.51,2.04
"Rattus norvegicus var.alba","mass","Brain_Mass_measured","g",1.889,1.889,1,1,0,FALSE,"Zilles","secondary","mass_fresh",1.889,1.889
"Rattus sordidus","mass","Brain_Mass_mass_or_volume","g",1.7,1.7,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1.7,1.7
"Rattus sp.","mass","Brain_Mass_measured","g",1.79,1.79,1,1,1,TRUE,"Finlay","primary","mass_compilation_unspecified",1.79,1.79
"Rattus tunneyi","mass","Brain_Mass_mass_or_volume","g",1.41,1.41,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1.41,1.41
"Rattus verecundus","mass","Brain_Mass_mass_or_volume","g",1.48,1.48,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",1.48,1.48
"Ratufa affinis","mass","Brain_Mass_mass_or_volume","g",9.85,9.85,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",9.85,9.85
"Ratufa bicolor","mass","Brain_Mass_mass_or_volume","g",11.01,11.01,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",11.01,11.01
"Ratufa indica","mass","Brain_Mass_mass_or_volume","g",11.4,11.4,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",11.4,11.4
"Redunca arundinum","mass","Brain_Mass_mass_or_volume","g",136.8,136.8,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",136.8,136.8
"Redunca fulvorufula","mass","Brain_Mass_mass_or_volume","g",109,109,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",109,109
"Redunca redunca","mass","Brain_Mass_mass_or_volume","g",123,123,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",123,123
"Regulus regulus","mass","Brain_Mass_measured","g",0.3566,0.3566,1,1,1,TRUE,"Olkowicz","primary","mass_fixed",0.3566,0.3566
"Reithrodontomys megalotis","mass","Brain_Mass_mass_or_volume","g",0.4,0.4,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.4,0.4
"Rhabdomys pumilio","mass","Brain_Mass_mass_or_volume","g",0.69,0.69,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.69,0.69
"Rhinoceros unicornis","mass","Brain_Mass_mass_or_volume","g",786,786,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",786,786
"Rhinolophus acuminatus","mass","Brain_Mass_mass_or_volume","g",0.302,0.302,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.302,0.302
"Rhinolophus affinis","mass","Brain_Mass_mass_or_volume","g",0.3475,0.3475,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.3475,0.3475
"Rhinolophus capensis","mass","Brain_Mass_mass_or_volume","g",0.256,0.256,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.256,0.256
"Rhinolophus clivosus","mass","Brain_Mass_mass_or_volume","g",0.242,0.242,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.242,0.242
"Rhinolophus coelophyllus","mass","Brain_Mass_mass_or_volume","g",0.259,0.259,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.259,0.259
"Rhinolophus cornutus","mass","Brain_Mass_mass_or_volume","g",0.194,0.194,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.194,0.194
"Rhinolophus cornutus","mass","Brain_Mass_measured","g",0.2015,0.2015,2,1,0,FALSE,"Zilles","secondary","mass_fresh",0.199,0.204
"Rhinolophus eloquens","mass","Brain_Mass_mass_or_volume","g",0.4045,0.4045,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.4045,0.4045
"Rhinolophus eloquens","mass","Brain_Mass_measured","g",0.4045,0.4045,2,1,0,FALSE,"Zilles","secondary","mass_fresh",0.373,0.436
