"Record_ID","species_sci","Species","Order","Posture","Body_mass_kg","Body_mass_g","Body_mass_ln","Body_mass_class","Top_speed_class","Locomotor_habit","Shoulder_TD_deg","Shoulder_MS_deg","Shoulder_TO_deg","Elbow_TD_deg","Elbow_MS_deg","Elbow_TO_deg","Wrist_TD_deg","Wrist_MS_deg","Wrist_TO_deg","TAE_FL_deg","Sum_RoM_FL_deg","FL_Angular_Excursion_Efficiency_pct","Hip_TD_deg","Hip_MS_deg","Hip_TO_deg","Knee_TD_deg","Knee_MS_deg","Knee_TO_deg","Ankle_TD_deg","Ankle_MS_deg","Ankle_TO_deg","TAE_HL_deg","Sum_RoM_HL_deg","HL_Angular_Excursion_Efficiency_pct","Shoulder_Angular_Excursion_deg","Elbow_Angular_Excursion_deg","Wrist_Angular_Excursion_deg","Hip_Angular_Excursion_deg","Knee_Angular_Excursion_deg","Ankle_Angular_Excursion_deg","Relation_SumRoM_FL_HL","Relation_TAE_FL_HL","Shoulder_Relative_Angular_Excursion_pct","Elbow_Relative_Angular_Excursion_pct","Wrist_Relative_Angular_Excursion_pct","Hip_Relative_Angular_Excursion_pct","Knee_Relative_Angular_Excursion_pct","Ankle_Relative_Angular_Excursion_pct","Stride_length_m","Stride_length_norm"
130,"Equus ferus caballus","Equus ferus caballus","Perissodactyla","Unguligrade",512,512000,6.23832462503951,"Very large","Fast","Cursorial",126,122,110,134,136,145,182,178,150,NA,NA,NA,89,107,107,142,134,134,203,198,187,NA,42,NA,16,11,32,18,8,16,NA,NA,NA,NA,NA,42.8571428571429,19.047619047619,38.0952380952381,0.7338,0.091725
131,"Equus ferus caballus","Equus ferus caballus","Perissodactyla","Unguligrade",250,250000,5.52146091786225,"Very large","Fast","Cursorial",100,102,105,80,115,100,160,165,120,NA,NA,NA,65,70,55,85,75,105,135,125,105,NA,75,NA,5,35,45,15,30,30,NA,NA,NA,NA,NA,20,40,40,0.7085,0.112467364531947
132,"Equus ferus caballus","Equus ferus caballus","Perissodactyla","Unguligrade",250,250000,5.52146091786225,"Very large","Fast","Cursorial",85,87,90,95,130,115,170,175,130,NA,NA,NA,75,80,65,100,90,120,150,140,120,NA,75,NA,5,35,45,15,30,30,NA,NA,NA,NA,NA,20,40,40,0.7085,0.112467364531947
133,"Equus ferus caballus","Equus ferus caballus","Perissodactyla","Unguligrade",250,250000,5.52146091786225,"Very large","Fast","Cursorial",70,72,75,110,145,130,180,185,140,NA,NA,NA,85,90,75,115,105,135,165,155,135,NA,75,NA,5,35,45,15,30,30,NA,NA,NA,NA,NA,20,40,40,0.7085,0.112467364531947
134,"Equus ferus caballus","Equus ferus caballus","Perissodactyla","Unguligrade",600,6e+05,6.39692965521615,"Very large","Fast","Cursorial",123,110,113,136,135,145,180,185,155,NA,NA,NA,113,103,117,147,132,137,150,145,160,NA,44,NA,13,10,30,14,15,15,NA,NA,NA,NA,NA,31.8181818181818,34.0909090909091,34.0909090909091,0.7293,0.0864680762321534
135,"Equus ferus caballus","Equus ferus caballus","Perissodactyla","Unguligrade",450,450000,6.10924758276437,"Very large","Fast","Cursorial",113,105,110,124,135,142,178,185,150,NA,NA,NA,117,108,113,147,132,145,152,145,155,NA,34,NA,8,18,35,9,15,10,NA,NA,NA,NA,NA,26.4705882352941,44.1176470588235,29.4117647058824,0.9649,0.125915192898794
136,"Equus ferus caballus","Equus ferus caballus","Perissodactyla","Unguligrade",600,6e+05,6.39692965521615,"Very large","Fast","Cursorial",117,107,112,125,135,140,178,185,150,NA,NA,NA,117,108,115,147,132,144,150,149,155,NA,30,NA,10,15,35,9,15,6,NA,NA,NA,NA,NA,30,50,20,0.817,0.0968660609922794
137,"Sus scrofa domestica","Sus scrofa domestica","Artiodactyla","Unguligrade",137,137000,4.91998092582813,"Very large","Slow","Terrestrial",NA,NA,NA,58,65,75,175,175,175,NA,NA,NA,NA,NA,NA,58,70,90,25,30,45,NA,52,NA,NA,17,NA,0,32,20,NA,NA,NA,NA,NA,NA,61.5384615384615,38.4615384615385,0.792,0.15363317029978
138,"Sus scrofa domestica","Sus scrofa domestica","Artiodactyla","Unguligrade",137,137000,4.91998092582813,"Very large","Slow","Terrestrial",NA,NA,NA,58,60,55,175,175,175,NA,NA,NA,NA,NA,NA,50,65,75,15,20,40,NA,50,NA,NA,5,NA,0,25,25,NA,NA,NA,NA,NA,NA,50,50,0.792,0.15363317029978
139,"Sus scrofa domestica","Sus scrofa domestica","Artiodactyla","Unguligrade",137,137000,4.91998092582813,"Very large","Slow","Terrestrial",NA,NA,NA,80,70,60,175,175,175,NA,NA,NA,NA,NA,NA,50,65,70,22,30,48,NA,46,NA,NA,20,NA,0,20,26,NA,NA,NA,NA,NA,NA,43.4782608695652,56.5217391304348,0.792,0.15363317029978
140,"Sus scrofa domestica","Sus scrofa domestica","Artiodactyla","Unguligrade",137,137000,4.91998092582813,"Very large","Slow","Terrestrial",NA,NA,NA,70,65,55,175,175,175,NA,NA,NA,NA,NA,NA,55,65,70,20,20,40,NA,35,NA,NA,15,NA,0,15,20,NA,NA,NA,NA,NA,NA,42.8571428571429,57.1428571428571,0.792,0.15363317029978
141,"Tapirus terrestris","Tapirus terrestris","Perissodactyla","Unguligrade",200,2e+05,5.29831736654804,"Very large","Medium","Terrestrial",63,44,67,106,125,145,172,192,216,58.3,106,55,45,85,99,146,153,150,165,136,163,54,90,60,23,39,44,54,7,29,1.17777777777778,1.07962962962963,21.6981132075472,36.7924528301887,41.5094339622642,60,7.77777777777778,32.2222222222222,1.29,0.220586897121294
142,"Tapirus indicus","Tapirus indicus","Perissodactyla","Unguligrade",210,210000,5.34710753071747,"Very large","Medium","Terrestrial",63,46,65,102,116,155,175,182,206,64.4,103,62.5242718446602,42,77,92,124,132,120,136,125,134,42.7,73,58.4931506849315,19,53,31,50,12,11,1.41095890410959,1.50819672131148,18.4466019417476,51.4563106796116,30.0970873786408,68.4931506849315,16.4383561643836,15.0684931506849,1.39,0.233852330337856
143,"Ceratotherium simum","Ceratotherium simum","Perissodactyla","Unguligrade",4000,4e+06,8.29404964010203,"Very large","Fast","Terrestrial",75,55,63,115,124,155,164,187,183,41,83,49.3975903614458,68,77,78,151,138,127,120,110,117,33,44,75,20,40,23,10,24,10,1.88636363636364,1.24242424242424,24.0963855421687,48.1927710843374,27.710843373494,22.7272727272727,54.5454545454545,22.7272727272727,1.53,0.0963839603169578
144,"Hippopotamus amphibius","Hippopotamus amphibius","Artiodactyla","Unguligrade",2000,2e+06,7.60090245954208,"Very large","Medium","Terrestrial",74,63,41,115,142,154,200,221,224,65,96,67.7083333333333,48,69,108,117,111,124,108,80,103,54.4,101,53.8613861386139,33,39,24,60,13,28,0.95049504950495,1.19485294117647,34.375,40.625,25,59.4059405940594,12.8712871287129,27.7227722772277,1.43,0.113499175215726
145,"Pudu puda","Pudu puda","Artiodactyla","Unguligrade",8.5,8500,2.14006616349627,"Medium","Fast","Scansorial",70,59,38,95,117,130,156,166,181,66.2,92,71.9565217391304,44,53,83,103,73,92,115,105,121,55.4,85,65.1764705882353,32,35,25,39,30,16,1.08235294117647,1.19494584837545,34.7826086956522,38.0434782608696,27.1739130434783,45.8823529411765,35.2941176470588,18.8235294117647,0.7,0.342998113520751
146,"Bos primigenius indicus","Bos primigenius indicus","Artiodactyla","Unguligrade",430,430000,6.06378520868761,"Very large","Medium","Terrestrial",61,49,62,97,115,175,160,168,179,44.6,110,40.5454545454545,42,74,97,116,124,132,117,135,148,37.5,102,36.7647058823529,13,78,19,55,16,31,1.07843137254902,1.18933333333333,11.8181818181818,70.9090909090909,17.2727272727273,53.921568627451,15.6862745098039,30.3921568627451,0.84,0.111290083314265
147,"Giraffa camelopardalis","Giraffa camelopardalis","Artiodactyla","Unguligrade",1000,1e+06,6.90775527898214,"Very large","Fast","Cursorial",87,67,49,160,154,146,185,186,170,36.8,68,54.1176470588235,99,76,96,162,139,127,159,151,148,34.4,69,49.8550724637681,38,14,16,23,35,11,0.985507246376812,1.06976744186047,55.8823529411765,20.5882352941176,23.5294117647059,33.3333333333333,50.7246376811594,15.9420289855072,3.15,0.315
148,"Giraffa camelopardalis","Giraffa camelopardalis","Artiodactyla","Unguligrade",1000,1e+06,6.90775527898214,"Very large","Fast","Cursorial",75,78,65,132,161,162,172,183,170,41,56,73.2142857142857,44,63,67,115,122,111,134,152,157,40.8,57,71.578947368421,13,30,13,23,11,23,0.982456140350877,1.00490196078431,23.2142857142857,53.5714285714286,23.2142857142857,40.3508771929825,19.2982456140351,40.3508771929825,3.15,0.315
149,"Capreolus capreolus","Capreolus capreolus","Artiodactyla","Unguligrade",25,25000,3.2188758248682,"Medium","Fast","Cursorial",67,54,40,125,125,132,172,180,171,37.8,43,87.906976744186,49,64,53,117,106,83,121,119,136,45.2,66,68.4848484848485,27,7,9,15,34,17,0.651515151515151,0.836283185840708,62.7906976744186,16.2790697674419,20.9302325581395,22.7272727272727,51.5151515151515,25.7575757575758,0.95,0.324895429868572
150,"Diceros bicornis","Diceros bicornis","Perissodactyla","Unguligrade",1100,1100000,7.00306545878646,"Very large","Medium","Terrestrial",86,51,48,150,148,148,198,192,180,52.9,58,91.2068965517241,52,42,63,137,107,110,132,117,122,29.4,66,44.5454545454545,38,2,18,21,30,15,0.878787878787879,1.79931972789116,65.5172413793103,3.44827586206897,31.0344827586207,31.8181818181818,45.4545454545455,22.7272727272727,2.08,0.201495695679505
151,"Loxodonta africana","Loxodonta africana","Proboscidea","Unguligrade",3500,3500000,8.1605182474775,"Very large","Slow","Terrestrial",98,79,64,143,158,164,158,177,174,39.8,74,53.7837837837838,47,60,69,130,127,113,167,159,162,41.6,47,88.5106382978723,34,21,19,22,17,8,1.57446808510638,0.956730769230769,45.945945945946,28.3783783783784,25.6756756756757,46.8085106382979,36.1702127659575,17.0212765957447,2.64,0.173879311586204
152,"Elephas maximus","Elephas maximus","Proboscidea","Unguligrade",3000,3e+06,8.00636756765025,"Very large","Slow","Terrestrial",96,72,56,158,156,161,166,193,182,43.1,72,59.8611111111111,58,59,105,147,124,163,166,149,160,38.2,103,37.0873786407767,40,5,27,47,39,17,0.699029126213592,1.1282722513089,55.5555555555556,6.94444444444444,37.5,45.631067961165,37.8640776699029,16.504854368932,2.59,0.179580570056814
153,"Bubalus bubalis","Bubalus bubalis","Artiodactyla","Unguligrade",800,8e+05,6.68461172766793,"Very large","Fast","Terrestrial",75,61,43,105,134,136,159,168,165,40.6,72,56.3888888888889,63,72,81,141,121,125,136,134,143,44.9,47,95.531914893617,32,31,9,18,20,9,1.53191489361702,0.904231625835189,44.4444444444444,43.0555555555556,12.5,38.2978723404255,42.5531914893617,19.1489361702128,1.65,0.17774086192763
154,"Sus scrofa","Sus scrofa","Artiodactyla","Unguligrade",80,80000,4.38202663467388,"Large","Medium","Terrestrial",44,47,39,90,131,155,172,178,197,51.1,98,52.1428571428571,52,51,84,106,101,113,108,131,139,43,76,56.578947368421,8,65,25,33,12,31,1.28947368421053,1.18837209302326,8.16326530612245,66.3265306122449,25.5102040816327,43.421052631579,15.7894736842105,40.7894736842105,0.72,0.16709719801006
155,"Ovis aries","Ovis aries","Artiodactyla","Unguligrade",70,70000,4.24849524204936,"Large","Medium","Cursorial",77,64,67,118,132,149,162,171,160,35.6,55,64.7272727272727,48,65,78,141,131,122,136,133,147,39.3,63,62.3809523809524,13,31,11,30,19,14,0.873015873015873,0.905852417302799,23.6363636363636,56.3636363636364,20,47.6190476190476,30.1587301587302,22.2222222222222,0.81,0.19654062775941
156,"Equus caballus","Equus caballus","Perissodactyla","Unguligrade",600,6e+05,6.39692965521615,"Very large","Fast","Cursorial",98,92,71,156,176,159,169,192,172,31.3,70,44.7142857142857,68,70,67,155,120,121,138,127,152,33.6,63,53.3333333333333,27,20,23,3,35,25,1.11111111111111,0.931547619047619,38.5714285714286,28.5714285714286,32.8571428571429,4.76190476190476,55.5555555555556,39.6825396825397,1.45,0.17191650971702
157,"Equus caballus","Equus caballus","Perissodactyla","Unguligrade",600,6e+05,6.39692965521615,"Very large","Fast","Cursorial",92,85,86,142,154,164,164,167,167,25.7,32,80.3125,73,63,60,162,121,112,140,141,150,27.5,73,37.6712328767123,7,22,3,13,50,10,0.438356164383562,0.934545454545455,21.875,68.75,9.375,17.8082191780822,68.4931506849315,13.6986301369863,2.33,0.276252046648728
158,"Equus caballus","Equus caballus","Perissodactyla","Unguligrade",600,6e+05,6.39692965521615,"Very large","Fast","Cursorial",112,92,87,158,162,162,178,176,155,39.1,52,75.1923076923077,69,85,78,132,121,128,112,123,137,24.9,52,47.8846153846154,25,4,23,16,11,25,1,1.57028112449799,48.0769230769231,7.69230769230769,44.2307692307692,30.7692307692308,21.1538461538462,48.0769230769231,2.53,0.299964668678662
159,"Capra aegagrus hircus","Capra aegagrus hircus","Artiodactyla","Unguligrade",65,65000,4.17438726989564,"Large","Slow","Scansorial",85,75,64,136,144,141,164,168,159,27.7,38,72.8947368421053,65,78,93,148,158,146,137,141,146,33.3,49,67.9591836734694,21,8,9,28,12,9,0.775510204081633,0.831831831831832,55.2631578947368,21.0526315789474,23.6842105263158,57.1428571428571,24.4897959183673,18.3673469387755,0.49,0.121868545486661
160,"Taurotragus oryx","Taurotragus oryx","Artiodactyla","Unguligrade",511,511000,6.2363695902037,"Very large","Medium","Cursorial",54,35,32,100,107,114,172,183,149,50.8,70,72.5714285714286,34,39,68,127,93,110,130,117,135,46.3,86,53.8372093023256,22,14,34,34,34,18,0.813953488372093,1.09719222462203,31.4285714285714,20,48.5714285714286,39.5348837209302,39.5348837209302,20.9302325581395,1.36,0.170110821413394
161,"Bos primigenius taurus","Bos primigenius taurus","Artiodactyla","Unguligrade",800,8e+05,6.68461172766793,"Very large","Medium","Terrestrial",104,63,57,147,113,145,184,162,161,49,104,47.1153846153846,55,69,79,122,127,112,117,129,134,35.7,56,63.75,47,34,23,24,15,17,1.85714285714286,1.37254901960784,45.1923076923077,32.6923076923077,22.1153846153846,42.8571428571429,26.7857142857143,30.3571428571429,0.7976,0.0859188554384715
162,"Capra aegagrus hircus","Capra aegagrus hircus","Artiodactyla","Unguligrade",30,30000,3.40119738166216,"Large","Slow","Scansorial",91,62,58,127,129,145,158,163,157,50.6,57,88.7719298245614,49,71,73,138,122,113,134,128,120,28.4,63,45.0793650793651,33,18,6,24,25,14,0.904761904761905,1.78169014084507,57.8947368421053,31.578947368421,10.5263157894737,38.0952380952381,39.6825396825397,22.2222222222222,0.5503,0.177102936116159
163,"Equus ferus caballus","Equus ferus caballus","Perissodactyla","Unguligrade",600,6e+05,6.39692965521615,"Very large","Fast","Cursorial",75,48,47,131,129,156,161,171,171,37.7,65,58,43,72,77,95,96,112,111,111,145,34.6,85,40.7058823529412,28,27,10,34,17,34,0.764705882352941,1.08959537572254,43.0769230769231,41.5384615384615,15.3846153846154,40,20,40,0.6228,0.0738411050012137
164,"Cervus canadensis","Cervus canadensis","Artiodactyla","Unguligrade",325,325000,5.78382518232974,"Very large","Fast","Cursorial",65,55,32,100,116,135,165,170,175,65.1,78,83.4615384615385,40,66,60,77,113,92,83,116,120,37,99,37.3737373737374,33,35,10,26,36,37,0.787878787878788,1.75945945945946,42.3076923076923,44.8717948717949,12.8205128205128,26.2626262626263,36.3636363636364,37.3737373737374,1.501,0.218316338321849
165,"Camelus bactrianus","Camelus bactrianus","Artiodactyla","Unguligrade",800,8e+05,6.68461172766793,"Very large","Fast","Cursorial",78,60,54,108,136,142,207,195,211,51.7,74,69.8648648648649,49,62,88,108,108,135,112,106,143,45.7,103,44.368932038835,24,34,16,39,27,37,0.718446601941748,1.13129102844639,32.4324324324324,45.945945945946,21.6216216216216,37.8640776699029,26.2135922330097,35.9223300970874,1.725,0.18581999201525
166,"Sus scrofa domestica","Sus scrofa domestica","Artiodactyla","Unguligrade",137,137000,4.91998092582813,"Very large","Slow","Terrestrial",80,63,52,112,138,145,174,199,149,49.5,111,44.5945945945946,56,61,89,98,100,127,105,116,145,35.5,102,34.8039215686275,28,33,50,33,29,40,1.08823529411765,1.3943661971831,25.2252252252252,29.7297297297297,45.045045045045,32.3529411764706,28.4313725490196,39.2156862745098,0.57,0.11056932710969
167,"Bison bison","Bison bison","Artiodactyla","Unguligrade",1150,1150000,7.0475172213573,"Very large","Slow","Cursorial",100,61,40,150,137,141,187,191,188,48.9,77,63.5064935064935,65,88,91,129,124,112,122,147,132,38.1,68,56.0294117647059,60,13,4,26,17,25,1.13235294117647,1.28346456692913,77.9220779220779,16.8831168831169,5.1948051948052,38.2352941176471,25,36.7647058823529,0.9256,0.0883467814676544
168,"Eudorcas thomsonii","Eudorcas thomsonii","Artiodactyla","Unguligrade",25,25000,3.2188758248682,"Medium","Fast","Cursorial",86,32,37,130,127,140,178,172,168,53.8,77,69.8701298701299,51,53,96,106,92,108,100,91,127,51.2,97,52.7835051546392,54,13,10,45,16,36,0.793814432989691,1.05078125,70.1298701298701,16.8831168831169,12.987012987013,46.3917525773196,16.4948453608247,37.1134020618557,1.157,0.395688434060988
169,"Lama guanicoe","Lama guanicoe","Artiodactyla","Unguligrade",90,90000,4.49980967033027,"Large","Fast","Cursorial",81,54,52,134,136,145,174,174,180,44.7,46,97.1739130434783,55,55,66,122,102,94,113,108,112,38.3,44,87.0454545454545,29,11,6,11,28,5,1.04545454545455,1.16710182767624,63.0434782608696,23.9130434782609,13.0434782608696,25,63.6363636363636,11.3636363636364,1.6204,0.361583050771049
170,"Cervus elaphus","Cervus elaphus","Artiodactyla","Unguligrade",100,1e+05,4.60517018598809,"Very large","Fast","Cursorial",133,42,30,149,105,141,167,180,185,78.2,165,47.3939393939394,35,50,75,133,104,92,159,131,117,45.8,123,37.2357723577236,103,44,18,40,41,42,1.34146341463415,1.70742358078603,62.4242424242424,26.6666666666667,10.9090909090909,32.520325203252,33.3333333333333,34.1463414634146,2.26,0.486902239947206
171,"Choloepus didactylus","Choloepus didactylus","Pilosa","Mixed",7.3,7300,1.98787434815435,"Medium","Slow","Arboreal",119,67,61,83,65,116,138,162,157,NA,133,NA,64,91,127,111,92,127,171,140,142,NA,129,NA,58,51,24,63,35,31,1.03100775193798,NA,43.609022556391,38.3458646616541,18.0451127819549,48.8372093023256,27.1317829457364,24.031007751938,0.6,0.309297894542373
172,"Choloepus didactylus","Choloepus didactylus","Pilosa","Mixed",10.6,10600,2.36085400111802,"Medium","Slow","Arboreal",101,53,45,76,49,111,123,148,145,NA,143,NA,51,84,121,104,80,86,156,128,125,NA,125,NA,56,62,25,70,24,31,1.144,NA,39.1608391608392,43.3566433566434,17.4825174825175,56,19.2,24.8,0.6,0.273138316714345
173,"Choloepus didactylus","Choloepus didactylus","Pilosa","Mixed",6.5,6500,1.87180217690159,"Medium","Slow","Arboreal",148,85,76,97,82,135,158,169,163,NA,136,NA,71,99,130,122,109,138,184,154,156,NA,118,NA,72,53,11,59,29,30,1.15254237288136,NA,52.9411764705882,38.9705882352941,8.08823529411765,50,24.5762711864407,25.4237288135593,0.6,0.321499373902275
174,"Gorilla gorilla","Gorilla gorilla","Primates","Mixed",100,1e+05,4.60517018598809,"Very large","Medium","Terrestrial",105,72,50,160,175,177,175,190,165,NA,97,NA,73,95,120,170,150,130,105,85,88,NA,107,NA,55,17,25,47,40,20,0.906542056074766,NA,56.701030927835,17.5257731958763,25.7731958762887,43.9252336448598,37.3831775700935,18.6915887850467,1.03,0.221906773073284
175,"Gorilla gorilla","Gorilla gorilla","Primates","Mixed",33.5,33500,3.51154543883102,"Large","Medium","Terrestrial",100,70,45,145,170,175,173,185,150,NA,120,NA,70,90,117,163,145,120,90,80,70,NA,110,NA,55,30,35,47,43,20,1.09090909090909,NA,45.8333333333333,25,29.1666666666667,42.7272727272727,39.0909090909091,18.1818181818182,1.03,0.319513311008017
176,"Gorilla gorilla","Gorilla gorilla","Primates","Mixed",187.1,187100,5.23164323328004,"Very large","Medium","Terrestrial",110,80,60,170,180,180,178,195,170,NA,85,NA,85,100,123,171,170,133,110,90,110,NA,96,NA,50,10,25,38,38,20,0.885416666666667,NA,58.8235294117647,11.7647058823529,29.4117647058824,39.5833333333333,39.5833333333333,20.8333333333333,1.03,0.180085727871376
177,"Myrmecophaga tridactyla","Myrmecophaga tridactyla","Pilosa","Mixed",33,33000,3.49650756146648,"Large","Slow","Terrestrial",118,117,69,140,115,111,140,157,91,50.7,144,35.2083333333333,51,59,91,117,105,110,83,68,82,48,67,71.6417910447761,49,29,66,40,12,15,2.14925373134328,1.05625,34.0277777777778,20.1388888888889,45.8333333333333,59.7014925373134,17.910447761194,22.3880597014925,0.48,0.149647657863299
178,"Manis tricuspis","Manis tricuspis","Pholidota","Mixed",1.5,1500,0.405465108108164,"Medium","Slow","Scansorial",58,51,26,72,110,137,188,140,278,70,235,29.7872340425532,48,76,104,100,101,111,63,52,59,57.9,78,74.2307692307692,32,65,138,56,11,11,3.01282051282051,1.20898100172712,13.6170212765957,27.6595744680851,58.7234042553191,71.7948717948718,14.1025641025641,14.1025641025641,0.21,0.183451897594623
179,"Manis javanica","Manis javanica","Pholidota","Mixed",4.5,4500,1.50407739677627,"Medium","Slow","Scansorial",61,95,56,56,126,147,181,210,248,31.6,197,16.0406091370558,48,45,77,157,137,107,92,98,74,35.1,106,33.1132075471698,39,91,67,32,50,24,1.85849056603774,0.9002849002849,19.7969543147208,46.1928934010152,34.010152284264,30.188679245283,47.1698113207547,22.6415094339623,0.29,0.17565499064044
180,"Pongo pygmaeus","Pongo pygmaeus","Primates","Mixed",100,1e+05,4.60517018598809,"Very large","Slow","Arboreal",83,54,28,165,166,175,189,177,192,45.6,80,57,86,99,157,134,151,180,96,97,149,82.9,170,48.7647058823529,55,10,15,71,46,53,0.470588235294118,0.550060313630881,68.75,12.5,18.75,41.7647058823529,27.0588235294118,31.1764705882353,2.02,0.43519580738644
181,"Gorilla gorilla","Gorilla gorilla","Primates","Mixed",200,2e+05,5.29831736654804,"Very large","Medium","Terrestrial",90,78,54,140,159,158,158,193,180,43.3,90,48.1111111111111,69,72,107,154,124,131,105,87,90,40.7,86,47.3255813953488,36,19,35,38,30,18,1.04651162790698,1.06388206388206,40,21.1111111111111,38.8888888888889,44.1860465116279,34.8837209302326,20.9302325581395,2.18,0.37277475637552
182,"Gorilla gorilla","Gorilla gorilla","Primates","Mixed",200,2e+05,5.29831736654804,"Very large","Medium","Terrestrial",112,75,61,175,172,169,159,178,148,41.4,87,47.5862068965517,70,87,110,144,144,145,102,86,91,45.5,57,79.8245614035088,51,6,30,40,1,16,1.52631578947368,0.90989010989011,58.6206896551724,6.89655172413793,34.4827586206897,70.1754385964912,1.75438596491228,28.0701754385965,2.78,0.475373313176122
