Species,Variable,Source,Cited_as,DOI_or_ISBN,Team,Year,source_Value,merged_Value,pct_diff_from_merged,role,n_rows_in_source,Teams,n_teams,n_sources,Year_used
Alouatta caraya,Total_brain_net_volume_Vol.mm3,Bauernfeind_etal_2013_Table1,Bauernfeind et al. (2013) Table 1,10.1016/j.jhevol.2012.12.003,Selected_collection,2013,53861,53861,0,sole source,1,Selected_collection,1,1,2013
Alouatta seniculus,Amygdala_Vol.mm3,Stephan_etal_1981_TableXI,Stephan et al. (1981) Table XI,10.1159/000155963,Selected_collection,1981,413,413,0,sole source,1,Selected_collection,1,1,1981
Alouatta seniculus,Area_striata_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Selected_collection,1984,2461,2461,0,sole source,1,Selected_collection,1,1,1984
Alouatta seniculus,Area_striata_grey_matter_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Selected_collection,1984,1918,1918,0,sole source,1,Selected_collection,1,1,1984
Alouatta seniculus,Area_striata_lamina_1_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Selected_collection,1984,220,220,0,sole source,1,Selected_collection,1,1,1984
Alouatta seniculus,Area_striata_laminae_2_6_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Selected_collection,1984,1698,1698,0,sole source,1,Selected_collection,1,1,1984
Alouatta seniculus,Area_striata_white_matter_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Selected_collection,1984,543,543,0,sole source,1,Selected_collection,1,1,1984
Alouatta seniculus,Body_Mass.g,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Selected_collection,1981,6400,6400,0,reference table used (mass rule: other sources not averaged in),1,Selected_collection,1,1,1981
Alouatta seniculus,Brain_Mass.mg,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Selected_collection,1981,52000,52000,0,reference table used (mass rule: other sources not averaged in),1,Selected_collection,1,1,1981
Alouatta seniculus,Bulbus_olfactorius_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Selected_collection,1981,41.4,41.4,0,sole source,1,Selected_collection,1,1,1981
Alouatta seniculus,Bulbus_olfactorius_accessorius_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Selected_collection,1981,0.595,0.595,0,sole source,1,Selected_collection,1,1,1981
Alouatta seniculus,Cerebellar_nuclei_total_Vol.mm3,Matano_etal_1985_a_Table1,Matano et al. (1985) Table 1,10.1159/000156212,Selected_collection,1985,113.79,113.79,0,sole source,1,Selected_collection,1,1,1985
Alouatta seniculus,Cerebellum_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Selected_collection,1981,5699,5699,0,sole source,1,Selected_collection,1,1,1981
Alouatta seniculus,Complexus_centromedialis_Vol.mm3,Stephan_etal_1981_TableXI,Stephan et al. (1981) Table XI,10.1159/000155963,Selected_collection,1981,94.9,94.9,0,sole source,1,Selected_collection,1,1,1981
Alouatta seniculus,Complexus_corticobasolateralis_Vol.mm3,Stephan_etal_1981_TableXI,Stephan et al. (1981) Table XI,10.1159/000155963,Selected_collection,1981,318,318,0,sole source,1,Selected_collection,1,1,1981
Alouatta seniculus,Complexus_vestibularis_Vol.mm3,Matano__1986_TableI,Matano (1986) Table I,10.1159/000156277,NA,NA,NA,91.8,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Selected_collection,1,1,1986
Alouatta seniculus,Complexus_vestibularis_unilateral_Vol.mm3,Matano__1986_TableI,Matano (1986) Table I,10.1159/000156277,Selected_collection,1986,45.9,45.9,0,sole source,1,Selected_collection,1,1,1986
Alouatta seniculus,Corpus_geniculatum_laterale_Vol.mm3,Stephan_etal_1984_Table1,Stephan et al. (1984) Table 1,PMID:6481154,Selected_collection,1984,87.4,87.4,0,sole source,1,Selected_collection,1,1,1984
Alouatta seniculus,Corpus_pineal_Vol.mm3,Stephan_etal_1981_TableXVI,Stephan et al. (1981) Table XVI,10.1159/000155963,Selected_collection,1981,0.254,0.254,0,sole source,1,Selected_collection,1,1,1981
Alouatta seniculus,Corpus_subcommissurale_Vol.mm3,Stephan_etal_1981_TableXVI,Stephan et al. (1981) Table XVI,10.1159/000155963,Selected_collection,1981,0.402,0.402,0,sole source,1,Selected_collection,1,1,1981
Alouatta seniculus,Corpus_subfornicale_Vol.mm3,Stephan_etal_1981_TableXVI,Stephan et al. (1981) Table XVI,10.1159/000155963,Selected_collection,1981,0.372,0.372,0,sole source,1,Selected_collection,1,1,1981
Alouatta seniculus,Diencephalon_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Selected_collection,1981,3344,3344,0,sole source,1,Selected_collection,1,1,1981
Alouatta seniculus,Hippocampus_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Selected_collection,1981,1320,1320,0,sole source,1,Selected_collection,1,1,1981
Alouatta seniculus,Interpositus_cerebellar_nuclei_Vol.mm3,Matano_etal_1985_a_Table1,Matano et al. (1985) Table 1,10.1159/000156212,Selected_collection,1985,26.57,26.57,0,sole source,1,Selected_collection,1,1,1985
Alouatta seniculus,Lateral_cerebellar_nuclei_Vol.mm3,Matano_etal_1985_a_Table1,Matano et al. (1985) Table 1,10.1159/000156212,Selected_collection,1985,59.75,59.75,0,sole source,1,Selected_collection,1,1,1985
Alouatta seniculus,Lobus_piriformis_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Selected_collection,1981,827,827,0,sole source,1,Selected_collection,1,1,1981
Alouatta seniculus,Medial_cerebellar_nuclei_Vol.mm3,Matano_etal_1985_a_Table1,Matano et al. (1985) Table 1,10.1159/000156212,Selected_collection,1985,27.47,27.47,0,sole source,1,Selected_collection,1,1,1985
Alouatta seniculus,Medulla_oblongata_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Selected_collection,1981,1593,1593,0,sole source,1,Selected_collection,1,1,1981
Alouatta seniculus,Mesencephalon_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Selected_collection,1981,986,986,0,sole source,1,Selected_collection,1,1,1981
Alouatta seniculus,Neocortex_Vol.mm3,Frahm_etal_1982_Table2,Frahm et al. (1982) Table 2,PMID:7161477,Selected_collection,1982,31660,31660,0,sole source,1,Selected_collection,1,1,1982
Alouatta seniculus,Neocortex_grey_matter_Vol.mm3,Frahm_etal_1982_Table2,Frahm et al. (1982) Table 2,PMID:7161477,Selected_collection,1982,21791,21791,0,sole source,1,Selected_collection,1,1,1982
Alouatta seniculus,Neocortex_lamina_1_Vol.mm3,Frahm_etal_1982_Table2,Frahm et al. (1982) Table 2,PMID:7161477,Selected_collection,1982,2918,2918,0,sole source,1,Selected_collection,1,1,1982
Alouatta seniculus,Neocortex_laminae_2_6_Vol.mm3,Frahm_etal_1982_Table2,Frahm et al. (1982) Table 2,PMID:7161477,Selected_collection,1982,18874,18874,0,sole source,1,Selected_collection,1,1,1982
Alouatta seniculus,Neocortex_white_matter_Vol.mm3,Frahm_etal_1982_Table2,Frahm et al. (1982) Table 2,PMID:7161477,Selected_collection,1982,9869,9869,0,sole source,1,Selected_collection,1,1,1982
Alouatta seniculus,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,Stephan_etal_1981_TableXI,Stephan et al. (1981) Table XI,10.1159/000155963,Selected_collection,1981,30.7,30.7,0,sole source,1,Selected_collection,1,1,1981
Alouatta seniculus,Nucleus_habenularis_medialis_Vol.mm3,Stephan_etal_1981_TableXVI,Stephan et al. (1981) Table XVI,10.1159/000155963,Selected_collection,1981,3.3,3.3,0,sole source,1,Selected_collection,1,1,1981
Alouatta seniculus,Nucleus_septalis_triangularis_Vol.mm3,Stephan_etal_1981_TableXVI,Stephan et al. (1981) Table XVI,10.1159/000155963,Selected_collection,1981,1.72,1.72,0,sole source,1,Selected_collection,1,1,1981
Alouatta seniculus,Nucleus_tractus_olfactorius_Vol.mm3,Stephan_etal_1981_TableXI,Stephan et al. (1981) Table XI,10.1159/000155963,Selected_collection,1981,0,0,NA,sole source,1,Selected_collection,1,1,1981
Alouatta seniculus,Nucleus_vestibularis_descendens_Vol.mm3,Matano__1986_TableI,Matano (1986) Table I,10.1159/000156277,NA,NA,NA,22.4,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Selected_collection,1,1,1986
Alouatta seniculus,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,Matano__1986_TableI,Matano (1986) Table I,10.1159/000156277,Selected_collection,1986,11.2,11.2,0,sole source,1,Selected_collection,1,1,1986
Alouatta seniculus,Nucleus_vestibularis_lateralis_Vol.mm3,Matano__1986_TableI,Matano (1986) Table I,10.1159/000156277,NA,NA,NA,18.54,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Selected_collection,1,1,1986
Alouatta seniculus,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,Matano__1986_TableI,Matano (1986) Table I,10.1159/000156277,Selected_collection,1986,9.27,9.27,0,sole source,1,Selected_collection,1,1,1986
Alouatta seniculus,Nucleus_vestibularis_medialis_Vol.mm3,Matano__1986_TableI,Matano (1986) Table I,10.1159/000156277,NA,NA,NA,32.6,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Selected_collection,1,1,1986
Alouatta seniculus,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,Matano__1986_TableI,Matano (1986) Table I,10.1159/000156277,Selected_collection,1986,16.3,16.3,0,sole source,1,Selected_collection,1,1,1986
Alouatta seniculus,Nucleus_vestibularis_superior_Vol.mm3,Matano__1986_TableI,Matano (1986) Table I,10.1159/000156277,NA,NA,NA,18.18,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Selected_collection,1,1,1986
Alouatta seniculus,Nucleus_vestibularis_superior_unilateral_Vol.mm3,Matano__1986_TableI,Matano (1986) Table I,10.1159/000156277,Selected_collection,1986,9.09,9.09,0,sole source,1,Selected_collection,1,1,1986
Alouatta seniculus,Palaeocortex_Vol.mm3,Stephan_etal_1981_TableXI,Stephan et al. (1981) Table XI,10.1159/000155963,Selected_collection,1981,488,488,0,sole source,1,Selected_collection,1,1,1981
Alouatta seniculus,Schizo_cortex_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Selected_collection,1981,510,510,0,sole source,1,Selected_collection,1,1,1981
Alouatta seniculus,Septum_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Selected_collection,1981,200,200,0,sole source,1,Selected_collection,1,1,1981
Alouatta seniculus,Striatum_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Selected_collection,1981,2829,2829,0,sole source,1,Selected_collection,1,1,1981
Alouatta seniculus,Telencephalon_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Selected_collection,1981,37388,37388,0,sole source,1,Selected_collection,1,1,1981
Alouatta seniculus,Total_brain_net_volume_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Selected_collection,1981,49009,49009,0,sole source,1,Selected_collection,1,1,1981
Alouatta seniculus,Ventral_pons_Vol.mm3,Matano_etal_1985_b_Table1,Matano et al. (1985) Table 1,10.1159/000156211,Selected_collection,1985,394.3,394.3,0,sole source,1,Selected_collection,1,1,1985
Alouatta seniculus,Ventricles_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Selected_collection,1981,616,616,0,sole source,1,Selected_collection,1,1,1981
Aotus trivirgatus,Amygdala_Vol.mm3,Stephan_etal_1981_TableXI,Stephan et al. (1981) Table XI,10.1159/000155963,Selected_collection,1981,201,201,0,sole source,1,Selected_collection,1,1,1981
Aotus trivirgatus,Area_striata_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Selected_collection,1984,1203,1203,0,sole source,1,Selected_collection,1,1,1984
Aotus trivirgatus,Area_striata_grey_matter_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Selected_collection,1984,996,996,0,sole source,1,Selected_collection,1,1,1984
Aotus trivirgatus,Area_striata_lamina_1_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Selected_collection,1984,113,113,0,sole source,1,Selected_collection,1,1,1984
Aotus trivirgatus,Area_striata_laminae_2_6_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Selected_collection,1984,883,883,0,sole source,1,Selected_collection,1,1,1984
Aotus trivirgatus,Area_striata_white_matter_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Selected_collection,1984,207,207,0,sole source,1,Selected_collection,1,1,1984
Aotus trivirgatus,Body_Mass.g,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Selected_collection,1981,830,830,0,reference table used (mass rule: other sources not averaged in),1,Selected_collection,1,1,1981
Aotus trivirgatus,Brain_Mass.mg,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Selected_collection,1981,17100,17100,0,reference table used (mass rule: other sources not averaged in),1,Selected_collection,1,1,1981
Aotus trivirgatus,Bulbus_olfactorius_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Selected_collection,1981,56,56,0,sole source,1,Selected_collection,1,1,1981
Aotus trivirgatus,Bulbus_olfactorius_accessorius_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Selected_collection,1981,0.222,0.222,0,sole source,1,Selected_collection,1,1,1981
Aotus trivirgatus,Cerebellar_nuclei_total_Vol.mm3,Matano_etal_1985_a_Table1,Matano et al. (1985) Table 1,10.1159/000156212,Selected_collection,1985,41.45,41.45,0,sole source,1,Selected_collection,1,1,1985
Aotus trivirgatus,Cerebellum_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Selected_collection,1981,1873,1873,0,sole source,1,Selected_collection,1,1,1981
Aotus trivirgatus,Complexus_centromedialis_Vol.mm3,Stephan_etal_1981_TableXI,Stephan et al. (1981) Table XI,10.1159/000155963,Selected_collection,1981,54.5,54.5,0,sole source,1,Selected_collection,1,1,1981
Aotus trivirgatus,Complexus_corticobasolateralis_Vol.mm3,Stephan_etal_1981_TableXI,Stephan et al. (1981) Table XI,10.1159/000155963,Selected_collection,1981,147,147,0,sole source,1,Selected_collection,1,1,1981
Aotus trivirgatus,Complexus_vestibularis_Vol.mm3,Matano__1986_TableI,Matano (1986) Table I,10.1159/000156277,NA,NA,NA,56.2,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Selected_collection,1,1,1986
Aotus trivirgatus,Complexus_vestibularis_unilateral_Vol.mm3,Matano__1986_TableI,Matano (1986) Table I,10.1159/000156277,Selected_collection,1986,28.1,28.1,0,sole source,1,Selected_collection,1,1,1986
Aotus trivirgatus,Corpus_geniculatum_laterale_Vol.mm3,Stephan_etal_1984_Table1,Stephan et al. (1984) Table 1,PMID:6481154,Selected_collection,1984,32.9,32.9,0,sole source,1,Selected_collection,1,1,1984
Aotus trivirgatus,Corpus_pineal_Vol.mm3,Stephan_etal_1981_TableXVI,Stephan et al. (1981) Table XVI,10.1159/000155963,Selected_collection,1981,1.55,1.55,0,sole source,1,Selected_collection,1,1,1981
Aotus trivirgatus,Corpus_subcommissurale_Vol.mm3,Stephan_etal_1981_TableXVI,Stephan et al. (1981) Table XVI,10.1159/000155963,Selected_collection,1981,0.14,0.14,0,sole source,1,Selected_collection,1,1,1981
Aotus trivirgatus,Corpus_subfornicale_Vol.mm3,Stephan_etal_1981_TableXVI,Stephan et al. (1981) Table XVI,10.1159/000155963,Selected_collection,1981,0.162,0.162,0,sole source,1,Selected_collection,1,1,1981
Aotus trivirgatus,Diencephalon_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Selected_collection,1981,1098,1098,0,sole source,1,Selected_collection,1,1,1981
Aotus trivirgatus,Hippocampus_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Selected_collection,1981,539,539,0,sole source,1,Selected_collection,1,1,1981
Aotus trivirgatus,Interpositus_cerebellar_nuclei_Vol.mm3,Matano_etal_1985_a_Table1,Matano et al. (1985) Table 1,10.1159/000156212,Selected_collection,1985,11.42,11.42,0,sole source,1,Selected_collection,1,1,1985
Aotus trivirgatus,Lateral_cerebellar_nuclei_Vol.mm3,Matano_etal_1985_a_Table1,Matano et al. (1985) Table 1,10.1159/000156212,Selected_collection,1985,17.02,17.02,0,sole source,1,Selected_collection,1,1,1985
Aotus trivirgatus,Lobus_piriformis_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Selected_collection,1981,394,394,0,sole source,1,Selected_collection,1,1,1981
Aotus trivirgatus,Medial_cerebellar_nuclei_Vol.mm3,Matano_etal_1985_a_Table1,Matano et al. (1985) Table 1,10.1159/000156212,Selected_collection,1985,13.01,13.01,0,sole source,1,Selected_collection,1,1,1985
Aotus trivirgatus,Medulla_oblongata_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Selected_collection,1981,686,686,0,sole source,1,Selected_collection,1,1,1981
Aotus trivirgatus,Mesencephalon_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Selected_collection,1981,409,409,0,sole source,1,Selected_collection,1,1,1981
Aotus trivirgatus,Neocortex_Vol.mm3,Frahm_etal_1982_Table2,Frahm et al. (1982) Table 2,PMID:7161477,Selected_collection,1982,9950,9950,0,sole source,1,Selected_collection,1,1,1982
Aotus trivirgatus,Neocortex_grey_matter_Vol.mm3,Frahm_etal_1982_Table2,Frahm et al. (1982) Table 2,PMID:7161477,Selected_collection,1982,7776,7776,0,sole source,1,Selected_collection,1,1,1982
Aotus trivirgatus,Neocortex_lamina_1_Vol.mm3,Frahm_etal_1982_Table2,Frahm et al. (1982) Table 2,PMID:7161477,Selected_collection,1982,1039,1039,0,sole source,1,Selected_collection,1,1,1982
Aotus trivirgatus,Neocortex_laminae_2_6_Vol.mm3,Frahm_etal_1982_Table2,Frahm et al. (1982) Table 2,PMID:7161477,Selected_collection,1982,6737,6737,0,sole source,1,Selected_collection,1,1,1982
Aotus trivirgatus,Neocortex_white_matter_Vol.mm3,Frahm_etal_1982_Table2,Frahm et al. (1982) Table 2,PMID:7161477,Selected_collection,1982,2174,2174,0,sole source,1,Selected_collection,1,1,1982
Aotus trivirgatus,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,Stephan_etal_1981_TableXI,Stephan et al. (1981) Table XI,10.1159/000155963,Selected_collection,1981,15.7,15.7,0,sole source,1,Selected_collection,1,1,1981
Aotus trivirgatus,Nucleus_habenularis_medialis_Vol.mm3,Stephan_etal_1981_TableXVI,Stephan et al. (1981) Table XVI,10.1159/000155963,Selected_collection,1981,3.21,3.21,0,sole source,1,Selected_collection,1,1,1981
Aotus trivirgatus,Nucleus_septalis_triangularis_Vol.mm3,Stephan_etal_1981_TableXVI,Stephan et al. (1981) Table XVI,10.1159/000155963,Selected_collection,1981,0.964,0.964,0,sole source,1,Selected_collection,1,1,1981
Aotus trivirgatus,Nucleus_tractus_olfactorius_Vol.mm3,Stephan_etal_1981_TableXI,Stephan et al. (1981) Table XI,10.1159/000155963,Selected_collection,1981,0.201,0.201,0,sole source,1,Selected_collection,1,1,1981
Aotus trivirgatus,Nucleus_vestibularis_descendens_Vol.mm3,Matano__1986_TableI,Matano (1986) Table I,10.1159/000156277,NA,NA,NA,11.62,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Selected_collection,1,1,1986
Aotus trivirgatus,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,Matano__1986_TableI,Matano (1986) Table I,10.1159/000156277,Selected_collection,1986,5.81,5.81,0,sole source,1,Selected_collection,1,1,1986
Aotus trivirgatus,Nucleus_vestibularis_lateralis_Vol.mm3,Matano__1986_TableI,Matano (1986) Table I,10.1159/000156277,NA,NA,NA,10.28,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Selected_collection,1,1,1986
Aotus trivirgatus,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,Matano__1986_TableI,Matano (1986) Table I,10.1159/000156277,Selected_collection,1986,5.14,5.14,0,sole source,1,Selected_collection,1,1,1986
Aotus trivirgatus,Nucleus_vestibularis_medialis_Vol.mm3,Matano__1986_TableI,Matano (1986) Table I,10.1159/000156277,NA,NA,NA,22.2,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Selected_collection,1,1,1986
Aotus trivirgatus,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,Matano__1986_TableI,Matano (1986) Table I,10.1159/000156277,Selected_collection,1986,11.1,11.1,0,sole source,1,Selected_collection,1,1,1986
Aotus trivirgatus,Nucleus_vestibularis_superior_Vol.mm3,Matano__1986_TableI,Matano (1986) Table I,10.1159/000156277,NA,NA,NA,12.14,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Selected_collection,1,1,1986
Aotus trivirgatus,Nucleus_vestibularis_superior_unilateral_Vol.mm3,Matano__1986_TableI,Matano (1986) Table I,10.1159/000156277,Selected_collection,1986,6.07,6.07,0,sole source,1,Selected_collection,1,1,1986
Aotus trivirgatus,Palaeocortex_Vol.mm3,Stephan_etal_1981_TableXI,Stephan et al. (1981) Table XI,10.1159/000155963,Selected_collection,1981,203,203,0,sole source,1,Selected_collection,1,1,1981
Aotus trivirgatus,Schizo_cortex_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Selected_collection,1981,243,243,0,sole source,1,Selected_collection,1,1,1981
Aotus trivirgatus,Septum_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Selected_collection,1981,83.8,83.8,0,sole source,1,Selected_collection,1,1,1981
Aotus trivirgatus,Striatum_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Selected_collection,1981,862,862,0,sole source,1,Selected_collection,1,1,1981
Aotus trivirgatus,Telencephalon_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Selected_collection,1981,12128,12128,0,sole source,1,Selected_collection,1,1,1981
Aotus trivirgatus,Total_brain_net_volume_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Selected_collection,1981,16195,16195,0,sole source,1,Selected_collection,1,1,1981
Aotus trivirgatus,Ventral_pons_Vol.mm3,Matano_etal_1985_b_Table1,Matano et al. (1985) Table 1,10.1159/000156211,Selected_collection,1985,112.1,112.1,0,sole source,1,Selected_collection,1,1,1985
Aotus trivirgatus,Ventricles_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Selected_collection,1981,105,105,0,sole source,1,Selected_collection,1,1,1981
Ateles geoffroyi,Agranular_insular_cortex_Vol.mm3,Bauernfeind_etal_2013_Table1,Bauernfeind et al. (2013) Table 1,10.1016/j.jhevol.2012.12.003,NA,NA,NA,270,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Selected_collection,1,1,2013
Ateles geoffroyi,Agranular_insular_cortex_left_Vol.mm3,Bauernfeind_etal_2013_Table1,Bauernfeind et al. (2013) Table 1,10.1016/j.jhevol.2012.12.003,Selected_collection,2013,135,135,0,sole source,1,Selected_collection,1,1,2013
Ateles geoffroyi,Area_striata_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Selected_collection,1984,4738,4738,0,sole source,1,Selected_collection,1,1,1984
