Species,Variable,Value,Teams,n_teams,Sources,n_sources,Source_detail,Year_used
Leontopithecus rosalia,Granular_insular_cortex_left_Vol.mm3,4,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Leontopithecus rosalia,Insula_Vol.mm3,74,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Leontopithecus rosalia,Insula_left_Vol.mm3,37,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Leontopithecus rosalia,Total_brain_net_volume_Vol.mm3,12259,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Lepilemur ruficaudatus,Amygdala_Vol.mm3,133,Selected_collection,1,Stephan_etal_1981_TableXI,1,Selected_collection: Stephan_etal_1981_TableXI,1981
Lepilemur ruficaudatus,Area_striata_Vol.mm3,358,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Lepilemur ruficaudatus,Area_striata_grey_matter_Vol.mm3,326,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Lepilemur ruficaudatus,Area_striata_lamina_1_Vol.mm3,52.5,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Lepilemur ruficaudatus,Area_striata_laminae_2_6_Vol.mm3,274,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Lepilemur ruficaudatus,Area_striata_white_matter_Vol.mm3,31.4,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Lepilemur ruficaudatus,Body_Mass.g,915,Selected_collection,1,Stephan_etal_1981_TableII,1,Selected_collection: Stephan_etal_1981_TableII,1981
Lepilemur ruficaudatus,Brain_Mass.mg,7600,Selected_collection,1,Stephan_etal_1981_TableII,1,Selected_collection: Stephan_etal_1981_TableII,1981
Lepilemur ruficaudatus,Bulbus_olfactorius_Vol.mm3,113,Selected_collection,1,Stephan_etal_1981_TableV,1,Selected_collection: Stephan_etal_1981_TableV,1981
Lepilemur ruficaudatus,Bulbus_olfactorius_accessorius_Vol.mm3,2.72,Selected_collection,1,Stephan_etal_1981_TableV,1,Selected_collection: Stephan_etal_1981_TableV,1981
Lepilemur ruficaudatus,Capsula_interna_Vol.mm3,63,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Lepilemur ruficaudatus,Cerebellar_nuclei_total_Vol.mm3,23.07,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Lepilemur ruficaudatus,Cerebellum_Vol.mm3,1165,Selected_collection,1,Stephan_etal_1981_TableII,1,Selected_collection: Stephan_etal_1981_TableII,1981
Lepilemur ruficaudatus,Complexus_centromedialis_Vol.mm3,42.5,Selected_collection,1,Stephan_etal_1981_TableXI,1,Selected_collection: Stephan_etal_1981_TableXI,1981
Lepilemur ruficaudatus,Complexus_corticobasolateralis_Vol.mm3,90.4,Selected_collection,1,Stephan_etal_1981_TableXI,1,Selected_collection: Stephan_etal_1981_TableXI,1981
Lepilemur ruficaudatus,Complexus_vestibularis_Vol.mm3,29.8,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Lepilemur ruficaudatus,Complexus_vestibularis_unilateral_Vol.mm3,14.9,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Lepilemur ruficaudatus,Corpus_geniculatum_laterale_Vol.mm3,15.6,Selected_collection,1,Stephan_etal_1984_Table1,1,Selected_collection: Stephan_etal_1984_Table1,1984
Lepilemur ruficaudatus,Corpus_pineal_Vol.mm3,0.731,Selected_collection,1,Stephan_etal_1981_TableXV,1,Selected_collection: Stephan_etal_1981_TableXV,1981
Lepilemur ruficaudatus,Corpus_subcommissurale_Vol.mm3,0.132,Selected_collection,1,Stephan_etal_1981_TableXV,1,Selected_collection: Stephan_etal_1981_TableXV,1981
Lepilemur ruficaudatus,Corpus_subfornicale_Vol.mm3,0.121,Selected_collection,1,Stephan_etal_1981_TableXV,1,Selected_collection: Stephan_etal_1981_TableXV,1981
Lepilemur ruficaudatus,Diencephalon_Vol.mm3,593,Selected_collection,1,Stephan_etal_1981_TableII,1,Selected_collection: Stephan_etal_1981_TableII,1981
Lepilemur ruficaudatus,Epithalamus_Vol.mm3,4.89,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Lepilemur ruficaudatus,Hippocampus_Vol.mm3,392,Selected_collection,1,Stephan_etal_1981_TableV,1,Selected_collection: Stephan_etal_1981_TableV,1981
Lepilemur ruficaudatus,Hypothalamus_Vol.mm3,114,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Lepilemur ruficaudatus,Interpositus_cerebellar_nuclei_Vol.mm3,6.41,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Lepilemur ruficaudatus,Lateral_cerebellar_nuclei_Vol.mm3,9.35,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Lepilemur ruficaudatus,Lobus_piriformis_Vol.mm3,302,Selected_collection,1,Stephan_etal_1981_TableV,1,Selected_collection: Stephan_etal_1981_TableV,1981
Lepilemur ruficaudatus,Medial_cerebellar_nuclei_Vol.mm3,7.31,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Lepilemur ruficaudatus,Medulla_oblongata_Vol.mm3,449,Selected_collection,1,Stephan_etal_1981_TableII,1,Selected_collection: Stephan_etal_1981_TableII,1981
Lepilemur ruficaudatus,Mesencephalon_Vol.mm3,260,Selected_collection,1,Stephan_etal_1981_TableII,1,Selected_collection: Stephan_etal_1981_TableII,1981
Lepilemur ruficaudatus,Neocortex_Vol.mm3,3282,Selected_collection,1,Frahm_etal_1982_Table2,1,Selected_collection: Frahm_etal_1982_Table2,1982
Lepilemur ruficaudatus,Neocortex_grey_matter_Vol.mm3,2805,Selected_collection,1,Frahm_etal_1982_Table2,1,Selected_collection: Frahm_etal_1982_Table2,1982
Lepilemur ruficaudatus,Neocortex_lamina_1_Vol.mm3,488.6,Selected_collection,1,Frahm_etal_1982_Table2,1,Selected_collection: Frahm_etal_1982_Table2,1982
Lepilemur ruficaudatus,Neocortex_laminae_2_6_Vol.mm3,2317,Selected_collection,1,Frahm_etal_1982_Table2,1,Selected_collection: Frahm_etal_1982_Table2,1982
Lepilemur ruficaudatus,Neocortex_white_matter_Vol.mm3,476.6,Selected_collection,1,Frahm_etal_1982_Table2,1,Selected_collection: Frahm_etal_1982_Table2,1982
Lepilemur ruficaudatus,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,7.18,Selected_collection,1,Stephan_etal_1981_TableXI,1,Selected_collection: Stephan_etal_1981_TableXI,1981
Lepilemur ruficaudatus,Nucleus_habenularis_medialis_Vol.mm3,1.75,Selected_collection,1,Stephan_etal_1981_TableXV,1,Selected_collection: Stephan_etal_1981_TableXV,1981
Lepilemur ruficaudatus,Nucleus_septalis_triangularis_Vol.mm3,0.888,Selected_collection,1,Stephan_etal_1981_TableXV,1,Selected_collection: Stephan_etal_1981_TableXV,1981
Lepilemur ruficaudatus,Nucleus_subthalamicus_Vol.mm3,2.91,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Lepilemur ruficaudatus,Nucleus_tractus_olfactorius_Vol.mm3,0.624,Selected_collection,1,Stephan_etal_1981_TableXI,1,Selected_collection: Stephan_etal_1981_TableXI,1981
Lepilemur ruficaudatus,Nucleus_vestibularis_descendens_Vol.mm3,8.94,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Lepilemur ruficaudatus,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,4.47,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Lepilemur ruficaudatus,Nucleus_vestibularis_lateralis_Vol.mm3,4.76,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Lepilemur ruficaudatus,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,2.38,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Lepilemur ruficaudatus,Nucleus_vestibularis_medialis_Vol.mm3,11.84,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Lepilemur ruficaudatus,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,5.92,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Lepilemur ruficaudatus,Nucleus_vestibularis_superior_Vol.mm3,4.22,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Lepilemur ruficaudatus,Nucleus_vestibularis_superior_unilateral_Vol.mm3,2.11,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Lepilemur ruficaudatus,Palaeocortex_Vol.mm3,170,Selected_collection,1,Stephan_etal_1981_TableXI,1,Selected_collection: Stephan_etal_1981_TableXI,1981
Lepilemur ruficaudatus,Pallidum_Vol.mm3,55.2,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Lepilemur ruficaudatus,Schizo_cortex_Vol.mm3,194,Selected_collection,1,Stephan_etal_1981_TableV,1,Selected_collection: Stephan_etal_1981_TableV,1981
Lepilemur ruficaudatus,Septum_Vol.mm3,56.7,Selected_collection,1,Stephan_etal_1981_TableV,1,Selected_collection: Stephan_etal_1981_TableV,1981
Lepilemur ruficaudatus,Striatum_Vol.mm3,366,Selected_collection,1,Stephan_etal_1981_TableV,1,Selected_collection: Stephan_etal_1981_TableV,1981
Lepilemur ruficaudatus,Subthalamus_Vol.mm3,58.1,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Lepilemur ruficaudatus,Telencephalon_Vol.mm3,4708,Selected_collection,1,Stephan_etal_1981_TableII,1,Selected_collection: Stephan_etal_1981_TableII,1981
Lepilemur ruficaudatus,Thalamus_Vol.mm3,337,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Lepilemur ruficaudatus,Total_brain_net_volume_Vol.mm3,7175,Selected_collection,1,Stephan_etal_1981_TableII,1,Selected_collection: Stephan_etal_1981_TableII,1981
Lepilemur ruficaudatus,Tractus_opticus_Vol.mm3,20.7,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Lepilemur ruficaudatus,Ventral_pons_Vol.mm3,26.2,Selected_collection,1,Matano_etal_1985_b_Table1,1,Selected_collection: Matano_etal_1985_b_Table1,1985
Lepilemur ruficaudatus,Ventricles_Vol.mm3,76.5,Selected_collection,1,Stephan_etal_1981_TableII,1,Selected_collection: Stephan_etal_1981_TableII,1981
Lophocebus albigena,Agranular_insular_cortex_Vol.mm3,190,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Lophocebus albigena,Agranular_insular_cortex_left_Vol.mm3,95,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Lophocebus albigena,Area_striata_Vol.mm3,6831,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Lophocebus albigena,Area_striata_grey_matter_Vol.mm3,5420,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Lophocebus albigena,Area_striata_white_matter_Vol.mm3,1411,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Lophocebus albigena,Body_Mass.g,7900,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Lophocebus albigena,Brain_Mass.mg,104000,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Lophocebus albigena,Bulbus_olfactorius_Vol.mm3,121,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Lophocebus albigena,Bulbus_olfactorius_accessorius_Vol.mm3,0,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Lophocebus albigena,Capsula_interna_Vol.mm3,708,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Lophocebus albigena,CerebellarHemisphere_Vol.mm3,7700,Selected_collection,1,MacLeod_etal_2003_Table2,1,Selected_collection: MacLeod_etal_2003_Table2,2003
Lophocebus albigena,CerebellarVermis_Vol.mm3,4000,Selected_collection,1,MacLeod_etal_2003_Table2,1,Selected_collection: MacLeod_etal_2003_Table2,2003
Lophocebus albigena,Cerebellar_nuclei_total_Vol.mm3,232.63,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Lophocebus albigena,Cerebellum_Vol.mm3,11700,Selected_collection,1,MacLeod_etal_2003_Table2,1,Selected_collection: MacLeod_etal_2003_Table2,2003
Lophocebus albigena,Complexus_vestibularis_Vol.mm3,174,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Lophocebus albigena,Complexus_vestibularis_unilateral_Vol.mm3,87,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Lophocebus albigena,Corpus_geniculatum_laterale_Vol.mm3,182,Selected_collection,1,deSousa_etal_2013_Table1,1,Selected_collection: deSousa_etal_2013_Table1,2013
Lophocebus albigena,Corpus_pineal_Vol.mm3,11.9,Selected_collection,1,Stephan_etal_1981_TableXVI,1,Selected_collection: Stephan_etal_1981_TableXVI,1981
Lophocebus albigena,Corpus_subcommissurale_Vol.mm3,0.233,Selected_collection,1,Stephan_etal_1981_TableXVI,1,Selected_collection: Stephan_etal_1981_TableXVI,1981
Lophocebus albigena,Corpus_subfornicale_Vol.mm3,0.658,Selected_collection,1,Stephan_etal_1981_TableXVI,1,Selected_collection: Stephan_etal_1981_TableXVI,1981
Lophocebus albigena,Diencephalon_Vol.mm3,5351,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Lophocebus albigena,Dysgranular_insular_cortex_Vol.mm3,540,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Lophocebus albigena,Dysgranular_insular_cortex_left_Vol.mm3,270,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Lophocebus albigena,Epithalamus_Vol.mm3,27.9,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Lophocebus albigena,FrontalCortex_grey_matter_Vol.mm3,13310,Selected_collection,1,Smaers_etal_2011_SupplementaryTable1,1,Selected_collection: Smaers_etal_2011_SupplementaryTable1,2011
Lophocebus albigena,FrontalMotor_grey_matter_Vol.mm3,3926,Selected_collection,1,Smaers_etal_2017_TableS1part1,1,Selected_collection: Smaers_etal_2017_TableS1part1,2017
Lophocebus albigena,FrontalMotor_white_matter_Vol.mm3,3063,Selected_collection,1,Smaers_etal_2017_TableS1part1,1,Selected_collection: Smaers_etal_2017_TableS1part1,2017
Lophocebus albigena,Granular_insular_cortex_Vol.mm3,342,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Lophocebus albigena,Granular_insular_cortex_left_Vol.mm3,171,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Lophocebus albigena,Hippocampus_Vol.mm3,1485,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Lophocebus albigena,Hypothalamus_Vol.mm3,681,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Lophocebus albigena,Insula_Vol.mm3,1072,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Lophocebus albigena,Insula_left_Vol.mm3,536,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Lophocebus albigena,Interpositus_cerebellar_nuclei_Vol.mm3,74.6,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Lophocebus albigena,Lateral_cerebellar_nuclei_Vol.mm3,113.33,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Lophocebus albigena,Lobus_piriformis_Vol.mm3,1639,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Lophocebus albigena,Medial_cerebellar_nuclei_Vol.mm3,44.7,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Lophocebus albigena,Medulla_oblongata_Vol.mm3,2708,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Lophocebus albigena,Mesencephalon_Vol.mm3,1770,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Lophocebus albigena,Neocortex_Vol.mm3,68733,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Lophocebus albigena,Nucleus_habenularis_medialis_Vol.mm3,6,Selected_collection,1,Stephan_etal_1981_TableXVI,1,Selected_collection: Stephan_etal_1981_TableXVI,1981
Lophocebus albigena,Nucleus_septalis_triangularis_Vol.mm3,1.69,Selected_collection,1,Stephan_etal_1981_TableXVI,1,Selected_collection: Stephan_etal_1981_TableXVI,1981
Lophocebus albigena,Nucleus_subthalamicus_Vol.mm3,52.4,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Lophocebus albigena,Nucleus_vestibularis_descendens_Vol.mm3,50.4,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Lophocebus albigena,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,25.2,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Lophocebus albigena,Nucleus_vestibularis_lateralis_Vol.mm3,20,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Lophocebus albigena,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,10,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Lophocebus albigena,Nucleus_vestibularis_medialis_Vol.mm3,71.2,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Lophocebus albigena,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,35.6,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Lophocebus albigena,Nucleus_vestibularis_superior_Vol.mm3,32.4,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Lophocebus albigena,Nucleus_vestibularis_superior_unilateral_Vol.mm3,16.2,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Lophocebus albigena,Pallidum_Vol.mm3,674,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Lophocebus albigena,Schizo_cortex_Vol.mm3,630,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Lophocebus albigena,Septum_Vol.mm3,294,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Lophocebus albigena,Striatum_Vol.mm3,4146,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Lophocebus albigena,Subthalamus_Vol.mm3,726,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Lophocebus albigena,Telencephalon_Vol.mm3,77049,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Lophocebus albigena,Thalamus_Vol.mm3,2933,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Lophocebus albigena,Total_brain_net_volume_Vol.mm3,106660,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Lophocebus albigena,Tractus_opticus_Vol.mm3,308,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Lophocebus albigena,Ventral_pons_Vol.mm3,873.3,Selected_collection,1,Matano_etal_1985_b_Table1,1,Selected_collection: Matano_etal_1985_b_Table1,1985
Lophocebus albigena,Ventricles_Vol.mm3,742,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Loris tardigradus,Agranular_insular_cortex_Vol.mm3,6,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Loris tardigradus,Agranular_insular_cortex_left_Vol.mm3,3,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Loris tardigradus,Area_striata_Vol.mm3,588,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Loris tardigradus,Area_striata_grey_matter_Vol.mm3,529,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Loris tardigradus,Area_striata_white_matter_Vol.mm3,59.6,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Loris tardigradus,Body_Mass.g,322,Selected_collection,1,Stephan_etal_1981_TableII,1,Selected_collection: Stephan_etal_1981_TableII,1981
Loris tardigradus,Brain_Mass.mg,6600,Selected_collection,1,Stephan_etal_1981_TableII,1,Selected_collection: Stephan_etal_1981_TableII,1981
Loris tardigradus,Bulbus_olfactorius_Vol.mm3,85.8,Selected_collection,1,Stephan_etal_1981_TableV,1,Selected_collection: Stephan_etal_1981_TableV,1981
Loris tardigradus,Bulbus_olfactorius_accessorius_Vol.mm3,2.3,Selected_collection,1,Stephan_etal_1981_TableV,1,Selected_collection: Stephan_etal_1981_TableV,1981
Loris tardigradus,Capsula_interna_Vol.mm3,46.3,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Loris tardigradus,Cerebellar_nuclei_total_Vol.mm3,17.99,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Loris tardigradus,Cerebellum_Vol.mm3,728,Selected_collection,1,Stephan_etal_1981_TableII,1,Selected_collection: Stephan_etal_1981_TableII,1981
Loris tardigradus,Complexus_vestibularis_Vol.mm3,16.92,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Loris tardigradus,Complexus_vestibularis_unilateral_Vol.mm3,8.46,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Loris tardigradus,Corpus_geniculatum_laterale_Vol.mm3,24.6,Selected_collection,1,Stephan_etal_1984_Table1,1,Selected_collection: Stephan_etal_1984_Table1,1984
Loris tardigradus,Corpus_pineal_Vol.mm3,0.335,Selected_collection,1,Stephan_etal_1981_TableXV,1,Selected_collection: Stephan_etal_1981_TableXV,1981
Loris tardigradus,Corpus_subcommissurale_Vol.mm3,0.103,Selected_collection,1,Stephan_etal_1981_TableXV,1,Selected_collection: Stephan_etal_1981_TableXV,1981
Loris tardigradus,Corpus_subfornicale_Vol.mm3,0.207,Selected_collection,1,Stephan_etal_1981_TableXV,1,Selected_collection: Stephan_etal_1981_TableXV,1981
Loris tardigradus,Diencephalon_Vol.mm3,538,Selected_collection,1,Stephan_etal_1981_TableII,1,Selected_collection: Stephan_etal_1981_TableII,1981
Loris tardigradus,Dysgranular_insular_cortex_Vol.mm3,12,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Loris tardigradus,Dysgranular_insular_cortex_left_Vol.mm3,6,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Loris tardigradus,Epithalamus_Vol.mm3,3.21,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Loris tardigradus,Granular_insular_cortex_Vol.mm3,6,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Loris tardigradus,Granular_insular_cortex_left_Vol.mm3,3,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Loris tardigradus,Hippocampus_Vol.mm3,191,Selected_collection,1,Stephan_etal_1981_TableV,1,Selected_collection: Stephan_etal_1981_TableV,1981
Loris tardigradus,Hypothalamus_Vol.mm3,80.9,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Loris tardigradus,Insula_Vol.mm3,24,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Loris tardigradus,Insula_left_Vol.mm3,12,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Loris tardigradus,Interpositus_cerebellar_nuclei_Vol.mm3,5.58,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Loris tardigradus,Lateral_cerebellar_nuclei_Vol.mm3,5.76,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Loris tardigradus,Lobus_piriformis_Vol.mm3,256,Selected_collection,1,Stephan_etal_1981_TableV,1,Selected_collection: Stephan_etal_1981_TableV,1981
Loris tardigradus,Medial_cerebellar_nuclei_Vol.mm3,6.65,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Loris tardigradus,Medulla_oblongata_Vol.mm3,233,Selected_collection,1,Stephan_etal_1981_TableII,1,Selected_collection: Stephan_etal_1981_TableII,1981
Loris tardigradus,Mesencephalon_Vol.mm3,220,Selected_collection,1,Stephan_etal_1981_TableII,1,Selected_collection: Stephan_etal_1981_TableII,1981
Loris tardigradus,Neocortex_Vol.mm3,3524,Selected_collection,1,Stephan_etal_1981_TableV,1,Selected_collection: Stephan_etal_1981_TableV,1981
Loris tardigradus,Nucleus_habenularis_medialis_Vol.mm3,1.15,Selected_collection,1,Stephan_etal_1981_TableXV,1,Selected_collection: Stephan_etal_1981_TableXV,1981
