Species,Variable,Source,Cited_as,DOI_or_ISBN,Team,Year,source_Value,merged_Value,pct_diff_from_merged,role,n_rows_in_source,Teams,n_teams,n_sources,Year_used
Hemicentetes semispinosus,Complexus_vestibularis_Vol.mm3,NA,NA,NA,NA,NA,NA,5,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Stephan_collection,1,NA,NA
Hemicentetes semispinosus,Complexus_vestibularis_unilateral_Vol.mm3,Stephan_etal_1981_TableXII,Stephan et al. (1981) Table XII,10.1159/000155963,Stephan_collection,1981,2.5,2.5,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Corpus_pineal_Vol.mm3,Stephan_etal_1981_TableXIV,Stephan et al. (1981) Table XIV,10.1159/000155963,Stephan_collection,1981,0.181,0.181,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Corpus_subcommissurale_Vol.mm3,Stephan_etal_1981_TableXIV,Stephan et al. (1981) Table XIV,10.1159/000155963,Stephan_collection,1981,0.00382,0.00382,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Corpus_subfornicale_Vol.mm3,Stephan_etal_1981_TableXIV,Stephan et al. (1981) Table XIV,10.1159/000155963,Stephan_collection,1981,0.032,0.032,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Diencephalon_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,48.5,48.5,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Epithalamus_Vol.mm3,Stephan_etal_1981_TableVII,Stephan et al. (1981) Table VII,10.1159/000155963,Stephan_collection,1981,1.16,1.16,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Hippocampus_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,63.7,63.7,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Hypothalamus_Vol.mm3,Stephan_etal_1981_TableVII,Stephan et al. (1981) Table VII,10.1159/000155963,Stephan_collection,1981,17.1,17.1,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Lobus_piriformis_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,148,148,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Medulla_oblongata_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,108,108,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Mesencephalon_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,44.8,44.8,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Neocortex_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,73.4,73.4,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,Stephan_etal_1981_TableX,Stephan et al. (1981) Table X,10.1159/000155963,Stephan_collection,1981,2.39,2.39,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Nucleus_habenularis_medialis_Vol.mm3,Stephan_etal_1981_TableXIV,Stephan et al. (1981) Table XIV,10.1159/000155963,Stephan_collection,1981,0.425,0.425,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Nucleus_septalis_triangularis_Vol.mm3,Stephan_etal_1981_TableXIV,Stephan et al. (1981) Table XIV,10.1159/000155963,Stephan_collection,1981,0.338,0.338,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Nucleus_subthalamicus_Vol.mm3,Stephan_etal_1981_TableVII,Stephan et al. (1981) Table VII,10.1159/000155963,Stephan_collection,1981,0.188,0.188,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Nucleus_tractus_olfactorius_Vol.mm3,Stephan_etal_1981_TableX,Stephan et al. (1981) Table X,10.1159/000155963,Stephan_collection,1981,1.3,1.3,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Nucleus_vestibularis_descendens_Vol.mm3,NA,NA,NA,NA,NA,NA,1.418,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Stephan_collection,1,NA,NA
Hemicentetes semispinosus,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,Stephan_etal_1981_TableXII,Stephan et al. (1981) Table XII,10.1159/000155963,Stephan_collection,1981,0.709,0.709,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Nucleus_vestibularis_lateralis_Vol.mm3,NA,NA,NA,NA,NA,NA,1.104,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Stephan_collection,1,NA,NA
Hemicentetes semispinosus,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,Stephan_etal_1981_TableXII,Stephan et al. (1981) Table XII,10.1159/000155963,Stephan_collection,1981,0.552,0.552,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Nucleus_vestibularis_medialis_Vol.mm3,NA,NA,NA,NA,NA,NA,1.704,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Stephan_collection,1,NA,NA
Hemicentetes semispinosus,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,Stephan_etal_1981_TableXII,Stephan et al. (1981) Table XII,10.1159/000155963,Stephan_collection,1981,0.852,0.852,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Nucleus_vestibularis_superior_Vol.mm3,NA,NA,NA,NA,NA,NA,0.768,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Stephan_collection,1,NA,NA
Hemicentetes semispinosus,Nucleus_vestibularis_superior_unilateral_Vol.mm3,Stephan_etal_1981_TableXII,Stephan et al. (1981) Table XII,10.1159/000155963,Stephan_collection,1981,0.384,0.384,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Palaeocortex_Vol.mm3,Stephan_etal_1981_TableX,Stephan et al. (1981) Table X,10.1159/000155963,Stephan_collection,1981,125,125,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Palaeocortex_plus_amygdala_Vol.mm3,Stephan_etal_1970_Table4,Stephan et al. (1970) TABLE 4,ISBN:0390672505,Stephan_collection,1970,148,148,0,sole source,1,Stephan_collection,1,1,1970
Hemicentetes semispinosus,Pallidum_Vol.mm3,Stephan_etal_1981_TableVII,Stephan et al. (1981) Table VII,10.1159/000155963,Stephan_collection,1981,3.12,3.12,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Schizo_cortex_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,17.4,17.4,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Septum_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,12.8,12.8,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Striatum_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,29.8,29.8,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Subthalamus_Vol.mm3,Stephan_etal_1981_TableVII,Stephan et al. (1981) Table VII,10.1159/000155963,Stephan_collection,1981,3.31,3.31,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Telencephalon_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,438,438,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Thalamus_Vol.mm3,Stephan_etal_1981_TableVII,Stephan et al. (1981) Table VII,10.1159/000155963,Stephan_collection,1981,19,19,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Total_brain_net_volume_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,757,757,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Tractus_opticus_Vol.mm3,Stephan_etal_1981_TableVII,Stephan et al. (1981) Table VII,10.1159/000155963,Stephan_collection,1981,0.507,0.507,0,sole source,1,Stephan_collection,1,1,1981
Hemicentetes semispinosus,Ventricles_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,15.5,15.5,0,sole source,1,Stephan_collection,1,1,1981
Hemiechinus auritus,Body_Mass.g,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,250,250,0,reference table used (mass rule: other sources not averaged in),1,Stephan_collection,1,1,1981
Hemiechinus auritus,Brain_Mass.mg,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,1900,1900,0,reference table used (mass rule: other sources not averaged in),1,Stephan_collection,1,1,1981
Hemiechinus auritus,Bulbus_olfactorius_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,175,175,0,sole source,1,Stephan_collection,1,1,1981
Hemiechinus auritus,Bulbus_olfactorius_accessorius_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,1.35,1.35,0,sole source,1,Stephan_collection,1,1,1981
Hemiechinus auritus,Cerebellum_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,198,198,0,sole source,1,Stephan_collection,1,1,1981
Hemiechinus auritus,Diencephalon_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,142,142,0,sole source,1,Stephan_collection,1,1,1981
Hemiechinus auritus,Hippocampus_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,130,130,0,sole source,1,Stephan_collection,1,1,1981
Hemiechinus auritus,Lobus_piriformis_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,279,279,0,sole source,1,Stephan_collection,1,1,1981
Hemiechinus auritus,Medulla_oblongata_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,187,187,0,sole source,1,Stephan_collection,1,1,1981
Hemiechinus auritus,Mesencephalon_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,110,110,0,sole source,1,Stephan_collection,1,1,1981
Hemiechinus auritus,Neocortex_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,309,309,0,sole source,1,Stephan_collection,1,1,1981
Hemiechinus auritus,Schizo_cortex_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,68.7,68.7,0,sole source,1,Stephan_collection,1,1,1981
Hemiechinus auritus,Septum_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,28.4,28.4,0,sole source,1,Stephan_collection,1,1,1981
Hemiechinus auritus,Striatum_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,81.1,81.1,0,sole source,1,Stephan_collection,1,1,1981
Hemiechinus auritus,Telencephalon_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,1073,1073,0,sole source,1,Stephan_collection,1,1,1981
Hemiechinus auritus,Total_brain_net_volume_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,1710,1710,0,sole source,1,Stephan_collection,1,1,1981
Hemiechinus auritus,Ventricles_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,82.5,82.5,0,sole source,1,Stephan_collection,1,1,1981
Homo sapiens,Agranular_insular_cortex_Vol.mm3,NA,NA,NA,NA,NA,NA,2777.2,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Zilles,1,NA,NA
Homo sapiens,Agranular_insular_cortex_left_Vol.mm3,Bauernfeind_etal_2013_Table1,Bauernfeind et al. (2013) Table 1,10.1016/j.jhevol.2012.12.003,Zilles,2013,1200.6,1200.6,0,sole source,1,Zilles,1,1,2013
Homo sapiens,Agranular_insular_cortex_right_Vol.mm3,Bauernfeind_etal_2013_Table2,Bauernfeind et al. (2013) Table 2,10.1016/j.jhevol.2012.12.003,Zilles,2013,1576.6,1576.6,0,sole source,1,Zilles,1,1,2013
Homo sapiens,Amygdala_Vol.mm3,Barger_etal_2007_TABLE1,Barger et al. (2007) TABLE 1,10.1002/ajpa.20684,Zilles,2007,3805,3474.25,9.52,averaged into the merged value,1,Stephan_collection; Zilles,2,3,2014
Homo sapiens,Amygdala_Vol.mm3,Barger_etal_2014_Table1,Barger et al. (2014) Table 1,10.3389/fnhum.2014.00277,Zilles,2014,4062,3474.25,16.92,averaged into the merged value,1,Stephan_collection; Zilles,2,3,2014
Homo sapiens,Amygdala_Vol.mm3,Stephan_etal_1981_TableXI,Stephan et al. (1981) Table XI,10.1159/000155963,Stephan_collection,1981,3015,3474.25,-13.22,averaged into the merged value,1,Stephan_collection; Zilles,2,3,2014
Homo sapiens,Amygdala_accessory_basal_nucleus_Vol.mm3,Barger_etal_2007_TABLE1,Barger et al. (2007) TABLE 1,10.1002/ajpa.20684,Zilles,2007,396.4,386.2,2.64,averaged into the merged value,1,Zilles,1,2,2014
Homo sapiens,Amygdala_accessory_basal_nucleus_Vol.mm3,Barger_etal_2014_Table1,Barger et al. (2014) Table 1,10.3389/fnhum.2014.00277,Zilles,2014,376,386.2,-2.64,averaged into the merged value,1,Zilles,1,2,2014
Homo sapiens,Amygdala_basal_nucleus_Vol.mm3,Barger_etal_2007_TABLE1,Barger et al. (2007) TABLE 1,10.1002/ajpa.20684,Zilles,2007,881,892.5,-1.29,averaged into the merged value,1,Zilles,1,2,2014
Homo sapiens,Amygdala_basal_nucleus_Vol.mm3,Barger_etal_2014_Table1,Barger et al. (2014) Table 1,10.3389/fnhum.2014.00277,Zilles,2014,904,892.5,1.29,averaged into the merged value,1,Zilles,1,2,2014
Homo sapiens,Amygdala_basolateral_division_Vol.mm3,Barger_etal_2007_TABLE1,Barger et al. (2007) TABLE 1,10.1002/ajpa.20684,Zilles,2007,2424,2424,0,sole source,1,Zilles,1,1,2007
Homo sapiens,Amygdala_central_nucleus_Vol.mm3,Barger_etal_2014_Table1,Barger et al. (2014) Table 1,10.3389/fnhum.2014.00277,Zilles,2014,78,78,0,sole source,1,Zilles,1,1,2014
Homo sapiens,Amygdala_lateral_nucleus_Vol.mm3,Barger_etal_2007_TABLE1,Barger et al. (2007) TABLE 1,10.1002/ajpa.20684,Zilles,2007,1146,1124,1.96,averaged into the merged value,1,Zilles,1,2,2014
Homo sapiens,Amygdala_lateral_nucleus_Vol.mm3,Barger_etal_2014_Table1,Barger et al. (2014) Table 1,10.3389/fnhum.2014.00277,Zilles,2014,1102,1124,-1.96,averaged into the merged value,1,Zilles,1,2,2014
Homo sapiens,Area_striata_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Stephan_collection,1984,20226,20226,0,sole source,1,Stephan_collection,1,1,1984
Homo sapiens,Area_striata_grey_matter_Vol.mm3,Bush_Allman_2004_b_TABLE1,Bush & Allman (2004) TABLE 1,10.1002/ar.a.20114,Bush,2004,16140,15463.5,4.37,averaged into the merged value,1,Bush; Stephan_collection,2,2,2004
Homo sapiens,Area_striata_grey_matter_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Stephan_collection,1984,14787,15463.5,-4.37,averaged into the merged value,1,Bush; Stephan_collection,2,2,2004
Homo sapiens,Area_striata_grey_matter_left_Vol.mm3,deSousa_etal_2010_Table1,deSousa et al. (2010) Table 1,10.1016/j.jhevol.2009.11.011,Zilles,2010,7630,7630,0,sole source,10,Zilles,1,1,2010
Homo sapiens,Area_striata_lamina_1_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Stephan_collection,1984,1704,1704,0,sole source,1,Stephan_collection,1,1,1984
Homo sapiens,Area_striata_laminae_2_6_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Stephan_collection,1984,13083,13083,0,sole source,1,Stephan_collection,1,1,1984
Homo sapiens,Area_striata_white_matter_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Stephan_collection,1984,5439,5439,0,sole source,1,Stephan_collection,1,1,1984
Homo sapiens,Body_Mass.g,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Stephan_collection,1981,65000,65000,0,reference table used (mass rule: other sources not averaged in),1,Stephan_collection,1,1,1981
Homo sapiens,Body_Mass.g_SD,Rilling_Insel_1999_Table1,Rilling & Insel (1999) Table 1,10.1006/jhev.1999.0313,RillingInsel,1999,4900,4900,0,sole source,1,RillingInsel,1,1,1999
Homo sapiens,Brain_Mass.mg,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Stephan_collection,1981,1330000,1330000,0,reference table used (mass rule: other sources not averaged in),1,Stephan_collection,1,1,1981
Homo sapiens,Bulbus_olfactorius_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Stephan_collection,1981,114,114,0,sole source,1,Stephan_collection,1,1,1981
Homo sapiens,Bulbus_olfactorius_accessorius_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Stephan_collection,1981,0,0,NA,sole source,1,Stephan_collection,1,1,1981
Homo sapiens,Capsula_interna_Vol.mm3,Stephan_etal_1981_TableVIII,Stephan et al. (1981) Table VIII,10.1159/000155963,Stephan_collection,1981,7008,7008,0,sole source,1,Stephan_collection,1,1,1981
Homo sapiens,CerebellarHemisphere_Vol.mm3,MacLeod_etal_2003_Table1,MacLeod et al. (2003) Table 1,10.1016/s0047-2484(03)00028-9,Zilles,2003,125183.333333333,127110.4166666665,-1.52,averaged into the merged value,1,Zilles,1,2,2003
Homo sapiens,CerebellarHemisphere_Vol.mm3,MacLeod_etal_2003_Table2,MacLeod et al. (2003) Table 2,10.1016/s0047-2484(03)00028-9,Zilles,2003,129037.5,127110.4166666665,1.52,averaged into the merged value,1,Zilles,1,2,2003
Homo sapiens,CerebellarVermis_Vol.mm3,MacLeod_etal_2003_Table1,MacLeod et al. (2003) Table 1,10.1016/s0047-2484(03)00028-9,Zilles,2003,11833.3333333333,11760.41666666665,0.62,averaged into the merged value,1,Zilles,1,2,2003
Homo sapiens,CerebellarVermis_Vol.mm3,MacLeod_etal_2003_Table2,MacLeod et al. (2003) Table 2,10.1016/s0047-2484(03)00028-9,Zilles,2003,11687.5,11760.41666666665,-0.62,averaged into the merged value,1,Zilles,1,2,2003
Homo sapiens,Cerebellum_Vol.mm3,MacLeod_etal_2003_Table1,MacLeod et al. (2003) Table 1,10.1016/s0047-2484(03)00028-9,Zilles,2003,137016.666666667,136803.52777777784,0.16,averaged into the merged value,1,RillingInsel; Stephan_collection; Zilles,3,4,2003
Homo sapiens,Cerebellum_Vol.mm3,MacLeod_etal_2003_Table2,MacLeod et al. (2003) Table 2,10.1016/s0047-2484(03)00028-9,Zilles,2003,140762.5,136803.52777777784,2.89,averaged into the merged value,1,RillingInsel; Stephan_collection; Zilles,3,4,2003
Homo sapiens,Cerebellum_Vol.mm3,Rilling_Insel_1998_Table1,Rilling & Insel (1998) Table 1,10.1159/000006575,RillingInsel,1998,134100,136803.52777777784,-1.98,averaged into the merged value,1,RillingInsel; Stephan_collection; Zilles,3,4,2003
Homo sapiens,Cerebellum_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Stephan_collection,1981,137421,136803.52777777784,0.45,averaged into the merged value,1,RillingInsel; Stephan_collection; Zilles,3,4,2003
Homo sapiens,Cerebral_hemispheres_Vol.mm3,Barger_etal_2007_TABLE1,Barger et al. (2007) TABLE 1,10.1002/ajpa.20684,Zilles,2007,1151000,1151000,0,sole source,1,Zilles,1,1,2007
Homo sapiens,Complexus_centromedialis_Vol.mm3,Stephan_etal_1981_TableXI,Stephan et al. (1981) Table XI,10.1159/000155963,Stephan_collection,1981,592,592,0,sole source,1,Stephan_collection,1,1,1981
Homo sapiens,Complexus_corticobasolateralis_Vol.mm3,Stephan_etal_1981_TableXI,Stephan et al. (1981) Table XI,10.1159/000155963,Stephan_collection,1981,2424,2424,0,sole source,1,Stephan_collection,1,1,1981
Homo sapiens,Complexus_vestibularis_Vol.mm3,NA,NA,NA,NA,NA,NA,354,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Stephan_collection,1,NA,NA
Homo sapiens,Complexus_vestibularis_unilateral_Vol.mm3,Stephan_etal_1981_TableXIII,Stephan et al. (1981) Table XIII,10.1159/000155963,Stephan_collection,1981,177,177,0,sole source,1,Stephan_collection,1,1,1981
Homo sapiens,Corpus_geniculatum_laterale_Vol.mm3,Bush_Allman_2004_b_TABLE1,Bush & Allman (2004) TABLE 1,10.1002/ar.a.20114,Bush,2004,370,393,-5.85,averaged into the merged value,1,Bush; Stephan_collection,2,2,2004
Homo sapiens,Corpus_geniculatum_laterale_Vol.mm3,Stephan_etal_1981_TableIX,Stephan et al. (1981) Table IX,10.1159/000155963,Stephan_collection,1981,416,393,5.85,averaged into the merged value,1,Bush; Stephan_collection,2,2,2004
Homo sapiens,Corpus_geniculatum_laterale_left_Vol.mm3,deSousa_etal_2010_Table1,deSousa et al. (2010) Table 1,10.1016/j.jhevol.2009.11.011,Zilles,2010,180,180,0,sole source,10,Zilles,1,1,2010
Homo sapiens,Corpus_pineal_Vol.mm3,Stephan_etal_1981_TableXVI,Stephan et al. (1981) Table XVI,10.1159/000155963,Stephan_collection,1981,142,142,0,sole source,1,Stephan_collection,1,1,1981
Homo sapiens,Corpus_subcommissurale_Vol.mm3,Stephan_etal_1981_TableXVI,Stephan et al. (1981) Table XVI,10.1159/000155963,Stephan_collection,1981,0.0203,0.0203,0,sole source,1,Stephan_collection,1,1,1981
Homo sapiens,Corpus_subfornicale_Vol.mm3,Stephan_etal_1981_TableXVI,Stephan et al. (1981) Table XVI,10.1159/000155963,Stephan_collection,1981,0.508,0.508,0,sole source,1,Stephan_collection,1,1,1981
Homo sapiens,Diencephalon_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Stephan_collection,1981,33319,33319,0,sole source,1,Stephan_collection,1,1,1981
Homo sapiens,Dysgranular_insular_cortex_Vol.mm3,NA,NA,NA,NA,NA,NA,5733.2,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Zilles,1,NA,NA
Homo sapiens,Dysgranular_insular_cortex_left_Vol.mm3,Bauernfeind_etal_2013_Table1,Bauernfeind et al. (2013) Table 1,10.1016/j.jhevol.2012.12.003,Zilles,2013,2960.2,2960.2,0,sole source,1,Zilles,1,1,2013
Homo sapiens,Dysgranular_insular_cortex_right_Vol.mm3,Bauernfeind_etal_2013_Table2,Bauernfeind et al. (2013) Table 2,10.1016/j.jhevol.2012.12.003,Zilles,2013,2773,2773,0,sole source,1,Zilles,1,1,2013
Homo sapiens,Epithalamus_Vol.mm3,Stephan_etal_1981_TableVIII,Stephan et al. (1981) Table VIII,10.1159/000155963,Stephan_collection,1981,133,133,0,sole source,1,Stephan_collection,1,1,1981
Homo sapiens,Facial_motor_nucleus_Vol.mm3,NA,NA,NA,NA,NA,NA,25.9,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Sherwood,1,NA,NA
Homo sapiens,Facial_motor_nucleus_left_Vol.mm3,Sherwood_etal_2005_Table1,Sherwood et al. (2005) Table 1,10.1016/j.jhevol.2004.10.003,Sherwood,2005,12.95,12.95,0,sole source,1,Sherwood,1,1,2005
Homo sapiens,Granular_insular_cortex_Vol.mm3,NA,NA,NA,NA,NA,NA,3306.3999999999996,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Zilles,1,NA,NA
Homo sapiens,Granular_insular_cortex_left_Vol.mm3,Bauernfeind_etal_2013_Table1,Bauernfeind et al. (2013) Table 1,10.1016/j.jhevol.2012.12.003,Zilles,2013,1873.8,1873.8,0,sole source,1,Zilles,1,1,2013
Homo sapiens,Granular_insular_cortex_right_Vol.mm3,Bauernfeind_etal_2013_Table2,Bauernfeind et al. (2013) Table 2,10.1016/j.jhevol.2012.12.003,Zilles,2013,1432.6,1432.6,0,sole source,1,Zilles,1,1,2013
Homo sapiens,Hippocampus_Vol.mm3,Barger_etal_2014_Table1,Barger et al. (2014) Table 1,10.3389/fnhum.2014.00277,Zilles,2014,10360,10323.5,0.35,averaged into the merged value,1,Stephan_collection; Zilles,2,2,2014
Homo sapiens,Hippocampus_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Stephan_collection,1981,10287,10323.5,-0.35,averaged into the merged value,1,Stephan_collection; Zilles,2,2,2014
Homo sapiens,Hypoglossal_nucleus_Vol.mm3,NA,NA,NA,NA,NA,NA,28.78,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Sherwood,1,NA,NA
Homo sapiens,Hypoglossal_nucleus_left_Vol.mm3,Sherwood_etal_2005_Table1,Sherwood et al. (2005) Table 1,10.1016/j.jhevol.2004.10.003,Sherwood,2005,14.39,14.39,0,sole source,1,Sherwood,1,1,2005
Homo sapiens,Hypothalamus_Vol.mm3,Stephan_etal_1981_TableVIII,Stephan et al. (1981) Table VIII,10.1159/000155963,Stephan_collection,1981,3555,3555,0,sole source,1,Stephan_collection,1,1,1981
Homo sapiens,Insula_Vol.mm3,NA,NA,NA,NA,NA,NA,12629.2,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Zilles,1,NA,NA
Homo sapiens,Insula_left_Vol.mm3,Bauernfeind_etal_2013_Table1,Bauernfeind et al. (2013) Table 1,10.1016/j.jhevol.2012.12.003,Zilles,2013,6479,6479,0,sole source,1,Zilles,1,1,2013
Homo sapiens,Insula_right_Vol.mm3,Bauernfeind_etal_2013_Table2,Bauernfeind et al. (2013) Table 2,10.1016/j.jhevol.2012.12.003,Zilles,2013,6150.2,6150.2,0,sole source,1,Zilles,1,1,2013
Homo sapiens,Lobus_piriformis_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Stephan_collection,1981,9032,9032,0,sole source,1,Stephan_collection,1,1,1981
