Species,Variable,Source,Value,priority
Sarcophilus harrisii,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,2337,1
Sarcophilus harrisii,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,5385,1
Sarcophilus harrisii,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,1578,1
Sarcophilus harrisii,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,1826,1
Sarcophilus harrisii,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,3588,1
Sarcophilus harrisii,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Sarcophilus harrisii,RoB_I.p.mg,DosSantos_etal_2020_Table1,1780,1
Wallabia bicolor,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,5861,1
Wallabia bicolor,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,5914,1
Wallabia bicolor,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,6483,1
Wallabia bicolor,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,6269,1
Wallabia bicolor,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,4401,1
Wallabia bicolor,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Wallabia bicolor,RoB_I.p.mg,DosSantos_etal_2020_Table1,5252,1
Aotus trivirgatus,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Aotus trivirgatus,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Aotus trivirgatus,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Aotus trivirgatus,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,2635,1
Aotus trivirgatus,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Aotus trivirgatus,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Aotus trivirgatus,RoB_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Sapajus apella,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Sapajus apella,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Sapajus apella,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Sapajus apella,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,1991,1
Sapajus apella,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Sapajus apella,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Sapajus apella,RoB_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Homo sapiens,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Homo sapiens,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Homo sapiens,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,2381,1
Homo sapiens,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,2403,1
Homo sapiens,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,3085,1
Homo sapiens,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Homo sapiens,RoB_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Macaca fascicularis,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Macaca fascicularis,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Macaca fascicularis,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Macaca fascicularis,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,4727,1
Macaca fascicularis,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Macaca fascicularis,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Macaca fascicularis,RoB_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Macaca nemestrina,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Macaca nemestrina,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Macaca nemestrina,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Macaca nemestrina,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,3668,1
Macaca nemestrina,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Macaca nemestrina,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Macaca nemestrina,RoB_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Otolemur garnettii,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Otolemur garnettii,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Otolemur garnettii,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Otolemur garnettii,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,8294,1
Otolemur garnettii,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Otolemur garnettii,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Otolemur garnettii,RoB_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Papio cynocephalus,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Papio cynocephalus,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Papio cynocephalus,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Papio cynocephalus,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,2773,1
Papio cynocephalus,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Papio cynocephalus,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Papio cynocephalus,RoB_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Saguinus midas,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Saguinus midas,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Saguinus midas,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Saguinus midas,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,3041,1
Saguinus midas,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Saguinus midas,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Saguinus midas,RoB_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Sorex fumeus,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,0.084,9
Sorex fumeus,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,9730000,9
Sorex fumeus,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,9290000,9
Sorex fumeus,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,116727,9
Sorex fumeus,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,111754,9
Sorex fumeus,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,0.958,9
Mus musculus,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,0.173,9
Mus musculus,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,13688162,9
Mus musculus,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,12061838,9
Mus musculus,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,78672,9
Mus musculus,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,68643,9
Mus musculus,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,0.87,9
Blarina brevicauda,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,0.197,9
Blarina brevicauda,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,11876000,9
Blarina brevicauda,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,15820000,9
Blarina brevicauda,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,60214,9
Blarina brevicauda,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,80729,9
Blarina brevicauda,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,1.357,9
Heterocephalus glaber,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,0.184,9
Heterocephalus glaber,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,6151875,9
Heterocephalus glaber,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,8398125,9
Heterocephalus glaber,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,33374,9
Heterocephalus glaber,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,45894,9
Heterocephalus glaber,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,1.365,9
Condylura cristata,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,0.42,9
Condylura cristata,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,17250000,9
Condylura cristata,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,32010000,9
Condylura cristata,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,40777,9
Condylura cristata,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,76995,9
Condylura cristata,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,1.966,9
Parascalops breweri,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,0.429,9
Parascalops breweri,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,15690000,9
Parascalops breweri,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,39870000,9
Parascalops breweri,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,36727,9
Parascalops breweri,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,93185,9
Parascalops breweri,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,2.581,9
Amblysomus hottentotus,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,0.439,9
Amblysomus hottentotus,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,21516000,9
Amblysomus hottentotus,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,21370000,9
Amblysomus hottentotus,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,48932,9
Amblysomus hottentotus,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,48146,9
Amblysomus hottentotus,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,0.982,9
Scalopus aquaticus,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,0.476,9
Scalopus aquaticus,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,26680000,9
Scalopus aquaticus,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,38540000,9
Scalopus aquaticus,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,60461,9
Scalopus aquaticus,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,80745,9
Scalopus aquaticus,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,1.383,9
Elephantulus myurus,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,0.471,9
Elephantulus myurus,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,25865000,9
Elephantulus myurus,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,26229000,9
Elephantulus myurus,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,54644,9
Elephantulus myurus,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,55693,9
Elephantulus myurus,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,1.032,9
Mesocricetus auratus,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,0.446,9
Mesocricetus auratus,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,17140000,9
Mesocricetus auratus,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,41870000,9
Mesocricetus auratus,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,39099,9
Mesocricetus auratus,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,94271,9
Mesocricetus auratus,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,2.507,9
Rattus norvegicus,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,0.769,9
Rattus norvegicus,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,31017192,9
Rattus norvegicus,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,45687808,9
Rattus norvegicus,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,41092,9
Rattus norvegicus,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,60426,9
Rattus norvegicus,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,1.497,9
Microcebus murinus,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,0.908,9
Microcebus murinus,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,22310400,9
Microcebus murinus,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,70649600,9
Microcebus murinus,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,24571,9
Microcebus murinus,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,77808,9
Microcebus murinus,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,3.167,9
Proechimys guyannensis,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,0.924,9
Proechimys guyannensis,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,26086024,9
Proechimys guyannensis,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,71833039,9
Proechimys guyannensis,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,28321,9
Proechimys guyannensis,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,78011,9
Proechimys guyannensis,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,2.752,9
Petrodromus tetradactylus,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,1.239,9
Petrodromus tetradactylus,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,33947000,9
Petrodromus tetradactylus,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,40486000,9
Petrodromus tetradactylus,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,27236,9
Petrodromus tetradactylus,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,32550,9
Petrodromus tetradactylus,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,1.202,9
Tupaia glis,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,1.455,9
Tupaia glis,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,60390000,9
Tupaia glis,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,85580000,9
Tupaia glis,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,42900,9
Tupaia glis,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,58900,9
Tupaia glis,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,1.417,9
Cavia porcellus,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,1.938,9
Cavia porcellus,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,43510525,9
Cavia porcellus,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,108614475,9
Cavia porcellus,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,22508,9
Cavia porcellus,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,56036,9
Cavia porcellus,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,2.492,9
Cynomys sp.,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,2.586,9
Cynomys sp.,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,53768353,9
Cynomys sp.,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,183451647,9
Cynomys sp.,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,20866,9
Cynomys sp.,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,71202,9
Cynomys sp.,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,3.432,9
Sciurus carolinensis,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,2.73,9
Sciurus carolinensis,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,77334617,9
Sciurus carolinensis,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,209654717,9
Sciurus carolinensis,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,28384,9
Sciurus carolinensis,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,76877,9
Sciurus carolinensis,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,2.709,9
Oryctolagus cuniculus,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,4.448,9
Oryctolagus cuniculus,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,71448750,9
Oryctolagus cuniculus,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,254801250,9
Oryctolagus cuniculus,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,16063,9
Oryctolagus cuniculus,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,57284,9
Oryctolagus cuniculus,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,3.566,9
Callithrix jacchus,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,5.561,9
Callithrix jacchus,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,244720000,9
Callithrix jacchus,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,395340000,9
Callithrix jacchus,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,44280,9
Callithrix jacchus,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,71800,9
Callithrix jacchus,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,1.615,9
Otolemur garnettii,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,6.29,9
Otolemur garnettii,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,226090000,9
Otolemur garnettii,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,402070000,9
Otolemur garnettii,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,37820,9
Otolemur garnettii,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,63610,9
Otolemur garnettii,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,1.778,9
Dendrohyrax dorsalis,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,7.56,9
Dendrohyrax dorsalis,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,98960000,9
Dendrohyrax dorsalis,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,183540000,9
Dendrohyrax dorsalis,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,13098,9
Dendrohyrax dorsalis,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,24291,9
Dendrohyrax dorsalis,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,1.855,9
Dasyprocta prymnolopha,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,8.913,9
Dasyprocta prymnolopha,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,110641950,9
Dasyprocta prymnolopha,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,416208050,9
Dasyprocta prymnolopha,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,13250,9
Dasyprocta prymnolopha,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,49939,9
Dasyprocta prymnolopha,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,3.763,9
Procavia capensis,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,10.478,9
Procavia capensis,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,197933000,9
Procavia capensis,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,366620000,9
Procavia capensis,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,19134,9
Procavia capensis,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,35203,9
Procavia capensis,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,1.883,9
Aotus trivirgatus,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,10.617,9
Aotus trivirgatus,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,441900000,9
Aotus trivirgatus,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,695420000,9
Aotus trivirgatus,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,41990,9
Aotus trivirgatus,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,65330,9
Aotus trivirgatus,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,1.574,9
Callimico goeldii,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,12.984,9
Callimico goeldii,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,357129180,9
Callimico goeldii,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,715330820,9
Callimico goeldii,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,27505,9
Callimico goeldii,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,55093,9
Callimico goeldii,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,2.003,9
Saimiri sciureus,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,20.652,9
Saimiri sciureus,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,1.34e+09,9
Saimiri sciureus,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,1.61e+09,9
Saimiri sciureus,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,64930,9
Saimiri sciureus,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,77840,9
Saimiri sciureus,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,1.201,9
Macaca fascicularis,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,36.226,9
Macaca fascicularis,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,800955000,9
Macaca fascicularis,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,2758845000,9
Macaca fascicularis,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,22110,9
Macaca fascicularis,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,76156,9
Macaca fascicularis,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,3.444,9
Sapajus apella,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,39.178,9
Sapajus apella,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,1.14e+09,9
Sapajus apella,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,2.55e+09,9
Sapajus apella,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,29180,9
Sapajus apella,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,64980,9
Sapajus apella,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,2.237,9
Macaca radiata,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,48.274,9
Macaca radiata,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,1655707140,9
Macaca radiata,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,3808672860,9
Macaca radiata,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,34298,9
Macaca radiata,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,78897,9
Macaca radiata,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,2.3,9
Sus scrofa domesticus,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,42.404,9
Sus scrofa domesticus,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,307082404,9
Sus scrofa domesticus,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,3250251354,9
Sus scrofa domesticus,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,7276,9
Sus scrofa domesticus,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,77016,9
Sus scrofa domesticus,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,10.585,9
Hydrochoerus hydrochaeris,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,48.175,9
Hydrochoerus hydrochaeris,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,306501565,9
Hydrochoerus hydrochaeris,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,1847818435,9
Hydrochoerus hydrochaeris,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,6336,9
Hydrochoerus hydrochaeris,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,38117,9
Hydrochoerus hydrochaeris,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,5.983,9
Antidorcas marsupialis,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,68.806,9
Antidorcas marsupialis,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,396896159,9
Antidorcas marsupialis,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,4126259275,9
Antidorcas marsupialis,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,5768,9
Antidorcas marsupialis,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,59969,9
Antidorcas marsupialis,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,10.396,9
Macaca mulatta,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,69.832,9
Macaca mulatta,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,1.71e+09,9
Macaca mulatta,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,5.27e+09,9
Macaca mulatta,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,24470,9
Macaca mulatta,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,75400,9
Macaca mulatta,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,3.082,9
Damaliscus pygargus phillipsi,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,111.31,9
Damaliscus pygargus phillipsi,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,570673431,9
Damaliscus pygargus phillipsi,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,6762256227,9
Damaliscus pygargus phillipsi,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,5127,9
Damaliscus pygargus phillipsi,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,60760,9
Damaliscus pygargus phillipsi,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,11.851,9
Papio cynocephalus,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,120.214,9
Papio cynocephalus,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,2875028372,9
Papio cynocephalus,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,7569751628,9
Papio cynocephalus,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,23916,9
Papio cynocephalus,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,62969,9
