Species,Variable,Source,Value,priority
Rattus norvegicus,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,126210,12
Rattus norvegicus,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,0.848,12
Scalopus aquaticus,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,0.082,12
Scalopus aquaticus,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,34610000,12
Scalopus aquaticus,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,17780000,12
Scalopus aquaticus,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,423520,12
Scalopus aquaticus,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,215230,12
Scalopus aquaticus,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,0.514,12
Macaca mulatta,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,0.088,12
Macaca mulatta,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,8473800,12
Macaca mulatta,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,11006200,12
Macaca mulatta,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,96293,12
Macaca mulatta,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,125070,12
Macaca mulatta,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,1.299,12
Tupaia glis,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,0.1,12
Tupaia glis,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,12700000,12
Tupaia glis,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,20068000,12
Tupaia glis,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,130173,12
Tupaia glis,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,205876,12
Tupaia glis,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,1.58,12
Cavia porcellus,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,0.103,12
Cavia porcellus,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,6065700,12
Cavia porcellus,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,10154300,12
Cavia porcellus,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,58560,12
Cavia porcellus,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,96793,12
Cavia porcellus,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,1.637,12
Proechimys guyannensis,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,0.132,12
Proechimys guyannensis,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,9141540,12
Proechimys guyannensis,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,21128460,12
Proechimys guyannensis,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,69254,12
Proechimys guyannensis,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,160064,12
Proechimys guyannensis,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,2.311,12
Oryctolagus cuniculus,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,0.156,12
Oryctolagus cuniculus,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,18765000,12
Oryctolagus cuniculus,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,22935000,12
Oryctolagus cuniculus,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,120288,12
Oryctolagus cuniculus,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,147019,12
Oryctolagus cuniculus,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,1.222,12
Petrodromus tetradactylus,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,0.159,12
Petrodromus tetradactylus,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,12828365,12
Petrodromus tetradactylus,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,14775635,12
Petrodromus tetradactylus,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,80805,12
Petrodromus tetradactylus,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,91369,12
Petrodromus tetradactylus,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,1.141,12
Otolemur garnettii,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,0.2,12
Otolemur garnettii,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,30237060,12
Otolemur garnettii,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,34244000,12
Otolemur garnettii,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,149219,12
Otolemur garnettii,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,170505,12
Otolemur garnettii,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,1.133,12
Sciurus carolinensis,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,0.212,12
Sciurus carolinensis,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,28845724,12
Sciurus carolinensis,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,39015942,12
Sciurus carolinensis,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,137532,12
Sciurus carolinensis,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,185359,12
Sciurus carolinensis,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,1.478,12
Procavia capensis,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,0.286,12
Procavia capensis,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,20909490,12
Procavia capensis,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,14790510,12
Procavia capensis,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,73110,12
Procavia capensis,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,51715,12
Procavia capensis,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,0.707,12
Dasyprocta prymnolopha,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,0.737,12
Dasyprocta prymnolopha,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,58124085,12
Dasyprocta prymnolopha,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,72595915,12
Dasyprocta prymnolopha,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,88008,12
Dasyprocta prymnolopha,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,107301,12
Dasyprocta prymnolopha,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,1.239,12
Sus scrofa domesticus,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,0.822,12
Sus scrofa domesticus,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,9195500,12
Sus scrofa domesticus,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,77554500,12
Sus scrofa domesticus,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,11187,12
Sus scrofa domesticus,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,94348,12
Sus scrofa domesticus,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,8.434,12
Antidorcas marsupialis,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,1.2,12
Antidorcas marsupialis,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,15998400,12
Antidorcas marsupialis,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,105201600,12
Antidorcas marsupialis,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,13332,12
Antidorcas marsupialis,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,87668,12
Antidorcas marsupialis,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,6.576,12
Hydrochoerus hydrochaeris,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,1.302,12
Hydrochoerus hydrochaeris,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,28560310,12
Hydrochoerus hydrochaeris,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,67389690,12
Hydrochoerus hydrochaeris,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,21864,12
Hydrochoerus hydrochaeris,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,51544,12
Hydrochoerus hydrochaeris,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,2.333,12
Giraffa camelopardalis,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,2.052,12
Giraffa camelopardalis,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,24678000,12
Giraffa camelopardalis,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,232384500,12
Giraffa camelopardalis,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,12026,12
Giraffa camelopardalis,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,113248,12
Giraffa camelopardalis,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,9.417,12
Tragelaphus strepsiceros,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,5.546,12
Tragelaphus strepsiceros,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,38331562,12
Tragelaphus strepsiceros,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,362731438,12
Tragelaphus strepsiceros,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,6912,12
Tragelaphus strepsiceros,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,58913,12
Tragelaphus strepsiceros,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,8.523,12
Loxodonta africana,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,41.886,12
Loxodonta africana,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,908371986,12
Loxodonta africana,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,2857878014,12
Loxodonta africana,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,21687,12
Loxodonta africana,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,68230,12
Loxodonta africana,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,3.146,12
Sorex fumeus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,7.8,11
Sorex fumeus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,0.176,11
Sorex fumeus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,36460000,11
Sorex fumeus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,22860000,11
Blarina brevicauda,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,16.2,11
Blarina brevicauda,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,0.347,11
Blarina brevicauda,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,55190000,11
Blarina brevicauda,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,33550000,11
Heterocephalus glaber,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,23.3,11
Heterocephalus glaber,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,0.392,11
Heterocephalus glaber,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,26875462,11
Heterocephalus glaber,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,24191205,11
Mus musculus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,40.4,11
Mus musculus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,0.402,11
Mus musculus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,67873741,11
Mus musculus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,33858759,11
Parascalops breweri,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,42.7,11
Parascalops breweri,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,0.759,11
Parascalops breweri,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,123600000,11
Parascalops breweri,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,78260000,11
Condylura cristata,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,41.1,11
Condylura cristata,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,0.802,11
Condylura cristata,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,131330000,11
Condylura cristata,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,83040000,11
Amblysomus hottentotus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,79,11
Amblysomus hottentotus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,0.812,11
Amblysomus hottentotus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,65074000,11
Amblysomus hottentotus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,46631000,11
Mesocricetus auratus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,168.1,11
Mesocricetus auratus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,0.965,11
Mesocricetus auratus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,84220000,11
Mesocricetus auratus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,70640000,11
Scalopus aquaticus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,95.3,11
Scalopus aquaticus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,0.999,11
Scalopus aquaticus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,203520000,11
Scalopus aquaticus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,101740000,11
Elephantulus myurus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,45.1,11
Elephantulus myurus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,1.04,11
Elephantulus myurus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,129190603,11
Elephantulus myurus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,78594397,11
Rattus norvegicus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,315.1,11
Rattus norvegicus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,1.724,11
Rattus norvegicus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,188867832,11
Rattus norvegicus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,121914668,11
Microcebus murinus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,60,11
Microcebus murinus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,1.799,11
Microcebus murinus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,254711180,11
Microcebus murinus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,138948820,11
Proechimys guyannensis,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,223.485,11
Proechimys guyannensis,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,2.078,11
Proechimys guyannensis,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,202090113,11
Proechimys guyannensis,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,181274887,11
Petrodromus tetradactylus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,132.5,11
Petrodromus tetradactylus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,2.44,11
Petrodromus tetradactylus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,156830795,11
Petrodromus tetradactylus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,103349000,11
Tupaia glis,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,172.5,11
Tupaia glis,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,2.752,11
Tupaia glis,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,261400000,11
Tupaia glis,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,199650000,11
Cavia porcellus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,311,11
Cavia porcellus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,3.656,11
Cavia porcellus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,233557275,11
Cavia porcellus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,228087725,11
Cynomys sp.,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,1515,11
Cynomys sp.,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,5.321,11
Cynomys sp.,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,437943767,11
Cynomys sp.,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,417349567,11
Sciurus carolinensis,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,500,11
Sciurus carolinensis,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,5.548,11
Sciurus carolinensis,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,453660197,11
Sciurus carolinensis,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,530476469,11
Callithrix jacchus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,361,11
Callithrix jacchus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,7.78,11
Callithrix jacchus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,635800000,11
Callithrix jacchus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,590740000,11
Oryctolagus cuniculus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,4600,11
Oryctolagus cuniculus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,9.132,11
Oryctolagus cuniculus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,494205000,11
Oryctolagus cuniculus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,630795000,11
Otolemur garnettii,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,946.7,11
Otolemur garnettii,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,10.15,11
Otolemur garnettii,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,9.36e+08,11
Otolemur garnettii,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,666590000,11
Dendrohyrax dorsalis,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,1150,11
Dendrohyrax dorsalis,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,12.8,11
Dendrohyrax dorsalis,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,504572834,11
Dendrohyrax dorsalis,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,413574000,11
Aotus trivirgatus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,925,11
Aotus trivirgatus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,15.73,11
Aotus trivirgatus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,1468410000,11
Aotus trivirgatus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,1195130000,11
Procavia capensis,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,2517,11
Procavia capensis,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,16.853,11
Procavia capensis,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,755653000,11
Procavia capensis,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,620622000,11
Dasyprocta prymnolopha,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,2843,11
Dasyprocta prymnolopha,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,17.628,11
Dasyprocta prymnolopha,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,795112070,11
Dasyprocta prymnolopha,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,951677930,11
Saimiri sciureus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,859,11
Saimiri sciureus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,30.216,11
Saimiri sciureus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,3246430000,11
Saimiri sciureus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,2073030000,11
Macaca fascicularis,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,5700,11
Macaca fascicularis,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,46.162,11
Macaca fascicularis,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,3439004620,11
Macaca fascicularis,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,3154415380,11
Sapajus apella,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,3340,11
Sapajus apella,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,52.208,11
Sapajus apella,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,3690520000,11
Sapajus apella,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,3297740000,11
Macaca radiata,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,8012,11
Macaca radiata,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,61.47,11
Macaca radiata,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,3755620300,11
Macaca radiata,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,4878879700,11
Sus scrofa domesticus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,1e+05,11
Sus scrofa domesticus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,64.18,11
Sus scrofa domesticus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,2224112553,11
Sus scrofa domesticus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,4695783705,11
Hydrochoerus hydrochaeris,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,47500,11
Hydrochoerus hydrochaeris,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,74.734,11
Hydrochoerus hydrochaeris,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,1572560385,11
Hydrochoerus hydrochaeris,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,3197929615,11
Macaca mulatta,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,3900,11
Macaca mulatta,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,87.346,11
Macaca mulatta,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,6376160000,11
Macaca mulatta,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,7162900000,11
Antidorcas marsupialis,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,25000,11
Antidorcas marsupialis,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,106.074,11
Antidorcas marsupialis,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,2724595233,11
Antidorcas marsupialis,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,5912784575,11
Papio cynocephalus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,8000,11
Papio cynocephalus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,151.194,11
Papio cynocephalus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,10948086440,11
Papio cynocephalus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,9175538564,11
Damaliscus pygargus phillipsi,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,60000,11
Damaliscus pygargus phillipsi,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,154.718,11
Damaliscus pygargus phillipsi,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,3058814227,11
Damaliscus pygargus phillipsi,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,9343246559,11
Tragelaphus strepsiceros,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,218000,11
Tragelaphus strepsiceros,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,306.86,11
Tragelaphus strepsiceros,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,4911651549,11
Tragelaphus strepsiceros,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,16977183580,11
Giraffa camelopardalis,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,470000,11
Giraffa camelopardalis,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,537.218,11
Giraffa camelopardalis,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,10751287650,11
Giraffa camelopardalis,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,37912932350,11
Homo sapiens,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,70000,11
Homo sapiens,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,1508.91,11
Homo sapiens,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,8.606e+10,11
Homo sapiens,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,8.461e+10,11
Loxodonta africana,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,5e+06,11
Loxodonta africana,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,4618.62,11
Loxodonta africana,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,257043473412,11
Loxodonta africana,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,216057982337,11
Cardioderma cor,SampleInfo,HerculanoHouzel_etal_2020_TABLE1,(1H each),2
Cardioderma cor,Body_Mass.g,HerculanoHouzel_etal_2020_TABLE1,26,2
Cardioderma cor,WholeBrain_Mass.g,HerculanoHouzel_etal_2020_TABLE1,0.562,2
Cardioderma cor,WholeBrain_N.n,HerculanoHouzel_etal_2020_TABLE1,81331192,2
Coleura afra,SampleInfo,HerculanoHouzel_etal_2020_TABLE1,(1H each),2
Coleura afra,Body_Mass.g,HerculanoHouzel_etal_2020_TABLE1,11.5,2
Coleura afra,WholeBrain_Mass.g,HerculanoHouzel_etal_2020_TABLE1,0.244,2
Coleura afra,WholeBrain_N.n,HerculanoHouzel_etal_2020_TABLE1,58580214,2
Triaenops persicus,SampleInfo,HerculanoHouzel_etal_2020_TABLE1,(1H each),2
Triaenops persicus,Body_Mass.g,HerculanoHouzel_etal_2020_TABLE1,13.7,2
Triaenops persicus,WholeBrain_Mass.g,HerculanoHouzel_etal_2020_TABLE1,0.251,2
Triaenops persicus,WholeBrain_N.n,HerculanoHouzel_etal_2020_TABLE1,69762924,2
Macronycteris commersoni,SampleInfo,HerculanoHouzel_etal_2020_TABLE1,females (1H each),2
Macronycteris commersoni,Body_Mass.g,HerculanoHouzel_etal_2020_TABLE1,101.9,2
Macronycteris commersoni,WholeBrain_Mass.g,HerculanoHouzel_etal_2020_TABLE1,0.588,2
Macronycteris commersoni,WholeBrain_N.n,HerculanoHouzel_etal_2020_TABLE1,66718833,2
Mops pumilus,SampleInfo,HerculanoHouzel_etal_2020_TABLE1,(1 female) (2H each),2
Mops pumilus,Body_Mass.g,HerculanoHouzel_etal_2020_TABLE1,5.4,2
Mops pumilus,WholeBrain_Mass.g,HerculanoHouzel_etal_2020_TABLE1,0.208,2
Mops pumilus,WholeBrain_N.n,HerculanoHouzel_etal_2020_TABLE1,34958391,2
Miniopterus schreibersii,SampleInfo,HerculanoHouzel_etal_2020_TABLE1,(1H each),2
Miniopterus schreibersii,Body_Mass.g,HerculanoHouzel_etal_2020_TABLE1,11.6,2
