"search_id","sex_file","Sex_reported","habitat_type","Reference","Full_Reference","SpeciesName_Reported","CommonName_Reported","species_sci","Sleep_h_day","Sleep_h_day_drowsy_adj","REM_h","NREM_h","Sleep_cycle_min","REM_sleep_pct","Sleep_h_day_in_water","Sleep_h_day_on_land","REM_h_in_water","REM_h_on_land","NREM_h_in_water","NREM_h_on_land","USWS","BSWS","ASWS","N_reported","N_in_mean","Animals_sampled","EEG","Telemetry","Twenty_four_hour","Light","Adaptation","Diet_condition","Temperature","Restraint","Behavioural","Lab_condition_score","Summary_age_class","Monophasic_polyphasic","Error","Error_Note","Notes_Misc","Data_came_from","Post1988"
188,"Mixed","Mix","Marine","Mukhametov Et Al., 1984A","Mukhametov, L. M., Supin, A., & Poliakova, I. G. (1984A). [The Sleep In Caspian Seals (Phoca Caspica)]. [Russian] Zh Vyssh Nerv Deiat Im I P Pavlova, 34(2), 259-264.","Phoca Caspica","Caspean Seal","Phoca caspica",6.96,NA,0.816,6.144,NA,11.7241379310345,2.784,4.176,NA,NA,NA,NA,"","","",4,4,4,"Yes","Telemetry / Radiotelemetry Used","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","1",13,"Adult",NA,"","","In Russian; Sea Mammals; Avg Species; Assumed 24-hour Recording Period; Campbell & Tobler (1984) Have Scientific Name As Gallerinus Ursinus","Not from Zepelin","No"
201,"Mixed","Mix","Land","Palchykova Et Al., 2002","Palchykova, S., Deboer, T., & Tobler, I. (2002). Selective Sleep Deprivation After Daily Torpor In The Djungarian Hamster. Journal Of Sleep Research, 11, 313-319.","Phodopus Sungorus","Djungarian Hamster","Phodopus sungorus",3.144,NA,0.486,2.658,NA,15.4580152671756,NA,NA,NA,NA,NA,NA,"","","",8,8,8,"Yes","No","1 (Less than 12 hours)","Normal light/dark conditions","Yes","Normal","No",NA,"0",7,"Adult",NA,"SN","","No Original Baseline Was Available Without Torpor So Baseline With Torpor Was Used; 6 Hour Recording Period; Age Based On Baseline Based On Body Temp; Also Known As Phodopus Campbelli","Not from Zepelin","Yes"
155,"Mixed","Mix","Land","Lucas Et Al., 1977","Lucas, E. A., Powell, E. W., & Murphree, O. D. (1977). Baseline Sleep-wake Patterns In 
The Pointer Dog. Physiology & Behavior, 19, 285-291.","Pointer Dog","Pointer Dog","Canis lupus familiaris",8.448,2.1754,3.024,5.424,20,35.7954545454545,NA,NA,NA,NA,NA,NA,"","","",6,6,6,"Yes","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","0",10,"Adult","Poly","","","Mean REM Cycle And Episode Are Given; Adult Or Juv Not Stated Explicitly In Paper","Not from Zepelin","No"
204,"Mixed","Mix","Land","Pellet & Beraud, 1967","Pellet, J., & Beraud, C. (1967). [The Circadian Sleep-wakefulness Organization Of The Guinea Pig (Cavia Porcellus)]. Physiology & Behavior, 2, 131-137.","Rat","Rat","Rattus norvegicus",12.408,NA,1.68,10.728,NA,13.5396518375242,NA,NA,NA,NA,NA,NA,"","","",4,4,4,"Yes","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","0",10,"Adult",NA,"SN","","In French","Not from Zepelin","No"
68,"Mixed","Mix","Land","Breton Et Al., 1986","Breton, P., Gourmelon, P., & Court, L. (1986). New Findings On Sleep Stage 
Organization In Squirrel Monkeys. Electroencephalography & Clinical Neurophysiology, 40(6), 563-567.","Saimiri Sciureus","Squirrel Monkey","Saimiri sciureus",3.647,1.82,0.307,3.34,NA,8.41787770770496,NA,NA,NA,NA,NA,NA,"","","",11,11,11,"Yes","No","1 (Less than 12 hours)","Normal light/dark conditions","Yes","Normal","No","No","1",9,"Adult",NA,"","","Males And Females; Data Are Not Split According To Sex; 10 Hr. Rec. Period","Not from Zepelin","No"
10,"Mixed","Mix","Land","Allison Et Al., 1972","Allison, T., Van Twyver, H., & Goff, W. R.  (1972). Electrophysiological Studies Of The Echidna, Tachyglossus Aculeatus. I. Waking And Sleep. Archives Of Italian Biology, 110, 145-184.","Tachyglossus Aculeatus","Echidna (spiny Anteater)","Tachyglossus aculeatus",15.696,NA,0,15.696,27,0,NA,NA,NA,NA,NA,NA,"","","",5,5,5,"Yes","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","1",11,"Unknown","Poly","","","Monotreme; No REM; Zepelin (1989) Reports 8.6 For TST. Nothing For SWS. And 0 For REM; Does Not Specify If Adult Or Juvenile; Age Is Unclear; Sleep Cycle Obtained From Campbell & Tobler, 1984","From Zepelin","No"
195,"Mixed","Mix","Land","Nicol Et Al., 2000","Nicol, S. C., Andersen, N. A., Phillips, N. H., & Berger, R. J. (2000). The Echidna Manifests Typical Characteristics Of Rapid Eye Movement Sleep. Neuroscience Letters, 283(1), 49-52.","Tachyglossus Aculeatus","Echidna","Tachyglossus aculeatus",16.56,NA,1.032,15.528,11.8,6.23188405797102,NA,NA,NA,NA,NA,NA,"","","",6,6,6,"Yes","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","1",11,"Adult & Juvenile",NA,"","","25 Degree C; 6 In The Sample: 3 Reproductively Immature(1 Male. 2 Females). 2 Adult Females. 1 Adult Male; Contains Juveniles; Data Not Separated By Adults Or Juveniles","Not from Zepelin","Yes"
118,"Mixed","Mix","Land","Godfrey, 1955","Godfrey, G. K. (1955). A Field Study Of The Activity Of The Mole (Talpa Europaea).  
Ecology, 36, 678-685.","Talpa Europaea","Mole","Talpa europaea",1.7756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",8,8,8,"No","No","1 (Less than 12 hours)","Normal light/dark conditions","Yes","Normal","No","No","0",6,"Adult & Juvenile",NA,"","","NREM And PS Were Not Able To Be Calculated; Sample Consisted Of 3 Females And 1 Male For Pasture And 1 Adult Female And 4 Juvenile Males For Arable Field; Sample Combined For Nest And Tunnel For Both Pasture And Field; Recording Time 8 Hours Observation","Not from Zepelin","No"
97,"Mixed","Mix","Land","Estep Et Al., 1978","Estep, D., Canney, E. L., Cochran, C. C., & Hunter, J. L. (1978). Components Of Activity And Sleep In Two Species Of Chipmunks: Tamias Striatus Amd Eutomias Dorsalis. Bulletin Of The Psychonomic Society, 12, 341-343.","Tamias Striatus","Eastern Chipmunk","Tamias striatus",15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",12,12,12,"No","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","1",9,"Adult","Poly","","","Only TST Available; Zepelin (1989) Reports TST As 15.8; Mixed Sex","Not from Zepelin","No"
287,"Mixed","Mix","Land","Zepelin, 1970","Zepelin, H. (1970). Sleep Of The Jaguar And The Tapir: A Prey-predator Contrast [Abstract]. Psychophysiology, 7, 305-306.","Tapir","Tapir","Tapir",4.4,5.3,1,3.4,54,22.7272727272727,NA,NA,NA,NA,NA,NA,"","","",2,2,2,"No","No","3 (24 hour recording period)","Normal light/dark conditions","No","Normal","No","No","1",8,"Adult",NA,"","","N=2 For Both Species; Both Sexes Represented","From Zepelin","No"
153,"Mixed","Mix","Land","LoPresti & McGinty, 1970","LoPresti, R.W., & McGinty, D. J. (1970). Sleep In The Phalanger (Trichosurus Vulpecula): An Australian Marsupial [Abstract]. Psychophysiology, 7, 304.","Trichosurus Vulpecula","Phalanger","Trichosurus vulpecula",13.7,NA,1.8,11.9,NA,13.1386861313869,NA,NA,NA,NA,NA,NA,"","","",3,3,3,"Yes","No",NA,"Normal light/dark conditions","No","Normal","No",NA,"0",5,"Adult",NA,"","","Do Not Know Recording Time So Entered Data From Zepelin (1989), Which Also Matches Elgar Et Al. (1988) Data; 1 Male And 2 Females In Original Paper; Assuming Adults; IC Recommended We Discard Data Because Of The Unknown Recording Time","From Zepelin","No"
53,"Mixed","Mix","Land","Berger & Walker, 1972","Berger, R. J., & Walker, J. M. (1972). A Polygraphic Study Of Sleep In The Tree Shrew 	(Tupaia Glis). Brain, Behavior & Evolution, 5(1), 54-69.","Tupaia Glis","Tree Shrew","Tupaia glis",15.84,NA,2.693,13.147,13.9,17.0012626262626,NA,NA,NA,NA,NA,NA,"","","",6,6,6,"Yes","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","1",11,"Adult","Poly","","","Male And Female (3 Of Each); Did Not Have Data Separated For Species","Not from Zepelin","No"
89,"Mixed","Mix","Land","Dallaire & Ruckebush, 1974C","Dallaire, A., & Ruckebusch, Y. (1974C). Rest-Activity Cycle And Sleep Patterns In Captive Foxes (Vulpes Vulpes). Experientia, 30, 59-60.","Vulpes Vulpes","Captive Fox","Vulpes vulpes",9.72,4.872,2.4,7.392,15.6,24.6913580246914,NA,NA,NA,NA,NA,NA,"","","",3,3,3,"Yes","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No",NA,"0",9,"Adult",NA,"","","Paper Did Not State If One Year Is Adult Or Juv","Not from Zepelin","No"
