"search_id"	"sex_file"	"Sex_reported"	"habitat_type"	"Reference"	"Full_Reference"	"SpeciesName_Reported"	"CommonName_Reported"	"species_sci"	"Sleep_h_day"	"Sleep_h_day_drowsy_adj"	"REM_h"	"NREM_h"	"Sleep_cycle_min"	"REM_sleep_pct"	"Sleep_h_day_in_water"	"Sleep_h_day_on_land"	"REM_h_in_water"	"REM_h_on_land"	"NREM_h_in_water"	"NREM_h_on_land"	"USWS"	"BSWS"	"ASWS"	"N_reported"	"N_in_mean"	"Animals_sampled"	"EEG"	"Telemetry"	"Twenty_four_hour"	"Light"	"Adaptation"	"Diet_condition"	"Temperature"	"Restraint"	"Behavioural"	"Lab_condition_score"	"Summary_age_class"	"Monophasic_polyphasic"	"Error"	"Error_Note"	"Notes_Misc"	"Data_came_from"	"Post1988"
270	"Male"	"M"	"Land"	"Valatx & Bugat, 1974"	"Valatx, J. L., & Bugat, R. (1974). [Genetic Factors As Determinants Of The Waking-sleep Cycle In The Mouse (author's Transl)]. Brain Research, 69(2), 315-330."	"BALB/c"	"BALB/c"	"Mus musculus"	13.167	NA	0.9917	12.175	NA	7.53170805802385	NA	NA	NA	NA	NA	NA	""	""	""	8	8	8	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"0"	10	"Adult & Juvenile"	NA	""	""	"In French"	"Not from Zepelin"	"No"
116	"Male"	"M"	"Land"	"Galvao Et Al., 1983"	"Galvao De Moura Filho, A. G., Huggins, S. E., & Lines, S. G. (1983). Sleep And Waking In The Three-toed Sloth, Bradypus Tridactylus. Comparative Biochemical Physiology,  A, 76(2), 345-355."	"Bradypus Tridactylus"	"Three-toed Sloth"	"Bradypus tridactylus"	8.3536	2.7138	0.8725	7.4809	42.87	10.4445987358744	NA	NA	NA	NA	NA	NA	""	""	""	3	3	3	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"No"	"Normal"	"No"	"No"	"1"	10	NA	"Poly"	""	""	"Used Group III; N=4; Separated According Tos Ex; Used Table 2. Group III States 2 Males And 2 Females; We Went With The Table Wrt Sex - IC: Sleep Cycle From Table 2. Age Not Clear From The Paper, But The Body Mass Suggests The Males Were Adults"	"Not from Zepelin"	"No"
269	"Male"	"M"	"Land"	"Valatx & Bugat, 1974"	"Valatx, J. L., & Bugat, R. (1974). [Genetic Factors As Determinants Of The Waking-sleep Cycle In The Mouse (author's Transl)]. Brain Research, 69(2), 315-330."	"C3H/He"	"C3H/He"	"Mus musculus"	12.134	NA	1.1167	11.017	NA	9.20306576561727	NA	NA	NA	NA	NA	NA	""	""	""	8	8	8	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"0"	10	"Adult & Juvenile"	NA	""	""	"In French"	"Not from Zepelin"	"No"
266	"Male"	"M"	"Land"	"Valatx & Bugat, 1974"	"Valatx, J. L., & Bugat, R. (1974). [Genetic Factors As Determinants Of The Waking-sleep Cycle In The Mouse (author's Transl)]. Brain Research, 69(2), 315-330."	"C57BL/6J"	"C57BL/6J"	"Mus musculus"	12.495	NA	1.2933	11.202	NA	10.3505402160864	NA	NA	NA	NA	NA	NA	""	""	""	8	8	8	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"0"	10	"Adult & Juvenile"	NA	""	""	"In French"	"Not from Zepelin"	"No"
265	"Male"	"M"	"Land"	"Valatx & Bugat, 1974"	"Valatx, J. L., & Bugat, R. (1974). [Genetic Factors As Determinants Of The Waking-sleep Cycle In The Mouse (author's Transl)]. Brain Research, 69(2), 315-330."	"C57BR"	"C57BR"	"Mus musculus"	12.05	NA	1.3667	10.683	NA	11.3419087136929	NA	NA	NA	NA	NA	NA	""	""	""	8	8	8	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"0"	10	"Adult & Juvenile"	NA	""	""	"In French"	"Not from Zepelin"	"No"
81	"Male"	"M"	"Land"	"Crofts Et Al., 2001"	"Crofts, H. S., Wilson, S., Muggleton, N. G., Nutt, D. J., Scott, E. A., & Pearce, P. C. (2001). Investigation Of The Sleep Electrocorticogram Of The Common Marmoset (Callithrix Jacchus) Using Radiotelemetry. Clinical Neurophysiology, 112(12), 2265-2273."	"Callithrix Jacchus"	"Common Marmoset"	"Callithrix jacchus"	9.5061	NA	1.468	8.0831	50	15.4427157298997	NA	NA	NA	NA	NA	NA	""	""	""	4	2	2	"Yes"	"Telemetry / Radiotelemetry Used"	"2 (At least 12, but less than 24 hours)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	12	"Unknown"	NA	""	""	"Data For Males; Unclear If Adult Or Juv; No Body Weight Given; 12 Hr. Rec. Time"	"Not from Zepelin"	"Yes"
138	"Male"	"M"	"Land"	"Kantha & Suzuki, 2006"	"Kantha, S. S., & Suzuki, J. (2006). Sleep Quantitation In Common Marmoset, Cotton Top Tamarin And Squirrel Monkey By Non-invasive Actigraphy. Comparative Biochemistry & Physiology, Part A, 144, 203-210."	"Callithrix Jacchus"	"Common Marmoset"	"Callithrix jacchus"	12.383	NA	NA	NA	104.8	NA	NA	NA	NA	NA	NA	NA	""	""	""	5	5	5	"No"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"No"	"Normal"	"No"	"No"	"0"	7	"Adult & Juvenile"	NA	""	""	"Only Mean TST Taken; Sleep Cycle Includes One Baby Which May Account For Why It's So High; Does Not State If 0.8 Years Is Infant Or Juv"	"Not from Zepelin"	"Yes"
191	"Male"	"M"	"Marine"	"Mukhametov Et Al., 1984B"	"Mukhametov, L. M., Lyamin, O. I., & Polyakova, I. G. (1984B). [Sleep And Wakefulness In Northern Fur Seals (Callorhinus Ursinus)]. [Russian] Zh Vyssh Nerv Deiat Im I P Pavlova, 34(3), 465-471."	"Callorhinus Ursinus"	"Northern Fur Seal"	"Callorhinus ursinus"	8.712	NA	1.392	7.32	22.6	15.9779614325069	NA	NA	NA	NA	NA	NA	""	""	""	3	3	3	"Yes"	"Telemetry / Radiotelemetry Used"	"3 (24 hour recording period)"	"Normal light/dark conditions"	NA	"Normal"	"No"	NA	NA	10	"Unclassified"	NA	""	""	"Sea Mammals; Age Is Unclear; Not Sure If Adult Or Juv"	"Not from Zepelin"	"No"
192	"Male"	"M"	"Marine"	"Mukhametov Et Al., 1985"	"Mukhametov, L. M., Lyamin, O. I., & Polyakova, I. G. (1985). Interhemispheric 
Asynchrony Of The Sleep EEG In Northern Fur Seals. Experientia, 41(8), 1034-1035."	"Callorhinus Ursinus"	"Northern Fur Seal"	"Callorhinus ursinus"	7.272	NA	1.68	5.592	NA	23.1023102310231	NA	NA	NA	NA	NA	NA	""	""	""	1	1	1	"Yes"	"Telemetry / Radiotelemetry Used"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	13	"Juvenile"	NA	""	""	"Sea Mammals; Data Reported For 1 Male Aged 3.5 Years; Age Absolute Reported As 2m--22y; Not Sure If 3.5 Yrs Is Juv Or Adult; Zepelin (1989) Had Different Numbers; 24 Hour Recording"	"Not from Zepelin"	"No"
41	"Male"	"M"	"Land"	"Baumgardner Et Al., 1980"	"Baumgardner, D. J., Ward, S. E., & Dewsbury, D. A.  (1980). Diurnal Patterning Of Eight Activities In 14 Species Of Muroid Rodents. Animal Learning & Behavior, 8, 322-330."	"Calomys Callosus"	"Laucha De Campo"	"Calomys callosus"	6.9968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	12	12	12	"No"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	9	"Adult"	"Mono"	""	""	"TS Only; Took % Of Day And Night And Combined Totals; Do Not Know Exact Age B/c Gave Range Of 90-120 Days; 16hr/8hr Reverse Schedule; Females Excluded"	"Not from Zepelin"	"No"
291	"Male"	"M"	"Land"	"Tobler Et Al., 1993"	"Tobler, I., Franken, P., & Jaggi, K. (1993). Vigilance States, EEG Spectra, And Cortical Temperature In The Guinea Pig. American Journal Of Physiology, 264, R1125-R1132."	"Cavia Porcellus"	"Guinea Pig"	"Cavia porcellus"	7.73	NA	1.3	6.43	NA	16.8175937904269	NA	NA	NA	NA	NA	NA	""	""	""	9	9	9	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"0"	10	"Adult"	"Poly"	""	""	"None"	"Not from Zepelin"	"Yes"
268	"Male"	"M"	"Land"	"Valatx & Bugat, 1974"	"Valatx, J. L., & Bugat, R. (1974). [Genetic Factors As Determinants Of The Waking-sleep Cycle In The Mouse (author's Transl)]. Brain Research, 69(2), 315-330."	"CBA"	"CBA"	"Mus musculus"	13.542	NA	1.1083	12.433	NA	8.18416777433171	NA	NA	NA	NA	NA	NA	""	""	""	8	8	8	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"0"	10	"Adult & Juvenile"	NA	""	""	"In French"	"Not from Zepelin"	"No"
2	"Male"	"M"	"Land"	"Affanni Et Al., 2001"	"Affanni, J. M., Cervino, C. O., & Marcos, H. J. A. (2001). Absence Of Penile Erections During Paradoxical Sleep. Peculiar Penile Events During Wakefulness And Slow Wave Sleep In The Armadillo. Journal Of Sleep Research, 10, 219-228."	"Chaetophractus Villosus"	"South American Armadillo"	"Chaetophractus villosus"	20.414	NA	4.4784	15.936	NA	21.9378857646713	NA	NA	NA	NA	NA	NA	""	""	""	5	5	5	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	NA	"1"	10	"Adult"	NA	""	""	"N=15; 10 Armadillos And 5 Unspecified Animals; The 5 Animals Were Subjected To 24-hour Recordings So We Used Them"	"Not from Zepelin"	"Yes"
179	"Male"	"M"	"Land"	"McNew Et Al., 1972"	"McNew, J. J., Burson, R. D., Hoshizaki, T., & Adey, W. R. (1972). Sleep-wake Cycle Of An Unrestrained Isolated Chimpanzee Under Entrained And Free Running Conditions.  Aerospace Medicine, 43, 155-161."	"Chimpanzee"	"Chimpanzee"	"Pan troglodytes"	13.76	NA	2.24	11.52	101.8	16.2790697674419	NA	NA	NA	NA	NA	NA	""	""	""	1	1	1	"Yes"	"Telemetry / Radiotelemetry Used"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"0"	12	"Unclassified"	NA	""	""	"Study Used One Immature Male Chimp"	"Not from Zepelin"	"No"
267	"Male"	"M"	"Land"	"Valatx & Bugat, 1974"	"Valatx, J. L., & Bugat, R. (1974). [Genetic Factors As Determinants Of The Waking-sleep Cycle In The Mouse (author's Transl)]. Brain Research, 69(2), 315-330."	"DBA/2"	"DBA/2"	"Mus musculus"	13.125	NA	1.1417	11.983	NA	8.69866666666667	NA	NA	NA	NA	NA	NA	""	""	""	8	8	8	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"0"	10	"Adult & Juvenile"	NA	""	""	"In French"	"Not from Zepelin"	"No"
167	"Male"	"M"	"Marine"	"Lyamin Et Al., 2002A"	"Lyamin, O. I., Mukhametov, L. M., Siegel, J. M., Nazarenko, E. A., Polyakova, I. G., & Shpak, O. V. (2002A). Unihemispheric Slow Wave Sleep And The State Of The Eyes In A White Whale. Behavioural Brain Research, 129(1-2), 125-129."	"Delphinapterus Leucas"	"White Whale"	"Delphinapterus leucas"	10.32	NA	0	10.32	NA	0	NA	NA	NA	NA	NA	NA	""	""	""	1	1	1	"Yes"	"Telemetry / Radiotelemetry Used"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"Yes"	"1"	12	"Unclassified"	NA	""	""	"Sea Mammals; Data Also Available On State Of The Eyes And SWS Amplitude Diffs; Does Not State Whether Adult Or Juv; Does Not Report PS; All SWS"	"Not from Zepelin"	"Yes"
168	"Male"	"M"	"Marine"	"Lyamin Et Al., 2002B"	"Lyamin, O. I., Shpak, O. V., Nazarenko, E. A., & Mukhametov, L. M. (2002B). Muscle Jerks During Behavioral Sleep In A Beluga Whale (Delphinapterus Leucas L.). Physiology & Behavior, 76(2), 265-270."	"Delphinapterus Leucas"	"Beluga Whale"	"Delphinapterus leucas"	9.338	NA	0.049	9.289	NA	0.524737631184408	NA	NA	NA	NA	NA	NA	""	""	""	1	1	1	"No"	"No"	"2 (At least 12, but less than 24 hours)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	8	"Adult"	NA	""	""	"Sea Mammals; Observational Data; Muscle Jerks Considered REM; Bottom Of Pool NREM; 1.2% Of Time Unknown Based On Observation Only; 14 Hour Recording Period"	"Not from Zepelin"	"Yes"
169	"Male"	"M"	"Marine"	"Lyamin Et Al., 2004"	"Lyamin, O. I., Mukhametov, L. M., & Siegel, J. M.  (2004). Relationship Between Sleep And Eye State In Cetaceans And Pinnipeds. Archives Of Italian Biology, 142, 557-568."	"Delphinapterus Leucas"	"Beluga Whale"	"Delphinapterus leucas"	10.32	NA	3.84	6.48	NA	37.2093023255814	NA	NA	NA	NA	NA	NA	""	"4.08"	"3.6"	1	1	1	"Yes"	"Telemetry / Radiotelemetry Used"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	13	"Unknown"	NA	""	""	"Sea Mammals; Combined LA And HA SWS; Sea Mammals; Age Is Unclear"	"Not from Zepelin"	"Yes"
163	"Male"	"M"	"Marine"	"Lyamin Et Al., 2000"	"Lyamin, O. I., Oleksenko, A. I., & Sevostiyanov, V. F., Nazarenko, E. A., & Mukhametov, L. M. (2000). Behavioral Sleep In Captive Sea Otters. Aquatic Mammals, 26, 132-136."	"Enhydra Lutris"	"Sea Otter"	"Enhydra lutris"	7.584	NA	NA	7.584	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	1	1	1	"No"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	9	"Infant & Juvenile"	NA	""	""	"Sea Mammals; Based On Beh Observation Only; Male Only; No REM Scored; Used Series I"	"Not from Zepelin"	"Yes"
96	"Male"	"M"	"Land"	"Estep Et Al., 1978"	"Estep, D., Canney, E. L., Cochran, C. C., & Hunter, J. L. (1978). Components Of Activity And Sleep In Two Species Of Chipmunks: Tamias Striatus Amd Eutomias Dorsalis. Bulletin Of The Psychonomic Society, 12, 341-343."	"Eutamias Dorsalis"	"Cliff Chipmunk"	"Eutamias dorsalis"	15.288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	6	6	6	"No"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	9	"Adult"	"Poly"	""	""	"Only TST Available; Males Only"	"Not from Zepelin"	"No"
93	"Male"	"M"	"Land"	"Dijk & Daan, 1989"	"Dijk, D. J. & Daan, S.  (1989). Sleep EEG Spectral Analysis In A Diurnal Rodent:  
Eutamias Sibiricus. Journal Of Comparative Physiology, A, 165, 205-215."	"Eutamias Sibiricus"	"Siberian Chipmunk Or Burunduk"	"Eutamias sibiricus"	12.672	NA	2.904	9.768	NA	22.9166666666667	NA	NA	NA	NA	NA	NA	""	""	""	8	8	8	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"0"	10	"Adult"	NA	""	""	"Really 6 Animals B/c Missing Data From Dark Period; Averaged 12 Hr. Light And 12 Hr. Dark Period; Sum Is Over 24 Hours (24.912); Took Average Of Sample Because 9 Animals In Light And 7 In Dark; Paper Stated Sexually Mature Males"	"Not from Zepelin"	"Yes"
224	"Male"	"M"	"Land"	"Sato & Kawamura, 1984"	"Sato, T., & Kawamura, H. (1984). Effects Of Bilateral Suprachiasmatic Nucleus Lesions On The Circadian Rhythms In A Diurnal Rodent, The Siberian Chipmunk (Eutamias Sibiricus).  Journal Of Comparative Physiology, A, 155, 745-752."	"Eutamias Sibiricus"	"Siberian Chipmunk"	"Eutamias sibiricus"	9.2712	NA	2.472	6.7992	NA	26.6632151177841	NA	NA	NA	NA	NA	NA	""	""	""	5	5	5	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"0"	10	"Adult"	NA	""	""	"None"	"Not from Zepelin"	"No"
145	"Male"	"M"	"Land"	"Kiyono, 1975"	"Kiyono, S. (1975). Sleep Studies In Gunn Rats. [Abstact]. Sleep Research, 4, 227."	"Gunn Rat"	"Gunn Rat"	"Rattus norvegicus"	13.176	NA	1.896	11.28	NA	14.3897996357013	NA	NA	NA	NA	NA	NA	""	""	""	18	18	18	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	NA	"0"	9	"Adult"	NA	""	""	"Used Control Animals"	"Not from Zepelin"	"No"
194	"Male"	"M"	"Marine"	"Mukhametov, 1987"	"Mukhametov, L. M. (1987). Unihemispheric Slow-wave Sleep In The Amazonian Dolphin, Inia Geoffrensis. Neuroscience Lettters, 79(1-2), 128-132."	"Inia Geoffrensis"	"Amazonian Dolphin"	"Inia geoffrensis"	8.76	NA	NA	8.76	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	1	1	1	"Yes"	"Telemetry / Radiotelemetry Used"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"No"	"Normal"	"No"	"No"	"1"	12	"Infant"	NA	""	""	"Sea Mammals; 1 Adult Female But Data For Infant Male; Male Injected With Diazepam To Induce Unihemispheric SWS; Sleep % Available For Right Hemi 42%, 31% Left Hemi"	"Not from Zepelin"	"No"
323	"Male"	"M"	"Marine"	"Goley, 1993"	"Goley, D. G. (1993). Behavioral Aspects Of Sleep In Pacific White-sided Dolphins (Lagenorhynchus Obliquidens, Gill 1865). Marine Mammal Science, 15(4), 1054-1064."	"Lagenorhynchus Obliquidens"	"White-sided Dolphin"	"Lagenorhynchus obliquidens"	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	1	1	1	"No"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	9	""	NA	""	""	"Paper Talks About 3 Female Sub-adults As Well, But Data Is Only For The Adult Male."	"Not from Zepelin"	"Yes"
32	"Male"	"M"	"Land"	"Balzamo Et Al., 1978B"	"Balzamo, E., Vuillon-Cacciuttolo, G., Petter, J., & Bert, J. (1978B). Etats De Vigiliance Chez Deux Lemuridae: Rhythmes EEG Et Organization Obtenus Par Telemesure. Wake Sleep, 2, 237-245."	"Lemur Macaco Fulvus"	"In French"	"Eulemur fulvus"	9.648	NA	0.84	8.808	NA	8.70646766169154	NA	NA	NA	NA	NA	NA	""	""	""	1	1	1	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"No"	"Normal"	"No"	"No"	"1"	10	"Adult"	NA	""	""	"In French; Data Matched Elgar Et Al. 1988; Changed Daily_PS From .338 To .84; Quiet Sleep Changed From 9.3103 To 8.808"	"Not from Zepelin"	"No"
151	"Male"	"M"	"Land"	"Leinonen & Stenberg, 1986"	"Leinonen, L., & Stenberg, D. (1986). Sleep In Macaca Arctoides And The Effects Of Prazosin. Physiology & Behavior, 37(2), 199-202."	"Macaca Arctoides"	"Monkey"	"Macaca arctoides"	9.24	NA	1.08	8.16	50	11.6883116883117	NA	NA	NA	NA	NA	NA	""	""	""	1	1	1	"Yes"	"No"	"2 (At least 12, but less than 24 hours)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	NA	"1"	9	"Adult"	NA	""	""	"Sleep Quotas Calculated For Control Nights; 1 Male; Data Are For A 4 Year Old Male Is Available, But It Seemed More Like An Adolescent And Not A Juvenile; We Already Have It Calc. And Can Enter It If Necessary; 12 Hr. Rec. Time"	"Not from Zepelin"	"No"
34	"Male"	"M"	"Land"	"Balzamo Et Al., 1998"	"Balzamo, E., Van Beers, P., & D. Lagarde. (1998). Scoring Of Sleep And Wakefulness 
By Behavioral Analysis From Video Recordings In Rhesus Monkeys: Comparison 
With Conventional EEG Analysis. Electroencephalography & Clinical Neurophysiology, 106, 206-212."	"Macaca Mulatta"	"Rhesus Monkey"	"Macaca mulatta"	8.9472	NA	0.975	7.9722	NA	10.8972639484979	NA	NA	NA	NA	NA	NA	""	""	""	6	6	6	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"No"	"Normal"	"No"	"Yes"	"1"	10	"Adult"	NA	""	""	"In Epochs B/c % Agreement W/video And EEG Recordings; Average Between Light And Dark Period; Only Took #s For EEG Recordings"	"Not from Zepelin"	"Yes"
86	"Male"	"M"	"Land"	"Crowley Et Al., 1972"	"Crowley, T. J., Kripke, D. F., Halberg, F., Pegram, G.V., & Schildkraut, J. J. (1972).  
Circadian Rhythms Of Macaca Mulatta: Sleep, EEG, Body And Eye Movement, 
And Temperature. Primates, 13, 149-168."	"Macaca Mulatta"	"Monkey"	"Macaca mulatta"	11.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	34	34	34	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"No"	"Normal"	"No"	"Yes"	"0"	8	"Unknown"	"Mono"	""	""	"We Could Not Extract Data B/c Sleep Stages Plotted In A Graph; Current Data Are From Campbell & Tobler (1984) And Has Species As Rhesus Monkey; Age Is Unclear; Did Not Specify Adult Or Juv"	"Not from Zepelin"	"No"
215	"Male"	"M"	"Land"	"Robinson Et Al., 2003"	"Robinson, E. L., Hsieh, J. K., & Fuller, C. A. (2003). A Primate Model Of Sleep Regulation [Abstract]. Sleep, 26(Suppl.), A391."	"Macaca Mulatta"	"Rhesus Monkey"	"Macaca mulatta"	11.52	NA	3.12	8.4	NA	27.0833333333333	NA	NA	NA	NA	NA	NA	""	""	""	6	6	6	"Yes"	"Telemetry / Radiotelemetry Used"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"No"	"Normal"	"No"	"No"	"0"	11	"Adult"	NA	""	""	"None"	"Not from Zepelin"	"Yes"
137	"Male"	"M"	"Land"	"Kaemingk & Reite, 1987"	"Kaemingk, K., & Reite, M. (1987). Social Environment And Nocturnal Sleep: Studies In 
Peer-reared Monkeys. Sleep, 10, 542-550."	"Macaca Nemestrina"	"Pigtail Monkey Infant"	"Macaca nemestrina"	8.43	NA	2.01	7.3	NA	23.8434163701068	NA	NA	NA	NA	NA	NA	""	""	""	4	4	4	"Yes"	"Telemetry / Radiotelemetry Used"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"0"	12	"Infant"	NA	""	""	"Males Only"	"Not from Zepelin"	"No"
210	"Male"	"M"	"Land"	"Reite Et Al., 1965"	"Reite, M. L., Rhodes, J. M., Kavan, E., & Adey, W. R. (1965). Normal Sleep Patterns In Macaque Monkey. Archives Of Neurology, 12, 133-144."	"Macaca Nemestrina"	"Pigtail Monkey"	"Macaca nemestrina"	7.83	1.33	1.02	6.81	80	13.0268199233716	NA	NA	NA	NA	NA	NA	""	""	""	6	6	6	"Yes"	"No"	"2 (At least 12, but less than 24 hours)"	"Normal light/dark conditions"	"No"	"Normal"	"No"	"Yes"	"1"	8	"Unclassified"	"Mono"	""	""	"Rec. Time Is 14.5 Hours. In Fig.4 (top Right) TST=9.17; Quotas Based On % In Figure 4 And Page 137. % Of Drowsiness On 9.17 TST Was Subtratcted For Our Estimate Of TST And QS"	"Not from Zepelin"	"No"
78	"Male"	"M"	"Land"	"Cicala Et Al., 1970"	"Cicala, G. A., Albert, I. B., & Ulmer, F. A., Jr. (1970). Sleep And Other Behaviors Of The Red Kangaroo (Megaleia Rufa). Animal Behavior, 18, 787-790."	"Megaleia Rufa"	"Red Kangaroo"	"Osphranter rufus"	2.0845	NA	1.265	0.8195	10	60.6860158311346	NA	NA	NA	NA	NA	NA	""	""	""	1	1	1	"No"	"No"	"1 (Less than 12 hours)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	7	"Infant"	NA	""	""	"Paper Reports That Animals Were Observed From 10.00 To 15.30 Hours On 4 Days; We Calculated The Observation Time To 5.5 Hours And Have Reported Sleep Values Based On This Estimate; Does Not Specify If Infant Or Juv"	"Not from Zepelin"	"No"
16	"Male"	"M"	"Land"	"Ambrosini Et Al., 1994"	"Ambrosini, M.V., Gambelunghe, C., Mariucci, G., Bruschelli, G., Adami, M., & Guiditta, A.  (1994).  Sleep-wake Variables And EEG Power Spectra In Mongolian Gerbils And Wistar Rats.  Physiology & Behavior, 56(5), 963-968."	"Meriones Unguiculatus"	"Mongolian Gerbil"	"Meriones unguiculatus"	3.0333	NA	0.22	2.8167	NA	7.25282695414235	NA	NA	NA	NA	NA	NA	""	""	""	25	25	25	"Yes"	"No"	"1 (Less than 12 hours)"	"Abnormal light/dark conditions"	"Yes"	"Normal"	"No"	"Yes"	"0"	6	"Adult & Juvenile"	NA	""	""	"Recording Time Is 6 Hours"	"Not from Zepelin"	"Yes"
143	"Male"	"M"	"Land"	"Kastaniotis & Kaplan, 1976"	"Kastaniotis, C. & Kaplan, P. (1976). Sleep And Wakefulness In The Mongolian Gerbil Meriones Unguiculalus [Abstract]. Sleep Research, 5, 96."	"Meriones Unguiculatus"	"Mongolian Gerbil"	"Meriones unguiculatus"	15.288	NA	1.6756	13.612	NA	10.9602302459445	NA	NA	NA	NA	NA	NA	""	""	""	8	8	8	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"0"	10	"Adult"	"Poly"	""	""	"Age Is Unclear; Did Not Specify If Adult Or Juv"	"Not from Zepelin"	"No"
252	"Male"	"M"	"Land"	"Tobler & Jaggi, 1987"	"Tobler, I., & Jaggi, K. (1987). Sleep And EEG Spectra In The Syrian Hamster (Mesocricetus Auratus) Under Baseline Conditions And Following Sleep Deprivation. Journal Of Comparative Physiology, A, 161(3), 449-459."	"Mesocricetus Auratus"	"Syrian Hamster"	"Mesocricetus auratus"	15.528	NA	3.6465	11.881	NA	23.4833848531685	NA	NA	NA	NA	NA	NA	""	""	""	6	6	6	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	NA	"1"	10	"Adult"	"Poly"	""	""	"Data Were Averaged Over Photoperiods"	"Not from Zepelin"	"No"
276	"Male"	"M"	"Land"	"Van Twyver, 1969"	"Van Twyver, H. (1969). Sleep Patterns In Five Rodent Species. Physiology & Behavior, 4, 901-905."	"Mesocricetus Auratus"	"Hamster"	"Mesocricetus auratus"	14.424	NA	3.3752	11.049	11.6	23.3998890737659	NA	NA	NA	NA	NA	NA	""	""	""	6	6	6	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	NA	"1"	10	"Adult"	"Poly"	""	""	"Campbell & Tobler (1984) Have Species Listed As Golden Hamster"	"Not from Zepelin"	"No"
