"search_id"	"sex_file"	"Sex_reported"	"habitat_type"	"Reference"	"Full_Reference"	"SpeciesName_Reported"	"CommonName_Reported"	"species_sci"	"Sleep_h_day"	"Sleep_h_day_drowsy_adj"	"REM_h"	"NREM_h"	"Sleep_cycle_min"	"REM_sleep_pct"	"Sleep_h_day_in_water"	"Sleep_h_day_on_land"	"REM_h_in_water"	"REM_h_on_land"	"NREM_h_in_water"	"NREM_h_on_land"	"USWS"	"BSWS"	"ASWS"	"N_reported"	"N_in_mean"	"Animals_sampled"	"EEG"	"Telemetry"	"Twenty_four_hour"	"Light"	"Adaptation"	"Diet_condition"	"Temperature"	"Restraint"	"Behavioural"	"Lab_condition_score"	"Summary_age_class"	"Monophasic_polyphasic"	"Error"	"Error_Note"	"Notes_Misc"	"Data_came_from"	"Post1988"
254	"Female"	"F"	"Land"	"Tobler & Schwierin, 1996"	"Tobler, I., & Schwierin, B. (1996). Behavioural Sleep In The Giraffe (Giraffa 
Camelopardalis) In A Zoological Garden. Journal Of Sleep Research, 5(1), 21-32."	"Giraffa Camelopardalis"	"Giraffe"	"Giraffa camelopardalis"	3.936	NA	0.336	3.6	NA	8.53658536585366	NA	NA	NA	NA	NA	NA	""	""	""	1	1	1	"No"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	9	"Infant"	NA	""	""	"Behavioral Observations"	"Not from Zepelin"	"Yes"
253	"Female"	"F"	"Land"	"Tobler & Schwierin, 1996"	"Tobler, I., & Schwierin, B. (1996). Behavioural Sleep In The Giraffe (Giraffa 
Camelopardalis) In A Zoological Garden. Journal Of Sleep Research, 5(1), 21-32."	"Giraffa Camelopardalis"	"Giraffe"	"Giraffa camelopardalis"	4.4928	NA	0.984	3.5088	17.5	21.9017094017094	NA	NA	NA	NA	NA	NA	""	""	""	5	5	5	"No"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	9	"Adult & Juvenile"	NA	""	""	"Adult Females Only; Behavioral Data; Averaged Sleep Cycle; Age Abs Reported As 3.4, 3.5, 3.6, 13, & 20 Yrs"	"Not from Zepelin"	"Yes"
226	"Female"	"F"	"Marine"	"Shurley Et Al., 1969"	"Shurley, J. T., Serafetinides, E. A., Brooks, R. E., Elsner, R., & Kenney, D. W.  (1969). Sleep In Cetaceans: I. The Pilot Whale, Globicephala Scammoni [Abstract]. Psychophysiology, 6, 230."	"Globicephala Scammoni"	"North Pacific Pilot Whale"	"Globicephala scammoni"	5.28	NA	0.1	5.18	NA	1.89393939393939	NA	NA	NA	NA	NA	NA	""	""	""	1	1	1	"No"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	9	"Juvenile"	"Poly"	""	""	"Data Matched Zepelin (1989); Not Sure If Adult Or Juv"	"Not from Zepelin"	"No"
33	"Female"	"F"	"Land"	"Balzamo Et Al., 1978B"	"Balzamo, E., Vuillon-Cacciuttolo, G., Petter, J., & Bert, J. (1978B). Etats De Vigiliance Chez Deux Lemuridae: Rhythmes EEG Et Organization Obtenus Par Telemesure. Wake Sleep, 2, 237-245."	"Lemur Mongoz Mongoz"	"In French"	"Eulemur mongoz"	11.88	NA	0.72	11.16	NA	6.06060606060606	NA	NA	NA	NA	NA	NA	""	""	""	1	1	1	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"No"	"Normal"	"No"	"No"	"1"	10	"Adult"	NA	""	""	"In French; Data Match Elgar Et Al. 1988; Zepelin & Rechtschaffen, 1974 Have Data, But We Calculated Something Different; Zepelin Obtained Data From Balzamo Et Al., 1978; Recordng Time Is 24 Hrs"	"Not from Zepelin"	"No"
152	"Female"	"F"	"Land"	"Leinonen & Stenberg, 1986"	"Leinonen, L., & Stenberg, D. (1986). Sleep In Macaca Arctoides And The Effects Of Prazosin. Physiology & Behavior, 37(2), 199-202."	"Macaca Arctoides"	"Monkey"	"Macaca arctoides"	8.76	NA	1.68	7.08	50	19.1780821917808	NA	NA	NA	NA	NA	NA	""	""	""	1	1	1	"Yes"	"No"	"2 (At least 12, but less than 24 hours)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	NA	"1"	9	"Adult"	NA	""	""	"Sleep Quotas Calculated For Control Nights; 1 Female; 12 Hr. Rec. Time"	"Not from Zepelin"	"No"
135	"Female"	"F"	"Land"	"Kaemingk & Reite, 1987"	"Kaemingk, K., & Reite, M. (1987). Social Environment And Nocturnal Sleep: Studies In 
Peer-reared Monkeys. Sleep, 10, 542-550."	"Macaca Nemestrina"	"Pigtail Monkey Infant"	"Macaca nemestrina"	7.845	NA	0.845	7	NA	10.7711918419375	NA	NA	NA	NA	NA	NA	""	""	""	7	7	7	"Yes"	"Telemetry / Radiotelemetry Used"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"0"	12	"Infant"	NA	""	""	"Females Only"	"Not from Zepelin"	"No"
65	"Female"	"F"	"Land"	"Bert, 1970"	"Bert, J. (1970). Adaptation Du Sommeil Aux Conditions Experimentales D’enregistrement Chez Deux Cercopithecinae (Papio Papio Et Macaca Radiata). Proceeding Of 3rd International Congress On Primatology, 2, 49-53."	"Macaca Radiata"	"Bonnet Macaque"	"Macaca radiata"	8.895	NA	1	7.895	NA	11.2422709387296	NA	NA	NA	NA	NA	NA	""	""	""	4	4	4	"Yes"	"No"	"2 (At least 12, but less than 24 hours)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"Yes"	"0"	8	"Adult"	NA	""	""	"In French; 13 Hr Rec Time"	"Not from Zepelin"	"No"
77	"Female"	"F"	"Land"	"Cicala Et Al., 1970"	"Cicala, G. A., Albert, I. B., & Ulmer, F. A., Jr. (1970). Sleep And Other Behaviors Of The Red Kangaroo (Megaleia Rufa). Animal Behavior, 18, 787-790."	"Megaleia Rufa"	"Red Kangaroo"	"Osphranter rufus"	2.6345	NA	0.4538	2.1807	13	17.2252799392674	NA	NA	NA	NA	NA	NA	""	""	""	2	2	2	"No"	"No"	"1 (Less than 12 hours)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	7	"Infant & Juvenile"	NA	""	""	"Paper Reports That Animals Were Observed From 10.00 To 15.30 Hours On 4 Days; We Calculated The Observation Time To 5.5 Hours And Have Reported Sleep Values Based On This Estimate; Does Not Specify If Juvenile"	"Not from Zepelin"	"No"
76	"Female"	"F"	"Land"	"Cicala Et Al., 1970"	"Cicala, G. A., Albert, I. B., & Ulmer, F. A., Jr. (1970). Sleep And Other Behaviors Of The Red Kangaroo (Megaleia Rufa). Animal Behavior, 18, 787-790."	"Megaleia Rufa"	"Red Kangaroo"	"Osphranter rufus"	1.87	NA	0.4813	1.3887	14.75	25.7379679144385	NA	NA	NA	NA	NA	NA	""	""	""	2	2	2	"No"	"No"	"1 (Less than 12 hours)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	7	"Adult"	NA	"SN"	""	"Paper Reports That Animals Were Observed From 10.00 To 15.30 Hours On 4 Days; We Calculated The Observation Time To 5.5 Hours And Have Reported Sleep Values Based On This Estimate."	"Not from Zepelin"	"No"
36	"Female"	"F"	"Land"	"Barre & Petter-Rousseaux, 1988"	"Barre, V., & Petter-Rousseaux, A. (1988). Seasonal Variations In Sleep-wake Cycle In Microcebus Murinus. Primates, 19(2), 53-64."	"Microcebus Murinus"	"Nocturnal Malagasy Prosimian"	"Microcebus murinus"	15.36	NA	0.989	14.371	NA	6.43880208333333	NA	NA	NA	NA	NA	NA	""	""	""	4	4	4	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"No"	"Normal"	"No"	"No"	"0"	9	"Adult"	NA	""	""	"Took Data From Longest Sleep Bout; Sleep Divided Into Different Months And Seasons; N Originally 20; Sample On Only 4; Did Not Specify If Ages Are Juv Or Adult"	"Not from Zepelin"	"No"
131	"Female"	"F"	"Land"	"Jha Et Al., 2006"	"Jha, S. K., Coleman, T., & Frank, M. G. (2006). Sleep And Sleep Regulation In The Ferret (Mustela Putorius Furo). Behavioural Brain Research, 172, 106-113."	"Mustela Putorius Furo"	"Ferret"	"Mustela putorius furo"	15.113	NA	4.632	10.481	NA	30.6491100377159	NA	NA	NA	NA	NA	NA	""	""	""	4	4	4	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	NA	"0"	9	"Adult & Juvenile"	"Poly"	""	""	"Data For Females Only; Juv Or Adult Not Said Explicitly"	"Not from Zepelin"	"Yes"
102	"Female"	"F"	"Land"	"Fischer Et Al., 1980"	"Fischer, R. B. & Meunier, G. F. (1980). Effects Of Enclosure Size On Activity And Sleep Of A Hystricomorph Rodent (Octodon Degus). Bulletin Of The Psychonomic Society, 16(4), 273-275."	"Octodon Degus"	"Hystricomorph Rodent"	"Octodon degus"	5.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	4	4	4	"No"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	9	"Infant"	NA	""	""	"Females; Took Data From Large Enclosure Condition"	"Not from Zepelin"	"No"
105	"Female"	"F"	"Land"	"Fischer Et Al., 1980"	"Fischer, R. B. & Meunier, G. F. (1980). Effects Of Enclosure Size On Activity And Sleep Of A Hystricomorph Rodent (Octodon Degus). Bulletin Of The Psychonomic Society, 16(4), 273-275."	"Octodon Degus"	"Hystricomorph Rodent"	"Octodon degus"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	4	4	4	"No"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	9	"Adult"	NA	""	""	"Females; Took Data From Large Enclosure Condition"	"Not from Zepelin"	"No"
161	"Female"	"F"	"Marine"	"Lyamin Et Al., 1994"	"Lyamin, O. I., Mukhametov, L. M., Chetyrbok, I. S., & Vassiliev, A. V. (1994). Sleep And Wakefulness In Southern Sea Lions (Otari Byronia). Journal Of Sleep Research, 3(suppl 1), 152."	"Otari Byronia"	"Southern Sea Lion"	"Otaria byronia"	5.928	NA	2.328	3.6	33	39.2712550607287	NA	NA	NA	NA	NA	NA	""	""	""	3	3	3	"Yes"	"Telemetry / Radiotelemetry Used"	"3 (24 hour recording period)"	"Normal light/dark conditions"	NA	"Normal"	"No"	NA	"0"	10	"Juvenile"	NA	""	""	"Does Not Specify Adult Or Juv; Also Known As Otaria Flavescens"	"Not from Zepelin"	"Yes"
166	"Female"	"F"	"Marine"	"Lyamin Et Al., 2002C"	"Lyamin, O. I., Mukhametov, L. M., Chetyrbok, I. S., & Vassiliev, A. V. (2002C). Sleep And Wakefulness In The Southern Sea Lion. Behavioural Brain Research, 128, 129-138."	"Otaria Byronia"	"Southern Sea Lion"	"Otaria byronia"	5.928	NA	2.328	3.6	32.8	39.2712550607287	NA	NA	NA	NA	NA	NA	""	""	""	3	3	3	"Yes"	"Telemetry / Radiotelemetry Used"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	13	"Juvenile"	NA	""	""	"Sea Mammals; Females Only; Either Otaria Byronia Or Otaria Flavescens Were Used; Does Not Speicify Adult Or Juv; Body Weight Not Given"	"Not from Zepelin"	"Yes"
176	"Female"	"F"	"Marine"	"Lyamin, 1993"	"Lyamin, O. I. (1993). Sleep In The Harp Seal (Pagophilus Groenlandica). Comparisons Of Sleep On Land And In Water. Journal Of Sleep Research, 2, 170-174."	"Pagophilus Groenlandica"	"Harp Seal"	"Pagophilus groenlandicus"	6.54	NA	0.852	5.688	NA	13.0275229357798	NA	NA	NA	NA	NA	NA	""	""	""	2	2	2	"Yes"	"Telemetry / Radiotelemetry Used"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	13	"Juvenile"	NA	""	""	"Sea Mammals; Females Only; Paper Does Not Specify Adult Or Juv; States Young Harp Seals; On Land Only"	"Not from Zepelin"	"Yes"
25	"Female"	"F"	"Land"	"Balzamo & Bert, 1975"	"Balzamo, E., & Bert, J. (1975). Sleep In Papio Anubis: Its Organization And Lateral Geniculate Spikes [Abstract]. Sleep Research, 4, 138."	"Papio Anubis"	"Baboon From Kenya"	"Papio anubis"	9.84	NA	1.39	8.45	40	14.1260162601626	NA	NA	NA	NA	NA	NA	""	""	""	4	4	4	"Yes"	"No"	"2 (At least 12, but less than 24 hours)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"Yes"	"0"	8	"Adult"	"Mono"	""	""	"Paper Said Kenyan Baboon And Not Olive Baboon As Previously Entered; 12 Hr. Recording Time"	"Not from Zepelin"	"No"
35	"Female"	"F"	"Land"	"Balzamo, 1973"	"Balzamo, E. (1973). Etude Des Etats De Vigilance Chez Papio Cynocephalus Adulte. 
Comptes Rendus Des Seances De La Societe De Biologie, 167, 1168-1172."	"Papio Cynocephalus"	"Primate"	"Papio cynocephalus"	6.1875	NA	0.4888	5.6987	NA	7.89979797979798	NA	NA	NA	NA	NA	NA	""	""	""	2	2	2	"Yes"	"No"	"1 (Less than 12 hours)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"Yes"	"0"	7	"Adult"	"Mono"	""	""	"In French; Numbers Didn't Match Elgar's; Campbell & Tobler (1984) Reported 6.2 As TST For 7.5 Hr Recording Time; Was Comfortably Positioned In A Chair With Limbs Free To Move; TST From 6.2 To 6.1875; 

IC: Rec Time Unknown
EH: Rec Time In Paper"	"Not from Zepelin"	"No"
66	"Female"	"F"	"Land"	"Bert, 1973"	"Bert, J. (1973). Similitudes Et Differences Du Sommeil Chez Deux Babouins, Papio Hamadryas Et Papio Papio. Electroencephalography & Clinical Neurophysiology, 35(2), 209-212."	"Papio Hamadryas"	"Baboon"	"Papio hamadryas"	9.83	NA	1.2667	8.5666	NA	12.8860630722279	NA	NA	NA	NA	NA	NA	""	""	""	6	6	6	"Yes"	"No"	"2 (At least 12, but less than 24 hours)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"Yes"	"0"	8	"Adult"	NA	""	""	"In French; Campbell & Tobler (1984) Had Same TST; 12.5 Hr Recording Time From Campbell & Tobler (1984)"	"Not from Zepelin"	"No"
54	"Female"	"F"	"Land"	"Bert & Collomb, 1966"	"Bert, J., & Collomb, H. (1966). L’electroencephalogramme Du Sommeil Nocturne Chez Le Babouin. Etude Par Telemetrie. Journal Of Physiology (Parris), 58, 285-301."	"Papio Papio"	"Baboon"	"Papio papio"	7.8	NA	0.87	6.93	33	11.1538461538462	NA	NA	NA	NA	NA	NA	""	""	""	2	10	10	"Yes"	"Telemetry / Radiotelemetry Used"	"2 (At least 12, but less than 24 hours)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	12	"Adult"	NA	""	""	"In French; Obtained Data From Elgar Et Al., 1988; Recording Time In Pegram, 1972 Is 12 Hours; Data Quality Score Is From Original Bert & Collomb, 1966 Paper; We Believe Data Are Combined For The 2 Species"	"Not from Zepelin"	"No"
63	"Female"	"F"	"Land"	"Bert Et Al., 1975"	"Bert, J., Balzamo, E., Chase, M., & Pegram, V. (1975). The Sleep Of The Baboon, Papio Papio, Under Natural Conditions And In The Laboratory. Electroencephalography & Clinical Neurophysiology, 39, 657-662."	"Papio Papio"	"Baboon"	"Papio papio"	9.35	NA	1.03	8.32	NA	11.0160427807487	NA	NA	NA	NA	NA	NA	""	""	""	8	8	8	"Yes"	"No"	"2 (At least 12, but less than 24 hours)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"0"	9	"Adult"	NA	""	""	"Data Are Reported For 'natural Conditions' (a Cage Outside In The Open Areas) And Not The Wild; 12 Hr. Rec. Time"	"Not from Zepelin"	"No"
64	"Female"	"F"	"Land"	"Bert, 1970"	"Bert, J. (1970). Adaptation Du Sommeil Aux Conditions Experimentales D’enregistrement Chez Deux Cercopithecinae (Papio Papio Et Macaca Radiata). Proceeding Of 3rd International Congress On Primatology, 2, 49-53."	"Papio Papio"	"Baboon"	"Papio papio"	10.413	NA	0.879	9.534	NA	8.44137136271968	NA	NA	NA	NA	NA	NA	""	""	""	4	4	4	"Yes"	"No"	"2 (At least 12, but less than 24 hours)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"Yes"	"0"	8	"Adult"	NA	""	""	"In French; 13 Hr Rec Time"	"Not from Zepelin"	"No"
67	"Female"	"F"	"Land"	"Bert, 1973"	"Bert, J. (1973). Similitudes Et Differences Du Sommeil Chez Deux Babouins, Papio Hamadryas Et Papio Papio. Electroencephalography & Clinical Neurophysiology, 35(2), 209-212."	"Papio Papio"	"Baboon"	"Papio papio"	10.8	NA	1.2167	9.5833	NA	11.2657407407407	NA	NA	NA	NA	NA	NA	""	""	""	6	6	6	"Yes"	"No"	"2 (At least 12, but less than 24 hours)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"Yes"	"0"	8	"Adult"	NA	""	""	"In French; 12.5 Hr Recording Time"	"Not from Zepelin"	"No"
223	"Female"	"F"	"Land"	"Ruckebusch, 1972"	"Ruckebusch, Y. (1972). The Relevance Of Drowsiness In The Circadian Cycle Of Farm Animals. Animal Behavior, 20(4), 637-643."	"Pig"	"Pig"	"Sus scrofa domesticus"	7.824	5.064	1.752	6.072	NA	22.3926380368098	NA	NA	NA	NA	NA	NA	""	""	""	3	3	3	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	NA	"1"	10	"Juvenile"	NA	""	""	"Data Found In Table 1; Not Sure If Adult Or Juv"	"Not from Zepelin"	"No"
240	"Female"	"F"	"Land"	"Strijkstra & Daan, 1998"	"Strijkstra, A. M. & Daan, S. (1998). Dissimilarity Of Slow-wave Activity Enhancement By Torpor And Sleep Deprivation In A Hibernator. American Journal Of Physiology- Regulatory, Integrative & Comparative Physiology, 275(4 Part 2), R1110-R1117."	"Spermophilus Citellus"	"European Ground Squirrel"	"Spermophilus citellus"	6.44	NA	0.912	5.528	NA	14.1614906832298	NA	NA	NA	NA	NA	NA	""	""	""	9	9	9	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"0"	10	"Unknown"	NA	""	""	"All Females; Age Is Unclear; Not Sure If Adult Or Juv"	"Not from Zepelin"	"Yes"
11	"Female"	"F"	"Land"	"Allison Et Al., 1972"	"Allison, T., Van Twyver, H., & Goff, W. R.  (1972). Electrophysiological Studies Of The Echidna, Tachyglossus Aculeatus. I. Waking And Sleep. Archives Of Italian Biology, 110, 145-184."	"Tachyglossus Aculeatus"	"Echidna (spiny Anteater)"	"Tachyglossus aculeatus"	16.38	NA	0	16.38	27	0	NA	NA	NA	NA	NA	NA	""	""	""	2	2	2	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	11	"Unknown"	NA	""	""	"Females Only; No REM; Age Is Unclear; Did Not Specify Adult Or Juv; Sleep Cycle Obtained From Campbell & Tobler, 1984"	"Not from Zepelin"	"No"
