"species"	"reference"	"group"	"specimen"	"region"	"cell_type"	"measure"	"value"	"units"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LP"	NA	"Rest"	"Non-neurons"	"cell_density"	73.4892624223603	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LP"	NA	"Cerebellum"	"Total"	"cell_density"	999.932650862069	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LP"	NA	"Cerebellum"	"Neurons"	"cell_density"	803.345891702586	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LP"	NA	"Cerebellum"	"Non-neurons"	"cell_density"	196.586759159483	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LP"	NA	"Cortex"	"Total"	"cell_density"	80.4894008757962	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LP"	NA	"Cortex"	"Neurons"	"cell_density"	37.1861	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LP"	NA	"Cortex"	"Non-neurons"	"cell_density"	43.3033	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LP"	NA	"Hippocampus"	"Total"	"cell_density"	100.649305555556	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LP"	NA	"Hippocampus"	"Neurons"	"cell_density"	28.9266104166667	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LP"	NA	"Hippocampus"	"Non-neurons"	"cell_density"	71.7226951388889	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LP"	NA	"Rest"	"Total"	"cell_density"	137.349479166667	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LP"	NA	"Rest"	"Neurons"	"cell_density"	31.5629103125	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LP"	NA	"Rest"	"Non-neurons"	"cell_density"	105.786568854167	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Cerebellum"	"Total"	"cell_density"	660.92204	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Cerebellum"	"Neurons"	"cell_density"	432.50738	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Cerebellum"	"Non-neurons"	"cell_density"	228.41466	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Cortex"	"Total"	"cell_density"	85.71661	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Cortex"	"Neurons"	"cell_density"	29.66	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Cortex"	"Non-neurons"	"cell_density"	51.267	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Olfactory"	"Total"	"cell_density"	353.2527	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Olfactory"	"Neurons"	"cell_density"	200.71819	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Olfactory"	"Non-neurons"	"cell_density"	152.53452	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Hippocampus"	"Total"	"cell_density"	69.31784	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Hippocampus"	"Neurons"	"cell_density"	19.68627	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Hippocampus"	"Non-neurons"	"cell_density"	49.63157	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Rest"	"Total"	"cell_density"	113.21332	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Rest"	"Neurons"	"cell_density"	23.7748	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Rest"	"Non-neurons"	"cell_density"	89.43852	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Cerebellum"	"Total"	"cell_density"	629.05816	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Cerebellum"	"Neurons"	"cell_density"	562.56671	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Cerebellum"	"Non-neurons"	"cell_density"	66.49145	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Cortex"	"Total"	"cell_density"	74.79071	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Cortex"	"Neurons"	"cell_density"	25.35405	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Cortex"	"Non-neurons"	"cell_density"	49.43666	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Olfactory"	"Total"	"cell_density"	265.08235	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Olfactory"	"Neurons"	"cell_density"	25.23584	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Olfactory"	"Non-neurons"	"cell_density"	239.84651	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Hippocampus"	"Total"	"cell_density"	120.55965	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Hippocampus"	"Neurons"	"cell_density"	23.051	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Hippocampus"	"Non-neurons"	"cell_density"	97.50864	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Rest"	"Total"	"cell_density"	120.72656	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Rest"	"Neurons"	"cell_density"	25.4733	"cells_per_mg (as published; verify against paper)"
"Mus musculus"	"BarbeitoAndres_etal_2019"	"LCP"	NA	"Rest"	"Non-neurons"	"cell_density"	95.25326	"cells_per_mg (as published; verify against paper)"
