"species"	"reference"	"group"	"specimen"	"region"	"cell_type"	"measure"	"value"	"units"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"22"	"Lateral_ventricle"	NA	"absolute_volume"	5.139331125	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"22"	"Striatum"	NA	"absolute_volume"	50.20374675	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"22"	"Cortex"	NA	"absolute_volume"	164.98557625	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"22"	"Hypothalamus"	NA	"absolute_volume"	11.3017225	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"22"	"Third_ventricle"	NA	"absolute_volume"	1.210163125	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"22"	"Hippocampus"	NA	"absolute_volume"	37.822319	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"22"	"Thalamus"	NA	"absolute_volume"	13.01139925	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"22"	"Fimbria"	NA	"absolute_volume"	1.4230145	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"22"	"Total"	NA	"absolute_volume"	432.57238825	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"11"	"Olfactory_bulbs"	NA	"absolute_volume"	20.50239475	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"11"	"Cerebellum"	NA	"absolute_volume"	49.0845585	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"11"	"Corpus_callosum"	NA	"absolute_volume"	5.668026375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"11"	"Midbrain"	NA	"absolute_volume"	23.5612755	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"11"	"Lateral_ventricle"	NA	"absolute_volume"	2.894092375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"11"	"Striatum"	NA	"absolute_volume"	37.89956275	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"11"	"Cortex"	NA	"absolute_volume"	141.906649	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"11"	"Hypothalamus"	NA	"absolute_volume"	12.53935	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"11"	"Third_ventricle"	NA	"absolute_volume"	0.6746015	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"11"	"Hippocampus"	NA	"absolute_volume"	32.748216625	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"11"	"Thalamus"	NA	"absolute_volume"	13.437102375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"11"	"Fimbria"	NA	"absolute_volume"	0.427419375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"11"	"Total"	NA	"absolute_volume"	341.343249125	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"14"	"Olfactory_bulbs"	NA	"absolute_volume"	23.9646635	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"14"	"Cerebellum"	NA	"absolute_volume"	54.41271025	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"14"	"Corpus_callosum"	NA	"absolute_volume"	5.966705	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"14"	"Midbrain"	NA	"absolute_volume"	24.222145125	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"14"	"Lateral_ventricle"	NA	"absolute_volume"	2.356814125	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"14"	"Striatum"	NA	"absolute_volume"	35.9186725	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"14"	"Cortex"	NA	"absolute_volume"	135.661861875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"14"	"Hypothalamus"	NA	"absolute_volume"	11.20216225	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"14"	"Third_ventricle"	NA	"absolute_volume"	0.930366625	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"14"	"Hippocampus"	NA	"absolute_volume"	27.912713	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"14"	"Thalamus"	NA	"absolute_volume"	13.09207675	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"14"	"Fimbria"	NA	"absolute_volume"	1.556904875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"14"	"Total"	NA	"absolute_volume"	337.197795875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"15"	"Olfactory_bulbs"	NA	"absolute_volume"	22.208639125	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"15"	"Cerebellum"	NA	"absolute_volume"	55.660638875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"15"	"Corpus_callosum"	NA	"absolute_volume"	7.406884875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"15"	"Midbrain"	NA	"absolute_volume"	28.309234625	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"15"	"Lateral_ventricle"	NA	"absolute_volume"	2.50443675	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"15"	"Striatum"	NA	"absolute_volume"	41.394445375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"15"	"Cortex"	NA	"absolute_volume"	141.56162325	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"15"	"Hypothalamus"	NA	"absolute_volume"	9.9096055	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"15"	"Third_ventricle"	NA	"absolute_volume"	0.923500375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"15"	"Hippocampus"	NA	"absolute_volume"	27.8389015	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"15"	"Thalamus"	NA	"absolute_volume"	15.378512875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"15"	"Fimbria"	NA	"absolute_volume"	1.565487625	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"15"	"Total"	NA	"absolute_volume"	354.66191075	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"16"	"Olfactory_bulbs"	NA	"absolute_volume"	27.713594375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"16"	"Cerebellum"	NA	"absolute_volume"	55.8322925	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"16"	"Corpus_callosum"	NA	"absolute_volume"	6.661905375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"16"	"Midbrain"	NA	"absolute_volume"	28.724638	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"16"	"Lateral_ventricle"	NA	"absolute_volume"	3.695718	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"16"	"Striatum"	NA	"absolute_volume"	47.297637875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"16"	"Cortex"	NA	"absolute_volume"	142.73230275	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"16"	"Hypothalamus"	NA	"absolute_volume"	10.52756125	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"16"	"Third_ventricle"	NA	"absolute_volume"	0.96126425	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"16"	"Hippocampus"	NA	"absolute_volume"	32.248701125	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"16"	"Thalamus"	NA	"absolute_volume"	16.86332325	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"16"	"Fimbria"	NA	"absolute_volume"	2.648626625	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"16"	"Total"	NA	"absolute_volume"	375.907565375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"19"	"Olfactory_bulbs"	NA	"absolute_volume"	21.36066725	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"19"	"Cerebellum"	NA	"absolute_volume"	53.875433	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"19"	"Corpus_callosum"	NA	"absolute_volume"	6.102312125	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"19"	"Midbrain"	NA	"absolute_volume"	22.769948875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"19"	"Lateral_ventricle"	NA	"absolute_volume"	3.80557675	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"19"	"Striatum"	NA	"absolute_volume"	40.0933055	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"19"	"Cortex"	NA	"absolute_volume"	141.29555525	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"19"	"Hypothalamus"	NA	"absolute_volume"	11.959157875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"19"	"Third_ventricle"	NA	"absolute_volume"	0.904618375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"19"	"Hippocampus"	NA	"absolute_volume"	34.020175875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"19"	"Thalamus"	NA	"absolute_volume"	14.528823375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"19"	"Fimbria"	NA	"absolute_volume"	1.941410625	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"19"	"Total"	NA	"absolute_volume"	352.656984875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"21"	"Olfactory_bulbs"	NA	"absolute_volume"	25.681206625	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"21"	"Cerebellum"	NA	"absolute_volume"	56.62018575	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"21"	"Corpus_callosum"	NA	"absolute_volume"	5.056937	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"21"	"Midbrain"	NA	"absolute_volume"	26.343791875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"21"	"Lateral_ventricle"	NA	"absolute_volume"	2.847745625	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"21"	"Striatum"	NA	"absolute_volume"	38.2600365	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"21"	"Cortex"	NA	"absolute_volume"	132.68022675	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"21"	"Hypothalamus"	NA	"absolute_volume"	9.14746	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"21"	"Third_ventricle"	NA	"absolute_volume"	1.041941875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"21"	"Hippocampus"	NA	"absolute_volume"	29.51253125	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"21"	"Thalamus"	NA	"absolute_volume"	10.851987875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"21"	"Fimbria"	NA	"absolute_volume"	1.31658875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"21"	"Total"	NA	"absolute_volume"	339.360639875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"23"	"Olfactory_bulbs"	NA	"absolute_volume"	21.752038	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"23"	"Cerebellum"	NA	"absolute_volume"	60.480691875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"23"	"Corpus_callosum"	NA	"absolute_volume"	6.8593075	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"23"	"Midbrain"	NA	"absolute_volume"	31.74575525	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"23"	"Lateral_ventricle"	NA	"absolute_volume"	3.783261625	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"23"	"Striatum"	NA	"absolute_volume"	42.37287525	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"23"	"Cortex"	NA	"absolute_volume"	146.500117875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"23"	"Hypothalamus"	NA	"absolute_volume"	8.453976375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"23"	"Third_ventricle"	NA	"absolute_volume"	0.849689	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"23"	"Hippocampus"	NA	"absolute_volume"	31.998087	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"23"	"Thalamus"	NA	"absolute_volume"	11.265675125	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"23"	"Fimbria"	NA	"absolute_volume"	2.0135055	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	"23"	"Total"	NA	"absolute_volume"	368.074980375	"mm3"
