"species"	"reference"	"group"	"specimen"	"region"	"cell_type"	"measure"	"value"	"units"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	"18"	"Lateral_ventricle"	NA	"absolute_volume"	2.974769875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	"18"	"Striatum"	NA	"absolute_volume"	39.86843875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	"18"	"Cortex"	NA	"absolute_volume"	153.352558125	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	"18"	"Hypothalamus"	NA	"absolute_volume"	11.967741	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	"18"	"Third_ventricle"	NA	"absolute_volume"	0.70206625	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	"18"	"Hippocampus"	NA	"absolute_volume"	34.682762125	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	"18"	"Thalamus"	NA	"absolute_volume"	14.85325	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	"18"	"Fimbria"	NA	"absolute_volume"	1.888197875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	"18"	"Total"	NA	"absolute_volume"	380.937040625	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"4"	"Olfactory_bulbs"	NA	"absolute_volume"	24.359468375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"4"	"Cerebellum"	NA	"absolute_volume"	64.90250975	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"4"	"Corpus_callosum"	NA	"absolute_volume"	8.862514	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"4"	"Midbrain"	NA	"absolute_volume"	37.535656	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"4"	"Lateral_ventricle"	NA	"absolute_volume"	3.112093375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"4"	"Striatum"	NA	"absolute_volume"	45.44205475	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"4"	"Cortex"	NA	"absolute_volume"	151.45749575	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"4"	"Hypothalamus"	NA	"absolute_volume"	10.8331055	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"4"	"Third_ventricle"	NA	"absolute_volume"	0.95783125	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"4"	"Hippocampus"	NA	"absolute_volume"	35.997633	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"4"	"Thalamus"	NA	"absolute_volume"	12.070733625	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"4"	"Fimbria"	NA	"absolute_volume"	1.634149375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"4"	"Total"	NA	"absolute_volume"	397.16524475	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"5"	"Olfactory_bulbs"	NA	"absolute_volume"	27.164299875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"5"	"Cerebellum"	NA	"absolute_volume"	69.789508875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"5"	"Corpus_callosum"	NA	"absolute_volume"	8.800718375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"5"	"Midbrain"	NA	"absolute_volume"	31.045405375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"5"	"Lateral_ventricle"	NA	"absolute_volume"	1.53287325	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"5"	"Striatum"	NA	"absolute_volume"	38.417959125	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"5"	"Cortex"	NA	"absolute_volume"	143.211222	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"5"	"Hypothalamus"	NA	"absolute_volume"	11.001327	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"5"	"Third_ventricle"	NA	"absolute_volume"	0.77931075	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"5"	"Hippocampus"	NA	"absolute_volume"	34.933376375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"5"	"Thalamus"	NA	"absolute_volume"	16.406723	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"5"	"Fimbria"	NA	"absolute_volume"	3.812443	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"5"	"Total"	NA	"absolute_volume"	386.895167	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"6"	"Olfactory_bulbs"	NA	"absolute_volume"	27.373719125	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"6"	"Cerebellum"	NA	"absolute_volume"	68.64285275	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"6"	"Corpus_callosum"	NA	"absolute_volume"	6.98289875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"6"	"Midbrain"	NA	"absolute_volume"	38.261755	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"6"	"Lateral_ventricle"	NA	"absolute_volume"	3.663103875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"6"	"Striatum"	NA	"absolute_volume"	47.711326625	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"6"	"Cortex"	NA	"absolute_volume"	144.00083175	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"6"	"Hypothalamus"	NA	"absolute_volume"	9.423823375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"6"	"Third_ventricle"	NA	"absolute_volume"	0.966414	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"6"	"Hippocampus"	NA	"absolute_volume"	34.4441605	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"6"	"Thalamus"	NA	"absolute_volume"	14.484193375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"6"	"Fimbria"	NA	"absolute_volume"	1.11746975	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"6"	"Total"	NA	"absolute_volume"	397.072548875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"7"	"Olfactory_bulbs"	NA	"absolute_volume"	25.737853	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"7"	"Cerebellum"	NA	"absolute_volume"	64.178125375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"7"	"Corpus_callosum"	NA	"absolute_volume"	8.783552625	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"7"	"Midbrain"	NA	"absolute_volume"	31.99465275	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"7"	"Lateral_ventricle"	NA	"absolute_volume"	3.752364	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"7"	"Striatum"	NA	"absolute_volume"	47.230693875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"7"	"Cortex"	NA	"absolute_volume"	147.71028025	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"7"	"Hypothalamus"	NA	"absolute_volume"	12.254403625	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"7"	"Third_ventricle"	NA	"absolute_volume"	1.09858775	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"7"	"Hippocampus"	NA	"absolute_volume"	35.1754075	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"7"	"Thalamus"	NA	"absolute_volume"	17.440081625	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"7"	"Fimbria"	NA	"absolute_volume"	1.634149375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"7"	"Total"	NA	"absolute_volume"	396.99015175	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"8"	"Olfactory_bulbs"	NA	"absolute_volume"	25.49067025	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"8"	"Cerebellum"	NA	"absolute_volume"	60.056705375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"8"	"Corpus_callosum"	NA	"absolute_volume"	6.62070825	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"8"	"Midbrain"	NA	"absolute_volume"	27.85778325	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"8"	"Lateral_ventricle"	NA	"absolute_volume"	4.078507125	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"8"	"Striatum"	NA	"absolute_volume"	40.180850875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"8"	"Cortex"	NA	"absolute_volume"	139.772984375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"8"	"Hypothalamus"	NA	"absolute_volume"	11.63473125	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"8"	"Third_ventricle"	NA	"absolute_volume"	0.417120125	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"8"	"Hippocampus"	NA	"absolute_volume"	37.2867565	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"8"	"Thalamus"	NA	"absolute_volume"	16.1629735	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"8"	"Fimbria"	NA	"absolute_volume"	1.33203775	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"8"	"Total"	NA	"absolute_volume"	370.891828625	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"10"	"Olfactory_bulbs"	NA	"absolute_volume"	28.3950615	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"10"	"Cerebellum"	NA	"absolute_volume"	69.54575725	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"10"	"Corpus_callosum"	NA	"absolute_volume"	7.11850575	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"10"	"Midbrain"	NA	"absolute_volume"	31.53290275	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"10"	"Lateral_ventricle"	NA	"absolute_volume"	2.741319875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"10"	"Striatum"	NA	"absolute_volume"	38.98785025	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"10"	"Cortex"	NA	"absolute_volume"	155.359201875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"10"	"Hypothalamus"	NA	"absolute_volume"	11.372100375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"10"	"Third_ventricle"	NA	"absolute_volume"	1.304573	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"10"	"Hippocampus"	NA	"absolute_volume"	36.21735	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"10"	"Thalamus"	NA	"absolute_volume"	15.316717125	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"10"	"Fimbria"	NA	"absolute_volume"	2.245238875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"10"	"Total"	NA	"absolute_volume"	400.136578625	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"13"	"Olfactory_bulbs"	NA	"absolute_volume"	24.175798375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"13"	"Cerebellum"	NA	"absolute_volume"	61.172458625	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"13"	"Corpus_callosum"	NA	"absolute_volume"	6.49025075	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"13"	"Midbrain"	NA	"absolute_volume"	27.332521375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"13"	"Lateral_ventricle"	NA	"absolute_volume"	3.041715	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"13"	"Striatum"	NA	"absolute_volume"	38.2600365	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"13"	"Cortex"	NA	"absolute_volume"	141.73156075	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"13"	"Hypothalamus"	NA	"absolute_volume"	11.469943125	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"13"	"Third_ventricle"	NA	"absolute_volume"	0.8891695	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"13"	"Hippocampus"	NA	"absolute_volume"	38.7132035	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"13"	"Thalamus"	NA	"absolute_volume"	15.2480555	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"13"	"Fimbria"	NA	"absolute_volume"	1.680496	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"13"	"Total"	NA	"absolute_volume"	370.205209	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"17"	"Olfactory_bulbs"	NA	"absolute_volume"	28.927190875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"17"	"Cerebellum"	NA	"absolute_volume"	72.69389725	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"17"	"Corpus_callosum"	NA	"absolute_volume"	9.09939725	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"17"	"Midbrain"	NA	"absolute_volume"	30.561339375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"17"	"Lateral_ventricle"	NA	"absolute_volume"	2.985069	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"17"	"Striatum"	NA	"absolute_volume"	44.060236	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"17"	"Cortex"	NA	"absolute_volume"	158.94162225	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"17"	"Hypothalamus"	NA	"absolute_volume"	12.530766875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"17"	"Third_ventricle"	NA	"absolute_volume"	1.160383375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"17"	"Hippocampus"	NA	"absolute_volume"	37.964790375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"17"	"Thalamus"	NA	"absolute_volume"	17.07617375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"17"	"Fimbria"	NA	"absolute_volume"	2.62116175	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"17"	"Total"	NA	"absolute_volume"	418.622028125	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"20"	"Olfactory_bulbs"	NA	"absolute_volume"	30.420582875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"20"	"Cerebellum"	NA	"absolute_volume"	69.46508025	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"20"	"Corpus_callosum"	NA	"absolute_volume"	8.35784975	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"20"	"Midbrain"	NA	"absolute_volume"	30.446331125	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"20"	"Lateral_ventricle"	NA	"absolute_volume"	2.9610375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"20"	"Striatum"	NA	"absolute_volume"	45.31846425	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"20"	"Cortex"	NA	"absolute_volume"	166.176855625	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"20"	"Hypothalamus"	NA	"absolute_volume"	11.617566125	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"20"	"Third_ventricle"	NA	"absolute_volume"	1.201580375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"20"	"Hippocampus"	NA	"absolute_volume"	39.24705125	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"20"	"Thalamus"	NA	"absolute_volume"	19.25961775	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"20"	"Fimbria"	NA	"absolute_volume"	2.46323975	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"20"	"Total"	NA	"absolute_volume"	426.935256625	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"22"	"Olfactory_bulbs"	NA	"absolute_volume"	27.947043375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"22"	"Cerebellum"	NA	"absolute_volume"	76.87883375	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"22"	"Corpus_callosum"	NA	"absolute_volume"	7.820571875	"mm3"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	"22"	"Midbrain"	NA	"absolute_volume"	34.82866675	"mm3"
