Original_Term,Reference,Standardized_Term
species,Smaers_etal_2011_SupplementaryTable2,Species
sec5_white_left_cm3,Smaers_etal_2011_SupplementaryTable2,PrefrontalCortex_white_matter_left_Vol.mm3
sec5_grey_left_cm3,Smaers_etal_2011_SupplementaryTable2,PrefrontalCortex_grey_matter_left_Vol.mm3
sec5_white_right_cm3,Smaers_etal_2011_SupplementaryTable2,PrefrontalCortex_white_matter_right_Vol.mm3
sec5_grey_right_cm3,Smaers_etal_2011_SupplementaryTable2,PrefrontalCortex_grey_matter_right_Vol.mm3
sec5_white_total_cm3,Smaers_etal_2011_SupplementaryTable2,PrefrontalCortex_white_matter_Vol.mm3
sec5_grey_total_cm3,Smaers_etal_2011_SupplementaryTable2,PrefrontalCortex_grey_matter_Vol.mm3
