Original_Term,Reference,Standardized_Term
Species,Matano__1992_Table2,Species
body_weight_g,Matano__1992_Table2,Body_Mass.g
IOPr_mm3,Matano__1992_Table2,Nucleus_olivaris_inferior_principalis_Vol.mm3
IOAcMed_mm3,Matano__1992_Table2,Nucleus_olivaris_inferior_accessorius_medialis_Vol.mm3
IOAcDors_mm3,Matano__1992_Table2,Nucleus_olivaris_inferior_accessorius_dorsalis_Vol.mm3
IOAc_mm3,Matano__1992_Table2,Nucleus_olivaris_inferior_accessorius_Vol.mm3
