Original_Term,Reference,Standardized_Term
species,Smaers_etal_2017_TableS1part1,Species
primary_visual_gray,Smaers_etal_2017_TableS1part1,Area_striata_grey_matter_Vol.mm3
primary_visual_white,Smaers_etal_2017_TableS1part1,Area_striata_white_matter_Vol.mm3
prefrontal_gray,Smaers_etal_2017_TableS1part1,PrefrontalCortex_grey_matter_Vol.mm3
prefrontal_white,Smaers_etal_2017_TableS1part1,PrefrontalCortex_white_matter_Vol.mm3
frontal_motor_gray,Smaers_etal_2017_TableS1part1,FrontalMotor_grey_matter_Vol.mm3
frontal_motor_white,Smaers_etal_2017_TableS1part1,FrontalMotor_white_matter_Vol.mm3
other_association_gray,Smaers_etal_2017_TableS1part1,AssociationCortex_grey_matter_Vol.mm3
other_association_white,Smaers_etal_2017_TableS1part1,AssociationCortex_white_matter_Vol.mm3
