Original_Term,Reference,Standardized_Term
species,Barks_etal_2014_viaDeCasien2019,Species
brain_volume_mm3,Barks_etal_2014_viaDeCasien2019,Total_brain_net_volume_Vol.mm3
neocortex_GMWM_mm3,Barks_etal_2014_viaDeCasien2019,Neocortex_Vol.mm3
neocortex_GM_mm3,Barks_etal_2014_viaDeCasien2019,Neocortex_grey_matter_Vol.mm3
cerebellum_mm3,Barks_etal_2014_viaDeCasien2019,Cerebellum_Vol.mm3
striatum_mm3,Barks_etal_2014_viaDeCasien2019,Striatum_Vol.mm3
hippocampus_mm3,Barks_etal_2014_viaDeCasien2019,Hippocampus_Vol.mm3
amygdala_mm3,Barks_etal_2014_viaDeCasien2019,Amygdala_Vol.mm3
insula_GM_mm3,Barks_etal_2014_viaDeCasien2019,Insula_Vol.mm3
